,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,LC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
274,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,274,08:16,"TURNOVER  by CHURCH,MORGAN",,,,,,,"TURNOVER  by CHURCH,MORGAN",3,turnover,,lasell,morgan church,,496
275,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,275,08:14,,,,,"STEAL  by RICE,MADISON",,,"STEAL  by RICE,MADISON",3,steal,,Centre,,,494
276,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,276,08:06,,17,,29 (+12),"GOOD JUMPER by KELLAM,PAIGE",CENTRE-W 17-29 (+12),,"GOOD JUMPER by KELLAM,PAIGE",3,jumper,good,Centre,paige kellam,2,486
277,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,277,07:44,"GOOD LAYUP by CHURCH,MORGAN(in the paint)",19,,29 (+10),,LC 19-29 (+10),,"GOOD LAYUP by CHURCH,MORGAN(in the paint)",3,layup,good,lasell,morgan church,2,464
278,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,278,07:35,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",3,subbing in,,Centre,abigail wehby,,455
279,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,279,07:35,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",3,subbing out,,Centre,paige kellam,,455
280,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,280,07:14,,19,,31 (+12),"GOOD LAYUP by RICE,MADISON(in the paint)",CENTRE-W 19-31 (+12),,"GOOD LAYUP by RICE,MADISON(in the paint)",3,layup,good,Centre,madison rice,2,434
281,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,281,06:58,"TURNOVER  by ROSS,DANA",,,,,,,"TURNOVER  by ROSS,DANA",3,turnover,,lasell,dana ross,,418
282,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,282,06:57,,,,,"STEAL  by SCHAD,OLIVIA",,,"STEAL  by SCHAD,OLIVIA",3,steal,,Centre,,,417
283,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,283,06:50,"FOUL  by CARON,JAIME",,,,,,,"FOUL  by CARON,JAIME",3,foul,,lasell,jaime caron,,410
284,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,284,06:50,,,,,"MISS FT by RICE,MADISON",,,"MISS FT by RICE,MADISON",3,free throw,missed,Centre,madison rice,,410
285,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,285,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3,deadball rebound,,Centre,,,
286,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,286,06:50,,,,,"MISS FT by RICE,MADISON",,,"MISS FT by RICE,MADISON",3,free throw,missed,Centre,madison rice,,410
287,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,287,--,"REBOUND DEF by ROSS,DANA",,,,,,,"REBOUND DEF by ROSS,DANA",3,defensive rebound,,lasell,dana ross,,
288,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,288,06:28,"MISS LAYUP by HOFFMAN,BRIANNA",,,,,,,"MISS LAYUP by HOFFMAN,BRIANNA",3,layup,missed,lasell,brianna hoffman,,388
289,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,289,--,,,,,"REBOUND DEF by WILSON,KATHLEEN",,,"REBOUND DEF by WILSON,KATHLEEN",3,defensive rebound,,Centre,kathleen wilson,,
290,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,290,06:13,"FOUL  by ROSS,DANA",,,,,,,"FOUL  by ROSS,DANA",3,foul,,lasell,dana ross,,373
291,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,291,06:13,"SUB IN by SANTANA,KIESHA",,,,,,,"SUB IN by SANTANA,KIESHA",3,subbing in,,lasell,kiesha santana,,373
292,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,292,06:13,"SUB OUT by CARON,JAIME",,,,,,,"SUB OUT by CARON,JAIME",3,subbing out,,lasell,jaime caron,,373
293,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,293,06:13,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",3,subbing in,,Centre,mikayla fee,,373
294,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,294,06:13,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",3,subbing in,,Centre,cheyenne bunner,,373
295,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,295,06:13,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",3,subbing out,,Centre,madison rice,,373
296,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,296,06:13,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",3,subbing out,,Centre,abigail stewart,,373
297,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,297,06:10,,,,,"TURNOVER  by FEE,MIKAYLA",,,"TURNOVER  by FEE,MIKAYLA",3,turnover,,Centre,mikayla fee,,370
298,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,298,05:32,"MISS JUMPER by CHURCH,MORGAN",,,,,,,"MISS JUMPER by CHURCH,MORGAN",3,jumper,missed,lasell,morgan church,,332
299,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,299,--,,,,,"REBOUND DEF by SCHAD,OLIVIA",,,"REBOUND DEF by SCHAD,OLIVIA",3,defensive rebound,,Centre,olivia schad,,
300,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,300,05:29,,19,,33 (+14),"GOOD JUMPER by WILSON,KATHLEEN",CENTRE-W 19-33 (+14),,"GOOD JUMPER by WILSON,KATHLEEN",3,jumper,good,Centre,kathleen wilson,2,329
301,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,301,05:26,"SUB IN by HUGHEY,TAYLOR",,,,,,,"SUB IN by HUGHEY,TAYLOR",3,subbing in,,lasell,taylor hughey,,326
302,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,302,05:26,"SUB OUT by FENTON,BECCA",,,,,,,"SUB OUT by FENTON,BECCA",3,subbing out,,lasell,becca fenton,,326
303,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,303,05:26,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",3,subbing in,,Centre,madison marcum,,326
304,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,304,05:26,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",3,subbing in,,Centre,lakken miller,,326
305,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,305,05:26,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",3,subbing in,,Centre,ami ballard,,326
306,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,306,05:26,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",3,subbing out,,Centre,abigail wehby,,326
307,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,307,05:26,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",3,subbing out,,Centre,kathleen wilson,,326
308,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,308,05:26,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",3,subbing out,,Centre,olivia schad,,326
309,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,309,05:15,"GOOD JUMPER by HOFFMAN,BRIANNA",21,,33 (+12),,LC 21-33 (+12),,"GOOD JUMPER by HOFFMAN,BRIANNA",3,jumper,good,lasell,brianna hoffman,2,315
310,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,310,04:59,,,,,"MISS LAYUP by BUNNER,CHEYENNE",,,"MISS LAYUP by BUNNER,CHEYENNE",3,layup,missed,Centre,cheyenne bunner,,299
311,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,311,--,,,,,"REBOUND OFF by FEE,MIKAYLA",,,"REBOUND OFF by FEE,MIKAYLA",3,offensive rebound,,Centre,mikayla fee,,
312,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,312,04:47,,,,,"MISS JUMPER by MILLER,LAKKEN",,,"MISS JUMPER by MILLER,LAKKEN",3,jumper,missed,Centre,lakken miller,,287
313,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,313,--,"REBOUND DEF by ROSS,DANA",,,,,,,"REBOUND DEF by ROSS,DANA",3,defensive rebound,,lasell,dana ross,,
314,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,314,04:47,,,,,"FOUL  by BUNNER,CHEYENNE",,,"FOUL  by BUNNER,CHEYENNE",3,foul,,Centre,cheyenne bunner,,287
315,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,315,04:47,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",3,subbing in,,Centre,ellen hicks,,287
316,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,316,04:47,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",3,subbing out,,Centre,cheyenne bunner,,287
317,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,317,04:17,"MISS JUMPER by HOFFMAN,BRIANNA",,,,,,,"MISS JUMPER by HOFFMAN,BRIANNA",3,jumper,missed,lasell,brianna hoffman,,257
318,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,318,04:17,,,,,"BLOCK  by FEE,MIKAYLA",,,"BLOCK  by FEE,MIKAYLA",3,block,,Centre,mikayla fee,,257
319,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,319,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,3,offensive rebound,,lasell,,,
320,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,320,04:07,"FOUL  by SANTANA,KIESHA",,,,,,,"FOUL  by SANTANA,KIESHA",3,foul,,lasell,kiesha santana,,247
321,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,321,04:07,,,,,"MISS FT by HICKS,ELLEN",,,"MISS FT by HICKS,ELLEN",3,free throw,missed,Centre,ellen hicks,,247
322,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,322,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3,deadball rebound,,Centre,,,
323,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,323,04:07,,,,,"MISS FT by HICKS,ELLEN",,,"MISS FT by HICKS,ELLEN",3,free throw,missed,Centre,ellen hicks,,247
324,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,324,--,"REBOUND DEF by ROSS,DANA",,,,,,,"REBOUND DEF by ROSS,DANA",3,defensive rebound,,lasell,dana ross,,
325,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,325,04:01,"TURNOVER  by HOFFMAN,BRIANNA",,,,,,,"TURNOVER  by HOFFMAN,BRIANNA",3,turnover,,lasell,brianna hoffman,,241
326,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,326,04:01,,,,,"STEAL  by FEE,MIKAYLA",,,"STEAL  by FEE,MIKAYLA",3,steal,,Centre,,,241
327,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,327,03:47,"FOUL  by CHURCH,MORGAN",,,,,,,"FOUL  by CHURCH,MORGAN",3,foul,,lasell,morgan church,,227
328,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,328,03:47,"SUB IN by CARON,JAIME",,,,,,,"SUB IN by CARON,JAIME",3,subbing in,,lasell,jaime caron,,227
329,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,329,03:47,"SUB IN by BOUGIE,LIZ",,,,,,,"SUB IN by BOUGIE,LIZ",3,subbing in,,lasell,liz bougie,,227
330,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,330,03:47,"SUB OUT by SANTANA,KIESHA",,,,,,,"SUB OUT by SANTANA,KIESHA",3,subbing out,,lasell,kiesha santana,,227
331,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,331,03:47,"SUB OUT by ROSS,DANA",,,,,,,"SUB OUT by ROSS,DANA",3,subbing out,,lasell,dana ross,,227
332,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,332,03:46,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",3,three pointer,missed,Centre,madison marcum,,226
333,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,333,--,"REBOUND DEF by HUGHEY,TAYLOR",,,,,,,"REBOUND DEF by HUGHEY,TAYLOR",3,defensive rebound,,lasell,taylor hughey,,
334,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,334,03:35,,,,,"FOUL  by MILLER,LAKKEN",,,"FOUL  by MILLER,LAKKEN",3,foul,,Centre,lakken miller,,215
335,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,335,03:35,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",3,subbing in,,Centre,abigail wehby,,215
336,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,336,03:35,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",3,subbing in,,Centre,kylee murray,,215
337,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,337,03:35,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",3,subbing out,,Centre,lakken miller,,215
338,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,338,03:35,,,,,"SUB OUT by BALLARD,AMI",,,"SUB OUT by BALLARD,AMI",3,subbing out,,Centre,ami ballard,,215
339,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,339,03:26,"TURNOVER  by HOFFMAN,BRIANNA",,,,,,,"TURNOVER  by HOFFMAN,BRIANNA",3,turnover,,lasell,brianna hoffman,,206
340,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,340,03:10,,,,,"TURNOVER  by MARCUM,MADISON",,,"TURNOVER  by MARCUM,MADISON",3,turnover,,Centre,madison marcum,,190
341,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,341,03:00,,,,,"FOUL  by HICKS,ELLEN",,,"FOUL  by HICKS,ELLEN",3,foul,,Centre,ellen hicks,,180
342,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,342,02:52,"MISS LAYUP by CARON,JAIME",,,,,,,"MISS LAYUP by CARON,JAIME",3,layup,missed,lasell,jaime caron,,172
343,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,343,02:52,,,,,"BLOCK  by FEE,MIKAYLA",,,"BLOCK  by FEE,MIKAYLA",3,block,,Centre,mikayla fee,,172
344,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,344,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,3,offensive rebound,,lasell,,,
