,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,WOO,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
137,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,137,09:46,,,,,"TURNOVER  by WILSON,KATHLEEN",,,"TURNOVER  by WILSON,KATHLEEN",2,turnover,,Centre,kathleen wilson,,586
138,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,138,09:46,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,586
139,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,139,09:46,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",2,subbing out,,Centre,kathleen wilson,,586
140,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,140,09:37,"MISS LAYUP by RAPACZ,SARAH",,,,,,,"MISS LAYUP by RAPACZ,SARAH",2,layup,missed,college of wooster,sarah rapacz,,577
141,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,141,--,"REBOUND OFF by ROBERTS,ERICA",,,,,,,"REBOUND OFF by ROBERTS,ERICA",2,offensive rebound,,college of wooster,erica roberts,,
142,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,142,09:33,"MISS JUMPER by ROBERTS,ERICA",,,,,,,"MISS JUMPER by ROBERTS,ERICA",2,jumper,missed,college of wooster,erica roberts,,573
143,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,143,--,"REBOUND OFF by TILTON,AKWIA",,,,,,,"REBOUND OFF by TILTON,AKWIA",2,offensive rebound,,college of wooster,akwia tilton,,
144,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,144,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
145,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,145,09:29,"FOUL  by ROBERTS,ERICA",,,,,,,"FOUL  by ROBERTS,ERICA",2,foul,,college of wooster,erica roberts,,569
146,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,146,09:16,,,,,"MISS JUMPER by RICE,MADISON",,,"MISS JUMPER by RICE,MADISON",2,jumper,missed,Centre,madison rice,,556
147,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,147,--,,,,,"REBOUND OFF by MARCUM,MADISON",,,"REBOUND OFF by MARCUM,MADISON",2,offensive rebound,,Centre,madison marcum,,
148,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,148,09:07,,,,,"MISS JUMPER by WEHBY,ABIGAIL",,,"MISS JUMPER by WEHBY,ABIGAIL",2,jumper,missed,Centre,abigail wehby,,547
149,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,149,--,"REBOUND DEF by ROBERTS,ERICA",,,,,,,"REBOUND DEF by ROBERTS,ERICA",2,defensive rebound,,college of wooster,erica roberts,,
150,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,150,08:55,"MISS JUMPER by ROBERTS,ERICA",,,,,,,"MISS JUMPER by ROBERTS,ERICA",2,jumper,missed,college of wooster,erica roberts,,535
151,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,151,--,"REBOUND OFF by FIORITO,CAT",,,,,,,"REBOUND OFF by FIORITO,CAT",2,offensive rebound,,college of wooster,cat fiorito,,
152,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,152,08:48,"MISS JUMPER by ROBERTS,ERICA",,,,,,,"MISS JUMPER by ROBERTS,ERICA",2,jumper,missed,college of wooster,erica roberts,,528
153,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,153,--,"REBOUND OFF by RAPACZ,SARAH",,,,,,,"REBOUND OFF by RAPACZ,SARAH",2,offensive rebound,,college of wooster,sarah rapacz,,
154,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,154,08:40,"MISS JUMPER by RAPACZ,SARAH",,,,,,,"MISS JUMPER by RAPACZ,SARAH",2,jumper,missed,college of wooster,sarah rapacz,,520
155,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,155,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
156,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,156,08:21,"FOUL  by TILTON,AKWIA",,,,,,,"FOUL  by TILTON,AKWIA",2,foul,,college of wooster,akwia tilton,,501
157,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,157,08:21,"SUB IN by ORR,KYLIE",,,,,,,"SUB IN by ORR,KYLIE",2,subbing in,,college of wooster,kylie orr,,501
158,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,158,08:21,"SUB IN by MARION,SARAH",,,,,,,"SUB IN by MARION,SARAH",2,subbing in,,college of wooster,sarah marion,,501
159,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,159,08:21,"SUB OUT by TILTON,AKWIA",,,,,,,"SUB OUT by TILTON,AKWIA",2,subbing out,,college of wooster,akwia tilton,,501
160,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,160,08:21,"SUB OUT by GIBBS,ANNA",,,,,,,"SUB OUT by GIBBS,ANNA",2,subbing out,,college of wooster,anna gibbs,,501
161,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,161,08:21,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,501
162,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,162,08:21,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,501
163,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,163,08:15,,,,,"MISS JUMPER by KELLAM,PAIGE",,,"MISS JUMPER by KELLAM,PAIGE",2,jumper,missed,Centre,paige kellam,,495
164,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,164,--,,,,,"REBOUND OFF by STEWART,ABIGAIL",,,"REBOUND OFF by STEWART,ABIGAIL",2,offensive rebound,,Centre,abigail stewart,,
165,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,165,07:55,,,,,"TURNOVER  by KELLAM,PAIGE",,,"TURNOVER  by KELLAM,PAIGE",2,turnover,,Centre,paige kellam,,475
166,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,166,07:55,"SUB IN by LOCKHART,COURTNEY",,,,,,,"SUB IN by LOCKHART,COURTNEY",2,subbing in,,college of wooster,courtney lockhart,,475
167,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,167,07:55,"SUB OUT by RAPACZ,SARAH",,,,,,,"SUB OUT by RAPACZ,SARAH",2,subbing out,,college of wooster,sarah rapacz,,475
168,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,168,07:44,"MISS 3PTR by ORR,KYLIE",,,,,,,"MISS 3PTR by ORR,KYLIE",2,three pointer,missed,college of wooster,kylie orr,,464
169,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,169,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",2,defensive rebound,,Centre,abigail stewart,,
170,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,170,07:17,,10,,23 (+13),"GOOD 3PTR by MARCUM,MADISON",CENTRE-W 10-23 (+13),,"GOOD 3PTR by MARCUM,MADISON",2,three pointer,good,Centre,madison marcum,3,437
171,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,171,--,,,,,"ASSIST  by SCHAD,OLIVIA",,,"ASSIST  by SCHAD,OLIVIA",2,assist,,Centre,olivia schad,,
172,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,172,07:04,"GOOD LAYUP by FIORITO,CAT(in the paint)",12,,23 (+11),,WOO 12-23 (+11),,"GOOD LAYUP by FIORITO,CAT(in the paint)",2,layup,good,college of wooster,cat fiorito,2,424
173,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,173,06:49,"FOUL  by ROBERTS,ERICA",,,,,,,"FOUL  by ROBERTS,ERICA",2,foul,,college of wooster,erica roberts,,409
174,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,174,06:49,"SUB IN by JANASKO,MARIA",,,,,,,"SUB IN by JANASKO,MARIA",2,subbing in,,college of wooster,maria janasko,,409
175,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,175,06:49,"SUB OUT by ROBERTS,ERICA",,,,,,,"SUB OUT by ROBERTS,ERICA",2,subbing out,,college of wooster,erica roberts,,409
176,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,176,06:49,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,409
177,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,177,06:49,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,409
178,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,178,06:49,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,409
179,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,179,06:49,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,409
180,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,180,06:47,"FOUL  by FIORITO,CAT",,,,,,,"FOUL  by FIORITO,CAT",2,foul,,college of wooster,cat fiorito,,407
181,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,181,06:47,,12,,24 (+12),"GOOD FT by BUNNER,CHEYENNE",CENTRE-W 12-24 (+12),,"GOOD FT by BUNNER,CHEYENNE",2,free throw,good,Centre,cheyenne bunner,1,407
182,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,182,06:47,,12,,25 (+13),"GOOD FT by BUNNER,CHEYENNE",CENTRE-W 12-25 (+13),,"GOOD FT by BUNNER,CHEYENNE",2,free throw,good,Centre,cheyenne bunner,1,407
183,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,183,06:47,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,407
184,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,184,06:47,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,407
185,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,185,06:27,"TURNOVER  by JANASKO,MARIA",,,,,,,"TURNOVER  by JANASKO,MARIA",2,turnover,,college of wooster,maria janasko,,387
186,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,186,06:26,,,,,"STEAL  by BUNNER,CHEYENNE",,,"STEAL  by BUNNER,CHEYENNE",2,steal,,Centre,,,386
187,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,187,06:07,,,,,"MISS JUMPER by MILLER,LAKKEN",,,"MISS JUMPER by MILLER,LAKKEN",2,jumper,missed,Centre,lakken miller,,367
188,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,188,--,"REBOUND DEF by LOCKHART,COURTNEY",,,,,,,"REBOUND DEF by LOCKHART,COURTNEY",2,defensive rebound,,college of wooster,courtney lockhart,,
189,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,189,06:04,,,,,"FOUL  by FEE,MIKAYLA",,,"FOUL  by FEE,MIKAYLA",2,foul,,Centre,mikayla fee,,364
190,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,190,06:04,"SUB IN by GIBBS,ANNA",,,,,,,"SUB IN by GIBBS,ANNA",2,subbing in,,college of wooster,anna gibbs,,364
191,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,191,06:04,"SUB OUT by FIORITO,CAT",,,,,,,"SUB OUT by FIORITO,CAT",2,subbing out,,college of wooster,cat fiorito,,364
192,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,192,05:42,"GOOD 3PTR by MARION,SARAH",15,,25 (+10),,WOO 15-25 (+10),,"GOOD 3PTR by MARION,SARAH",2,three pointer,good,college of wooster,sarah marion,3,342
193,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,193,--,"ASSIST  by GIBBS,ANNA",,,,,,,"ASSIST  by GIBBS,ANNA",2,assist,,college of wooster,anna gibbs,,
194,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,194,05:25,,,,,"MISS 3PTR by MILLER,LAKKEN",,,"MISS 3PTR by MILLER,LAKKEN",2,three pointer,missed,Centre,lakken miller,,325
195,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,195,--,"REBOUND DEF by GIBBS,ANNA",,,,,,,"REBOUND DEF by GIBBS,ANNA",2,defensive rebound,,college of wooster,anna gibbs,,
196,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,196,05:15,"MISS JUMPER by MARION,SARAH",,,,,,,"MISS JUMPER by MARION,SARAH",2,jumper,missed,college of wooster,sarah marion,,315
197,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,197,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
198,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,198,05:10,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,310
199,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,199,05:10,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,310
200,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,200,05:10,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,310
201,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,201,05:10,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,310
202,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,202,05:10,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,310
203,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,203,05:10,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,310
204,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,204,05:10,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,310
205,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,205,05:10,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,310
206,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,206,05:02,,,,,"MISS JUMPER by WEHBY,ABIGAIL",,,"MISS JUMPER by WEHBY,ABIGAIL",2,jumper,missed,Centre,abigail wehby,,302
207,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,207,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
208,11,wooster,College of Wooster,Centre College,73-51,73,51,"20, 12, 24, 17, 73","10, 7, 19, 15, 51",20,12,24,17,73,10,7,19,15,51,10-1,2-11,12/30/17,Win,57,No Location Recorded,1 p.m.,H,208,04:58,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2,timeout,,Centre,,,298
