,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,AU-W,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
138,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,138,09:10,"SUB IN by NEEDLER,JAZLYN",,,,,,,"SUB IN by NEEDLER,JAZLYN",2,subbing in,,anderson,jazlyn needler,,550
139,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,139,09:10,"SUB IN by NEWBY,MEGAN",,,,,,,"SUB IN by NEWBY,MEGAN",2,subbing in,,anderson,megan newby,,550
140,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,140,09:10,"SUB OUT by MAY,AUDREY",,,,,,,"SUB OUT by MAY,AUDREY",2,subbing out,,anderson,audrey may,,550
141,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,141,09:10,"SUB OUT by WARE,JORDAN",,,,,,,"SUB OUT by WARE,JORDAN",2,subbing out,,anderson,jordan ware,,550
142,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,142,08:47,,7,,15 (+8),"GOOD JUMPER by WILSON,KATHLEEN(in the paint)",CENTRE-W 7-15 (+8),,"GOOD JUMPER by WILSON,KATHLEEN(in the paint)",2,jumper,good,Centre,kathleen wilson,2,527
143,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,143,08:08,"TURNOVER  by DUNN,HANNAH",,,,,,,"TURNOVER  by DUNN,HANNAH",2,turnover,,anderson,hannah dunn,,488
144,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,144,08:08,"SUB IN by MCVAY,MARLOWE",,,,,,,"SUB IN by MCVAY,MARLOWE",2,subbing in,,anderson,marlowe mcvay,,488
145,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,145,08:08,"SUB IN by MCGUIRE,LAUREN",,,,,,,"SUB IN by MCGUIRE,LAUREN",2,subbing in,,anderson,lauren mcguire,,488
146,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,146,08:08,"SUB IN by LOVE,OLIVIA",,,,,,,"SUB IN by LOVE,OLIVIA",2,subbing in,,anderson,olivia love,,488
147,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,147,08:08,"SUB OUT by DUNN,HANNAH",,,,,,,"SUB OUT by DUNN,HANNAH",2,subbing out,,anderson,hannah dunn,,488
148,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,148,08:08,"SUB OUT by MINIER,TATUM",,,,,,,"SUB OUT by MINIER,TATUM",2,subbing out,,anderson,tatum minier,,488
149,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,149,08:08,"SUB OUT by NEEDLER,JAZLYN",,,,,,,"SUB OUT by NEEDLER,JAZLYN",2,subbing out,,anderson,jazlyn needler,,488
150,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,150,08:08,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,488
151,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,151,08:08,,,,,"SUB IN by MORRIS,TAYLOR",,,"SUB IN by MORRIS,TAYLOR",2,subbing in,,Centre,taylor morris,,488
152,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,152,08:08,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,488
153,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,153,08:08,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",2,subbing out,,Centre,kathleen wilson,,488
154,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,154,07:53,"FOUL  by NEEDLER,JAZLYN",,,,,,,"FOUL  by NEEDLER,JAZLYN",2,foul,,anderson,jazlyn needler,,473
155,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,155,07:40,,7,,16 (+9),"GOOD FT by BUNNER,CHEYENNE",CENTRE-W 7-16 (+9),,"GOOD FT by BUNNER,CHEYENNE",2,free throw,good,Centre,cheyenne bunner,1,460
156,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,156,07:40,,7,,17 (+10),"GOOD FT by BUNNER,CHEYENNE",CENTRE-W 7-17 (+10),,"GOOD FT by BUNNER,CHEYENNE",2,free throw,good,Centre,cheyenne bunner,1,460
157,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,157,07:40,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,460
158,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,158,07:40,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,460
159,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,159,07:24,"TURNOVER  by NEWBY,MEGAN",,,,,,,"TURNOVER  by NEWBY,MEGAN",2,turnover,,anderson,megan newby,,444
160,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,160,07:22,,,,,"STEAL  by MILLER,LAKKEN",,,"STEAL  by MILLER,LAKKEN",2,steal,,Centre,,,442
161,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,161,07:09,,,,,"MISS 3PTR by MORRIS,TAYLOR",,,"MISS 3PTR by MORRIS,TAYLOR",2,three pointer,missed,Centre,taylor morris,,429
162,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,162,--,"REBOUND DEF by NEWBY,MEGAN",,,,,,,"REBOUND DEF by NEWBY,MEGAN",2,defensive rebound,,anderson,megan newby,,
163,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,163,07:02,,,,,"FOUL  by MILLER,LAKKEN",,,"FOUL  by MILLER,LAKKEN",2,foul,,Centre,lakken miller,,422
164,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,164,06:47,"TURNOVER  by NEEDLER,JAZLYN",,,,,,,"TURNOVER  by NEEDLER,JAZLYN",2,turnover,,anderson,jazlyn needler,,407
165,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,165,06:47,"SUB IN by NEEDLER,JAZLYN",,,,,,,"SUB IN by NEEDLER,JAZLYN",2,subbing in,,anderson,jazlyn needler,,407
166,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,166,06:47,"SUB OUT by HACKLER,CARLY",,,,,,,"SUB OUT by HACKLER,CARLY",2,subbing out,,anderson,carly hackler,,407
167,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,167,06:45,,7,,19 (+12),"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",CENTRE-W 7-19 (+12),,"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",2,layup,good,Centre,cheyenne bunner,2,405
168,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,168,06:43,,,,,"FOUL  by FEE,MIKAYLA",,,"FOUL  by FEE,MIKAYLA",2,foul,,Centre,mikayla fee,,403
169,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,169,06:43,"GOOD FT by NEEDLER,JAZLYN",8,,19 (+11),,AU-W 8-19 (+11),,"GOOD FT by NEEDLER,JAZLYN",2,free throw,good,anderson,jazlyn needler,1,403
170,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,170,06:43,"FOUL  by LOVE,OLIVIA",,,,,,,"FOUL  by LOVE,OLIVIA",2,foul,,anderson,olivia love,,403
171,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,171,06:43,,8,,20 (+12),"GOOD FT by STEWART,ABIGAIL",CENTRE-W 8-20 (+12),,"GOOD FT by STEWART,ABIGAIL",2,free throw,good,Centre,abigail stewart,1,403
172,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,172,06:43,,8,,21 (+13),"GOOD FT by STEWART,ABIGAIL",CENTRE-W 8-21 (+13),,"GOOD FT by STEWART,ABIGAIL",2,free throw,good,Centre,abigail stewart,1,403
173,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,173,06:43,,8,,23 (+15),"GOOD LAYUP by MURRAY,KYLEE(in the paint)",CENTRE-W 8-23 (+15),,"GOOD LAYUP by MURRAY,KYLEE(in the paint)",2,layup,good,Centre,kylee murray,2,403
174,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,174,06:43,"SUB IN by HAWKINS,HANNAH",,,,,,,"SUB IN by HAWKINS,HANNAH",2,subbing in,,anderson,hannah hawkins,,403
175,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,175,06:43,"SUB OUT by MCVAY,MARLOWE",,,,,,,"SUB OUT by MCVAY,MARLOWE",2,subbing out,,anderson,marlowe mcvay,,403
176,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,176,06:43,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",2,subbing in,,Centre,madison rice,,403
177,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,177,06:43,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,403
178,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,178,06:43,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,403
179,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,179,06:43,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,403
180,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,180,06:43,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,403
181,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,181,06:43,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,403
182,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,182,06:43,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",2,subbing out,,Centre,cheyenne bunner,,403
183,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,183,06:43,,,,,"SUB OUT by MORRIS,TAYLOR",,,"SUB OUT by MORRIS,TAYLOR",2,subbing out,,Centre,taylor morris,,403
184,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,184,06:37,"GOOD LAYUP by NEEDLER,JAZLYN(in the paint)",10,,23 (+13),,AU-W 10-23 (+13),,"GOOD LAYUP by NEEDLER,JAZLYN(in the paint)",2,layup,good,anderson,jazlyn needler,2,397
185,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,185,06:25,,,,,"TURNOVER  by KELLAM,PAIGE",,,"TURNOVER  by KELLAM,PAIGE",2,turnover,,Centre,paige kellam,,385
186,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,186,06:24,"SUB IN by MINIER,TATUM",,,,,,,"SUB IN by MINIER,TATUM",2,subbing in,,anderson,tatum minier,,384
187,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,187,06:24,"SUB OUT by LOVE,OLIVIA",,,,,,,"SUB OUT by LOVE,OLIVIA",2,subbing out,,anderson,olivia love,,384
188,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,188,06:17,"TURNOVER  by MCGUIRE,LAUREN",,,,,,,"TURNOVER  by MCGUIRE,LAUREN",2,turnover,,anderson,lauren mcguire,,377
189,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,189,06:09,,,,,"TURNOVER  by MARCUM,MADISON",,,"TURNOVER  by MARCUM,MADISON",2,turnover,,Centre,madison marcum,,369
190,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,190,06:07,"STEAL  by NEWBY,MEGAN",,,,,,,"STEAL  by NEWBY,MEGAN",2,steal,,anderson,,,367
191,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,191,06:05,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2,timeout,,Centre,,,365
192,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,192,05:14,"TURNOVER  by HAWKINS,HANNAH",,,,,,,"TURNOVER  by HAWKINS,HANNAH",2,turnover,,anderson,hannah hawkins,,314
193,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,193,04:52,,10,,25 (+15),"GOOD JUMPER by KELLAM,PAIGE(in the paint)",CENTRE-W 10-25 (+15),,"GOOD JUMPER by KELLAM,PAIGE(in the paint)",2,jumper,good,Centre,paige kellam,2,292
194,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,194,04:30,"MISS 3PTR by NEEDLER,JAZLYN",,,,,,,"MISS 3PTR by NEEDLER,JAZLYN",2,three pointer,missed,anderson,jazlyn needler,,270
195,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,195,--,,,,,"REBOUND DEF by MURRAY,KYLEE",,,"REBOUND DEF by MURRAY,KYLEE",2,defensive rebound,,Centre,kylee murray,,
196,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,196,04:19,"FOUL  by HAWKINS,HANNAH",,,,,,,"FOUL  by HAWKINS,HANNAH",2,foul,,anderson,hannah hawkins,,259
197,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,197,04:19,,,,,"TURNOVER  by STEWART,ABIGAIL",,,"TURNOVER  by STEWART,ABIGAIL",2,turnover,,Centre,abigail stewart,,259
198,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,198,04:19,"SUB IN by WARE,JORDAN",,,,,,,"SUB IN by WARE,JORDAN",2,subbing in,,anderson,jordan ware,,259
199,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,199,04:19,"SUB IN by DUNN,HANNAH",,,,,,,"SUB IN by DUNN,HANNAH",2,subbing in,,anderson,hannah dunn,,259
200,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,200,04:19,"SUB OUT by MCGUIRE,LAUREN",,,,,,,"SUB OUT by MCGUIRE,LAUREN",2,subbing out,,anderson,lauren mcguire,,259
201,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,201,04:19,"SUB OUT by HAWKINS,HANNAH",,,,,,,"SUB OUT by HAWKINS,HANNAH",2,subbing out,,anderson,hannah hawkins,,259
202,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,202,04:11,"TURNOVER  by DUNN,HANNAH",,,,,,,"TURNOVER  by DUNN,HANNAH",2,turnover,,anderson,hannah dunn,,251
203,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,203,03:47,,,,,"MISS JUMPER by MARCUM,MADISON",,,"MISS JUMPER by MARCUM,MADISON",2,jumper,missed,Centre,madison marcum,,227
204,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,204,--,,,,,"REBOUND OFF by STEWART,ABIGAIL",,,"REBOUND OFF by STEWART,ABIGAIL",2,offensive rebound,,Centre,abigail stewart,,
205,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,205,03:41,,10,,28 (+18),"GOOD 3PTR by KELLAM,PAIGE",CENTRE-W 10-28 (+18),,"GOOD 3PTR by KELLAM,PAIGE",2,three pointer,good,Centre,paige kellam,3,221
206,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,206,--,,,,,"ASSIST  by STEWART,ABIGAIL",,,"ASSIST  by STEWART,ABIGAIL",2,assist,,Centre,abigail stewart,,
207,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,207,03:18,"TURNOVER  by WARE,JORDAN",,,,,,,"TURNOVER  by WARE,JORDAN",2,turnover,,anderson,jordan ware,,198
208,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,208,03:18,"SUB IN by HACKLER,CARLY",,,,,,,"SUB IN by HACKLER,CARLY",2,subbing in,,anderson,carly hackler,,198
