,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,HC-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
212,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,212,04:04,"MISS JUMPER by BALLARD,AMI",,,,,,,"MISS JUMPER by BALLARD,AMI",2,jumper,missed,Centre,ami ballard,,244
213,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,213,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
214,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,214,04:01,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,241
215,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,215,04:01,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,241
216,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,216,03:48,,,,,"MISS LAYUP by CHEZEM,AVERY",,,"MISS LAYUP by CHEZEM,AVERY",2,layup,missed,hanover,avery chezem,,228
217,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,217,--,"REBOUND DEF by SCHAD,OLIVIA",,,,,,,"REBOUND DEF by SCHAD,OLIVIA",2,defensive rebound,,Centre,olivia schad,,
218,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,218,03:43,,,,,"FOUL  by CHEZEM,AVERY",,,"FOUL  by CHEZEM,AVERY",2,foul,,hanover,avery chezem,,223
219,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,219,03:43,"SUB IN by WILSON,KAT",,,,,,,"SUB IN by WILSON,KAT",2,subbing in,,Centre,kat wilson,,223
220,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,220,03:43,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,223
221,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,221,03:43,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,223
222,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,222,03:43,"SUB OUT by HICKS,ELLEN",,,,,,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,223
223,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,223,03:25,,,,,"FOUL  by CROMER,CLAIRE",,,"FOUL  by CROMER,CLAIRE",2,foul,,hanover,claire cromer,,205
224,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,224,03:25,"MISS FT by SCHAD,OLIVIA",,,,,,,"MISS FT by SCHAD,OLIVIA",2,free throw,missed,Centre,olivia schad,,205
225,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,225,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
226,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,226,03:25,"GOOD FT by SCHAD,OLIVIA",22,,28 (+6),,CENTRE-W 22-28 (-6),,"GOOD FT by SCHAD,OLIVIA",2,free throw,good,Centre,olivia schad,1,205
227,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,227,03:25,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,205
228,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,228,03:25,"SUB OUT by BALLARD,AMI",,,,,,,"SUB OUT by BALLARD,AMI",2,subbing out,,Centre,ami ballard,,205
229,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,229,03:25,,,,,"SUB IN by HUDDLESTON,HALEY",,,"SUB IN by HUDDLESTON,HALEY",2,subbing in,,hanover,haley huddleston,,205
230,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,230,03:25,,,,,"SUB OUT by CROMER,CLAIRE",,,"SUB OUT by CROMER,CLAIRE",2,subbing out,,hanover,claire cromer,,205
231,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,231,03:13,,,,,"TURNOVER  by HARTMAN,KATIE",,,"TURNOVER  by HARTMAN,KATIE",2,turnover,,hanover,katie hartman,,193
232,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,232,03:09,,,,,"FOUL  by HARTMAN,KATIE",,,"FOUL  by HARTMAN,KATIE",2,foul,,hanover,katie hartman,,189
233,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,233,03:09,"GOOD FT by WEHBY,ABIGAIL",23,,28 (+5),,CENTRE-W 23-28 (-5),,"GOOD FT by WEHBY,ABIGAIL",2,free throw,good,Centre,abigail wehby,1,189
234,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,234,03:09,"MISS FT by WEHBY,ABIGAIL",,,,,,,"MISS FT by WEHBY,ABIGAIL",2,free throw,missed,Centre,abigail wehby,,189
235,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,235,--,"REBOUND OFF by SCHAD,OLIVIA",,,,,,,"REBOUND OFF by SCHAD,OLIVIA",2,offensive rebound,,Centre,olivia schad,,
236,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,236,03:09,,,,,"SUB IN by WALKER,MACY",,,"SUB IN by WALKER,MACY",2,subbing in,,hanover,macy walker,,189
237,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,237,03:09,,,,,"SUB OUT by HARTMAN,KATIE",,,"SUB OUT by HARTMAN,KATIE",2,subbing out,,hanover,katie hartman,,189
238,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,238,03:03,"MISS JUMPER by BUNNER,CHEYENNE",,,,,,,"MISS JUMPER by BUNNER,CHEYENNE",2,jumper,missed,Centre,cheyenne bunner,,183
239,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,239,--,,,,,"REBOUND DEF by HUDDLESTON,HALEY",,,"REBOUND DEF by HUDDLESTON,HALEY",2,defensive rebound,,hanover,haley huddleston,,
240,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,240,02:51,,23,,30 (+7),"GOOD LAYUP by NALL,ALEXIS(in the paint)",HC-W 23-30 (-7),,"GOOD LAYUP by NALL,ALEXIS(in the paint)",2,layup,good,hanover,alexis nall,2,171
241,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,241,02:30,"MISS 3PTR by WILSON,KAT",,,,,,,"MISS 3PTR by WILSON,KAT",2,three pointer,missed,Centre,kat wilson,,150
242,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,242,--,,,,,"REBOUND DEF by WALKER,MACY",,,"REBOUND DEF by WALKER,MACY",2,defensive rebound,,hanover,macy walker,,
243,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,243,02:24,,,,,"MISS LAYUP by NALL,ALEXIS",,,"MISS LAYUP by NALL,ALEXIS",2,layup,missed,hanover,alexis nall,,144
244,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,244,02:24,"BLOCK  by WILSON,KAT",,,,,,,"BLOCK  by WILSON,KAT",2,block,,Centre,kat wilson,,144
245,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,245,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
246,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,246,02:22,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,142
247,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,247,02:22,"SUB IN by BALLARD,AMI",,,,,,,"SUB IN by BALLARD,AMI",2,subbing in,,Centre,ami ballard,,142
248,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,248,02:22,"SUB IN by MURRAY,KYLEE",,,,,,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,142
249,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,249,02:22,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,142
250,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,250,02:22,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,142
251,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,251,02:22,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,142
252,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,252,02:18,,,,,"TURNOVER  by NALL,ALEXIS",,,"TURNOVER  by NALL,ALEXIS",2,turnover,,hanover,alexis nall,,138
253,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,253,02:18,,,,,"FOUL  by NALL,ALEXIS",,,"FOUL  by NALL,ALEXIS",2,foul,,hanover,alexis nall,,138
254,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,254,02:18,,,,,"SUB IN by BIVINS,MORGAN",,,"SUB IN by BIVINS,MORGAN",2,subbing in,,hanover,morgan bivins,,138
255,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,255,02:18,,,,,"SUB OUT by NALL,ALEXIS",,,"SUB OUT by NALL,ALEXIS",2,subbing out,,hanover,alexis nall,,138
256,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,256,02:03,"MISS JUMPER by BALLARD,AMI",,,,,,,"MISS JUMPER by BALLARD,AMI",2,jumper,missed,Centre,ami ballard,,123
257,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,257,--,"REBOUND OFF by BALLARD,AMI",,,,,,,"REBOUND OFF by BALLARD,AMI",2,offensive rebound,,Centre,ami ballard,,
258,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,258,01:58,"MISS JUMPER by HICKS,ELLEN",,,,,,,"MISS JUMPER by HICKS,ELLEN",2,jumper,missed,Centre,ellen hicks,,118
259,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,259,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
260,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,260,01:39,,,,,"MISS LAYUP by WALKER,MACY",,,"MISS LAYUP by WALKER,MACY",2,layup,missed,hanover,macy walker,,99
261,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,261,--,,,,,"REBOUND OFF by HUDDLESTON,HALEY",,,"REBOUND OFF by HUDDLESTON,HALEY",2,offensive rebound,,hanover,haley huddleston,,
262,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,262,01:37,"FOUL  by MURRAY,KYLEE",,,,,,,"FOUL  by MURRAY,KYLEE",2,foul,,Centre,kylee murray,,97
263,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,263,01:37,,,,,"MISS FT by HUDDLESTON,HALEY",,,"MISS FT by HUDDLESTON,HALEY",2,free throw,missed,hanover,haley huddleston,,97
264,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,264,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
265,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,265,01:37,,23,,31 (+8),"GOOD FT by HUDDLESTON,HALEY",HC-W 23-31 (-8),,"GOOD FT by HUDDLESTON,HALEY",2,free throw,good,hanover,haley huddleston,1,97
266,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,266,01:37,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,97
267,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,267,01:37,"SUB OUT by MURRAY,KYLEE",,,,,,,"SUB OUT by MURRAY,KYLEE",2,subbing out,,Centre,kylee murray,,97
268,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,268,01:14,"MISS JUMPER by WILSON,KAT",,,,,,,"MISS JUMPER by WILSON,KAT",2,jumper,missed,Centre,kat wilson,,74
269,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,269,--,,,,,"REBOUND DEF by BIVINS,MORGAN",,,"REBOUND DEF by BIVINS,MORGAN",2,defensive rebound,,hanover,morgan bivins,,
270,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,270,01:08,,,,,"MISS LAYUP by MOTTER,MALEHA",,,"MISS LAYUP by MOTTER,MALEHA",2,layup,missed,hanover,maleha motter,,68
271,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,271,--,"REBOUND DEF by BUNNER,CHEYENNE",,,,,,,"REBOUND DEF by BUNNER,CHEYENNE",2,defensive rebound,,Centre,cheyenne bunner,,
272,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,272,01:01,"TURNOVER  by SCHAD,OLIVIA",,,,,,,"TURNOVER  by SCHAD,OLIVIA",2,turnover,,Centre,olivia schad,,61
273,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,273,00:59,,,,,"STEAL  by CHEZEM,AVERY",,,"STEAL  by CHEZEM,AVERY",2,steal,,hanover,,,59
274,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,274,00:56,,,,,"MISS 3PTR by MOTTER,MALEHA",,,"MISS 3PTR by MOTTER,MALEHA",2,three pointer,missed,hanover,maleha motter,,56
275,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,275,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
276,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,276,00:39,"GOOD JUMPER by WILSON,KAT(in the paint)",25,,31 (+6),,CENTRE-W 25-31 (-6),,"GOOD JUMPER by WILSON,KAT(in the paint)",2,jumper,good,Centre,kat wilson,2,39
277,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,277,00:14,"FOUL  by SCHAD,OLIVIA",,,,,,,"FOUL  by SCHAD,OLIVIA",2,foul,,Centre,olivia schad,,14
278,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,278,00:14,,,,,"MISS FT by CHEZEM,AVERY",,,"MISS FT by CHEZEM,AVERY",2,free throw,missed,hanover,avery chezem,,14
279,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,279,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
280,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,280,00:14,,,,,"MISS FT by CHEZEM,AVERY",,,"MISS FT by CHEZEM,AVERY",2,free throw,missed,hanover,avery chezem,,14
281,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,281,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
282,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,282,00:14,"SUB IN by MURRAY,KYLEE",,,,,,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,14
283,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,283,00:14,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,14
284,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,284,00:14,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,14
285,4,hanover,Centre,Hanover,52-62,52,62,"14, 11, 12, 15, 52","20, 13, 10, 19, 62",14,11,12,15,52,20,13,10,19,62,3-1,3-1,11/25/17,Lose,171,No Location Recorded,2:00 PM,A,285,00:14,"SUB OUT by HICKS,ELLEN",,,,,,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,14
