,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,TMU,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
347,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,347,09:26,,,,,"SUB OUT by TEMPLE,MADISON",,,"SUB OUT by TEMPLE,MADISON",4,subbing out,,thomas more,madison temple,,566
348,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,348,09:26,,,,,"SUB OUT by RUPP,SHELBY",,,"SUB OUT by RUPP,SHELBY",4,subbing out,,thomas more,shelby rupp,,566
349,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,349,09:23,"MISS JUMPER by STEWART,ABIGAIL",,,,,,,"MISS JUMPER by STEWART,ABIGAIL",4,jumper,missed,Centre,abigail stewart,,563
350,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,350,--,,,,,"REBOUND DEF by HOWARD,JULES",,,"REBOUND DEF by HOWARD,JULES",4,defensive rebound,,thomas more,jules howard,,
351,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,351,09:02,,43,,63 (+20),"GOOD 3PTR by MCNUTT,BRIANA",TMU 43-63 (-20),,"GOOD 3PTR by MCNUTT,BRIANA",4,three pointer,good,thomas more,briana mcnutt,3,542
352,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,352,08:41,"MISS LAYUP by WILSON,KATHLEEN",,,,,,,"MISS LAYUP by WILSON,KATHLEEN",4,layup,missed,Centre,kathleen wilson,,521
353,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,353,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,4,deadball rebound,,Centre,,,
354,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,354,08:39,,,,,"SUB IN by RUPP,SHELBY",,,"SUB IN by RUPP,SHELBY",4,subbing in,,thomas more,shelby rupp,,519
355,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,355,08:39,,,,,"SUB OUT by WHITE,HAYDEN",,,"SUB OUT by WHITE,HAYDEN",4,subbing out,,thomas more,hayden white,,519
356,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,356,08:29,"GOOD 3PTR by MARCUM,MADISON",46,,63 (+17),,CENTRE-W 46-63 (-17),,"GOOD 3PTR by MARCUM,MADISON",4,three pointer,good,Centre,madison marcum,3,509
357,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,357,--,"ASSIST  by WEHBY,ABIGAIL",,,,,,,"ASSIST  by WEHBY,ABIGAIL",4,assist,,Centre,abigail wehby,,
358,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,358,08:15,"FOUL  by RICE,MADISON",,,,,,,"FOUL  by RICE,MADISON",4,foul,,Centre,madison rice,,495
359,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,359,08:07,,46,,65 (+19),"GOOD LAYUP by RUPP,SHELBY(in the paint)",TMU 46-65 (-19),,"GOOD LAYUP by RUPP,SHELBY(in the paint)",4,layup,good,thomas more,shelby rupp,2,487
360,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,360,07:41,"MISS LAYUP by WILSON,KATHLEEN",,,,,,,"MISS LAYUP by WILSON,KATHLEEN",4,layup,missed,Centre,kathleen wilson,,461
361,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,361,--,,,,,"REBOUND DEF by RUPP,SHELBY",,,"REBOUND DEF by RUPP,SHELBY",4,defensive rebound,,thomas more,shelby rupp,,
362,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,362,07:31,,46,,67 (+21),"GOOD JUMPER by RUPP,SHELBY",TMU 46-67 (-21),,"GOOD JUMPER by RUPP,SHELBY",4,jumper,good,thomas more,shelby rupp,2,451
363,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,363,07:07,"MISS JUMPER by STEWART,ABIGAIL",,,,,,,"MISS JUMPER by STEWART,ABIGAIL",4,jumper,missed,Centre,abigail stewart,,427
364,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,364,--,,,,,"REBOUND DEF by RUPP,SHELBY",,,"REBOUND DEF by RUPP,SHELBY",4,defensive rebound,,thomas more,shelby rupp,,
365,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,365,06:55,,,,,"MISS 3PTR by CARRIGAN,LUCY",,,"MISS 3PTR by CARRIGAN,LUCY",4,three pointer,missed,thomas more,lucy carrigan,,415
366,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,366,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,4,deadball rebound,,Centre,,,
367,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,367,06:54,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",4,subbing in,,Centre,lakken miller,,414
368,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,368,06:54,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",4,subbing in,,Centre,mikayla fee,,414
369,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,369,06:54,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",4,subbing in,,Centre,cheyenne bunner,,414
370,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,370,06:54,"SUB IN by MURRAY,KYLEE",,,,,,,"SUB IN by MURRAY,KYLEE",4,subbing in,,Centre,kylee murray,,414
371,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,371,06:54,"SUB IN by CHIRICO,PRESLEY",,,,,,,"SUB IN by CHIRICO,PRESLEY",4,subbing in,,Centre,presley chirico,,414
372,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,372,06:54,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",4,subbing out,,Centre,abigail wehby,,414
373,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,373,06:54,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",4,subbing out,,Centre,madison rice,,414
374,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,374,06:54,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",4,subbing out,,Centre,madison marcum,,414
375,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,375,06:54,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",4,subbing out,,Centre,abigail stewart,,414
376,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,376,06:54,"SUB OUT by WILSON,KATHLEEN",,,,,,,"SUB OUT by WILSON,KATHLEEN",4,subbing out,,Centre,kathleen wilson,,414
377,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,377,06:54,,,,,"SUB IN by TEMPLE,MADISON",,,"SUB IN by TEMPLE,MADISON",4,subbing in,,thomas more,madison temple,,414
378,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,378,06:54,,,,,"SUB OUT by CARRIGAN,LUCY",,,"SUB OUT by CARRIGAN,LUCY",4,subbing out,,thomas more,lucy carrigan,,414
379,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,379,06:50,,,,,"MISS JUMPER by SANER,KAELA",,,"MISS JUMPER by SANER,KAELA",4,jumper,missed,thomas more,kaela saner,,410
380,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,380,06:50,"BLOCK  by CHIRICO,PRESLEY",,,,,,,"BLOCK  by CHIRICO,PRESLEY",4,block,,Centre,presley chirico,,410
381,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,381,--,,,,,"REBOUND OFF by RUPP,SHELBY",,,"REBOUND OFF by RUPP,SHELBY",4,offensive rebound,,thomas more,shelby rupp,,
382,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,382,06:45,,,,,"MISS JUMPER by MCNUTT,BRIANA",,,"MISS JUMPER by MCNUTT,BRIANA",4,jumper,missed,thomas more,briana mcnutt,,405
383,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,383,--,"REBOUND DEF by MURRAY,KYLEE",,,,,,,"REBOUND DEF by MURRAY,KYLEE",4,defensive rebound,,Centre,kylee murray,,
384,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,384,06:34,"MISS LAYUP by CHIRICO,PRESLEY",,,,,,,"MISS LAYUP by CHIRICO,PRESLEY",4,layup,missed,Centre,presley chirico,,394
385,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,385,--,"REBOUND OFF by MILLER,LAKKEN",,,,,,,"REBOUND OFF by MILLER,LAKKEN",4,offensive rebound,,Centre,lakken miller,,
386,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,386,06:20,,,,,"FOUL  by SANER,KAELA",,,"FOUL  by SANER,KAELA",4,foul,,thomas more,kaela saner,,380
387,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,387,06:20,,,,,"SUB IN by MITCHELL,ASYAH",,,"SUB IN by MITCHELL,ASYAH",4,subbing in,,thomas more,asyah mitchell,,380
388,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,388,06:20,,,,,"SUB IN by CLAPPER,KELLY",,,"SUB IN by CLAPPER,KELLY",4,subbing in,,thomas more,kelly clapper,,380
389,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,389,06:20,,,,,"SUB OUT by MCNUTT,BRIANA",,,"SUB OUT by MCNUTT,BRIANA",4,subbing out,,thomas more,briana mcnutt,,380
390,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,390,06:20,,,,,"SUB OUT by SANER,KAELA",,,"SUB OUT by SANER,KAELA",4,subbing out,,thomas more,kaela saner,,380
391,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,391,05:57,"MISS JUMPER by CHIRICO,PRESLEY",,,,,,,"MISS JUMPER by CHIRICO,PRESLEY",4,jumper,missed,Centre,presley chirico,,357
392,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,392,--,,,,,"REBOUND DEF by RUPP,SHELBY",,,"REBOUND DEF by RUPP,SHELBY",4,defensive rebound,,thomas more,shelby rupp,,
393,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,393,05:52,"FOUL  by FEE,MIKAYLA",,,,,,,"FOUL  by FEE,MIKAYLA",4,foul,,Centre,mikayla fee,,352
394,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,394,05:52,,46,,68 (+22),"GOOD FT by RUPP,SHELBY",TMU 46-68 (-22),,"GOOD FT by RUPP,SHELBY",4,free throw,good,thomas more,shelby rupp,1,352
395,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,395,05:52,,46,,69 (+23),"GOOD FT by RUPP,SHELBY",TMU 46-69 (-23),,"GOOD FT by RUPP,SHELBY",4,free throw,good,thomas more,shelby rupp,1,352
396,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,396,05:52,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",4,subbing in,,Centre,ellen hicks,,352
397,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,397,05:52,"SUB OUT by BUNNER,CHEYENNE",,,,,,,"SUB OUT by BUNNER,CHEYENNE",4,subbing out,,Centre,cheyenne bunner,,352
398,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,398,05:44,"TURNOVER  by FEE,MIKAYLA",,,,,,,"TURNOVER  by FEE,MIKAYLA",4,turnover,,Centre,mikayla fee,,344
399,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,399,05:43,,,,,"STEAL  by HOWARD,JULES",,,"STEAL  by HOWARD,JULES",4,steal,,thomas more,,,343
400,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,400,05:38,,,,,"MISS LAYUP by RUPP,SHELBY",,,"MISS LAYUP by RUPP,SHELBY",4,layup,missed,thomas more,shelby rupp,,338
401,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,401,05:38,"BLOCK  by MILLER,LAKKEN",,,,,,,"BLOCK  by MILLER,LAKKEN",4,block,,Centre,lakken miller,,338
402,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,402,--,"REBOUND DEF by FEE,MIKAYLA",,,,,,,"REBOUND DEF by FEE,MIKAYLA",4,defensive rebound,,Centre,mikayla fee,,
403,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,403,05:17,"MISS JUMPER by CHIRICO,PRESLEY",,,,,,,"MISS JUMPER by CHIRICO,PRESLEY",4,jumper,missed,Centre,presley chirico,,317
404,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,404,--,,,,,"REBOUND DEF by RUPP,SHELBY",,,"REBOUND DEF by RUPP,SHELBY",4,defensive rebound,,thomas more,shelby rupp,,
405,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,405,05:04,,46,,71 (+25),"GOOD JUMPER by RUPP,SHELBY(in the paint)",TMU 46-71 (-25),,"GOOD JUMPER by RUPP,SHELBY(in the paint)",4,jumper,good,thomas more,shelby rupp,2,304
406,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,406,04:49,"TURNOVER  by HICKS,ELLEN",,,,,,,"TURNOVER  by HICKS,ELLEN",4,turnover,,Centre,ellen hicks,,289
407,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,407,04:48,,,,,"STEAL  by HOWARD,JULES",,,"STEAL  by HOWARD,JULES",4,steal,,thomas more,,,288
408,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,408,04:45,,,,,"MISS 3PTR by HOWARD,JULES",,,"MISS 3PTR by HOWARD,JULES",4,three pointer,missed,thomas more,jules howard,,285
409,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,409,--,,,,,"REBOUND OFF by CLAPPER,KELLY",,,"REBOUND OFF by CLAPPER,KELLY",4,offensive rebound,,thomas more,kelly clapper,,
410,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,410,04:34,,46,,73 (+27),"GOOD LAYUP by TEMPLE,MADISON(in the paint)",TMU 46-73 (-27),,"GOOD LAYUP by TEMPLE,MADISON(in the paint)",4,layup,good,thomas more,madison temple,2,274
411,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,411,04:27,"TURNOVER  by MILLER,LAKKEN",,,,,,,"TURNOVER  by MILLER,LAKKEN",4,turnover,,Centre,lakken miller,,267
412,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,412,04:25,,,,,"STEAL  by HOWARD,JULES",,,"STEAL  by HOWARD,JULES",4,steal,,thomas more,,,265
413,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,413,04:23,,,,,"MISS JUMPER by HOWARD,JULES",,,"MISS JUMPER by HOWARD,JULES",4,jumper,missed,thomas more,jules howard,,263
414,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,414,--,,,,,"REBOUND OFF by TEMPLE,MADISON",,,"REBOUND OFF by TEMPLE,MADISON",4,offensive rebound,,thomas more,madison temple,,
415,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,415,04:21,,46,,75 (+29),"GOOD LAYUP by TEMPLE,MADISON(in the paint)",TMU 46-75 (-29),,"GOOD LAYUP by TEMPLE,MADISON(in the paint)",4,layup,good,thomas more,madison temple,2,261
416,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,416,04:09,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,4,timeout,,Centre,,,249
417,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,417,04:09,"SUB IN by RICE,MADISON",,,,,,,"SUB IN by RICE,MADISON",4,subbing in,,Centre,madison rice,,249
