,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,MER,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
139,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,139,06:03,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,363
140,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,140,06:03,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,363
141,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,141,05:57,,11,,16 (+5),"GOOD LAYUP by MURRAY,KYLEE(in the paint)",CENTRE-W 11-16 (+5),,"GOOD LAYUP by MURRAY,KYLEE(in the paint)",2,layup,good,Centre,kylee murray,2,357
142,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,142,--,,,,,"ASSIST  by MILLER,LAKKEN",,,"ASSIST  by MILLER,LAKKEN",2,assist,,Centre,lakken miller,,
143,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,143,05:39,,,,,"FOUL  by MORRIS,TAYLOR",,,"FOUL  by MORRIS,TAYLOR",2,foul,,Centre,taylor morris,,339
144,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,144,05:39,"GOOD FT by HASSELL,JANAH",12,,16 (+4),,MER 12-16 (+4),,"GOOD FT by HASSELL,JANAH",2,free throw,good,meredith,janah hassell,1,339
145,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,145,05:39,"MISS FT by HASSELL,JANAH",,,,,,,"MISS FT by HASSELL,JANAH",2,free throw,missed,meredith,janah hassell,,339
146,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,146,--,,,,,"REBOUND DEF by BUNNER,CHEYENNE",,,"REBOUND DEF by BUNNER,CHEYENNE",2,defensive rebound,,Centre,cheyenne bunner,,
147,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,147,05:39,,,,,"TURNOVER  by RICE,MADISON",,,"TURNOVER  by RICE,MADISON",2,turnover,,Centre,madison rice,,339
148,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,148,05:39,"STEAL  by COLEMAN,CAROLINE",,,,,,,"STEAL  by COLEMAN,CAROLINE",2,steal,,meredith,,,339
149,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,149,04:55,"FOUL  by SCHUH,KIMBERLY",,,,,,,"FOUL  by SCHUH,KIMBERLY",2,foul,,meredith,kimberly schuh,,295
150,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,150,04:55,,,,,"TURNOVER  by MILLER,LAKKEN",,,"TURNOVER  by MILLER,LAKKEN",2,turnover,,Centre,lakken miller,,295
151,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,151,04:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2,timeout,,meredith,,,295
152,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,152,04:55,"SUB IN by PACKER,TRINITY",,,,,,,"SUB IN by PACKER,TRINITY",2,subbing in,,meredith,trinity packer,,295
153,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,153,04:55,"SUB OUT by SCHUH,KIMBERLY",,,,,,,"SUB OUT by SCHUH,KIMBERLY",2,subbing out,,meredith,kimberly schuh,,295
154,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,154,04:55,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,295
155,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,155,04:55,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,295
156,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,156,04:55,,,,,"SUB IN by WILSON,KATHLEEN",,,"SUB IN by WILSON,KATHLEEN",2,subbing in,,Centre,kathleen wilson,,295
157,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,157,04:55,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,295
158,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,158,04:55,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",2,subbing out,,Centre,kylee murray,,295
159,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,159,04:55,,,,,"SUB OUT by MORRIS,TAYLOR",,,"SUB OUT by MORRIS,TAYLOR",2,subbing out,,Centre,taylor morris,,295
160,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,160,04:43,,,,,"TURNOVER  by STEWART,ABIGAIL",,,"TURNOVER  by STEWART,ABIGAIL",2,turnover,,Centre,abigail stewart,,283
161,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,161,04:40,"STEAL  by COLEMAN,CAROLINE",,,,,,,"STEAL  by COLEMAN,CAROLINE",2,steal,,meredith,,,280
162,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,162,04:21,"MISS JUMPER by PACKER,TRINITY",,,,,,,"MISS JUMPER by PACKER,TRINITY",2,jumper,missed,meredith,trinity packer,,261
163,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,163,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",2,defensive rebound,,Centre,abigail stewart,,
164,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,164,04:01,,,,,"MISS JUMPER by STEWART,ABIGAIL",,,"MISS JUMPER by STEWART,ABIGAIL",2,jumper,missed,Centre,abigail stewart,,241
165,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,165,--,"REBOUND DEF by KING,KIRSTIE",,,,,,,"REBOUND DEF by KING,KIRSTIE",2,defensive rebound,,meredith,kirstie king,,
166,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,166,03:32,"GOOD 3PTR by COLEMAN,CAROLINE",15,,16 (+1),,MER 15-16 (+1),,"GOOD 3PTR by COLEMAN,CAROLINE",2,three pointer,good,meredith,caroline coleman,3,212
167,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,167,--,"ASSIST  by HASSELL,JANAH",,,,,,,"ASSIST  by HASSELL,JANAH",2,assist,,meredith,janah hassell,,
168,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,168,03:02,,,,,"MISS LAYUP by STEWART,ABIGAIL",,,"MISS LAYUP by STEWART,ABIGAIL",2,layup,missed,Centre,abigail stewart,,182
169,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,169,--,"REBOUND DEF by COLEMAN,CAROLINE",,,,,,,"REBOUND DEF by COLEMAN,CAROLINE",2,defensive rebound,,meredith,caroline coleman,,
170,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,170,02:59,,,,,"FOUL  by STEWART,ABIGAIL",,,"FOUL  by STEWART,ABIGAIL",2,foul,,Centre,abigail stewart,,179
171,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,171,02:59,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,179
172,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,172,02:59,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,179
173,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,173,02:39,,,,,"FOUL  by WEHBY,ABIGAIL",,,"FOUL  by WEHBY,ABIGAIL",2,foul,,Centre,abigail wehby,,159
174,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,174,02:39,"GOOD FT by HOLMES,KATHERINE",16,,16,,MER 16-16 (0),,"GOOD FT by HOLMES,KATHERINE",2,free throw,good,meredith,katherine holmes,1,159
175,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,175,02:39,"GOOD FT by HOLMES,KATHERINE",17 (+1),,16,,MER 17-16 (-1),,"GOOD FT by HOLMES,KATHERINE",2,free throw,good,meredith,katherine holmes,1,159
176,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,176,02:28,,,,,"MISS JUMPER by WILSON,KATHLEEN",,,"MISS JUMPER by WILSON,KATHLEEN",2,jumper,missed,Centre,kathleen wilson,,148
177,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,177,--,"REBOUND DEF by PACKER,TRINITY",,,,,,,"REBOUND DEF by PACKER,TRINITY",2,defensive rebound,,meredith,trinity packer,,
178,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,178,02:00,"MISS JUMPER by PACKER,TRINITY",,,,,,,"MISS JUMPER by PACKER,TRINITY",2,jumper,missed,meredith,trinity packer,,120
179,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,179,--,,,,,"REBOUND DEF by WILSON,KATHLEEN",,,"REBOUND DEF by WILSON,KATHLEEN",2,defensive rebound,,Centre,kathleen wilson,,
180,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,180,01:49,,17,,18 (+1),"GOOD LAYUP by FEE,MIKAYLA(in the paint)",CENTRE-W 17-18 (+1),,"GOOD LAYUP by FEE,MIKAYLA(in the paint)",2,layup,good,Centre,mikayla fee,2,109
181,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,181,01:16,,,,,"FOUL  by BUNNER,CHEYENNE",,,"FOUL  by BUNNER,CHEYENNE",2,foul,,Centre,cheyenne bunner,,76
182,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,182,01:16,"GOOD FT by HOLMES,KATHERINE",18,,18,,MER 18-18 (0),,"GOOD FT by HOLMES,KATHERINE",2,free throw,good,meredith,katherine holmes,1,76
183,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,183,01:16,"GOOD FT by HOLMES,KATHERINE",19 (+1),,18,,MER 19-18 (-1),,"GOOD FT by HOLMES,KATHERINE",2,free throw,good,meredith,katherine holmes,1,76
184,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,184,01:16,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",2,subbing in,,Centre,madison rice,,76
185,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,185,01:16,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,76
186,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,186,01:16,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,76
187,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,187,01:16,,,,,"SUB IN by MORRIS,TAYLOR",,,"SUB IN by MORRIS,TAYLOR",2,subbing in,,Centre,taylor morris,,76
188,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,188,01:16,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,76
189,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,189,01:16,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",2,subbing out,,Centre,cheyenne bunner,,76
190,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,190,01:16,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,76
191,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,191,00:57,,19,,20 (+1),"GOOD JUMPER by WILSON,KATHLEEN(in the paint)",CENTRE-W 19-20 (+1),,"GOOD JUMPER by WILSON,KATHLEEN(in the paint)",2,jumper,good,Centre,kathleen wilson,2,57
192,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,192,00:38,"GOOD JUMPER by KING,KIRSTIE(in the paint)",21 (+1),,20,,MER 21-20 (-1),,"GOOD JUMPER by KING,KIRSTIE(in the paint)",2,jumper,good,meredith,kirstie king,2,38
193,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,193,00:22,,,,,"MISS JUMPER by MORRIS,TAYLOR",,,"MISS JUMPER by MORRIS,TAYLOR",2,jumper,missed,Centre,taylor morris,,22
194,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,194,--,"REBOUND DEF by HOLMES,KATHERINE",,,,,,,"REBOUND DEF by HOLMES,KATHERINE",2,defensive rebound,,meredith,katherine holmes,,
195,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,195,00:05,"MISS JUMPER by HASSELL,JANAH",,,,,,,"MISS JUMPER by HASSELL,JANAH",2,jumper,missed,meredith,janah hassell,,5
196,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,196,--,,,,,"REBOUND DEF by RICE,MADISON",,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
197,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,197,Start Period 3,,,,,,,,,3,,,,,,
198,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,198,09:29,"MISS 3PTR by KING,KIRSTIE",,,,,,,"MISS 3PTR by KING,KIRSTIE",3,three pointer,missed,meredith,kirstie king,,569
199,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,199,--,,,,,"REBOUND DEF by WILSON,KATHLEEN",,,"REBOUND DEF by WILSON,KATHLEEN",3,defensive rebound,,Centre,kathleen wilson,,
200,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,200,09:11,,21,,23 (+2),"GOOD 3PTR by MARCUM,MADISON",CENTRE-W 21-23 (+2),,"GOOD 3PTR by MARCUM,MADISON",3,three pointer,good,Centre,madison marcum,3,551
201,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,201,--,,,,,"ASSIST  by WEHBY,ABIGAIL",,,"ASSIST  by WEHBY,ABIGAIL",3,assist,,Centre,abigail wehby,,
202,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,202,08:39,"MISS JUMPER by HASSELL,JANAH",,,,,,,"MISS JUMPER by HASSELL,JANAH",3,jumper,missed,meredith,janah hassell,,519
203,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,203,--,,,,,"REBOUND DEF by RICE,MADISON",,,"REBOUND DEF by RICE,MADISON",3,defensive rebound,,Centre,madison rice,,
204,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,204,08:20,,,,,"TURNOVER  by WILSON,KATHLEEN",,,"TURNOVER  by WILSON,KATHLEEN",3,turnover,,Centre,kathleen wilson,,500
205,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,205,08:19,"STEAL  by KING,KIRSTIE",,,,,,,"STEAL  by KING,KIRSTIE",3,steal,,meredith,,,499
206,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,206,08:01,"GOOD LAYUP by HASSELL,JANAH(in the paint)",23,,23,,MER 23-23 (0),,"GOOD LAYUP by HASSELL,JANAH(in the paint)",3,layup,good,meredith,janah hassell,2,481
207,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,207,07:40,,23,,26 (+3),"GOOD 3PTR by MARCUM,MADISON",CENTRE-W 23-26 (+3),,"GOOD 3PTR by MARCUM,MADISON",3,three pointer,good,Centre,madison marcum,3,460
208,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,208,--,,,,,"ASSIST  by WEHBY,ABIGAIL",,,"ASSIST  by WEHBY,ABIGAIL",3,assist,,Centre,abigail wehby,,
209,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,209,07:08,"MISS JUMPER by HASSELL,JANAH",,,,,,,"MISS JUMPER by HASSELL,JANAH",3,jumper,missed,meredith,janah hassell,,428
210,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,210,07:08,,,,,"BLOCK  by STEWART,ABIGAIL",,,"BLOCK  by STEWART,ABIGAIL",3,block,,Centre,abigail stewart,,428
