,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,NCW,Away Team Score,Play Team Indicator,Home Team Score,CEN,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
204,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,204,02:26,"TURNOVER  by TAYLOR,KEORRA(in the paint)",,,,,,,"TURNOVER  by TAYLOR,KEORRA(in the paint)",2,turnover,,n.c. wesleyan,keorra taylor,,146
205,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,205,02:26,,,,,"STEAL  by WILSON,KAT",,,"STEAL  by WILSON,KAT",2,steal,,Centre,,,146
206,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,206,02:17,,,,,"TURNOVER  by JENNINGS,RACHEL",,,"TURNOVER  by JENNINGS,RACHEL",2,turnover,,Centre,rachel jennings,,137
207,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,207,02:17,"STEAL  by TAYLOR,KEORRA",,,,,,,"STEAL  by TAYLOR,KEORRA",2,steal,,n.c. wesleyan,,,137
208,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,208,02:11,,,,,"FOUL  by FEE,MIKAYLA(in the paint)",,,"FOUL  by FEE,MIKAYLA(in the paint)",2,foul,,Centre,mikayla fee,,131
209,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,209,02:11,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,131
210,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,210,02:11,,,,,"SUB IN by ROBERTS,BRIANNA",,,"SUB IN by ROBERTS,BRIANNA",2,subbing in,,Centre,brianna roberts,,131
211,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,211,02:11,"SUB OUT by NICHOLS,CYDNEY",,,,,,,"SUB OUT by NICHOLS,CYDNEY",2,subbing out,,n.c. wesleyan,cydney nichols,,131
212,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,212,02:11,"SUB IN by BAKER,JERMAIYAH",,,,,,,"SUB IN by BAKER,JERMAIYAH",2,subbing in,,n.c. wesleyan,jermaiyah baker,,131
213,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,213,02:11,"GOOD FT by TAYLOR,KEORRA",43 (+24),,19,,NCW 43-19 (-24),,"GOOD FT by TAYLOR,KEORRA",2,free throw,good,n.c. wesleyan,keorra taylor,1,131
214,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,214,02:11,"GOOD FT by TAYLOR,KEORRA",44 (+25),,19,,NCW 44-19 (-25),,"GOOD FT by TAYLOR,KEORRA",2,free throw,good,n.c. wesleyan,keorra taylor,1,131
215,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,215,02:04,,,,,"MISS JUMPER by HICKS,ELLEN(in the paint)",,,"MISS JUMPER by HICKS,ELLEN(in the paint)",2,jumper,missed,Centre,ellen hicks,,124
216,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,216,--,"REBOUND DEF by BAKER,JERMAIYAH",,,,,,,"REBOUND DEF by BAKER,JERMAIYAH",2,defensive rebound,,n.c. wesleyan,jermaiyah baker,,
217,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,217,01:55,"GOOD LAYUP by BAKER,JERMAIYAH(in the paint)",46 (+27),,19,,NCW 46-19 (-27),,"GOOD LAYUP by BAKER,JERMAIYAH(in the paint)",2,layup,good,n.c. wesleyan,jermaiyah baker,2,115
218,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,218,01:55,,,,,"FOUL  by JENNINGS,RACHEL(in the paint)",,,"FOUL  by JENNINGS,RACHEL(in the paint)",2,foul,,Centre,rachel jennings,,115
219,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,219,01:55,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",2,subbing out,,Centre,rachel jennings,,115
220,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,220,01:55,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,115
221,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,221,01:55,"MISS FT by BAKER,JERMAIYAH",,,,,,,"MISS FT by BAKER,JERMAIYAH",2,free throw,missed,n.c. wesleyan,jermaiyah baker,,115
222,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,222,--,,,,,"REBOUND DEF by HEROLD,PAYTON",,,"REBOUND DEF by HEROLD,PAYTON",2,defensive rebound,,Centre,payton herold,,
223,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,223,01:27,,,,,"MISS LAYUP by HICKS,ELLEN(in the paint)",,,"MISS LAYUP by HICKS,ELLEN(in the paint)",2,layup,missed,Centre,ellen hicks,,87
224,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,224,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
225,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,225,01:24,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,84
226,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,226,01:24,,,,,"SUB IN by JACKSON,HANNAH",,,"SUB IN by JACKSON,HANNAH",2,subbing in,,Centre,hannah jackson,,84
227,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,227,01:24,,,,,"TURNOVER  by HEROLD,PAYTON(in the paint)",,,"TURNOVER  by HEROLD,PAYTON(in the paint)",2,turnover,,Centre,payton herold,,84
228,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,228,01:24,"STEAL  by HARRISON,KAYRISMA",,,,,,,"STEAL  by HARRISON,KAYRISMA",2,steal,,n.c. wesleyan,,,84
229,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,229,01:24,"MISS JUMPER by HARRISON,KAYRISMA",,,,,,,"MISS JUMPER by HARRISON,KAYRISMA",2,jumper,missed,n.c. wesleyan,kayrisma harrison,,84
230,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,230,--,"REBOUND OFF by TRIPP,KNECIYA",,,,,,,"REBOUND OFF by TRIPP,KNECIYA",2,offensive rebound,,n.c. wesleyan,kneciya tripp,,
231,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,231,01:24,"MISS JUMPER by TRIPP,KNECIYA(in the paint)",,,,,,,"MISS JUMPER by TRIPP,KNECIYA(in the paint)",2,jumper,missed,n.c. wesleyan,kneciya tripp,,84
232,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,232,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
233,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,233,01:24,,,,,"MISS JUMPER by WILSON,KAT",,,"MISS JUMPER by WILSON,KAT",2,jumper,missed,Centre,kat wilson,,84
234,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,234,--,"REBOUND DEF by TAYLOR,KEORRA",,,,,,,"REBOUND DEF by TAYLOR,KEORRA",2,defensive rebound,,n.c. wesleyan,keorra taylor,,
235,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,235,01:10,"MISS JUMPER by TRIPP,KNECIYA",,,,,,,"MISS JUMPER by TRIPP,KNECIYA",2,jumper,missed,n.c. wesleyan,kneciya tripp,,70
236,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,236,--,,,,,"REBOUND DEF by HEROLD,PAYTON",,,"REBOUND DEF by HEROLD,PAYTON",2,defensive rebound,,Centre,payton herold,,
237,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,237,01:07,,,,,"SUB OUT by WILSON,KAT",,,"SUB OUT by WILSON,KAT",2,subbing out,,Centre,kat wilson,,67
238,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,238,01:07,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,67
239,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,239,01:07,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,67
240,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,240,01:07,,,,,"SUB IN by THACKER,JOSIE",,,"SUB IN by THACKER,JOSIE",2,subbing in,,Centre,josie thacker,,67
241,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,241,01:07,"SUB OUT by HARRISON,KAYRISMA",,,,,,,"SUB OUT by HARRISON,KAYRISMA",2,subbing out,,n.c. wesleyan,kayrisma harrison,,67
242,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,242,01:07,"SUB OUT by TRIPP,KNECIYA",,,,,,,"SUB OUT by TRIPP,KNECIYA",2,subbing out,,n.c. wesleyan,kneciya tripp,,67
243,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,243,01:07,"SUB IN by BEST,MYESHA",,,,,,,"SUB IN by BEST,MYESHA",2,subbing in,,n.c. wesleyan,myesha best,,67
244,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,244,01:07,"SUB IN by WATKINS,MYRA",,,,,,,"SUB IN by WATKINS,MYRA",2,subbing in,,n.c. wesleyan,myra watkins,,67
245,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,245,00:20,,46 (+24),,22,"GOOD 3PTR by JACKSON,HANNAH",CEN 46-22 (-24),,"GOOD 3PTR by JACKSON,HANNAH",2,three pointer,good,Centre,hannah jackson,3,20
246,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,246,--,,,,,"ASSIST  by HEROLD,PAYTON",,,"ASSIST  by HEROLD,PAYTON",2,assist,,Centre,payton herold,,
247,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,247,00:07,"TURNOVER  by BAKER,JERMAIYAH",,,,,,,"TURNOVER  by BAKER,JERMAIYAH",2,turnover,,n.c. wesleyan,jermaiyah baker,,7
248,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,248,Start Period 3,,,,,,,,,3,,,,,,
249,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,249,10:00,,,,,"SUB OUT by JACKSON,HANNAH",,,"SUB OUT by JACKSON,HANNAH",3,subbing out,,Centre,hannah jackson,,600
250,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,250,10:00,,,,,"SUB OUT by ROBERTS,BRIANNA",,,"SUB OUT by ROBERTS,BRIANNA",3,subbing out,,Centre,brianna roberts,,600
251,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,251,10:00,,,,,"SUB OUT by HEROLD,PAYTON",,,"SUB OUT by HEROLD,PAYTON",3,subbing out,,Centre,payton herold,,600
252,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,252,10:00,,,,,"SUB OUT by THACKER,JOSIE",,,"SUB OUT by THACKER,JOSIE",3,subbing out,,Centre,josie thacker,,600
253,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,253,10:00,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",3,subbing in,,Centre,ellen hicks,,600
254,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,254,10:00,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",3,subbing in,,Centre,abigail wehby,,600
255,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,255,10:00,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",3,subbing in,,Centre,mikayla fee,,600
256,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,256,10:00,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",3,subbing in,,Centre,madison marcum,,600
257,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,257,10:00,"SUB OUT by BEST,MYESHA",,,,,,,"SUB OUT by BEST,MYESHA",3,subbing out,,n.c. wesleyan,myesha best,,600
258,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,258,10:00,"SUB IN by TRIPP,KNECIYA",,,,,,,"SUB IN by TRIPP,KNECIYA",3,subbing in,,n.c. wesleyan,kneciya tripp,,600
259,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,259,09:50,"MISS JUMPER by WATKINS,MYRA",,,,,,,"MISS JUMPER by WATKINS,MYRA",3,jumper,missed,n.c. wesleyan,myra watkins,,590
260,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,260,--,,,,,"REBOUND DEF by FEE,MIKAYLA",,,"REBOUND DEF by FEE,MIKAYLA",3,defensive rebound,,Centre,mikayla fee,,
261,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,261,09:36,,,,,"MISS LAYUP by WEHBY,ABIGAIL(in the paint)",,,"MISS LAYUP by WEHBY,ABIGAIL(in the paint)",3,layup,missed,Centre,abigail wehby,,576
262,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,262,--,"REBOUND DEF by BAKER,JERMAIYAH",,,,,,,"REBOUND DEF by BAKER,JERMAIYAH",3,defensive rebound,,n.c. wesleyan,jermaiyah baker,,
263,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,263,09:30,"GOOD LAYUP by BAKER,JERMAIYAH(fastbreak)(in the paint)",48 (+26),,22,,NCW 48-22 (-26),,"GOOD LAYUP by BAKER,JERMAIYAH(fastbreak)(in the paint)",3,layup,good,n.c. wesleyan,jermaiyah(fastbreak) baker,2,570
264,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,264,09:12,,,,,"MISS LAYUP by FEE,MIKAYLA(in the paint)",,,"MISS LAYUP by FEE,MIKAYLA(in the paint)",3,layup,missed,Centre,mikayla fee,,552
265,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,265,--,"REBOUND DEF by BAKER,JERMAIYAH",,,,,,,"REBOUND DEF by BAKER,JERMAIYAH",3,defensive rebound,,n.c. wesleyan,jermaiyah baker,,
266,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,266,08:58,"GOOD 3PTR by BAKER,JERMAIYAH",51 (+29),,22,,NCW 51-22 (-29),,"GOOD 3PTR by BAKER,JERMAIYAH",3,three pointer,good,n.c. wesleyan,jermaiyah baker,3,538
267,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,267,--,"ASSIST  by JOHNSON,KAYLA",,,,,,,"ASSIST  by JOHNSON,KAYLA",3,assist,,n.c. wesleyan,kayla johnson,,
268,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,268,08:34,,,,,"MISS JUMPER by WEHBY,ABIGAIL",,,"MISS JUMPER by WEHBY,ABIGAIL",3,jumper,missed,Centre,abigail wehby,,514
269,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,269,--,,,,,"REBOUND OFF by MURRAY,KYLEE",,,"REBOUND OFF by MURRAY,KYLEE",3,offensive rebound,,Centre,kylee murray,,
270,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,270,08:14,"FOUL  by BAKER,JERMAIYAH",,,,,,,"FOUL  by BAKER,JERMAIYAH",3,foul,,n.c. wesleyan,jermaiyah baker,,494
271,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,271,08:14,"SUB OUT by BAKER,JERMAIYAH",,,,,,,"SUB OUT by BAKER,JERMAIYAH",3,subbing out,,n.c. wesleyan,jermaiyah baker,,494
272,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,272,08:14,"SUB IN by NICHOLS,CYDNEY",,,,,,,"SUB IN by NICHOLS,CYDNEY",3,subbing in,,n.c. wesleyan,cydney nichols,,494
273,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,273,08:14,,51 (+28),,23,"GOOD FT by WEHBY,ABIGAIL",CEN 51-23 (-28),,"GOOD FT by WEHBY,ABIGAIL",3,free throw,good,Centre,abigail wehby,1,494
