,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,Han,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
124,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,124,00:36,,,,,"TURNOVER  by WILSON,KAT",,,"TURNOVER  by WILSON,KAT",1,turnover,,Centre,kat wilson,,36
125,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,125,00:11,"GOOD JUMPER by NALL,ALEXIS(in the paint)",16 (+3),,13,,Han 16-13 (-3),,"GOOD JUMPER by NALL,ALEXIS(in the paint)",1,jumper,good,hanover,alexis nall,2,11
126,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,126,00:00,,16 (+1),,15,"GOOD JUMPER by WILSON,KAT",Centre 16-15 (-1),,"GOOD JUMPER by WILSON,KAT",1,jumper,good,Centre,kat wilson,2,0
127,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,127,--,,,,,"ASSIST  by THACKER,JOSIE",,,"ASSIST  by THACKER,JOSIE",1,assist,,Centre,josie thacker,,
128,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,128,Start Period 2,,,,,,,,,2,,,,,,
129,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,129,10:00,,,,,"SUB OUT by THACKER,JOSIE",,,"SUB OUT by THACKER,JOSIE",2,subbing out,,Centre,josie thacker,,600
130,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,130,10:00,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,600
131,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,131,09:46,,,,,"TURNOVER  by WEHBY,ABIGAIL",,,"TURNOVER  by WEHBY,ABIGAIL",2,turnover,,Centre,abigail wehby,,586
132,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,132,09:46,"STEAL  by HARTMAN,KATIE",,,,,,,"STEAL  by HARTMAN,KATIE",2,steal,,hanover,,,586
133,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,133,09:35,"MISS JUMPER by NALL,ALEXIS(in the paint)",,,,,,,"MISS JUMPER by NALL,ALEXIS(in the paint)",2,jumper,missed,hanover,alexis nall,,575
134,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,134,--,,,,,"REBOUND DEF by HICKS,ELLEN",,,"REBOUND DEF by HICKS,ELLEN",2,defensive rebound,,Centre,ellen hicks,,
135,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,135,09:22,"FOUL  by TODD,BROOKE",,,,,,,"FOUL  by TODD,BROOKE",2,foul,,hanover,brooke todd,,562
136,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,136,09:22,"SUB OUT by TYNAN,LIZ",,,,,,,"SUB OUT by TYNAN,LIZ",2,subbing out,,hanover,liz tynan,,562
137,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,137,09:22,"SUB IN by WILDER,CALLIE",,,,,,,"SUB IN by WILDER,CALLIE",2,subbing in,,hanover,callie wilder,,562
138,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,138,09:22,"SUB OUT by HARTMAN,KATIE",,,,,,,"SUB OUT by HARTMAN,KATIE",2,subbing out,,hanover,katie hartman,,562
139,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,139,09:22,"SUB IN by RIGGLES,LEXI",,,,,,,"SUB IN by RIGGLES,LEXI",2,subbing in,,hanover,lexi riggles,,562
140,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,140,09:11,,16,,17 (+1),"GOOD JUMPER by WILSON,KAT(in the paint)",Centre 16-17 (+1),,"GOOD JUMPER by WILSON,KAT(in the paint)",2,jumper,good,Centre,kat wilson,2,551
141,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,141,09:02,"MISS JUMPER by WILDER,CALLIE",,,,,,,"MISS JUMPER by WILDER,CALLIE",2,jumper,missed,hanover,callie wilder,,542
142,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,142,--,"REBOUND OFF by NALL,ALEXIS",,,,,,,"REBOUND OFF by NALL,ALEXIS",2,offensive rebound,,hanover,alexis nall,,
143,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,143,08:56,"MISS JUMPER by NALL,ALEXIS(in the paint)",,,,,,,"MISS JUMPER by NALL,ALEXIS(in the paint)",2,jumper,missed,hanover,alexis nall,,536
144,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,144,--,,,,,"REBOUND DEF by WILSON,KAT",,,"REBOUND DEF by WILSON,KAT",2,defensive rebound,,Centre,kat wilson,,
145,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,145,08:29,,,,,"MISS 3PTR by FEE,MIKAYLA",,,"MISS 3PTR by FEE,MIKAYLA",2,three pointer,missed,Centre,mikayla fee,,509
146,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,146,--,"REBOUND DEF by NALL,ALEXIS",,,,,,,"REBOUND DEF by NALL,ALEXIS",2,defensive rebound,,hanover,alexis nall,,
147,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,147,08:17,"TURNOVER  by RIGGLES,LEXI",,,,,,,"TURNOVER  by RIGGLES,LEXI",2,turnover,,hanover,lexi riggles,,497
148,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,148,08:17,,,,,"STEAL  by WEHBY,ABIGAIL",,,"STEAL  by WEHBY,ABIGAIL",2,steal,,Centre,,,497
149,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,149,08:11,,16,,20 (+4),"GOOD 3PTR by MARCUM,MADISON(fastbreak)",Centre 16-20 (+4),,"GOOD 3PTR by MARCUM,MADISON(fastbreak)",2,three pointer,good,Centre,madison(fastbreak) marcum,3,491
150,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,150,--,,,,,"ASSIST  by WEHBY,ABIGAIL",,,"ASSIST  by WEHBY,ABIGAIL",2,assist,,Centre,abigail wehby,,
151,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,151,07:54,,,,,"FOUL  by FEE,MIKAYLA",,,"FOUL  by FEE,MIKAYLA",2,foul,,Centre,mikayla fee,,474
152,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,152,07:54,"SUB OUT by RIGGLES,LEXI",,,,,,,"SUB OUT by RIGGLES,LEXI",2,subbing out,,hanover,lexi riggles,,474
153,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,153,07:54,"SUB IN by HARTMAN,KATIE",,,,,,,"SUB IN by HARTMAN,KATIE",2,subbing in,,hanover,katie hartman,,474
154,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,154,07:54,"GOOD FT by WILDER,CALLIE",17,,20 (+3),,Han 17-20 (+3),,"GOOD FT by WILDER,CALLIE",2,free throw,good,hanover,callie wilder,1,474
155,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,155,07:54,"GOOD FT by WILDER,CALLIE",18,,20 (+2),,Han 18-20 (+2),,"GOOD FT by WILDER,CALLIE",2,free throw,good,hanover,callie wilder,1,474
156,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,156,07:45,"FOUL  by MILLS,KRISTIN",,,,,,,"FOUL  by MILLS,KRISTIN",2,foul,,hanover,kristin mills,,465
157,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,157,07:36,,18,,22 (+4),"GOOD JUMPER by WILSON,KAT(in the paint)",Centre 18-22 (+4),,"GOOD JUMPER by WILSON,KAT(in the paint)",2,jumper,good,Centre,kat wilson,2,456
158,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,158,07:26,"MISS JUMPER by NALL,ALEXIS(in the paint)",,,,,,,"MISS JUMPER by NALL,ALEXIS(in the paint)",2,jumper,missed,hanover,alexis nall,,446
159,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,159,--,,,,,"REBOUND DEF by HICKS,ELLEN",,,"REBOUND DEF by HICKS,ELLEN",2,defensive rebound,,Centre,ellen hicks,,
160,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,160,07:17,,,,,"TURNOVER  by WILSON,KAT",,,"TURNOVER  by WILSON,KAT",2,turnover,,Centre,kat wilson,,437
161,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,161,07:17,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,437
162,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,162,07:17,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,437
163,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,163,07:17,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,437
164,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,164,07:17,,,,,"SUB IN by ROBERTS,BRIANNA",,,"SUB IN by ROBERTS,BRIANNA",2,subbing in,,Centre,brianna roberts,,437
165,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,165,07:07,,,,,"FOUL  by THACKER,JOSIE",,,"FOUL  by THACKER,JOSIE",2,foul,,Centre,josie thacker,,427
166,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,166,07:00,,,,,"FOUL  by ROBERTS,BRIANNA",,,"FOUL  by ROBERTS,BRIANNA",2,foul,,Centre,brianna roberts,,420
167,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,167,07:00,,,,,"SUB OUT by THACKER,JOSIE",,,"SUB OUT by THACKER,JOSIE",2,subbing out,,Centre,josie thacker,,420
168,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,168,07:00,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,420
169,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,169,07:00,"SUB OUT by WILDER,CALLIE",,,,,,,"SUB OUT by WILDER,CALLIE",2,subbing out,,hanover,callie wilder,,420
170,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,170,07:00,"SUB IN by TYNAN,LIZ",,,,,,,"SUB IN by TYNAN,LIZ",2,subbing in,,hanover,liz tynan,,420
171,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,171,06:55,"FOUL  by NALL,ALEXIS",,,,,,,"FOUL  by NALL,ALEXIS",2,foul,,hanover,alexis nall,,415
172,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,172,06:55,"TURNOVER  by NALL,ALEXIS",,,,,,,"TURNOVER  by NALL,ALEXIS",2,turnover,,hanover,alexis nall,,415
173,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,173,06:55,"SUB OUT by NALL,ALEXIS",,,,,,,"SUB OUT by NALL,ALEXIS",2,subbing out,,hanover,alexis nall,,415
174,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,174,06:55,"SUB IN by WILDER,CALLIE",,,,,,,"SUB IN by WILDER,CALLIE",2,subbing in,,hanover,callie wilder,,415
175,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,175,06:48,,,,,"TURNOVER  by MARCUM,MADISON",,,"TURNOVER  by MARCUM,MADISON",2,turnover,,Centre,madison marcum,,408
176,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,176,06:48,"STEAL  by TODD,BROOKE",,,,,,,"STEAL  by TODD,BROOKE",2,steal,,hanover,,,408
177,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,177,06:46,"MISS JUMPER by TYNAN,LIZ",,,,,,,"MISS JUMPER by TYNAN,LIZ",2,jumper,missed,hanover,liz tynan,,406
178,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,178,--,,,,,"REBOUND DEF by HICKS,ELLEN",,,"REBOUND DEF by HICKS,ELLEN",2,defensive rebound,,Centre,ellen hicks,,
179,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,179,06:45,,,,,"TURNOVER  by ROBERTS,BRIANNA",,,"TURNOVER  by ROBERTS,BRIANNA",2,turnover,,Centre,brianna roberts,,405
180,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,180,05:56,"MISS JUMPER by HARTMAN,KATIE(in the paint)",,,,,,,"MISS JUMPER by HARTMAN,KATIE(in the paint)",2,jumper,missed,hanover,katie hartman,,356
181,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,181,--,,,,,"REBOUND DEF by JENNINGS,RACHEL",,,"REBOUND DEF by JENNINGS,RACHEL",2,defensive rebound,,Centre,rachel jennings,,
182,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,182,05:49,,,,,"MISS JUMPER by HICKS,ELLEN(in the paint)",,,"MISS JUMPER by HICKS,ELLEN(in the paint)",2,jumper,missed,Centre,ellen hicks,,349
183,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,183,--,"REBOUND DEF by HARTMAN,KATIE",,,,,,,"REBOUND DEF by HARTMAN,KATIE",2,defensive rebound,,hanover,katie hartman,,
184,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,184,05:21,"GOOD JUMPER by TYNAN,LIZ",20,,22 (+2),,Han 20-22 (+2),,"GOOD JUMPER by TYNAN,LIZ",2,jumper,good,hanover,liz tynan,2,321
185,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,185,--,"ASSIST  by MILLS,KRISTIN",,,,,,,"ASSIST  by MILLS,KRISTIN",2,assist,,hanover,kristin mills,,
186,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,186,05:06,,,,,"TURNOVER  by HICKS,ELLEN",,,"TURNOVER  by HICKS,ELLEN",2,turnover,,Centre,ellen hicks,,306
187,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,187,05:06,"STEAL  by WILDER,CALLIE",,,,,,,"STEAL  by WILDER,CALLIE",2,steal,,hanover,,,306
188,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,188,05:06,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,306
189,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,189,05:06,,,,,"SUB OUT by WILSON,KAT",,,"SUB OUT by WILSON,KAT",2,subbing out,,Centre,kat wilson,,306
190,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,190,05:06,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,306
