,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,MVILLE,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
125,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,125,--,,,,,"ASSIST  by WEHBY,ABIGAIL",,,"ASSIST  by WEHBY,ABIGAIL",2,assist,,Centre,abigail wehby,,
126,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,126,08:25,"TURNOVER  by JERROLDS,HOLLAND",,,,,,,"TURNOVER  by JERROLDS,HOLLAND",2,turnover,,maryville (tn),holland jerrolds,,505
127,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,127,08:25,"SUB OUT by CARRUTHERS,COURTNEY",,,,,,,"SUB OUT by CARRUTHERS,COURTNEY",2,subbing out,,maryville (tn),courtney carruthers,,505
128,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,128,08:25,"SUB OUT by JERROLDS,HOLLAND",,,,,,,"SUB OUT by JERROLDS,HOLLAND",2,subbing out,,maryville (tn),holland jerrolds,,505
129,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,129,08:25,"SUB IN by JOSEPH,ABBI",,,,,,,"SUB IN by JOSEPH,ABBI",2,subbing in,,maryville (tn),abbi joseph,,505
130,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,130,08:25,"SUB IN by HIX,SHELBY",,,,,,,"SUB IN by HIX,SHELBY",2,subbing in,,maryville (tn),shelby hix,,505
131,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,131,08:06,,,,,"MISS JUMPER by MARCUM,MADISON",,,"MISS JUMPER by MARCUM,MADISON",2,jumper,missed,Centre,madison marcum,,486
132,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,132,--,"REBOUND DEF by JOSEPH,ABBI",,,,,,,"REBOUND DEF by JOSEPH,ABBI",2,defensive rebound,,maryville (tn),abbi joseph,,
133,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,133,07:59,"MISS LAYUP by HIX,SHELBY(in the paint)",,,,,,,"MISS LAYUP by HIX,SHELBY(in the paint)",2,layup,missed,maryville (tn),shelby hix,,479
134,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,134,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
135,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,135,07:47,,,,,"MISS LAYUP by WILSON,KAT(in the paint)",,,"MISS LAYUP by WILSON,KAT(in the paint)",2,layup,missed,Centre,kat wilson,,467
136,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,136,--,,,,,"REBOUND OFF by HICKS,ELLEN",,,"REBOUND OFF by HICKS,ELLEN",2,offensive rebound,,Centre,ellen hicks,,
137,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,137,07:43,,15,,18 (+3),"GOOD LAYUP by HICKS,ELLEN(in the paint)",Centre 15-18 (+3),,"GOOD LAYUP by HICKS,ELLEN(in the paint)",2,layup,good,Centre,ellen hicks,2,463
138,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,138,07:23,,,,,"FOUL  by MARCUM,MADISON",,,"FOUL  by MARCUM,MADISON",2,foul,,Centre,madison marcum,,443
139,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,139,07:23,"SUB OUT by GARDNER,LIBBY",,,,,,,"SUB OUT by GARDNER,LIBBY",2,subbing out,,maryville (tn),libby gardner,,443
140,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,140,07:23,"SUB IN by CARRUTHERS,COURTNEY",,,,,,,"SUB IN by CARRUTHERS,COURTNEY",2,subbing in,,maryville (tn),courtney carruthers,,443
141,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,141,07:23,"GOOD FT by HIX,SHELBY",16,,18 (+2),,MVILLE 16-18 (+2),,"GOOD FT by HIX,SHELBY",2,free throw,good,maryville (tn),shelby hix,1,443
142,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,142,07:23,"GOOD FT by HIX,SHELBY",17,,18 (+1),,MVILLE 17-18 (+1),,"GOOD FT by HIX,SHELBY",2,free throw,good,maryville (tn),shelby hix,1,443
143,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,143,07:08,,17,,20 (+3),"GOOD JUMPER by WILSON,KAT(in the paint)",Centre 17-20 (+3),,"GOOD JUMPER by WILSON,KAT(in the paint)",2,jumper,good,Centre,kat wilson,2,428
144,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,144,06:39,"GOOD 3PTR by CARRUTHERS,COURTNEY",20,,20,,MVILLE 20-20 (0),,"GOOD 3PTR by CARRUTHERS,COURTNEY",2,three pointer,good,maryville (tn),courtney carruthers,3,399
145,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,145,06:18,,,,,"MISS LAYUP by HICKS,ELLEN(in the paint)",,,"MISS LAYUP by HICKS,ELLEN(in the paint)",2,layup,missed,Centre,ellen hicks,,378
146,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,146,--,"REBOUND DEF by JOSEPH,ABBI",,,,,,,"REBOUND DEF by JOSEPH,ABBI",2,defensive rebound,,maryville (tn),abbi joseph,,
147,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,147,06:04,"TURNOVER  by VARNEY,KLAIRE",,,,,,,"TURNOVER  by VARNEY,KLAIRE",2,turnover,,maryville (tn),klaire varney,,364
148,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,148,05:51,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",2,subbing out,,Centre,kylee murray,,351
149,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,149,05:51,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,351
150,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,150,05:51,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,351
151,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,151,05:51,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,351
152,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,152,05:51,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,351
153,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,153,05:51,,,,,"SUB IN by HEROLD,PAYTON",,,"SUB IN by HEROLD,PAYTON",2,subbing in,,Centre,payton herold,,351
154,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,154,05:51,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,351
155,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,155,05:51,,,,,"SUB IN by THACKER,JOSIE",,,"SUB IN by THACKER,JOSIE",2,subbing in,,Centre,josie thacker,,351
156,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,156,05:51,"SUB OUT by VARNEY,KLAIRE",,,,,,,"SUB OUT by VARNEY,KLAIRE",2,subbing out,,maryville (tn),klaire varney,,351
157,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,157,05:51,"SUB OUT by ECKENROD,ELSA",,,,,,,"SUB OUT by ECKENROD,ELSA",2,subbing out,,maryville (tn),elsa eckenrod,,351
158,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,158,05:51,"SUB IN by GARDNER,LIBBY",,,,,,,"SUB IN by GARDNER,LIBBY",2,subbing in,,maryville (tn),libby gardner,,351
159,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,159,05:51,"SUB IN by WANDELL,KELLEY",,,,,,,"SUB IN by WANDELL,KELLEY",2,subbing in,,maryville (tn),kelley wandell,,351
160,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,160,05:51,"SUB OUT by JOSEPH,ABBI",,,,,,,"SUB OUT by JOSEPH,ABBI",2,subbing out,,maryville (tn),abbi joseph,,351
161,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,161,05:51,"SUB IN by VARNEY,KLAIRE",,,,,,,"SUB IN by VARNEY,KLAIRE",2,subbing in,,maryville (tn),klaire varney,,351
162,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,162,05:51,"FOUL  by JOSEPH,ABBI",,,,,,,"FOUL  by JOSEPH,ABBI",2,foul,,maryville (tn),abbi joseph,,351
163,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,163,05:51,,20,,21 (+1),"GOOD FT by THACKER,JOSIE",Centre 20-21 (+1),,"GOOD FT by THACKER,JOSIE",2,free throw,good,Centre,josie thacker,1,351
164,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,164,05:51,,,,,"MISS FT by THACKER,JOSIE",,,"MISS FT by THACKER,JOSIE",2,free throw,missed,Centre,josie thacker,,351
165,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,165,--,"REBOUND DEF by WANDELL,KELLEY",,,,,,,"REBOUND DEF by WANDELL,KELLEY",2,defensive rebound,,maryville (tn),kelley wandell,,
166,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,166,05:37,"GOOD LAYUP by VARNEY,KLAIRE(in the paint)",22 (+1),,21,,MVILLE 22-21 (-1),,"GOOD LAYUP by VARNEY,KLAIRE(in the paint)",2,layup,good,maryville (tn),klaire varney,2,337
167,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,167,05:33,,,,,"TURNOVER  by HEROLD,PAYTON",,,"TURNOVER  by HEROLD,PAYTON",2,turnover,,Centre,payton herold,,333
168,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,168,05:33,"STEAL  by GARDNER,LIBBY",,,,,,,"STEAL  by GARDNER,LIBBY",2,steal,,maryville (tn),,,333
169,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,169,05:24,"GOOD LAYUP by CARRUTHERS,COURTNEY(in the paint)",24 (+3),,21,,MVILLE 24-21 (-3),,"GOOD LAYUP by CARRUTHERS,COURTNEY(in the paint)",2,layup,good,maryville (tn),courtney carruthers,2,324
170,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,170,--,"ASSIST  by GARDNER,LIBBY",,,,,,,"ASSIST  by GARDNER,LIBBY",2,assist,,maryville (tn),libby gardner,,
171,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,171,04:56,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2,turnover,,Centre,,,296
172,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,172,04:56,,,,,"SUB OUT by WILSON,KAT",,,"SUB OUT by WILSON,KAT",2,subbing out,,Centre,kat wilson,,296
173,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,173,04:56,,,,,"SUB OUT by HEROLD,PAYTON",,,"SUB OUT by HEROLD,PAYTON",2,subbing out,,Centre,payton herold,,296
174,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,174,04:56,,,,,"SUB IN by JACKSON,HANNAH",,,"SUB IN by JACKSON,HANNAH",2,subbing in,,Centre,hannah jackson,,296
175,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,175,04:56,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,296
176,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,176,04:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2,timeout,,maryville (tn),,,296
177,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,177,04:45,,,,,"FOUL  by JENNINGS,RACHEL",,,"FOUL  by JENNINGS,RACHEL",2,foul,,Centre,rachel jennings,,285
178,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,178,04:40,,,,,"FOUL  by WILSON,KAT",,,"FOUL  by WILSON,KAT",2,foul,,Centre,kat wilson,,280
179,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,179,04:40,"GOOD FT by VARNEY,KLAIRE",25 (+4),,21,,MVILLE 25-21 (-4),,"GOOD FT by VARNEY,KLAIRE",2,free throw,good,maryville (tn),klaire varney,1,280
180,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,180,04:40,"MISS FT by VARNEY,KLAIRE",,,,,,,"MISS FT by VARNEY,KLAIRE",2,free throw,missed,maryville (tn),klaire varney,,280
181,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,181,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
182,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,182,04:29,,,,,"SUB OUT by JACKSON,HANNAH",,,"SUB OUT by JACKSON,HANNAH",2,subbing out,,Centre,hannah jackson,,269
183,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,183,04:29,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",2,subbing out,,Centre,kylee murray,,269
184,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,184,04:29,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",2,subbing out,,Centre,rachel jennings,,269
185,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,185,04:29,,,,,"SUB OUT by THACKER,JOSIE",,,"SUB OUT by THACKER,JOSIE",2,subbing out,,Centre,josie thacker,,269
186,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,186,04:29,,,,,"SUB IN by WILSON,KAT",,,"SUB IN by WILSON,KAT",2,subbing in,,Centre,kat wilson,,269
187,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,187,04:29,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,269
188,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,188,04:29,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,269
189,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,189,04:29,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,269
