,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,MVILLE,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
255,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,255,09:50,,,,,"SUB OUT by JACKSON,HANNAH",,,"SUB OUT by JACKSON,HANNAH",3,subbing out,,Centre,hannah jackson,,590
256,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,256,09:50,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",3,subbing in,,Centre,ellen hicks,,590
257,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,257,09:47,"MISS JUMPER by HIX,SHELBY",,,,,,,"MISS JUMPER by HIX,SHELBY",3,jumper,missed,maryville (tn),shelby hix,,587
258,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,258,--,,,,,"REBOUND DEF by MARCUM,MADISON",,,"REBOUND DEF by MARCUM,MADISON",3,defensive rebound,,Centre,madison marcum,,
259,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,259,09:36,,,,,"MISS LAYUP by FEE,MIKAYLA(in the paint)",,,"MISS LAYUP by FEE,MIKAYLA(in the paint)",3,layup,missed,Centre,mikayla fee,,576
260,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,260,09:36,"BLOCK  by HIX,SHELBY",,,,,,,"BLOCK  by HIX,SHELBY",3,block,,maryville (tn),shelby hix,,576
261,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,261,--,,,,,"REBOUND OFF by MARCUM,MADISON",,,"REBOUND OFF by MARCUM,MADISON",3,offensive rebound,,Centre,madison marcum,,
262,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,262,09:20,,,,,"MISS LAYUP by MARCUM,MADISON(in the paint)",,,"MISS LAYUP by MARCUM,MADISON(in the paint)",3,layup,missed,Centre,madison marcum,,560
263,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,263,--,"REBOUND DEF by ECKENROD,ELSA",,,,,,,"REBOUND DEF by ECKENROD,ELSA",3,defensive rebound,,maryville (tn),elsa eckenrod,,
264,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,264,09:11,"TURNOVER  by HIX,SHELBY",,,,,,,"TURNOVER  by HIX,SHELBY",3,turnover,,maryville (tn),shelby hix,,551
265,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,265,09:11,,,,,"STEAL  by WEHBY,ABIGAIL",,,"STEAL  by WEHBY,ABIGAIL",3,steal,,Centre,,,551
266,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,266,09:01,,,,,"MISS LAYUP by WEHBY,ABIGAIL(in the paint)",,,"MISS LAYUP by WEHBY,ABIGAIL(in the paint)",3,layup,missed,Centre,abigail wehby,,541
267,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,267,--,"REBOUND DEF by HIX,SHELBY",,,,,,,"REBOUND DEF by HIX,SHELBY",3,defensive rebound,,maryville (tn),shelby hix,,
268,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,268,08:49,,,,,"FOUL  by WEHBY,ABIGAIL",,,"FOUL  by WEHBY,ABIGAIL",3,foul,,Centre,abigail wehby,,529
269,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,269,08:37,"TURNOVER  by ECKENROD,ELSA",,,,,,,"TURNOVER  by ECKENROD,ELSA",3,turnover,,maryville (tn),elsa eckenrod,,517
270,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,270,08:35,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",3,three pointer,missed,Centre,madison marcum,,515
271,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,271,--,"REBOUND DEF by VARNEY,KLAIRE",,,,,,,"REBOUND DEF by VARNEY,KLAIRE",3,defensive rebound,,maryville (tn),klaire varney,,
272,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,272,08:27,"GOOD LAYUP by VARNEY,KLAIRE(fastbreak)(in the paint)",32 (+3),,29,,MVILLE 32-29 (-3),,"GOOD LAYUP by VARNEY,KLAIRE(fastbreak)(in the paint)",3,layup,good,maryville (tn),klaire(fastbreak) varney,2,507
273,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,273,07:56,,,,,"MISS JUMPER by WEHBY,ABIGAIL(in the paint)",,,"MISS JUMPER by WEHBY,ABIGAIL(in the paint)",3,jumper,missed,Centre,abigail wehby,,476
274,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,274,--,,,,,"REBOUND OFF by FEE,MIKAYLA",,,"REBOUND OFF by FEE,MIKAYLA",3,offensive rebound,,Centre,mikayla fee,,
275,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,275,07:51,,,,,"TURNOVER  by FEE,MIKAYLA",,,"TURNOVER  by FEE,MIKAYLA",3,turnover,,Centre,mikayla fee,,471
276,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,276,07:51,"STEAL  by CARRUTHERS,COURTNEY",,,,,,,"STEAL  by CARRUTHERS,COURTNEY",3,steal,,maryville (tn),,,471
277,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,277,07:46,,,,,"FOUL  by WILSON,KAT",,,"FOUL  by WILSON,KAT",3,foul,,Centre,kat wilson,,466
278,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,278,07:46,"SUB OUT by CARRUTHERS,COURTNEY",,,,,,,"SUB OUT by CARRUTHERS,COURTNEY",3,subbing out,,maryville (tn),courtney carruthers,,466
279,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,279,07:46,"SUB OUT by HIX,SHELBY",,,,,,,"SUB OUT by HIX,SHELBY",3,subbing out,,maryville (tn),shelby hix,,466
280,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,280,07:46,"SUB IN by JERROLDS,HOLLAND",,,,,,,"SUB IN by JERROLDS,HOLLAND",3,subbing in,,maryville (tn),holland jerrolds,,466
281,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,281,07:46,"SUB IN by JOSEPH,ABBI",,,,,,,"SUB IN by JOSEPH,ABBI",3,subbing in,,maryville (tn),abbi joseph,,466
282,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,282,07:46,"GOOD FT by VARNEY,KLAIRE",33 (+4),,29,,MVILLE 33-29 (-4),,"GOOD FT by VARNEY,KLAIRE",3,free throw,good,maryville (tn),klaire varney,1,466
283,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,283,07:46,"MISS FT by VARNEY,KLAIRE",,,,,,,"MISS FT by VARNEY,KLAIRE",3,free throw,missed,maryville (tn),klaire varney,,466
284,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,284,--,,,,,"REBOUND DEF by MARCUM,MADISON",,,"REBOUND DEF by MARCUM,MADISON",3,defensive rebound,,Centre,madison marcum,,
285,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,285,07:42,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3,timeout,,Centre,,,462
286,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,286,07:36,"FOUL  by JERROLDS,HOLLAND",,,,,,,"FOUL  by JERROLDS,HOLLAND",3,foul,,maryville (tn),holland jerrolds,,456
287,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,287,07:03,,,,,"MISS LAYUP by WILSON,KAT(in the paint)",,,"MISS LAYUP by WILSON,KAT(in the paint)",3,layup,missed,Centre,kat wilson,,423
288,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,288,--,"REBOUND DEF by JERROLDS,HOLLAND",,,,,,,"REBOUND DEF by JERROLDS,HOLLAND",3,defensive rebound,,maryville (tn),holland jerrolds,,
289,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,289,06:52,,,,,"FOUL  by WILSON,KAT",,,"FOUL  by WILSON,KAT",3,foul,,Centre,kat wilson,,412
290,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,290,06:43,"GOOD 3PTR by JOSEPH,ABBI",36 (+7),,29,,MVILLE 36-29 (-7),,"GOOD 3PTR by JOSEPH,ABBI",3,three pointer,good,maryville (tn),abbi joseph,3,403
291,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,291,06:35,,36 (+5),,31,"GOOD LAYUP by WEHBY,ABIGAIL(in the paint)",Centre 36-31 (-5),,"GOOD LAYUP by WEHBY,ABIGAIL(in the paint)",3,layup,good,Centre,abigail wehby,2,395
292,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,292,06:28,"TURNOVER  by JERROLDS,HOLLAND",,,,,,,"TURNOVER  by JERROLDS,HOLLAND",3,turnover,,maryville (tn),holland jerrolds,,388
293,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,293,06:28,,,,,"SUB OUT by WILSON,KAT",,,"SUB OUT by WILSON,KAT",3,subbing out,,Centre,kat wilson,,388
294,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,294,06:28,,,,,"SUB IN by JACKSON,HANNAH",,,"SUB IN by JACKSON,HANNAH",3,subbing in,,Centre,hannah jackson,,388
295,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,295,06:28,"SUB OUT by ECKENROD,ELSA",,,,,,,"SUB OUT by ECKENROD,ELSA",3,subbing out,,maryville (tn),elsa eckenrod,,388
296,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,296,06:28,"SUB IN by HIX,SHELBY",,,,,,,"SUB IN by HIX,SHELBY",3,subbing in,,maryville (tn),shelby hix,,388
297,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,297,06:01,,,,,"MISS LAYUP by WEHBY,ABIGAIL(in the paint)",,,"MISS LAYUP by WEHBY,ABIGAIL(in the paint)",3,layup,missed,Centre,abigail wehby,,361
298,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,298,--,"REBOUND DEF by JERROLDS,HOLLAND",,,,,,,"REBOUND DEF by JERROLDS,HOLLAND",3,defensive rebound,,maryville (tn),holland jerrolds,,
299,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,299,05:44,"GOOD LAYUP by JERROLDS,HOLLAND(in the paint)",38 (+7),,31,,MVILLE 38-31 (-7),,"GOOD LAYUP by JERROLDS,HOLLAND(in the paint)",3,layup,good,maryville (tn),holland jerrolds,2,344
300,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,300,--,"ASSIST  by CARRUTHERS,COURTNEY",,,,,,,"ASSIST  by CARRUTHERS,COURTNEY",3,assist,,maryville (tn),courtney carruthers,,
301,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,301,05:36,"SUB OUT by GARDNER,LIBBY",,,,,,,"SUB OUT by GARDNER,LIBBY",3,subbing out,,maryville (tn),libby gardner,,336
302,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,302,05:36,"SUB IN by CARRUTHERS,COURTNEY",,,,,,,"SUB IN by CARRUTHERS,COURTNEY",3,subbing in,,maryville (tn),courtney carruthers,,336
303,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,303,05:36,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3,timeout,,Centre,,,336
304,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,304,05:36,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",3,subbing out,,Centre,ellen hicks,,336
305,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,305,05:36,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",3,subbing out,,Centre,abigail wehby,,336
306,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,306,05:36,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",3,subbing out,,Centre,mikayla fee,,336
307,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,307,05:36,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",3,subbing out,,Centre,madison marcum,,336
308,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,308,05:36,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",3,subbing in,,Centre,kylee murray,,336
309,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,309,05:36,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",3,subbing in,,Centre,rachel jennings,,336
310,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,310,05:36,,,,,"SUB IN by HEROLD,PAYTON",,,"SUB IN by HEROLD,PAYTON",3,subbing in,,Centre,payton herold,,336
311,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,311,05:36,,,,,"SUB IN by THACKER,JOSIE",,,"SUB IN by THACKER,JOSIE",3,subbing in,,Centre,josie thacker,,336
312,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,312,05:15,,,,,"TURNOVER  by JENNINGS,RACHEL",,,"TURNOVER  by JENNINGS,RACHEL",3,turnover,,Centre,rachel jennings,,315
313,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,313,05:15,"STEAL  by VARNEY,KLAIRE",,,,,,,"STEAL  by VARNEY,KLAIRE",3,steal,,maryville (tn),,,315
314,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,314,05:13,,,,,"FOUL  by JENNINGS,RACHEL",,,"FOUL  by JENNINGS,RACHEL",3,foul,,Centre,rachel jennings,,313
315,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,315,05:13,,,,,"SUB OUT by HEROLD,PAYTON",,,"SUB OUT by HEROLD,PAYTON",3,subbing out,,Centre,payton herold,,313
316,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,316,05:13,,,,,"SUB IN by ROBERTS,BRIANNA",,,"SUB IN by ROBERTS,BRIANNA",3,subbing in,,Centre,brianna roberts,,313
317,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,317,05:13,"GOOD FT by VARNEY,KLAIRE(fastbreak)",39 (+8),,31,,MVILLE 39-31 (-8),,"GOOD FT by VARNEY,KLAIRE(fastbreak)",3,free throw,good,maryville (tn),klaire(fastbreak) varney,1,313
318,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,318,05:13,"GOOD FT by VARNEY,KLAIRE(fastbreak)",40 (+9),,31,,MVILLE 40-31 (-9),,"GOOD FT by VARNEY,KLAIRE(fastbreak)",3,free throw,good,maryville (tn),klaire(fastbreak) varney,1,313
