,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
187,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,187,05:00,,23 (+1),,22,"GOOD 3PTR by WEHBY,ABIGAIL",Centre 23-22 (-1),,"GOOD 3PTR by WEHBY,ABIGAIL",2,three pointer,good,Centre,abigail wehby,3,300
188,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,188,--,,,,,"ASSIST  by JENNINGS,RACHEL",,,"ASSIST  by JENNINGS,RACHEL",2,assist,,Centre,rachel jennings,,
189,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,189,04:49,"MISS JUMPER by VAZQUEZ,AMY",,,,,,,"MISS JUMPER by VAZQUEZ,AMY",2,jumper,missed,oglethorpe,amy vazquez,,289
190,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,190,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
191,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,191,04:41,,,,,"MISS 3PTR by JENNINGS,RACHEL",,,"MISS 3PTR by JENNINGS,RACHEL",2,three pointer,missed,Centre,rachel jennings,,281
192,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,192,--,"REBOUND DEF by VAZQUEZ,AMY",,,,,,,"REBOUND DEF by VAZQUEZ,AMY",2,defensive rebound,,oglethorpe,amy vazquez,,
193,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,193,04:15,"MISS LAYUP by REED,NIKKI(in the paint)",,,,,,,"MISS LAYUP by REED,NIKKI(in the paint)",2,layup,missed,oglethorpe,nikki reed,,255
194,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,194,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
195,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,195,04:09,,,,,"MISS 3PTR by MURRAY,KYLEE",,,"MISS 3PTR by MURRAY,KYLEE",2,three pointer,missed,Centre,kylee murray,,249
196,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,196,--,"REBOUND DEF by SMITH,TAYLOR",,,,,,,"REBOUND DEF by SMITH,TAYLOR",2,defensive rebound,,oglethorpe,taylor smith,,
197,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,197,03:47,"MISS JUMPER by BURDGE,AUDREY(in the paint)",,,,,,,"MISS JUMPER by BURDGE,AUDREY(in the paint)",2,jumper,missed,oglethorpe,audrey burdge,,227
198,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,198,--,"REBOUND OFF by INMAN,MAYA",,,,,,,"REBOUND OFF by INMAN,MAYA",2,offensive rebound,,oglethorpe,maya inman,,
199,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,199,03:42,"MISS LAYUP by INMAN,MAYA(in the paint)",,,,,,,"MISS LAYUP by INMAN,MAYA(in the paint)",2,layup,missed,oglethorpe,maya inman,,222
200,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,200,--,,,,,"REBOUND DEF by HEROLD,PAYTON",,,"REBOUND DEF by HEROLD,PAYTON",2,defensive rebound,,Centre,payton herold,,
201,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,201,03:31,,,,,"TURNOVER  by HEROLD,PAYTON",,,"TURNOVER  by HEROLD,PAYTON",2,turnover,,Centre,payton herold,,211
202,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,202,03:31,"STEAL  by REED,NIKKI",,,,,,,"STEAL  by REED,NIKKI",2,steal,,oglethorpe,,,211
203,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,203,03:28,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",2,subbing out,,Centre,kylee murray,,208
204,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,204,03:28,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,208
205,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,205,03:28,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,208
206,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,206,03:28,,,,,"SUB IN by WILSON,KAT",,,"SUB IN by WILSON,KAT",2,subbing in,,Centre,kat wilson,,208
207,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,207,03:28,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,208
208,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,208,03:28,,,,,"SUB IN by THACKER,JOSIE",,,"SUB IN by THACKER,JOSIE",2,subbing in,,Centre,josie thacker,,208
209,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,209,03:28,"SUB OUT by VAZQUEZ,AMY",,,,,,,"SUB OUT by VAZQUEZ,AMY",2,subbing out,,oglethorpe,amy vazquez,,208
210,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,210,03:28,"SUB OUT by BURDGE,AUDREY",,,,,,,"SUB OUT by BURDGE,AUDREY",2,subbing out,,oglethorpe,audrey burdge,,208
211,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,211,03:28,"SUB IN by DONOVAN,SYDNI",,,,,,,"SUB IN by DONOVAN,SYDNI",2,subbing in,,oglethorpe,sydni donovan,,208
212,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,212,03:28,"SUB IN by GRINDLE,MORGAN",,,,,,,"SUB IN by GRINDLE,MORGAN",2,subbing in,,oglethorpe,morgan grindle,,208
213,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,213,03:18,"GOOD LAYUP by SMITH,TAYLOR(in the paint)",25 (+3),,22,,OU 25-22 (-3),,"GOOD LAYUP by SMITH,TAYLOR(in the paint)",2,layup,good,oglethorpe,taylor smith,2,198
214,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,214,02:37,,,,,"MISS 3PTR by JENNINGS,RACHEL",,,"MISS 3PTR by JENNINGS,RACHEL",2,three pointer,missed,Centre,rachel jennings,,157
215,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,215,--,"REBOUND DEF by INMAN,MAYA",,,,,,,"REBOUND DEF by INMAN,MAYA",2,defensive rebound,,oglethorpe,maya inman,,
216,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,216,02:28,,,,,"FOUL  by THACKER,JOSIE",,,"FOUL  by THACKER,JOSIE",2,foul,,Centre,josie thacker,,148
217,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,217,02:28,"GOOD FT by GRINDLE,MORGAN",26 (+4),,22,,OU 26-22 (-4),,"GOOD FT by GRINDLE,MORGAN",2,free throw,good,oglethorpe,morgan grindle,1,148
218,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,218,02:28,"MISS FT by GRINDLE,MORGAN",,,,,,,"MISS FT by GRINDLE,MORGAN",2,free throw,missed,oglethorpe,morgan grindle,,148
219,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,219,--,,,,,"REBOUND DEF by HEROLD,PAYTON",,,"REBOUND DEF by HEROLD,PAYTON",2,defensive rebound,,Centre,payton herold,,
220,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,220,02:22,,,,,"MISS LAYUP by HEROLD,PAYTON(in the paint)",,,"MISS LAYUP by HEROLD,PAYTON(in the paint)",2,layup,missed,Centre,payton herold,,142
221,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,221,--,"REBOUND DEF by DONOVAN,SYDNI",,,,,,,"REBOUND DEF by DONOVAN,SYDNI",2,defensive rebound,,oglethorpe,sydni donovan,,
222,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,222,02:11,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",2,subbing out,,Centre,rachel jennings,,131
223,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,223,02:11,,,,,"SUB OUT by HEROLD,PAYTON",,,"SUB OUT by HEROLD,PAYTON",2,subbing out,,Centre,payton herold,,131
224,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,224,02:11,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,131
225,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,225,02:11,,,,,"SUB IN by ROBERTS,BRIANNA",,,"SUB IN by ROBERTS,BRIANNA",2,subbing in,,Centre,brianna roberts,,131
226,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,226,02:11,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,131
227,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,227,02:11,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,131
228,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,228,02:11,"SUB OUT by REED,NIKKI",,,,,,,"SUB OUT by REED,NIKKI",2,subbing out,,oglethorpe,nikki reed,,131
229,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,229,02:11,"SUB IN by JACKSON,SYDNEE",,,,,,,"SUB IN by JACKSON,SYDNEE",2,subbing in,,oglethorpe,sydnee jackson,,131
230,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,230,02:09,"GOOD LAYUP by DONOVAN,SYDNI(in the paint)",28 (+6),,22,,OU 28-22 (-6),,"GOOD LAYUP by DONOVAN,SYDNI(in the paint)",2,layup,good,oglethorpe,sydni donovan,2,129
231,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,231,--,"ASSIST  by SMITH,TAYLOR",,,,,,,"ASSIST  by SMITH,TAYLOR",2,assist,,oglethorpe,taylor smith,,
232,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,232,01:52,,28 (+4),,24,"GOOD JUMPER by WILSON,KAT(in the paint)",Centre 28-24 (-4),,"GOOD JUMPER by WILSON,KAT(in the paint)",2,jumper,good,Centre,kat wilson,2,112
233,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,233,--,,,,,"ASSIST  by WEHBY,ABIGAIL",,,"ASSIST  by WEHBY,ABIGAIL",2,assist,,Centre,abigail wehby,,
234,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,234,01:37,"MISS LAYUP by SMITH,TAYLOR(in the paint)",,,,,,,"MISS LAYUP by SMITH,TAYLOR(in the paint)",2,layup,missed,oglethorpe,taylor smith,,97
235,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,235,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
236,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,236,01:15,,28 (+1),,27,"GOOD 3PTR by WILSON,KAT",Centre 28-27 (-1),,"GOOD 3PTR by WILSON,KAT",2,three pointer,good,Centre,kat wilson,3,75
237,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,237,--,,,,,"ASSIST  by WEHBY,ABIGAIL",,,"ASSIST  by WEHBY,ABIGAIL",2,assist,,Centre,abigail wehby,,
238,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,238,00:53,"FOUL  by SMITH,TAYLOR",,,,,,,"FOUL  by SMITH,TAYLOR",2,foul,,oglethorpe,taylor smith,,53
239,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,239,00:53,"TURNOVER  by SMITH,TAYLOR",,,,,,,"TURNOVER  by SMITH,TAYLOR",2,turnover,,oglethorpe,taylor smith,,53
240,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,240,00:53,,,,,"SUB OUT by ROBERTS,BRIANNA",,,"SUB OUT by ROBERTS,BRIANNA",2,subbing out,,Centre,brianna roberts,,53
241,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,241,00:53,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,53
242,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,242,00:53,"SUB OUT by SMITH,TAYLOR",,,,,,,"SUB OUT by SMITH,TAYLOR",2,subbing out,,oglethorpe,taylor smith,,53
243,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,243,00:53,"SUB OUT by JACKSON,SYDNEE",,,,,,,"SUB OUT by JACKSON,SYDNEE",2,subbing out,,oglethorpe,sydnee jackson,,53
244,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,244,00:53,"SUB OUT by INMAN,MAYA",,,,,,,"SUB OUT by INMAN,MAYA",2,subbing out,,oglethorpe,maya inman,,53
245,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,245,00:53,"SUB IN by REED,NIKKI",,,,,,,"SUB IN by REED,NIKKI",2,subbing in,,oglethorpe,nikki reed,,53
246,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,246,00:53,"SUB IN by VAZQUEZ,AMY",,,,,,,"SUB IN by VAZQUEZ,AMY",2,subbing in,,oglethorpe,amy vazquez,,53
247,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,247,00:53,"SUB IN by BURDGE,AUDREY",,,,,,,"SUB IN by BURDGE,AUDREY",2,subbing in,,oglethorpe,audrey burdge,,53
248,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,248,00:33,"FOUL  by BURDGE,AUDREY",,,,,,,"FOUL  by BURDGE,AUDREY",2,foul,,oglethorpe,audrey burdge,,33
249,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,249,00:33,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,33
250,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,250,00:33,,,,,"SUB IN by ROBERTS,BRIANNA",,,"SUB IN by ROBERTS,BRIANNA",2,subbing in,,Centre,brianna roberts,,33
