,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,SU,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
462,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,462,06:35,,47,,53 (+6),"GOOD 3PTR by WILSON,KAT",Centre 47-53 (+6),,"GOOD 3PTR by WILSON,KAT",4,three pointer,good,Centre,kat wilson,3,395
463,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,463,--,,,,,"ASSIST  by MARCUM,MADISON",,,"ASSIST  by MARCUM,MADISON",4,assist,,Centre,madison marcum,,
464,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,464,06:21,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,4,timeout,,Centre,,,381
465,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,465,06:21,"SUB OUT by REED,KAILEY",,,,,,,"SUB OUT by REED,KAILEY",4,subbing out,,spalding,kailey reed,,381
466,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,466,06:21,"SUB IN by ANTHONY,BREANNA",,,,,,,"SUB IN by ANTHONY,BREANNA",4,subbing in,,spalding,breanna anthony,,381
467,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,467,06:12,"MISS JUMPER by ANTHONY,BREANNA(in the paint)",,,,,,,"MISS JUMPER by ANTHONY,BREANNA(in the paint)",4,jumper,missed,spalding,breanna anthony,,372
468,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,468,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",4,defensive rebound,,Centre,abigail wehby,,
469,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,469,06:00,,47,,55 (+8),"GOOD JUMPER by WILSON,KAT",Centre 47-55 (+8),,"GOOD JUMPER by WILSON,KAT",4,jumper,good,Centre,kat wilson,2,360
470,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,470,05:51,"MISS 3PTR by HIRN,MALEAH",,,,,,,"MISS 3PTR by HIRN,MALEAH",4,three pointer,missed,spalding,maleah hirn,,351
471,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,471,--,,,,,"REBOUND DEF by HICKS,ELLEN",,,"REBOUND DEF by HICKS,ELLEN",4,defensive rebound,,Centre,ellen hicks,,
472,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,472,05:48,"FOUL  by HIRN,MALEAH",,,,,,,"FOUL  by HIRN,MALEAH",4,foul,,spalding,maleah hirn,,348
473,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,473,05:48,"SUB OUT by POWELL,KENDYL",,,,,,,"SUB OUT by POWELL,KENDYL",4,subbing out,,spalding,kendyl powell,,348
474,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,474,05:48,"SUB OUT by RENFRO,HANNAH",,,,,,,"SUB OUT by RENFRO,HANNAH",4,subbing out,,spalding,hannah renfro,,348
475,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,475,05:48,"SUB IN by WRIGHT,HUNTER",,,,,,,"SUB IN by WRIGHT,HUNTER",4,subbing in,,spalding,hunter wright,,348
476,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,476,05:48,"SUB IN by GOEING,MEGAN",,,,,,,"SUB IN by GOEING,MEGAN",4,subbing in,,spalding,megan goeing,,348
477,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,477,05:35,,,,,"MISS JUMPER by WILSON,KAT(in the paint)",,,"MISS JUMPER by WILSON,KAT(in the paint)",4,jumper,missed,Centre,kat wilson,,335
478,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,478,--,"REBOUND DEF by ANTHONY,BREANNA",,,,,,,"REBOUND DEF by ANTHONY,BREANNA",4,defensive rebound,,spalding,breanna anthony,,
479,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,479,05:28,,,,,"FOUL  by WEHBY,ABIGAIL",,,"FOUL  by WEHBY,ABIGAIL",4,foul,,Centre,abigail wehby,,328
480,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,480,05:28,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",4,subbing out,,Centre,abigail wehby,,328
481,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,481,05:28,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",4,subbing in,,Centre,rachel jennings,,328
482,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,482,05:28,"GOOD FT by HIRN,MALEAH",48,,55 (+7),,SU 48-55 (+7),,"GOOD FT by HIRN,MALEAH",4,free throw,good,spalding,maleah hirn,1,328
483,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,483,05:28,"MISS FT by HIRN,MALEAH",,,,,,,"MISS FT by HIRN,MALEAH",4,free throw,missed,spalding,maleah hirn,,328
484,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,484,--,,,,,"REBOUND DEF by MARCUM,MADISON",,,"REBOUND DEF by MARCUM,MADISON",4,defensive rebound,,Centre,madison marcum,,
485,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,485,05:08,,,,,"MISS JUMPER by HICKS,ELLEN(in the paint)",,,"MISS JUMPER by HICKS,ELLEN(in the paint)",4,jumper,missed,Centre,ellen hicks,,308
486,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,486,--,"REBOUND DEF by WRIGHT,HUNTER",,,,,,,"REBOUND DEF by WRIGHT,HUNTER",4,defensive rebound,,spalding,hunter wright,,
487,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,487,05:01,,,,,"FOUL  by JENNINGS,RACHEL",,,"FOUL  by JENNINGS,RACHEL",4,foul,,Centre,rachel jennings,,301
488,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,488,05:01,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",4,subbing out,,Centre,ellen hicks,,301
489,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,489,05:01,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",4,subbing in,,Centre,kylee murray,,301
490,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,490,05:01,"SUB OUT by JUST,ALLISON",,,,,,,"SUB OUT by JUST,ALLISON",4,subbing out,,spalding,allison just,,301
491,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,491,05:01,"SUB IN by POWELL,KENDYL",,,,,,,"SUB IN by POWELL,KENDYL",4,subbing in,,spalding,kendyl powell,,301
492,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,492,05:01,"MISS FT by ANTHONY,BREANNA",,,,,,,"MISS FT by ANTHONY,BREANNA",4,free throw,missed,spalding,breanna anthony,,301
493,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,493,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,4,deadball rebound,,Centre,,,
494,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,494,05:01,"GOOD FT by ANTHONY,BREANNA",49,,55 (+6),,SU 49-55 (+6),,"GOOD FT by ANTHONY,BREANNA",4,free throw,good,spalding,breanna anthony,1,301
495,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,495,05:01,,,,,"SUB OUT by WILSON,KAT",,,"SUB OUT by WILSON,KAT",4,subbing out,,Centre,kat wilson,,301
496,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,496,05:01,,,,,"SUB IN by THACKER,JOSIE",,,"SUB IN by THACKER,JOSIE",4,subbing in,,Centre,josie thacker,,301
497,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,497,04:46,"FOUL  by HIRN,MALEAH",,,,,,,"FOUL  by HIRN,MALEAH",4,foul,,spalding,maleah hirn,,286
498,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,498,04:46,,,,,"MISS FT by JENNINGS,RACHEL",,,"MISS FT by JENNINGS,RACHEL",4,free throw,missed,Centre,rachel jennings,,286
499,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,499,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,4,deadball rebound,,Centre,,,
500,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,500,04:46,,,,,"MISS FT by JENNINGS,RACHEL",,,"MISS FT by JENNINGS,RACHEL",4,free throw,missed,Centre,rachel jennings,,286
501,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,501,--,"REBOUND DEF by POWELL,KENDYL",,,,,,,"REBOUND DEF by POWELL,KENDYL",4,defensive rebound,,spalding,kendyl powell,,
502,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,502,04:37,"GOOD JUMPER by HIRN,MALEAH(in the paint)",51,,55 (+4),,SU 51-55 (+4),,"GOOD JUMPER by HIRN,MALEAH(in the paint)",4,jumper,good,spalding,maleah hirn,2,277
503,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,503,--,"ASSIST  by ANTHONY,BREANNA",,,,,,,"ASSIST  by ANTHONY,BREANNA",4,assist,,spalding,breanna anthony,,
504,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,504,04:18,,51,,57 (+6),"GOOD JUMPER by JENNINGS,RACHEL(in the paint)",Centre 51-57 (+6),,"GOOD JUMPER by JENNINGS,RACHEL(in the paint)",4,jumper,good,Centre,rachel jennings,2,258
505,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,505,03:58,"MISS JUMPER by POWELL,KENDYL",,,,,,,"MISS JUMPER by POWELL,KENDYL",4,jumper,missed,spalding,kendyl powell,,238
506,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,506,--,"REBOUND OFF by POWELL,KENDYL",,,,,,,"REBOUND OFF by POWELL,KENDYL",4,offensive rebound,,spalding,kendyl powell,,
507,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,507,03:53,"MISS JUMPER by WRIGHT,HUNTER",,,,,,,"MISS JUMPER by WRIGHT,HUNTER",4,jumper,missed,spalding,hunter wright,,233
508,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,508,--,,,,,"REBOUND DEF by JENNINGS,RACHEL",,,"REBOUND DEF by JENNINGS,RACHEL",4,defensive rebound,,Centre,rachel jennings,,
509,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,509,03:35,"FOUL  by ANTHONY,BREANNA",,,,,,,"FOUL  by ANTHONY,BREANNA",4,foul,,spalding,breanna anthony,,215
510,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,510,03:35,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",4,subbing out,,Centre,rachel jennings,,215
511,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,511,03:35,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",4,subbing in,,Centre,abigail wehby,,215
512,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,512,03:35,"SUB OUT by WRIGHT,HUNTER",,,,,,,"SUB OUT by WRIGHT,HUNTER",4,subbing out,,spalding,hunter wright,,215
513,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,513,03:35,"SUB OUT by POWELL,KENDYL",,,,,,,"SUB OUT by POWELL,KENDYL",4,subbing out,,spalding,kendyl powell,,215
514,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,514,03:35,"SUB OUT by HIRN,MALEAH",,,,,,,"SUB OUT by HIRN,MALEAH",4,subbing out,,spalding,maleah hirn,,215
515,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,515,03:35,"SUB IN by REED,KAILEY",,,,,,,"SUB IN by REED,KAILEY",4,subbing in,,spalding,kailey reed,,215
516,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,516,03:35,"SUB IN by RENFRO,HANNAH",,,,,,,"SUB IN by RENFRO,HANNAH",4,subbing in,,spalding,hannah renfro,,215
517,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,517,03:35,"SUB IN by JUST,ALLISON",,,,,,,"SUB IN by JUST,ALLISON",4,subbing in,,spalding,allison just,,215
518,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,518,03:35,,51,,58 (+7),"GOOD FT by THACKER,JOSIE",Centre 51-58 (+7),,"GOOD FT by THACKER,JOSIE",4,free throw,good,Centre,josie thacker,1,215
519,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,519,03:35,,51,,59 (+8),"GOOD FT by THACKER,JOSIE",Centre 51-59 (+8),,"GOOD FT by THACKER,JOSIE",4,free throw,good,Centre,josie thacker,1,215
520,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,520,03:35,,,,,"SUB OUT by THACKER,JOSIE",,,"SUB OUT by THACKER,JOSIE",4,subbing out,,Centre,josie thacker,,215
521,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,521,03:35,,,,,"SUB IN by WILSON,KAT",,,"SUB IN by WILSON,KAT",4,subbing in,,Centre,kat wilson,,215
522,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,522,03:35,"SUB OUT by ANTHONY,BREANNA",,,,,,,"SUB OUT by ANTHONY,BREANNA",4,subbing out,,spalding,breanna anthony,,215
523,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,523,03:35,"SUB IN by HAYDEN,MEAGAN",,,,,,,"SUB IN by HAYDEN,MEAGAN",4,subbing in,,spalding,meagan hayden,,215
524,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,524,03:13,"MISS JUMPER by JUST,ALLISON(in the paint)",,,,,,,"MISS JUMPER by JUST,ALLISON(in the paint)",4,jumper,missed,spalding,allison just,,193
525,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,525,--,,,,,"REBOUND DEF by WILSON,KAT",,,"REBOUND DEF by WILSON,KAT",4,defensive rebound,,Centre,kat wilson,,
526,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,526,02:51,,,,,"TURNOVER  by MURRAY,KYLEE",,,"TURNOVER  by MURRAY,KYLEE",4,turnover,,Centre,kylee murray,,171
527,5,spalding,Spalding,Centre,74-68,74,68,"15, 14, 19, 26, 74","11, 13, 15, 29, 68",15,14,19,26,74,11,13,15,29,68,"2-3,0-0 SAA","2-3,0-0 SLIAC",11/26/19,Win,64,No Location Recorded,7:00 PM,H,527,02:51,"STEAL  by HAYDEN,MEAGAN",,,,,,,"STEAL  by HAYDEN,MEAGAN",4,steal,,spalding,,,171
