,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
321,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,321,02:23,"MISS JUMPER by MURRAY,KYLEE(in the paint)",,,,,,,"MISS JUMPER by MURRAY,KYLEE(in the paint)",3,jumper,missed,Centre,kylee murray,,143
322,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,322,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,3,offensive rebound,,Centre,,,
323,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,323,02:23,,,,,"FOUL  by LEE,TAYA",,,"FOUL  by LEE,TAYA",3,foul,,rhodes,taya lee,,143
324,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,324,02:18,"TURNOVER  by WILSON,KAT",,,,,,,"TURNOVER  by WILSON,KAT",3,turnover,,Centre,kat wilson,,138
325,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,325,02:18,,,,,"STEAL  by OWENS,ALYSSA",,,"STEAL  by OWENS,ALYSSA",3,steal,,rhodes,,,138
326,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,326,02:15,"FOUL  by HEROLD,PAYTON",,,,,,,"FOUL  by HEROLD,PAYTON",3,foul,,Centre,payton herold,,135
327,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,327,02:15,,,,,"SUB OUT by LEE,TAYA",,,"SUB OUT by LEE,TAYA",3,subbing out,,rhodes,taya lee,,135
328,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,328,02:15,,,,,"SUB IN by LONGACRE,MAYA",,,"SUB IN by LONGACRE,MAYA",3,subbing in,,rhodes,maya longacre,,135
329,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,329,02:15,"SUB OUT by MURRAY,KYLEE",,,,,,,"SUB OUT by MURRAY,KYLEE",3,subbing out,,Centre,kylee murray,,135
330,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,330,02:15,"SUB OUT by WILSON,KAT",,,,,,,"SUB OUT by WILSON,KAT",3,subbing out,,Centre,kat wilson,,135
331,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,331,02:15,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",3,subbing in,,Centre,abigail wehby,,135
332,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,332,02:15,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",3,subbing in,,Centre,mikayla fee,,135
333,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,333,02:15,,,,,"MISS FT by OWENS,ALYSSA(fastbreak)",,,"MISS FT by OWENS,ALYSSA(fastbreak)",3,free throw,missed,rhodes,alyssa(fastbreak) owens,,135
334,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,334,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3,deadball rebound,,Centre,,,
335,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,335,02:15,,33,,44 (+11),"GOOD FT by OWENS,ALYSSA(fastbreak)",Rhodes 33-44 (-11),,"GOOD FT by OWENS,ALYSSA(fastbreak)",3,free throw,good,rhodes,alyssa(fastbreak) owens,1,135
336,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,336,02:06,"TURNOVER  by WEHBY,ABIGAIL",,,,,,,"TURNOVER  by WEHBY,ABIGAIL",3,turnover,,Centre,abigail wehby,,126
337,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,337,02:06,,,,,"STEAL  by LONGACRE,MAYA",,,"STEAL  by LONGACRE,MAYA",3,steal,,rhodes,,,126
338,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,338,01:50,"FOUL  by WEHBY,ABIGAIL",,,,,,,"FOUL  by WEHBY,ABIGAIL",3,foul,,Centre,abigail wehby,,110
339,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,339,01:50,,,,,"SUB OUT by LONGACRE,MAYA",,,"SUB OUT by LONGACRE,MAYA",3,subbing out,,rhodes,maya longacre,,110
340,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,340,01:50,,,,,"SUB IN by LEE,TAYA",,,"SUB IN by LEE,TAYA",3,subbing in,,rhodes,taya lee,,110
341,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,341,01:50,,33,,45 (+12),"GOOD FT by LONG,LIBBY",Rhodes 33-45 (-12),,"GOOD FT by LONG,LIBBY",3,free throw,good,rhodes,libby long,1,110
342,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,342,01:50,,33,,46 (+13),"GOOD FT by LONG,LIBBY",Rhodes 33-46 (-13),,"GOOD FT by LONG,LIBBY",3,free throw,good,rhodes,libby long,1,110
343,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,343,01:39,"GOOD 3PTR by JENNINGS,RACHEL",36,,46 (+10),,Centre 36-46 (-10),,"GOOD 3PTR by JENNINGS,RACHEL",3,three pointer,good,Centre,rachel jennings,3,99
344,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,344,--,"ASSIST  by WEHBY,ABIGAIL",,,,,,,"ASSIST  by WEHBY,ABIGAIL",3,assist,,Centre,abigail wehby,,
345,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,345,01:28,,,,,"MISS 3PTR by DOWNEY,KIERA",,,"MISS 3PTR by DOWNEY,KIERA",3,three pointer,missed,rhodes,kiera downey,,88
346,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,346,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,3,offensive rebound,,Centre,,,
347,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,347,01:14,,,,,"MISS JUMPER by DOWNEY,KIERA(in the paint)",,,"MISS JUMPER by DOWNEY,KIERA(in the paint)",3,jumper,missed,rhodes,kiera downey,,74
348,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,348,01:14,"BLOCK  by WEHBY,ABIGAIL",,,,,,,"BLOCK  by WEHBY,ABIGAIL",3,block,,Centre,abigail wehby,,74
349,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,349,--,"REBOUND DEF by WEHBY,ABIGAIL",,,,,,,"REBOUND DEF by WEHBY,ABIGAIL",3,defensive rebound,,Centre,abigail wehby,,
350,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,350,00:47,"MISS 3PTR by JENNINGS,RACHEL",,,,,,,"MISS 3PTR by JENNINGS,RACHEL",3,three pointer,missed,Centre,rachel jennings,,47
351,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,351,--,,,,,"REBOUND DEF by MAYEUX,ALLI",,,"REBOUND DEF by MAYEUX,ALLI",3,defensive rebound,,rhodes,alli mayeux,,
352,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,352,00:36,,,,,"MISS JUMPER by LEE,TAYA(in the paint)",,,"MISS JUMPER by LEE,TAYA(in the paint)",3,jumper,missed,rhodes,taya lee,,36
353,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,353,00:36,"BLOCK  by HICKS,ELLEN",,,,,,,"BLOCK  by HICKS,ELLEN",3,block,,Centre,ellen hicks,,36
354,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,354,--,,,,,"REBOUND OFF by LEE,TAYA",,,"REBOUND OFF by LEE,TAYA",3,offensive rebound,,rhodes,taya lee,,
355,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,355,00:25,,,,,"MISS JUMPER by LEE,TAYA(in the paint)",,,"MISS JUMPER by LEE,TAYA(in the paint)",3,jumper,missed,rhodes,taya lee,,25
356,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,356,--,"REBOUND DEF by HICKS,ELLEN",,,,,,,"REBOUND DEF by HICKS,ELLEN",3,defensive rebound,,Centre,ellen hicks,,
357,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,357,00:25,"TURNOVER  by HICKS,ELLEN",,,,,,,"TURNOVER  by HICKS,ELLEN",3,turnover,,Centre,ellen hicks,,25
358,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,358,00:25,,,,,"STEAL  by LONG,LIBBY",,,"STEAL  by LONG,LIBBY",3,steal,,rhodes,,,25
359,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,359,00:25,"FOUL  by WEHBY,ABIGAIL",,,,,,,"FOUL  by WEHBY,ABIGAIL",3,foul,,Centre,abigail wehby,,25
360,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,360,00:25,,,,,"SUB OUT by MATHANGANI,ALEXYS",,,"SUB OUT by MATHANGANI,ALEXYS",3,subbing out,,rhodes,alexys mathangani,,25
361,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,361,00:25,,,,,"SUB OUT by DOWNEY,KIERA",,,"SUB OUT by DOWNEY,KIERA",3,subbing out,,rhodes,kiera downey,,25
362,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,362,00:25,,,,,"SUB IN by TAYLOR,CAROLINE",,,"SUB IN by TAYLOR,CAROLINE",3,subbing in,,rhodes,caroline taylor,,25
363,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,363,00:25,,,,,"SUB IN by MAYEUX,ALLI",,,"SUB IN by MAYEUX,ALLI",3,subbing in,,rhodes,alli mayeux,,25
364,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,364,00:25,"SUB OUT by HICKS,ELLEN",,,,,,,"SUB OUT by HICKS,ELLEN",3,subbing out,,Centre,ellen hicks,,25
365,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,365,00:25,"SUB OUT by HEROLD,PAYTON",,,,,,,"SUB OUT by HEROLD,PAYTON",3,subbing out,,Centre,payton herold,,25
366,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,366,00:25,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",3,subbing out,,Centre,abigail wehby,,25
367,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,367,00:25,"SUB IN by MURRAY,KYLEE",,,,,,,"SUB IN by MURRAY,KYLEE",3,subbing in,,Centre,kylee murray,,25
368,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,368,00:25,"SUB IN by WILSON,KAT",,,,,,,"SUB IN by WILSON,KAT",3,subbing in,,Centre,kat wilson,,25
369,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,369,00:25,"SUB IN by MARCUM,MADISON",,,,,,,"SUB IN by MARCUM,MADISON",3,subbing in,,Centre,madison marcum,,25
370,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,370,00:25,,36,,47 (+11),"GOOD FT by OWENS,ALYSSA(fastbreak)",Rhodes 36-47 (-11),,"GOOD FT by OWENS,ALYSSA(fastbreak)",3,free throw,good,rhodes,alyssa(fastbreak) owens,1,25
371,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,371,00:25,,36,,48 (+12),"GOOD FT by OWENS,ALYSSA(fastbreak)",Rhodes 36-48 (-12),,"GOOD FT by OWENS,ALYSSA(fastbreak)",3,free throw,good,rhodes,alyssa(fastbreak) owens,1,25
372,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,372,00:16,"GOOD JUMPER by FEE,MIKAYLA",38,,48 (+10),,Centre 38-48 (-10),,"GOOD JUMPER by FEE,MIKAYLA",3,jumper,good,Centre,mikayla fee,2,16
373,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,373,--,"ASSIST  by JENNINGS,RACHEL",,,,,,,"ASSIST  by JENNINGS,RACHEL",3,assist,,Centre,rachel jennings,,
374,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,374,00:00,,,,,"MISS JUMPER by OWENS,ALYSSA",,,"MISS JUMPER by OWENS,ALYSSA",3,jumper,missed,rhodes,alyssa owens,,0
375,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,375,--,"REBOUND DEF by JENNINGS,RACHEL",,,,,,,"REBOUND DEF by JENNINGS,RACHEL",3,defensive rebound,,Centre,rachel jennings,,
376,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,376,Start Period 4,,,,,,,,,4,,,,,,
377,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,377,10:00,,,,,"SUB OUT by LONG,LIBBY",,,"SUB OUT by LONG,LIBBY",4,subbing out,,rhodes,libby long,,600
378,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,378,10:00,,,,,"SUB IN by DOWNEY,KIERA",,,"SUB IN by DOWNEY,KIERA",4,subbing in,,rhodes,kiera downey,,600
379,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,379,10:00,,,,,"SUB IN by LONGACRE,MAYA",,,"SUB IN by LONGACRE,MAYA",4,subbing in,,rhodes,maya longacre,,600
380,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,380,10:00,,,,,"SUB OUT by LEE,TAYA",,,"SUB OUT by LEE,TAYA",4,subbing out,,rhodes,taya lee,,600
381,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,381,09:32,,,,,"MISS JUMPER by OWENS,ALYSSA",,,"MISS JUMPER by OWENS,ALYSSA",4,jumper,missed,rhodes,alyssa owens,,572
382,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,382,--,"REBOUND DEF by FEE,MIKAYLA",,,,,,,"REBOUND DEF by FEE,MIKAYLA",4,defensive rebound,,Centre,mikayla fee,,
383,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,383,09:09,,,,,"FOUL  by MAYEUX,ALLI",,,"FOUL  by MAYEUX,ALLI",4,foul,,rhodes,alli mayeux,,549
384,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,384,08:56,"MISS 3PTR by MARCUM,MADISON",,,,,,,"MISS 3PTR by MARCUM,MADISON",4,three pointer,missed,Centre,madison marcum,,536
385,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,385,--,"REBOUND OFF by MURRAY,KYLEE",,,,,,,"REBOUND OFF by MURRAY,KYLEE",4,offensive rebound,,Centre,kylee murray,,
386,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,386,08:47,"MISS 3PTR by JENNINGS,RACHEL",,,,,,,"MISS 3PTR by JENNINGS,RACHEL",4,three pointer,missed,Centre,rachel jennings,,527
