,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
125,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,125,08:08,,17 (+3),,14,"GOOD JUMPER by OWENS,ALYSSA(in the paint)",Rhodes 17-14 (+3),,"GOOD JUMPER by OWENS,ALYSSA(in the paint)",2,jumper,good,rhodes,alyssa owens,2,488
126,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,126,07:50,,,,,"FOUL  by DOWNEY,KIERA",,,"FOUL  by DOWNEY,KIERA",2,foul,,rhodes,kiera downey,,470
127,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,127,07:49,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,469
128,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,128,07:49,"SUB IN by JENNINGS,RACHEL",,,,,,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,469
129,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,129,07:49,"GOOD FT by WILSON,KAT",18 (+4),,14,,Centre 18-14 (+4),,"GOOD FT by WILSON,KAT",2,free throw,good,Centre,kat wilson,1,469
130,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,130,07:49,"GOOD FT by WILSON,KAT",19 (+5),,14,,Centre 19-14 (+5),,"GOOD FT by WILSON,KAT",2,free throw,good,Centre,kat wilson,1,469
131,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,131,07:49,"SUB OUT by WILSON,KAT",,,,,,,"SUB OUT by WILSON,KAT",2,subbing out,,Centre,kat wilson,,469
132,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,132,07:49,"SUB IN by HEROLD,PAYTON",,,,,,,"SUB IN by HEROLD,PAYTON",2,subbing in,,Centre,payton herold,,469
133,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,133,07:32,"FOUL  by MURRAY,KYLEE",,,,,,,"FOUL  by MURRAY,KYLEE",2,foul,,Centre,kylee murray,,452
134,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,134,07:32,"SUB OUT by HICKS,ELLEN",,,,,,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,452
135,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,135,07:32,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,452
136,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,136,07:32,,,,,"MISS JUMPER by DOWNEY,KIERA",,,"MISS JUMPER by DOWNEY,KIERA",2,jumper,missed,rhodes,kiera downey,,452
137,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,137,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
138,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,138,07:03,,,,,"MISS 3PTR by OWENS,ALYSSA",,,"MISS 3PTR by OWENS,ALYSSA",2,three pointer,missed,rhodes,alyssa owens,,423
139,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,139,--,"REBOUND DEF by HEROLD,PAYTON",,,,,,,"REBOUND DEF by HEROLD,PAYTON",2,defensive rebound,,Centre,payton herold,,
140,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,140,06:56,"MISS 3PTR by MARCUM,MADISON",,,,,,,"MISS 3PTR by MARCUM,MADISON",2,three pointer,missed,Centre,madison marcum,,416
141,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,141,--,,,,,"REBOUND DEF by LONGACRE,MAYA",,,"REBOUND DEF by LONGACRE,MAYA",2,defensive rebound,,rhodes,maya longacre,,
142,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,142,06:46,,19 (+3),,16,"GOOD LAYUP by MATHANGANI,ALEXYS(fastbreak)(in the paint)",Rhodes 19-16 (+3),,"GOOD LAYUP by MATHANGANI,ALEXYS(fastbreak)(in the paint)",2,layup,good,rhodes,alexys(fastbreak) mathangani,2,406
143,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,143,--,,,,,"ASSIST  by TAYLOR,CAROLINE",,,"ASSIST  by TAYLOR,CAROLINE",2,assist,,rhodes,caroline taylor,,
144,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,144,06:25,"MISS LAYUP by MURRAY,KYLEE(in the paint)",,,,,,,"MISS LAYUP by MURRAY,KYLEE(in the paint)",2,layup,missed,Centre,kylee murray,,385
145,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,145,06:25,,,,,"BLOCK  by MATHANGANI,ALEXYS",,,"BLOCK  by MATHANGANI,ALEXYS",2,block,,rhodes,alexys mathangani,,385
146,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,146,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
147,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,147,06:25,,,,,"SUB OUT by MATHANGANI,ALEXYS",,,"SUB OUT by MATHANGANI,ALEXYS",2,subbing out,,rhodes,alexys mathangani,,385
148,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,148,06:25,,,,,"SUB IN by MAYEUX,ALLI",,,"SUB IN by MAYEUX,ALLI",2,subbing in,,rhodes,alli mayeux,,385
149,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,149,06:25,"SUB OUT by HEROLD,PAYTON",,,,,,,"SUB OUT by HEROLD,PAYTON",2,subbing out,,Centre,payton herold,,385
150,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,150,06:25,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,385
151,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,151,06:25,"SUB IN by WILSON,KAT",,,,,,,"SUB IN by WILSON,KAT",2,subbing in,,Centre,kat wilson,,385
152,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,152,06:25,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,385
153,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,153,06:10,,,,,"TURNOVER  by OWENS,ALYSSA",,,"TURNOVER  by OWENS,ALYSSA",2,turnover,,rhodes,alyssa owens,,370
154,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,154,06:10,,,,,"SUB OUT by TAYLOR,CAROLINE",,,"SUB OUT by TAYLOR,CAROLINE",2,subbing out,,rhodes,caroline taylor,,370
155,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,155,06:10,,,,,"SUB IN by HAGEN,ELLEN",,,"SUB IN by HAGEN,ELLEN",2,subbing in,,rhodes,ellen hagen,,370
156,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,156,05:45,"MISS JUMPER by WEHBY,ABIGAIL(in the paint)",,,,,,,"MISS JUMPER by WEHBY,ABIGAIL(in the paint)",2,jumper,missed,Centre,abigail wehby,,345
157,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,157,--,,,,,"REBOUND DEF by LONGACRE,MAYA",,,"REBOUND DEF by LONGACRE,MAYA",2,defensive rebound,,rhodes,maya longacre,,
158,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,158,05:29,,,,,"MISS 3PTR by MAYEUX,ALLI",,,"MISS 3PTR by MAYEUX,ALLI",2,three pointer,missed,rhodes,alli mayeux,,329
159,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,159,--,"REBOUND DEF by WEHBY,ABIGAIL",,,,,,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
160,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,160,05:11,"MISS LAYUP by WILSON,KAT(in the paint)",,,,,,,"MISS LAYUP by WILSON,KAT(in the paint)",2,layup,missed,Centre,kat wilson,,311
161,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,161,--,"REBOUND OFF by FEE,MIKAYLA",,,,,,,"REBOUND OFF by FEE,MIKAYLA",2,offensive rebound,,Centre,mikayla fee,,
162,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,162,05:07,"MISS JUMPER by WEHBY,ABIGAIL(in the paint)",,,,,,,"MISS JUMPER by WEHBY,ABIGAIL(in the paint)",2,jumper,missed,Centre,abigail wehby,,307
163,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,163,--,,,,,"REBOUND DEF by LONGACRE,MAYA",,,"REBOUND DEF by LONGACRE,MAYA",2,defensive rebound,,rhodes,maya longacre,,
164,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,164,04:47,"FOUL  by FEE,MIKAYLA",,,,,,,"FOUL  by FEE,MIKAYLA",2,foul,,Centre,mikayla fee,,287
165,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,165,04:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2,timeout,,Centre,,,287
166,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,166,04:47,,,,,"SUB OUT by DOWNEY,KIERA",,,"SUB OUT by DOWNEY,KIERA",2,subbing out,,rhodes,kiera downey,,287
167,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,167,04:47,,,,,"SUB IN by LONG,LIBBY",,,"SUB IN by LONG,LIBBY",2,subbing in,,rhodes,libby long,,287
168,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,168,04:47,"SUB OUT by MURRAY,KYLEE",,,,,,,"SUB OUT by MURRAY,KYLEE",2,subbing out,,Centre,kylee murray,,287
169,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,169,04:47,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,287
170,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,170,04:47,"SUB OUT by FEE,MIKAYLA",,,,,,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,287
171,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,171,04:47,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,287
172,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,172,04:47,"SUB IN by HEROLD,PAYTON",,,,,,,"SUB IN by HEROLD,PAYTON",2,subbing in,,Centre,payton herold,,287
173,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,173,04:47,"SUB IN by THACKER,JOSIE",,,,,,,"SUB IN by THACKER,JOSIE",2,subbing in,,Centre,josie thacker,,287
174,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,174,04:47,,,,,"MISS FT by LONGACRE,MAYA",,,"MISS FT by LONGACRE,MAYA",2,free throw,missed,rhodes,maya longacre,,287
175,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,175,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
176,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,176,04:47,,19 (+2),,17,"GOOD FT by LONGACRE,MAYA",Rhodes 19-17 (+2),,"GOOD FT by LONGACRE,MAYA",2,free throw,good,rhodes,maya longacre,1,287
177,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,177,04:47,,,,,"SUB OUT by LONGACRE,MAYA",,,"SUB OUT by LONGACRE,MAYA",2,subbing out,,rhodes,maya longacre,,287
178,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,178,04:47,,,,,"SUB IN by MATHANGANI,ALEXYS",,,"SUB IN by MATHANGANI,ALEXYS",2,subbing in,,rhodes,alexys mathangani,,287
179,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,179,04:32,,,,,"FOUL  by MATHANGANI,ALEXYS",,,"FOUL  by MATHANGANI,ALEXYS",2,foul,,rhodes,alexys mathangani,,272
180,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,180,04:32,"GOOD FT by WILSON,KAT",20 (+3),,17,,Centre 20-17 (+3),,"GOOD FT by WILSON,KAT",2,free throw,good,Centre,kat wilson,1,272
181,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,181,04:32,"GOOD FT by WILSON,KAT",21 (+4),,17,,Centre 21-17 (+4),,"GOOD FT by WILSON,KAT",2,free throw,good,Centre,kat wilson,1,272
182,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,182,04:15,,,,,"MISS 3PTR by LONG,LIBBY",,,"MISS 3PTR by LONG,LIBBY",2,three pointer,missed,rhodes,libby long,,255
183,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,183,--,,,,,"REBOUND OFF by OWENS,ALYSSA",,,"REBOUND OFF by OWENS,ALYSSA",2,offensive rebound,,rhodes,alyssa owens,,
184,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,184,04:07,,,,,"MISS 3PTR by OWENS,ALYSSA",,,"MISS 3PTR by OWENS,ALYSSA",2,three pointer,missed,rhodes,alyssa owens,,247
185,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,185,--,,,,,"REBOUND OFF by MATHANGANI,ALEXYS",,,"REBOUND OFF by MATHANGANI,ALEXYS",2,offensive rebound,,rhodes,alexys mathangani,,
186,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,186,04:04,,,,,"TURNOVER  by MATHANGANI,ALEXYS",,,"TURNOVER  by MATHANGANI,ALEXYS",2,turnover,,rhodes,alexys mathangani,,244
187,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,187,04:04,"STEAL  by HEROLD,PAYTON",,,,,,,"STEAL  by HEROLD,PAYTON",2,steal,,Centre,,,244
188,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,188,03:59,"MISS JUMPER by HEROLD,PAYTON(in the paint)",,,,,,,"MISS JUMPER by HEROLD,PAYTON(in the paint)",2,jumper,missed,Centre,payton herold,,239
189,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,189,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
190,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,190,03:59,"FOUL  by HICKS,ELLEN",,,,,,,"FOUL  by HICKS,ELLEN",2,foul,,Centre,ellen hicks,,239
