,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,Hend,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
186,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,186,04:22,"GOOD FT by GUTIERREZ,ANISSA",25,,28 (+3),,Hend 25-28 (+3),,"GOOD FT by GUTIERREZ,ANISSA",2,free throw,good,hendrix,anissa gutierrez,1,262
187,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,187,04:03,,,,,"MISS JUMPER by FEE,MIKAYLA(in the paint)",,,"MISS JUMPER by FEE,MIKAYLA(in the paint)",2,jumper,missed,Centre,mikayla fee,,243
188,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,188,--,"REBOUND DEF by SALYER,CASSIDY",,,,,,,"REBOUND DEF by SALYER,CASSIDY",2,defensive rebound,,hendrix,cassidy salyer,,
189,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,189,03:46,"MISS JUMPER by WENDT,CAROLINE(in the paint)",,,,,,,"MISS JUMPER by WENDT,CAROLINE(in the paint)",2,jumper,missed,hendrix,caroline wendt,,226
190,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,190,--,,,,,"REBOUND DEF by FEE,MIKAYLA",,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
191,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,191,03:26,,25,,30 (+5),"GOOD JUMPER by JENNINGS,RACHEL(in the paint)",Centre 25-30 (+5),,"GOOD JUMPER by JENNINGS,RACHEL(in the paint)",2,jumper,good,Centre,rachel jennings,2,206
192,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,192,03:09,"MISS 3PTR by SALYER,CASSIDY",,,,,,,"MISS 3PTR by SALYER,CASSIDY",2,three pointer,missed,hendrix,cassidy salyer,,189
193,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,193,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
194,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,194,03:06,,,,,"SUB OUT by THACKER,JOSIE",,,"SUB OUT by THACKER,JOSIE",2,subbing out,,Centre,josie thacker,,186
195,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,195,03:06,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,186
196,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,196,03:06,"SUB OUT by MOJAVER,ZOE",,,,,,,"SUB OUT by MOJAVER,ZOE",2,subbing out,,hendrix,zoe mojaver,,186
197,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,197,03:06,"SUB OUT by WENDT,CAROLINE",,,,,,,"SUB OUT by WENDT,CAROLINE",2,subbing out,,hendrix,caroline wendt,,186
198,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,198,03:06,"SUB IN by ISBELL,ALI",,,,,,,"SUB IN by ISBELL,ALI",2,subbing in,,hendrix,ali isbell,,186
199,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,199,03:06,"SUB IN by JENKINS,KESSIE",,,,,,,"SUB IN by JENKINS,KESSIE",2,subbing in,,hendrix,kessie jenkins,,186
200,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,200,02:48,"FOUL  by ISBELL,ALI",,,,,,,"FOUL  by ISBELL,ALI",2,foul,,hendrix,ali isbell,,168
201,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,201,02:48,,25,,31 (+6),"GOOD FT by WILSON,KAT",Centre 25-31 (+6),,"GOOD FT by WILSON,KAT",2,free throw,good,Centre,kat wilson,1,168
202,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,202,02:48,,,,,"MISS FT by WILSON,KAT",,,"MISS FT by WILSON,KAT",2,free throw,missed,Centre,kat wilson,,168
203,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,203,--,"REBOUND DEF by JENKINS,KESSIE",,,,,,,"REBOUND DEF by JENKINS,KESSIE",2,defensive rebound,,hendrix,kessie jenkins,,
204,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,204,02:35,"MISS LAYUP by JENKINS,KESSIE(in the paint)",,,,,,,"MISS LAYUP by JENKINS,KESSIE(in the paint)",2,layup,missed,hendrix,kessie jenkins,,155
205,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,205,--,,,,,"REBOUND DEF by FEE,MIKAYLA",,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
206,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,206,02:25,,,,,"MISS 3PTR by MURRAY,KYLEE",,,"MISS 3PTR by MURRAY,KYLEE",2,three pointer,missed,Centre,kylee murray,,145
207,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,207,--,"REBOUND DEF by JENKINS,KESSIE",,,,,,,"REBOUND DEF by JENKINS,KESSIE",2,defensive rebound,,hendrix,kessie jenkins,,
208,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,208,02:16,,,,,"FOUL  by MURRAY,KYLEE",,,"FOUL  by MURRAY,KYLEE",2,foul,,Centre,kylee murray,,136
209,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,209,02:16,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",2,subbing out,,Centre,rachel jennings,,136
210,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,210,02:16,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,136
211,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,211,02:16,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,136
212,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,212,02:16,,,,,"SUB IN by HEROLD,PAYTON",,,"SUB IN by HEROLD,PAYTON",2,subbing in,,Centre,payton herold,,136
213,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,213,02:16,"SUB OUT by ISBELL,ALI",,,,,,,"SUB OUT by ISBELL,ALI",2,subbing out,,hendrix,ali isbell,,136
214,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,214,02:16,"SUB IN by WOPPMAN,RACHEL",,,,,,,"SUB IN by WOPPMAN,RACHEL",2,subbing in,,hendrix,rachel woppman,,136
215,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,215,02:16,"MISS FT by SALYER,CASSIDY",,,,,,,"MISS FT by SALYER,CASSIDY",2,free throw,missed,hendrix,cassidy salyer,,136
216,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,216,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
217,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,217,02:16,"GOOD FT by SALYER,CASSIDY",26,,31 (+5),,Hend 26-31 (+5),,"GOOD FT by SALYER,CASSIDY",2,free throw,good,hendrix,cassidy salyer,1,136
218,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,218,01:59,,26,,34 (+8),"GOOD 3PTR by MURRAY,KYLEE",Centre 26-34 (+8),,"GOOD 3PTR by MURRAY,KYLEE",2,three pointer,good,Centre,kylee murray,3,119
219,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,219,--,,,,,"ASSIST  by WILSON,KAT",,,"ASSIST  by WILSON,KAT",2,assist,,Centre,kat wilson,,
220,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,220,01:38,"FOUL  by WOPPMAN,RACHEL",,,,,,,"FOUL  by WOPPMAN,RACHEL",2,foul,,hendrix,rachel woppman,,98
221,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,221,01:38,"TURNOVER  by WOPPMAN,RACHEL",,,,,,,"TURNOVER  by WOPPMAN,RACHEL",2,turnover,,hendrix,rachel woppman,,98
222,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,222,01:38,"SUB OUT by WOPPMAN,RACHEL",,,,,,,"SUB OUT by WOPPMAN,RACHEL",2,subbing out,,hendrix,rachel woppman,,98
223,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,223,01:38,"SUB IN by WENDT,CAROLINE",,,,,,,"SUB IN by WENDT,CAROLINE",2,subbing in,,hendrix,caroline wendt,,98
224,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,224,01:16,,,,,"FOUL  by HICKS,ELLEN",,,"FOUL  by HICKS,ELLEN",2,foul,,Centre,ellen hicks,,76
225,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,225,01:16,,,,,"TURNOVER  by HICKS,ELLEN",,,"TURNOVER  by HICKS,ELLEN",2,turnover,,Centre,ellen hicks,,76
226,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,226,01:16,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,76
227,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,227,01:16,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,76
228,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,228,00:57,"GOOD LAYUP by JENKINS,KESSIE(in the paint)",28,,34 (+6),,Hend 28-34 (+6),,"GOOD LAYUP by JENKINS,KESSIE(in the paint)",2,layup,good,hendrix,kessie jenkins,2,57
229,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,229,00:37,"FOUL  by SALYER,CASSIDY",,,,,,,"FOUL  by SALYER,CASSIDY",2,foul,,hendrix,cassidy salyer,,37
230,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,230,00:37,,28,,35 (+7),"GOOD FT by MARCUM,MADISON",Centre 28-35 (+7),,"GOOD FT by MARCUM,MADISON",2,free throw,good,Centre,madison marcum,1,37
231,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,231,00:37,,28,,36 (+8),"GOOD FT by MARCUM,MADISON",Centre 28-36 (+8),,"GOOD FT by MARCUM,MADISON",2,free throw,good,Centre,madison marcum,1,37
232,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,232,00:37,,,,,"MISS FT by MARCUM,MADISON",,,"MISS FT by MARCUM,MADISON",2,free throw,missed,Centre,madison marcum,,37
233,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,233,--,"REBOUND DEF by JENKINS,KESSIE",,,,,,,"REBOUND DEF by JENKINS,KESSIE",2,defensive rebound,,hendrix,kessie jenkins,,
234,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,234,00:19,"MISS LAYUP by JENKINS,KESSIE(in the paint)",,,,,,,"MISS LAYUP by JENKINS,KESSIE(in the paint)",2,layup,missed,hendrix,kessie jenkins,,19
235,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,235,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
236,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,236,00:18,,,,,"SUB OUT by WILSON,KAT",,,"SUB OUT by WILSON,KAT",2,subbing out,,Centre,kat wilson,,18
237,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,237,00:18,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,18
238,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,238,Start Period 3,,,,,,,,,3,,,,,,
239,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,239,09:50,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",3,subbing out,,Centre,kylee murray,,590
240,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,240,09:50,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",3,subbing out,,Centre,rachel jennings,,590
241,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,241,09:50,,,,,"SUB OUT by HEROLD,PAYTON",,,"SUB OUT by HEROLD,PAYTON",3,subbing out,,Centre,payton herold,,590
242,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,242,09:50,,,,,"SUB IN by WILSON,KAT",,,"SUB IN by WILSON,KAT",3,subbing in,,Centre,kat wilson,,590
243,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,243,09:50,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",3,subbing in,,Centre,ellen hicks,,590
244,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,244,09:50,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",3,subbing in,,Centre,abigail wehby,,590
245,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,245,09:50,"SUB OUT by SALYER,CASSIDY",,,,,,,"SUB OUT by SALYER,CASSIDY",3,subbing out,,hendrix,cassidy salyer,,590
246,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,246,09:50,"SUB OUT by NEILSON,BELLE",,,,,,,"SUB OUT by NEILSON,BELLE",3,subbing out,,hendrix,belle neilson,,590
247,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,247,09:50,"SUB IN by WOPPMAN,RACHEL",,,,,,,"SUB IN by WOPPMAN,RACHEL",3,subbing in,,hendrix,rachel woppman,,590
248,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,248,09:50,"SUB IN by ISBELL,ALI",,,,,,,"SUB IN by ISBELL,ALI",3,subbing in,,hendrix,ali isbell,,590
249,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,249,09:39,,28,,38 (+10),"GOOD JUMPER by HICKS,ELLEN",Centre 28-38 (+10),,"GOOD JUMPER by HICKS,ELLEN",3,jumper,good,Centre,ellen hicks,2,579
250,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,250,--,,,,,"ASSIST  by MARCUM,MADISON",,,"ASSIST  by MARCUM,MADISON",3,assist,,Centre,madison marcum,,
251,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,251,09:13,"TURNOVER  by WENDT,CAROLINE",,,,,,,"TURNOVER  by WENDT,CAROLINE",3,turnover,,hendrix,caroline wendt,,553
