,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,centreScorePeriod6,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,opponentScorePeriod6,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
485,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,485,06:01,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",4,subbing in,,Centre,ellen hicks,,361
486,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,486,06:01,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",4,subbing in,,Centre,abigail wehby,,361
487,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,487,06:01,"SUB OUT by MAYEUX,ALLI",,,,,,,"SUB OUT by MAYEUX,ALLI",4,subbing out,,rhodes,alli mayeux,,361
488,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,488,06:01,"SUB IN by TAYLOR,CAROLINE",,,,,,,"SUB IN by TAYLOR,CAROLINE",4,subbing in,,rhodes,caroline taylor,,361
489,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,489,06:01,"MISS FT by DOWNEY,KIERA(fastbreak)",,,,,,,"MISS FT by DOWNEY,KIERA(fastbreak)",4,free throw,missed,rhodes,kiera(fastbreak) downey,,361
490,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,490,--,"REBOUND OFF by ALTHOFF,CATHERINE",,,,,,,"REBOUND OFF by ALTHOFF,CATHERINE",4,offensive rebound,,rhodes,catherine althoff,,
491,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,491,05:59,"GOOD LAYUP by ALTHOFF,CATHERINE(in the paint)",54 (+4),,50,,Rhodes 54-50 (-4),,"GOOD LAYUP by ALTHOFF,CATHERINE(in the paint)",4,layup,good,rhodes,catherine althoff,2,359
492,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,492,05:44,,,,,"MISS LAYUP by HICKS,ELLEN(in the paint)",,,"MISS LAYUP by HICKS,ELLEN(in the paint)",4,layup,missed,Centre,ellen hicks,,344
493,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,493,--,"REBOUND DEF by ALTHOFF,CATHERINE",,,,,,,"REBOUND DEF by ALTHOFF,CATHERINE",4,defensive rebound,,rhodes,catherine althoff,,
494,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,494,05:28,"MISS LAYUP by HAGEN,ELLEN(in the paint)",,,,,,,"MISS LAYUP by HAGEN,ELLEN(in the paint)",4,layup,missed,rhodes,ellen hagen,,328
495,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,495,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",4,defensive rebound,,Centre,abigail wehby,,
496,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,496,05:08,,54 (+2),,52,"GOOD JUMPER by HICKS,ELLEN(in the paint)",Centre 54-52 (-2),,"GOOD JUMPER by HICKS,ELLEN(in the paint)",4,jumper,good,Centre,ellen hicks,2,308
497,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,497,04:41,"MISS LAYUP by TAYLOR,CAROLINE(in the paint)",,,,,,,"MISS LAYUP by TAYLOR,CAROLINE(in the paint)",4,layup,missed,rhodes,caroline taylor,,281
498,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,498,--,,,,,"REBOUND DEF by HICKS,ELLEN",,,"REBOUND DEF by HICKS,ELLEN",4,defensive rebound,,Centre,ellen hicks,,
499,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,499,04:35,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,4,timeout,,Centre,,,275
500,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,500,04:35,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",4,subbing out,,Centre,rachel jennings,,275
501,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,501,04:35,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",4,subbing out,,Centre,ellen hicks,,275
502,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,502,04:35,,,,,"SUB OUT by DUGGINS,NATALIE",,,"SUB OUT by DUGGINS,NATALIE",4,subbing out,,Centre,natalie duggins,,275
503,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,503,04:35,,,,,"SUB OUT by HEROLD,PAYTON",,,"SUB OUT by HEROLD,PAYTON",4,subbing out,,Centre,payton herold,,275
504,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,504,04:35,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",4,subbing in,,Centre,kylee murray,,275
505,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,505,04:35,,,,,"SUB IN by STEVENSON,BROOKE",,,"SUB IN by STEVENSON,BROOKE",4,subbing in,,Centre,brooke stevenson,,275
506,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,506,04:35,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",4,subbing in,,Centre,madison marcum,,275
507,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,507,04:35,,,,,"SUB IN by THACKER,JOSIE",,,"SUB IN by THACKER,JOSIE",4,subbing in,,Centre,josie thacker,,275
508,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,508,04:35,"SUB OUT by MATHANGANI,ALEXYS",,,,,,,"SUB OUT by MATHANGANI,ALEXYS",4,subbing out,,rhodes,alexys mathangani,,275
509,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,509,04:35,"SUB OUT by HAGEN,ELLEN",,,,,,,"SUB OUT by HAGEN,ELLEN",4,subbing out,,rhodes,ellen hagen,,275
510,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,510,04:35,"SUB OUT by ALTHOFF,CATHERINE",,,,,,,"SUB OUT by ALTHOFF,CATHERINE",4,subbing out,,rhodes,catherine althoff,,275
511,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,511,04:35,"SUB IN by LONG,LIBBY",,,,,,,"SUB IN by LONG,LIBBY",4,subbing in,,rhodes,libby long,,275
512,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,512,04:35,"SUB IN by LONGACRE,MAYA",,,,,,,"SUB IN by LONGACRE,MAYA",4,subbing in,,rhodes,maya longacre,,275
513,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,513,04:35,"SUB IN by MAYEUX,ALLI",,,,,,,"SUB IN by MAYEUX,ALLI",4,subbing in,,rhodes,alli mayeux,,275
514,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,514,04:16,,54,,54,"GOOD JUMPER by WEHBY,ABIGAIL(in the paint)",Centre 54-54 (0),,"GOOD JUMPER by WEHBY,ABIGAIL(in the paint)",4,jumper,good,Centre,abigail wehby,2,256
515,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,515,04:06,"GOOD LAYUP by DOWNEY,KIERA(in the paint)",56 (+2),,54,,Rhodes 56-54 (-2),,"GOOD LAYUP by DOWNEY,KIERA(in the paint)",4,layup,good,rhodes,kiera downey,2,246
516,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,516,04:06,,,,,"FOUL  by MURRAY,KYLEE",,,"FOUL  by MURRAY,KYLEE",4,foul,,Centre,kylee murray,,246
517,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,517,04:06,"GOOD FT by DOWNEY,KIERA",57 (+3),,54,,Rhodes 57-54 (-3),,"GOOD FT by DOWNEY,KIERA",4,free throw,good,rhodes,kiera downey,1,246
518,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,518,03:52,,,,,"MISS LAYUP by WEHBY,ABIGAIL(in the paint)",,,"MISS LAYUP by WEHBY,ABIGAIL(in the paint)",4,layup,missed,Centre,abigail wehby,,232
519,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,519,--,,,,,"REBOUND OFF by WEHBY,ABIGAIL",,,"REBOUND OFF by WEHBY,ABIGAIL",4,offensive rebound,,Centre,abigail wehby,,
520,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,520,03:46,,,,,"MISS LAYUP by WEHBY,ABIGAIL(in the paint)",,,"MISS LAYUP by WEHBY,ABIGAIL(in the paint)",4,layup,missed,Centre,abigail wehby,,226
521,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,521,--,"REBOUND DEF by LONGACRE,MAYA",,,,,,,"REBOUND DEF by LONGACRE,MAYA",4,defensive rebound,,rhodes,maya longacre,,
522,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,522,03:39,"GOOD JUMPER by LONG,LIBBY(in the paint)",59 (+5),,54,,Rhodes 59-54 (-5),,"GOOD JUMPER by LONG,LIBBY(in the paint)",4,jumper,good,rhodes,libby long,2,219
523,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,523,03:21,,,,,"MISS 3PTR by STEVENSON,BROOKE",,,"MISS 3PTR by STEVENSON,BROOKE",4,three pointer,missed,Centre,brooke stevenson,,201
524,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,524,--,"REBOUND DEF by DOWNEY,KIERA",,,,,,,"REBOUND DEF by DOWNEY,KIERA",4,defensive rebound,,rhodes,kiera downey,,
525,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,525,03:10,"GOOD 3PTR by MAYEUX,ALLI",62 (+8),,54,,Rhodes 62-54 (-8),,"GOOD 3PTR by MAYEUX,ALLI",4,three pointer,good,rhodes,alli mayeux,3,190
526,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,526,--,"ASSIST  by DOWNEY,KIERA",,,,,,,"ASSIST  by DOWNEY,KIERA",4,assist,,rhodes,kiera downey,,
527,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,527,03:09,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,4,timeout,,Centre,,,189
528,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,528,03:09,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",4,subbing out,,Centre,kylee murray,,189
529,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,529,03:09,,,,,"SUB OUT by STEVENSON,BROOKE",,,"SUB OUT by STEVENSON,BROOKE",4,subbing out,,Centre,brooke stevenson,,189
530,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,530,03:09,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",4,subbing out,,Centre,abigail wehby,,189
531,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,531,03:09,,,,,"SUB OUT by THACKER,JOSIE",,,"SUB OUT by THACKER,JOSIE",4,subbing out,,Centre,josie thacker,,189
532,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,532,03:09,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",4,subbing in,,Centre,rachel jennings,,189
533,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,533,03:09,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",4,subbing in,,Centre,ellen hicks,,189
534,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,534,03:09,,,,,"SUB IN by VINCENT,EMMA ROSE",,,"SUB IN by VINCENT,EMMA ROSE",4,subbing in,,Centre,emma rose vincent,,189
535,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,535,03:09,,,,,"SUB IN by HEROLD,PAYTON",,,"SUB IN by HEROLD,PAYTON",4,subbing in,,Centre,payton herold,,189
536,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,536,03:09,"SUB OUT by TAYLOR,CAROLINE",,,,,,,"SUB OUT by TAYLOR,CAROLINE",4,subbing out,,rhodes,caroline taylor,,189
537,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,537,03:09,"SUB IN by MATHANGANI,ALEXYS",,,,,,,"SUB IN by MATHANGANI,ALEXYS",4,subbing in,,rhodes,alexys mathangani,,189
538,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,538,02:56,,62 (+5),,57,"GOOD 3PTR by MARCUM,MADISON",Centre 62-57 (-5),,"GOOD 3PTR by MARCUM,MADISON",4,three pointer,good,Centre,madison marcum,3,176
539,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,539,--,,,,,"ASSIST  by HEROLD,PAYTON",,,"ASSIST  by HEROLD,PAYTON",4,assist,,Centre,payton herold,,
540,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,540,02:36,"GOOD 3PTR by DOWNEY,KIERA",65 (+8),,57,,Rhodes 65-57 (-8),,"GOOD 3PTR by DOWNEY,KIERA",4,three pointer,good,rhodes,kiera downey,3,156
541,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,541,02:12,,65 (+6),,59,"GOOD JUMPER by JENNINGS,RACHEL(in the paint)",Centre 65-59 (-6),,"GOOD JUMPER by JENNINGS,RACHEL(in the paint)",4,jumper,good,Centre,rachel jennings,2,132
542,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,542,01:53,"GOOD JUMPER by DOWNEY,KIERA(in the paint)",67 (+8),,59,,Rhodes 67-59 (-8),,"GOOD JUMPER by DOWNEY,KIERA(in the paint)",4,jumper,good,rhodes,kiera downey,2,113
543,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,543,01:33,,67 (+6),,61,"GOOD LAYUP by HEROLD,PAYTON(in the paint)",Centre 67-61 (-6),,"GOOD LAYUP by HEROLD,PAYTON(in the paint)",4,layup,good,Centre,payton herold,2,93
544,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,544,01:18,"TURNOVER  by MAYEUX,ALLI",,,,,,,"TURNOVER  by MAYEUX,ALLI",4,turnover,,rhodes,alli mayeux,,78
545,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,545,01:17,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",4,subbing out,,Centre,rachel jennings,,77
