,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
10,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,10,08:00,"MISS LAYUP by STEWART,ABIGAIL",,,,,,,"MISS LAYUP by STEWART,ABIGAIL",1,layup,missed,Centre,abigail stewart,,480
11,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,11,--,"REBOUND OFF by VANCE,DAY",,,,,,,"REBOUND OFF by VANCE,DAY",1,offensive rebound,,Centre,day vance,,
12,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,12,07:57,"GOOD LAYUP by VANCE,DAY(in the paint)",2,,2,,CENTRE-W 2-2 (0),,"GOOD LAYUP by VANCE,DAY(in the paint)",1,layup,good,Centre,day vance,2,477
13,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,13,07:34,,2,,5 (+3),"GOOD 3PTR by THOMAS,BRAXTON",MILLSAPS 2-5 (-3),,"GOOD 3PTR by THOMAS,BRAXTON",1,three pointer,good,millsaps,braxton thomas,3,454
14,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,14,--,,,,,"ASSIST  by CONNOR,KATIE",,,"ASSIST  by CONNOR,KATIE",1,assist,,millsaps,katie connor,,
15,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,15,07:16,"MISS 3PTR by MILLER,LAKKEN",,,,,,,"MISS 3PTR by MILLER,LAKKEN",1,three pointer,missed,Centre,lakken miller,,436
16,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,16,--,,,,,"REBOUND DEF by THOMAS,BRAXTON",,,"REBOUND DEF by THOMAS,BRAXTON",1,defensive rebound,,millsaps,braxton thomas,,
17,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,17,07:11,,,,,"TURNOVER  by THOMAS,BRAXTON",,,"TURNOVER  by THOMAS,BRAXTON",1,turnover,,millsaps,braxton thomas,,431
18,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,18,06:48,"GOOD LAYUP by VANCE,DAY(in the paint)",4,,5 (+1),,CENTRE-W 4-5 (-1),,"GOOD LAYUP by VANCE,DAY(in the paint)",1,layup,good,Centre,day vance,2,408
19,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,19,--,"ASSIST  by STEWART,ABIGAIL",,,,,,,"ASSIST  by STEWART,ABIGAIL",1,assist,,Centre,abigail stewart,,
20,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,20,06:27,,4,,7 (+3),"GOOD LAYUP by KLUNK,KIM(in the paint)",MILLSAPS 4-7 (-3),,"GOOD LAYUP by KLUNK,KIM(in the paint)",1,layup,good,millsaps,kim klunk,2,387
21,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,21,06:08,"TURNOVER  by ANDREASSEN,CAROLINE",,,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",1,turnover,,Centre,caroline andreassen,,368
22,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,22,06:08,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,368
23,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,23,06:08,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,368
24,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,24,06:08,,,,,"SUB IN by DONALDSON,MEGAN",,,"SUB IN by DONALDSON,MEGAN",1,subbing in,,millsaps,megan donaldson,,368
25,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,25,06:08,,,,,"SUB OUT by GUILBEAU,CAROLINE",,,"SUB OUT by GUILBEAU,CAROLINE",1,subbing out,,millsaps,caroline guilbeau,,368
26,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,26,05:47,"FOUL  by ANDREASSEN,CAROLINE",,,,,,,"FOUL  by ANDREASSEN,CAROLINE",1,foul,,Centre,caroline andreassen,,347
27,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,27,05:40,"FOUL  by STEWART,ABIGAIL",,,,,,,"FOUL  by STEWART,ABIGAIL",1,foul,,Centre,abigail stewart,,340
28,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,28,05:40,,4,,8 (+4),"GOOD FT by FREEMAN,KALA-JEWEL",MILLSAPS 4-8 (-4),,"GOOD FT by FREEMAN,KALA-JEWEL",1,free throw,good,millsaps,kala-jewel freeman,1,340
29,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,29,05:40,,,,,"MISS FT by FREEMAN,KALA-JEWEL",,,"MISS FT by FREEMAN,KALA-JEWEL",1,free throw,missed,millsaps,kala-jewel freeman,,340
30,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,30,--,"REBOUND DEF by SCHAD,OLIVIA",,,,,,,"REBOUND DEF by SCHAD,OLIVIA",1,defensive rebound,,Centre,olivia schad,,
31,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,31,05:40,"MISS LAYUP by BUNNER,CHEYENNE",,,,,,,"MISS LAYUP by BUNNER,CHEYENNE",1,layup,missed,Centre,cheyenne bunner,,340
32,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,32,--,"REBOUND OFF by BUNNER,CHEYENNE",,,,,,,"REBOUND OFF by BUNNER,CHEYENNE",1,offensive rebound,,Centre,cheyenne bunner,,
33,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,33,05:40,"MISS 3PTR by SCHAD,OLIVIA",,,,,,,"MISS 3PTR by SCHAD,OLIVIA",1,three pointer,missed,Centre,olivia schad,,340
34,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,34,--,,,,,"REBOUND DEF by CONNOR,KATIE",,,"REBOUND DEF by CONNOR,KATIE",1,defensive rebound,,millsaps,katie connor,,
35,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,35,05:40,,4,,10 (+6),"GOOD LAYUP by CONNOR,KATIE(in the paint)",MILLSAPS 4-10 (-6),,"GOOD LAYUP by CONNOR,KATIE(in the paint)",1,layup,good,millsaps,katie connor,2,340
36,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,36,05:40,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",1,subbing in,,Centre,cheyenne bunner,,340
37,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,37,05:40,"SUB IN by MOORE,LAUREN",,,,,,,"SUB IN by MOORE,LAUREN",1,subbing in,,Centre,lauren moore,,340
38,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,38,05:40,"SUB IN by BALLARD,AMI",,,,,,,"SUB IN by BALLARD,AMI",1,subbing in,,Centre,ami ballard,,340
39,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,39,05:40,"SUB OUT by VANCE,DAY",,,,,,,"SUB OUT by VANCE,DAY",1,subbing out,,Centre,day vance,,340
40,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,40,05:40,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,340
41,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,41,05:40,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,340
42,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,42,05:40,,,,,"SUB IN by JONES,BRAZIA",,,"SUB IN by JONES,BRAZIA",1,subbing in,,millsaps,brazia jones,,340
43,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,43,05:40,,,,,"SUB OUT by THOMAS,BRAXTON",,,"SUB OUT by THOMAS,BRAXTON",1,subbing out,,millsaps,braxton thomas,,340
44,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,44,05:16,,,,,"FOUL  by DONALDSON,MEGAN",,,"FOUL  by DONALDSON,MEGAN",1,foul,,millsaps,megan donaldson,,316
45,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,45,05:11,"GOOD FT by SCHAD,OLIVIA",5,,10 (+5),,CENTRE-W 5-10 (-5),,"GOOD FT by SCHAD,OLIVIA",1,free throw,good,Centre,olivia schad,1,311
46,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,46,03:49,"GOOD FT by SCHAD,OLIVIA",6,,10 (+4),,CENTRE-W 6-10 (-4),,"GOOD FT by SCHAD,OLIVIA",1,free throw,good,Centre,olivia schad,1,229
47,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,47,03:48,"GOOD FT by SCHAD,OLIVIA",7,,10 (+3),,CENTRE-W 7-10 (-3),,"GOOD FT by SCHAD,OLIVIA",1,free throw,good,Centre,olivia schad,1,228
48,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,48,03:48,,7,,12 (+5),"GOOD LAYUP by JONES,BRAZIA(in the paint)",MILLSAPS 7-12 (-5),,"GOOD LAYUP by JONES,BRAZIA(in the paint)",1,layup,good,millsaps,brazia jones,2,228
49,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,49,03:48,"TURNOVER  by BUNNER,CHEYENNE",,,,,,,"TURNOVER  by BUNNER,CHEYENNE",1,turnover,,Centre,cheyenne bunner,,228
50,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,50,03:48,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,228
51,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,51,03:48,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,228
52,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,52,03:46,,,,,"MISS 3PTR by DONALDSON,MEGAN",,,"MISS 3PTR by DONALDSON,MEGAN",1,three pointer,missed,millsaps,megan donaldson,,226
53,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,53,--,"REBOUND DEF by MOORE,LAUREN",,,,,,,"REBOUND DEF by MOORE,LAUREN",1,defensive rebound,,Centre,lauren moore,,
54,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,54,03:28,"MISS JUMPER by KELLAM,PAIGE",,,,,,,"MISS JUMPER by KELLAM,PAIGE",1,jumper,missed,Centre,paige kellam,,208
55,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,55,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
56,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,56,03:24,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,204
57,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,57,03:24,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,204
58,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,58,03:24,,,,,"SUB IN by NEWELL,AMBER",,,"SUB IN by NEWELL,AMBER",1,subbing in,,millsaps,amber newell,,204
59,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,59,03:24,,,,,"SUB OUT by KLUNK,KIM",,,"SUB OUT by KLUNK,KIM",1,subbing out,,millsaps,kim klunk,,204
60,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,60,03:08,,7,,14 (+7),"GOOD LAYUP by FREEMAN,KALA-JEWEL(in the paint)",MILLSAPS 7-14 (-7),,"GOOD LAYUP by FREEMAN,KALA-JEWEL(in the paint)",1,layup,good,millsaps,kala-jewel freeman,2,188
61,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,61,02:47,"TURNOVER  by BUNNER,CHEYENNE",,,,,,,"TURNOVER  by BUNNER,CHEYENNE",1,turnover,,Centre,cheyenne bunner,,167
62,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,62,02:42,,7,,16 (+9),"GOOD LAYUP by JONES,BRAZIA(fastbreak)(in the paint)",MILLSAPS 7-16 (-9),,"GOOD LAYUP by JONES,BRAZIA(fastbreak)(in the paint)",1,layup,good,millsaps,brazia(fastbreak) jones,2,162
63,18,millsaps,CENTRE-W,Millsaps,40-71,40,71,"11, 10, 13, 6, 40","19, 18, 12, 22, 71",11,10,13,6,40,19,18,12,22,71,"5-13,3-4","12-6,5-2",01/22/17,Lose,100,No Location Recorded,12:00 PM,A,63,02:26,"GOOD JUMPER by SCHAD,OLIVIA(in the paint)",9,,16 (+7),,CENTRE-W 9-16 (-7),,"GOOD JUMPER by SCHAD,OLIVIA(in the paint)",1,jumper,good,Centre,olivia schad,2,146
