,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
18,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,18,07:20,,0,,1 (+1),"GOOD FT by TURNER,AMBER",HC 0-1 (-1),,"GOOD FT by TURNER,AMBER",1,free throw,good,hendrix,amber turner,1,440
19,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,19,07:20,,0,,2 (+2),"GOOD FT by TURNER,AMBER",HC 0-2 (-2),,"GOOD FT by TURNER,AMBER",1,free throw,good,hendrix,amber turner,1,440
20,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,20,07:20,"SUB IN by BALLARD,AMI",,,,,,,"SUB IN by BALLARD,AMI",1,subbing in,,Centre,ami ballard,,440
21,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,21,07:20,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,440
22,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,22,07:11,"MISS JUMPER by BALLARD,AMI",,,,,,,"MISS JUMPER by BALLARD,AMI",1,jumper,missed,Centre,ami ballard,,431
23,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,23,--,,,,,"REBOUND DEF by PROWSE,HEATHER",,,"REBOUND DEF by PROWSE,HEATHER",1,defensive rebound,,hendrix,heather prowse,,
24,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,24,07:01,,,,,"MISS LAYUP by PROWSE,HEATHER",,,"MISS LAYUP by PROWSE,HEATHER",1,layup,missed,hendrix,heather prowse,,421
25,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,25,07:01,"BLOCK  by STEWART,ABIGAIL",,,,,,,"BLOCK  by STEWART,ABIGAIL",1,block,,Centre,abigail stewart,,421
26,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,26,--,,,,,"REBOUND OFF by DYSLIN,SARA",,,"REBOUND OFF by DYSLIN,SARA",1,offensive rebound,,hendrix,sara dyslin,,
27,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,27,06:58,,0,,4 (+4),"GOOD LAYUP by DYSLIN,SARA(in the paint)",HC 0-4 (-4),,"GOOD LAYUP by DYSLIN,SARA(in the paint)",1,layup,good,hendrix,sara dyslin,2,418
28,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,28,06:57,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,417
29,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,29,06:44,"TURNOVER  by BALLARD,AMI",,,,,,,"TURNOVER  by BALLARD,AMI",1,turnover,,Centre,ami ballard,,404
30,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,30,06:43,,,,,"STEAL  by PROWSE,HEATHER",,,"STEAL  by PROWSE,HEATHER",1,steal,,hendrix,,,403
31,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,31,06:25,,,,,"MISS JUMPER by DYSLIN,SARA",,,"MISS JUMPER by DYSLIN,SARA",1,jumper,missed,hendrix,sara dyslin,,385
32,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,32,06:25,"BLOCK  by STEWART,ABIGAIL",,,,,,,"BLOCK  by STEWART,ABIGAIL",1,block,,Centre,abigail stewart,,385
33,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,33,--,"REBOUND DEF by VANCE,DAY",,,,,,,"REBOUND DEF by VANCE,DAY",1,defensive rebound,,Centre,day vance,,
34,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,34,06:07,"MISS LAYUP by MILLER,LAKKEN",,,,,,,"MISS LAYUP by MILLER,LAKKEN",1,layup,missed,Centre,lakken miller,,367
35,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,35,06:07,,,,,"BLOCK  by DYSLIN,SARA",,,"BLOCK  by DYSLIN,SARA",1,block,,hendrix,sara dyslin,,367
36,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,36,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
37,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,37,06:06,,,,,"SUB IN by ANDERSON,MADDIE",,,"SUB IN by ANDERSON,MADDIE",1,subbing in,,hendrix,maddie anderson,,366
38,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,38,06:06,,,,,"SUB IN by MARTIN,MADISON",,,"SUB IN by MARTIN,MADISON",1,subbing in,,hendrix,madison martin,,366
39,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,39,06:06,,,,,"SUB IN by BODE,HAILEY",,,"SUB IN by BODE,HAILEY",1,subbing in,,hendrix,hailey bode,,366
40,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,40,06:06,,,,,"SUB IN by SMITH,LEAH",,,"SUB IN by SMITH,LEAH",1,subbing in,,hendrix,leah smith,,366
41,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,41,06:06,,,,,"SUB OUT by PROWSE,HEATHER",,,"SUB OUT by PROWSE,HEATHER",1,subbing out,,hendrix,heather prowse,,366
42,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,42,06:06,,,,,"SUB OUT by DYSLIN,SARA",,,"SUB OUT by DYSLIN,SARA",1,subbing out,,hendrix,sara dyslin,,366
43,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,43,06:06,,,,,"SUB OUT by TURNER,AMBER",,,"SUB OUT by TURNER,AMBER",1,subbing out,,hendrix,amber turner,,366
44,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,44,06:06,,,,,"SUB OUT by BOEHL,LEAH",,,"SUB OUT by BOEHL,LEAH",1,subbing out,,hendrix,leah boehl,,366
45,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,45,06:02,"GOOD JUMPER by STEWART,ABIGAIL(in the paint)",2,,4 (+2),,CENTRE-W 2-4 (-2),,"GOOD JUMPER by STEWART,ABIGAIL(in the paint)",1,jumper,good,Centre,abigail stewart,2,362
46,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,46,--,"ASSIST  by MILLER,LAKKEN",,,,,,,"ASSIST  by MILLER,LAKKEN",1,assist,,Centre,lakken miller,,
47,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,47,05:37,"FOUL  by MILLER,LAKKEN",,,,,,,"FOUL  by MILLER,LAKKEN",1,foul,,Centre,lakken miller,,337
48,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,48,05:37,,,,,"MISS FT by SMITH,LEAH",,,"MISS FT by SMITH,LEAH",1,free throw,missed,hendrix,leah smith,,337
49,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,49,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
50,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,50,05:37,,2,,5 (+3),"GOOD FT by SMITH,LEAH",HC 2-5 (-3),,"GOOD FT by SMITH,LEAH",1,free throw,good,hendrix,leah smith,1,337
51,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,51,05:37,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",1,subbing in,,Centre,cheyenne bunner,,337
52,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,52,05:37,"SUB IN by MOORE,LAUREN",,,,,,,"SUB IN by MOORE,LAUREN",1,subbing in,,Centre,lauren moore,,337
53,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,53,05:37,"SUB IN by WILSON,KATHLEEN",,,,,,,"SUB IN by WILSON,KATHLEEN",1,subbing in,,Centre,kathleen wilson,,337
54,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,54,05:37,"SUB OUT by VANCE,DAY",,,,,,,"SUB OUT by VANCE,DAY",1,subbing out,,Centre,day vance,,337
55,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,55,05:37,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,337
56,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,56,05:37,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,337
57,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,57,05:21,,,,,"FOUL  by TIBBITS,JORDAN",,,"FOUL  by TIBBITS,JORDAN",1,foul,,hendrix,jordan tibbits,,321
58,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,58,05:21,"MISS 3PTR by ANDREASSEN,CAROLINE",,,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",1,three pointer,missed,Centre,caroline andreassen,,321
59,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,59,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
60,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,60,05:00,,,,,"FOUL  by ANDERSON,MADDIE",,,"FOUL  by ANDERSON,MADDIE",1,foul,,hendrix,maddie anderson,,300
61,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,61,05:00,,,,,"SUB IN by TURNER,AMBER",,,"SUB IN by TURNER,AMBER",1,subbing in,,hendrix,amber turner,,300
62,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,62,05:00,,,,,"SUB OUT by TIBBITS,JORDAN",,,"SUB OUT by TIBBITS,JORDAN",1,subbing out,,hendrix,jordan tibbits,,300
63,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,63,04:59,"MISS LAYUP by ANDREASSEN,CAROLINE",,,,,,,"MISS LAYUP by ANDREASSEN,CAROLINE",1,layup,missed,Centre,caroline andreassen,,299
64,24,hendrix,Centre,Hendrix,40-50,40,50,"4, 9, 12, 15, 40","9, 16, 11, 14, 50",4,9,12,15,40,9,16,11,14,50,"6-18, 4-9 SAA","14-10, 8-5 SAA",02/12/17,Lose,232,No Location Recorded,12 p.m.,A,64,--,"REBOUND OFF by MOORE,LAUREN",,,,,,,"REBOUND OFF by MOORE,LAUREN",1,offensive rebound,,Centre,lauren moore,,
