,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HC-W,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
481,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,481,10:00,"SUB IN by HARTMAN,KATIE",,,,,,,"SUB IN by HARTMAN,KATIE",4,subbing in,,hanover,katie hartman,,600
482,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,482,10:00,"SUB IN by WALKER,MACY",,,,,,,"SUB IN by WALKER,MACY",4,subbing in,,hanover,macy walker,,600
483,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,483,10:00,"SUB IN by MILLS,KRISTIN",,,,,,,"SUB IN by MILLS,KRISTIN",4,subbing in,,hanover,kristin mills,,600
484,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,484,10:00,"SUB OUT by KALLMEYER,HOLLY",,,,,,,"SUB OUT by KALLMEYER,HOLLY",4,subbing out,,hanover,holly kallmeyer,,600
485,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,485,10:00,"SUB OUT by NASH,ALLISON",,,,,,,"SUB OUT by NASH,ALLISON",4,subbing out,,hanover,allison nash,,600
486,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,486,10:00,"SUB OUT by TODD,BROOKE",,,,,,,"SUB OUT by TODD,BROOKE",4,subbing out,,hanover,brooke todd,,600
487,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,487,10:00,"SUB OUT by NALL,ALEXIS",,,,,,,"SUB OUT by NALL,ALEXIS",4,subbing out,,hanover,alexis nall,,600
488,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,488,10:00,"SUB OUT by CROMER,CLAIRE",,,,,,,"SUB OUT by CROMER,CLAIRE",4,subbing out,,hanover,claire cromer,,600
489,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,489,09:47,"TURNOVER  by DOBBINS,KAITLIN",,,,,,,"TURNOVER  by DOBBINS,KAITLIN",4,turnover,,hanover,kaitlin dobbins,,587
490,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,490,09:37,,,,,"TURNOVER  by SCHAD,OLIVIA",,,"TURNOVER  by SCHAD,OLIVIA",4,turnover,,Centre,olivia schad,,577
491,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,491,09:35,"STEAL  by HARTMAN,KATIE",,,,,,,"STEAL  by HARTMAN,KATIE",4,steal,,hanover,,,575
492,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,492,09:28,"MISS JUMPER by MITCHELL,BAYLEE",,,,,,,"MISS JUMPER by MITCHELL,BAYLEE",4,jumper,missed,hanover,baylee mitchell,,568
493,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,493,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",4,defensive rebound,,Centre,abigail stewart,,
494,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,494,09:19,"FOUL  by HARTMAN,KATIE",,,,,,,"FOUL  by HARTMAN,KATIE",4,foul,,hanover,katie hartman,,559
495,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,495,09:19,,61 (+16),,45,"GOOD FT by SCHAD,OLIVIA",CENTRE-W 61-45 (-16),,"GOOD FT by SCHAD,OLIVIA",4,free throw,good,Centre,olivia schad,1,559
496,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,496,09:19,,,,,"MISS FT by SCHAD,OLIVIA",,,"MISS FT by SCHAD,OLIVIA",4,free throw,missed,Centre,olivia schad,,559
497,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,497,--,"REBOUND DEF by NASH,ALLISON",,,,,,,"REBOUND DEF by NASH,ALLISON",4,defensive rebound,,hanover,allison nash,,
498,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,498,09:19,"SUB IN by KALLMEYER,HOLLY",,,,,,,"SUB IN by KALLMEYER,HOLLY",4,subbing in,,hanover,holly kallmeyer,,559
499,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,499,09:19,"SUB IN by NASH,ALLISON",,,,,,,"SUB IN by NASH,ALLISON",4,subbing in,,hanover,allison nash,,559
500,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,500,09:19,"SUB IN by TODD,BROOKE",,,,,,,"SUB IN by TODD,BROOKE",4,subbing in,,hanover,brooke todd,,559
501,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,501,09:19,"SUB IN by NALL,ALEXIS",,,,,,,"SUB IN by NALL,ALEXIS",4,subbing in,,hanover,alexis nall,,559
502,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,502,09:19,"SUB IN by CROMER,CLAIRE",,,,,,,"SUB IN by CROMER,CLAIRE",4,subbing in,,hanover,claire cromer,,559
503,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,503,09:19,"SUB OUT by DOBBINS,KAITLIN",,,,,,,"SUB OUT by DOBBINS,KAITLIN",4,subbing out,,hanover,kaitlin dobbins,,559
504,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,504,09:19,"SUB OUT by MITCHELL,BAYLEE",,,,,,,"SUB OUT by MITCHELL,BAYLEE",4,subbing out,,hanover,baylee mitchell,,559
505,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,505,09:19,"SUB OUT by HARTMAN,KATIE",,,,,,,"SUB OUT by HARTMAN,KATIE",4,subbing out,,hanover,katie hartman,,559
506,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,506,09:19,"SUB OUT by WALKER,MACY",,,,,,,"SUB OUT by WALKER,MACY",4,subbing out,,hanover,macy walker,,559
507,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,507,09:19,"SUB OUT by MILLS,KRISTIN",,,,,,,"SUB OUT by MILLS,KRISTIN",4,subbing out,,hanover,kristin mills,,559
508,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,508,09:07,"MISS LAYUP by TODD,BROOKE",,,,,,,"MISS LAYUP by TODD,BROOKE",4,layup,missed,hanover,brooke todd,,547
509,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,509,--,,,,,"REBOUND DEF by VANCE,DAY",,,"REBOUND DEF by VANCE,DAY",4,defensive rebound,,Centre,day vance,,
510,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,510,08:49,,,,,"MISS JUMPER by VANCE,DAY",,,"MISS JUMPER by VANCE,DAY",4,jumper,missed,Centre,day vance,,529
511,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,511,--,"REBOUND DEF by KALLMEYER,HOLLY",,,,,,,"REBOUND DEF by KALLMEYER,HOLLY",4,defensive rebound,,hanover,holly kallmeyer,,
512,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,512,08:42,,,,,"FOUL  by SCHAD,OLIVIA",,,"FOUL  by SCHAD,OLIVIA",4,foul,,Centre,olivia schad,,522
513,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,513,08:42,"GOOD FT by CROMER,CLAIRE",62 (+17),,45,,HC-W 62-45 (-17),,"GOOD FT by CROMER,CLAIRE",4,free throw,good,hanover,claire cromer,1,522
514,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,514,08:42,"GOOD FT by CROMER,CLAIRE",63 (+18),,45,,HC-W 63-45 (-18),,"GOOD FT by CROMER,CLAIRE",4,free throw,good,hanover,claire cromer,1,522
515,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,515,08:42,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",4,subbing in,,Centre,madison rice,,522
516,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,516,08:42,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",4,subbing in,,Centre,ami ballard,,522
517,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,517,08:42,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",4,subbing in,,Centre,paige kellam,,522
518,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,518,08:42,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",4,subbing out,,Centre,lakken miller,,522
519,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,519,08:42,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",4,subbing out,,Centre,caroline andreassen,,522
520,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,520,08:42,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",4,subbing out,,Centre,abigail stewart,,522
521,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,521,08:29,"FOUL  by TODD,BROOKE",,,,,,,"FOUL  by TODD,BROOKE",4,foul,,hanover,brooke todd,,509
522,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,522,08:26,,63 (+16),,47,"GOOD LAYUP by VANCE,DAY(in the paint)",CENTRE-W 63-47 (-16),,"GOOD LAYUP by VANCE,DAY(in the paint)",4,layup,good,Centre,day vance,2,506
523,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,523,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",4,assist,,Centre,paige kellam,,
524,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,524,08:15,"MISS LAYUP by NALL,ALEXIS",,,,,,,"MISS LAYUP by NALL,ALEXIS",4,layup,missed,hanover,alexis nall,,495
525,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,525,--,,,,,"REBOUND DEF by KELLAM,PAIGE",,,"REBOUND DEF by KELLAM,PAIGE",4,defensive rebound,,Centre,paige kellam,,
526,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,526,07:57,,,,,"MISS JUMPER by KELLAM,PAIGE",,,"MISS JUMPER by KELLAM,PAIGE",4,jumper,missed,Centre,paige kellam,,477
527,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,527,--,"REBOUND DEF by TODD,BROOKE",,,,,,,"REBOUND DEF by TODD,BROOKE",4,defensive rebound,,hanover,brooke todd,,
528,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,528,07:49,"GOOD LAYUP by NALL,ALEXIS(in the paint)",65 (+18),,47,,HC-W 65-47 (-18),,"GOOD LAYUP by NALL,ALEXIS(in the paint)",4,layup,good,hanover,alexis nall,2,469
529,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,529,--,"ASSIST  by TODD,BROOKE",,,,,,,"ASSIST  by TODD,BROOKE",4,assist,,hanover,brooke todd,,
530,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,530,07:32,,,,,"MISS 3PTR by KELLAM,PAIGE",,,"MISS 3PTR by KELLAM,PAIGE",4,three pointer,missed,Centre,paige kellam,,452
531,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,531,--,"REBOUND DEF by KALLMEYER,HOLLY",,,,,,,"REBOUND DEF by KALLMEYER,HOLLY",4,defensive rebound,,hanover,holly kallmeyer,,
532,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,532,07:26,"TURNOVER  by KALLMEYER,HOLLY",,,,,,,"TURNOVER  by KALLMEYER,HOLLY",4,turnover,,hanover,holly kallmeyer,,446
533,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,533,07:24,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",4,subbing in,,Centre,lakken miller,,444
534,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,534,07:24,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",4,subbing in,,Centre,caroline andreassen,,444
535,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,535,07:24,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",4,subbing out,,Centre,day vance,,444
536,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,536,07:24,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",4,subbing out,,Centre,paige kellam,,444
537,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,537,07:08,,,,,"TURNOVER  by RICE,MADISON",,,"TURNOVER  by RICE,MADISON",4,turnover,,Centre,madison rice,,428
538,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,538,07:08,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,4,timeout,,Centre,,,428
539,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,539,06:48,"TURNOVER  by TODD,BROOKE",,,,,,,"TURNOVER  by TODD,BROOKE",4,turnover,,hanover,brooke todd,,408
540,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,540,06:35,"FOUL  by CROMER,CLAIRE",,,,,,,"FOUL  by CROMER,CLAIRE",4,foul,,hanover,claire cromer,,395
541,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,541,06:35,,,,,"SUB IN by GOETZ,ABBY",,,"SUB IN by GOETZ,ABBY",4,subbing in,,Centre,abby goetz,,395
542,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,542,06:35,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",4,subbing in,,Centre,cheyenne bunner,,395
543,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,543,06:35,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",4,subbing out,,Centre,madison rice,,395
544,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,544,06:35,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",4,subbing out,,Centre,caroline andreassen,,395
545,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,545,06:20,,,,,"TURNOVER  by BUNNER,CHEYENNE",,,"TURNOVER  by BUNNER,CHEYENNE",4,turnover,,Centre,cheyenne bunner,,380
546,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,546,06:12,,,,,"FOUL  by GOETZ,ABBY",,,"FOUL  by GOETZ,ABBY",4,foul,,Centre,abby goetz,,372
547,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,547,06:12,"GOOD FT by CROMER,CLAIRE",66 (+19),,47,,HC-W 66-47 (-19),,"GOOD FT by CROMER,CLAIRE",4,free throw,good,hanover,claire cromer,1,372
548,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,548,06:12,"GOOD FT by CROMER,CLAIRE",67 (+20),,47,,HC-W 67-47 (-20),,"GOOD FT by CROMER,CLAIRE",4,free throw,good,hanover,claire cromer,1,372
549,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,549,06:12,"SUB IN by MILLS,KRISTIN",,,,,,,"SUB IN by MILLS,KRISTIN",4,subbing in,,hanover,kristin mills,,372
550,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,550,06:12,"SUB OUT by KALLMEYER,HOLLY",,,,,,,"SUB OUT by KALLMEYER,HOLLY",4,subbing out,,hanover,holly kallmeyer,,372
551,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,551,06:12,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",4,subbing in,,Centre,paige kellam,,372
552,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,552,06:12,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",4,subbing out,,Centre,lakken miller,,372
553,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,553,05:55,,,,,"MISS LAYUP by KELLAM,PAIGE",,,"MISS LAYUP by KELLAM,PAIGE",4,layup,missed,Centre,paige kellam,,355
