,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
190,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,190,01:39,"TURNOVER  by TURNER,AMBER",,,,,,,"TURNOVER  by TURNER,AMBER",2,turnover,,hendrix,amber turner,,99
191,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,191,01:39,"SUB IN by ANDERSON,MADDIE",,,,,,,"SUB IN by ANDERSON,MADDIE",2,subbing in,,hendrix,maddie anderson,,99
192,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,192,01:39,"SUB OUT by TURNER,AMBER",,,,,,,"SUB OUT by TURNER,AMBER",2,subbing out,,hendrix,amber turner,,99
193,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,193,01:39,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,99
194,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,194,01:39,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,99
195,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,195,01:39,,,,,"SUB OUT by BALLARD,AMI",,,"SUB OUT by BALLARD,AMI",2,subbing out,,Centre,ami ballard,,99
196,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,196,01:39,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,99
197,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,197,01:19,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",,,"MISS JUMPER by ANDREASSEN,CAROLINE",2,jumper,missed,Centre,caroline andreassen,,79
198,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,198,--,,,,,"REBOUND OFF by STEWART,ABIGAIL",,,"REBOUND OFF by STEWART,ABIGAIL",2,offensive rebound,,Centre,abigail stewart,,
199,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,199,00:54,"FOUL  by SMITH,LEAH",,,,,,,"FOUL  by SMITH,LEAH",2,foul,,hendrix,leah smith,,54
200,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,200,00:54,"SUB IN by BODE,HAILEY",,,,,,,"SUB IN by BODE,HAILEY",2,subbing in,,hendrix,hailey bode,,54
201,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,201,00:54,"SUB OUT by SMITH,LEAH",,,,,,,"SUB OUT by SMITH,LEAH",2,subbing out,,hendrix,leah smith,,54
202,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,202,00:54,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,54
203,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,203,00:54,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,54
204,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,204,00:36,,16,,20 (+4),"GOOD FT by KELLAM,PAIGE",CENTRE-W 16-20 (+4),,"GOOD FT by KELLAM,PAIGE",2,free throw,good,Centre,paige kellam,1,36
205,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,205,00:36,,,,,"MISS FT by KELLAM,PAIGE",,,"MISS FT by KELLAM,PAIGE",2,free throw,missed,Centre,paige kellam,,36
206,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,206,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
207,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,207,00:36,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",2,subbing in,,Centre,ami ballard,,36
208,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,208,00:36,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,36
209,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,209,00:36,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,36
210,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,210,00:36,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,36
211,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,211,00:36,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,36
212,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,212,00:36,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,36
213,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,213,00:11,,,,,"MISS JUMPER by BALLARD,AMI",,,"MISS JUMPER by BALLARD,AMI",2,jumper,missed,Centre,ami ballard,,11
214,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,214,--,"REBOUND DEF by MARTIN,MADISON",,,,,,,"REBOUND DEF by MARTIN,MADISON",2,defensive rebound,,hendrix,madison martin,,
215,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,215,00:04,"MISS 3PTR by TIBBITS,JORDAN",,,,,,,"MISS 3PTR by TIBBITS,JORDAN",2,three pointer,missed,hendrix,jordan tibbits,,4
216,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,216,--,"REBOUND OFF by TIBBITS,JORDAN",,,,,,,"REBOUND OFF by TIBBITS,JORDAN",2,offensive rebound,,hendrix,jordan tibbits,,
217,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,217,Start Period 3,,,,,,,,,3,,,,,,
218,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,218,09:41,"GOOD 3PTR by TURNER,AMBER",19,,20 (+1),,HC 19-20 (+1),,"GOOD 3PTR by TURNER,AMBER",3,three pointer,good,hendrix,amber turner,3,581
219,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,219,--,"ASSIST  by PROWSE,HEATHER",,,,,,,"ASSIST  by PROWSE,HEATHER",3,assist,,hendrix,heather prowse,,
220,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,220,08:59,"FOUL  by BODE,HAILEY",,,,,,,"FOUL  by BODE,HAILEY",3,foul,,hendrix,hailey bode,,539
221,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,221,08:47,,19,,22 (+3),"GOOD JUMPER by VANCE,DAY(in the paint)",CENTRE-W 19-22 (+3),,"GOOD JUMPER by VANCE,DAY(in the paint)",3,jumper,good,Centre,day vance,2,527
222,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,222,08:29,"MISS 3PTR by TURNER,AMBER",,,,,,,"MISS 3PTR by TURNER,AMBER",3,three pointer,missed,hendrix,amber turner,,509
223,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,223,--,,,,,"REBOUND DEF by SCHAD,OLIVIA",,,"REBOUND DEF by SCHAD,OLIVIA",3,defensive rebound,,Centre,olivia schad,,
224,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,224,08:02,,,,,"MISS JUMPER by MILLER,LAKKEN",,,"MISS JUMPER by MILLER,LAKKEN",3,jumper,missed,Centre,lakken miller,,482
225,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,225,--,,,,,"REBOUND OFF by MILLER,LAKKEN",,,"REBOUND OFF by MILLER,LAKKEN",3,offensive rebound,,Centre,lakken miller,,
226,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,226,07:37,,19,,24 (+5),"GOOD JUMPER by STEWART,ABIGAIL(in the paint)",CENTRE-W 19-24 (+5),,"GOOD JUMPER by STEWART,ABIGAIL(in the paint)",3,jumper,good,Centre,abigail stewart,2,457
227,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,227,07:17,"GOOD JUMPER by SMITH,LEAH",21,,24 (+3),,HC 21-24 (+3),,"GOOD JUMPER by SMITH,LEAH",3,jumper,good,hendrix,leah smith,2,437
228,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,228,06:43,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",,,"MISS 3PTR by ANDREASSEN,CAROLINE",3,three pointer,missed,Centre,caroline andreassen,,403
229,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,229,06:43,"BLOCK  by DYSLIN,SARA",,,,,,,"BLOCK  by DYSLIN,SARA",3,block,,hendrix,sara dyslin,,403
230,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,230,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,3,offensive rebound,,Centre,,,
231,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,231,06:33,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,3,turnover,,Centre,,,393
232,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,232,06:31,"SUB IN by ANDERSON,MADDIE",,,,,,,"SUB IN by ANDERSON,MADDIE",3,subbing in,,hendrix,maddie anderson,,391
233,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,233,06:31,"SUB IN by MARTIN,MADISON",,,,,,,"SUB IN by MARTIN,MADISON",3,subbing in,,hendrix,madison martin,,391
234,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,234,06:31,"SUB IN by TIBBITS,JORDAN",,,,,,,"SUB IN by TIBBITS,JORDAN",3,subbing in,,hendrix,jordan tibbits,,391
235,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,235,06:31,"SUB OUT by PROWSE,HEATHER",,,,,,,"SUB OUT by PROWSE,HEATHER",3,subbing out,,hendrix,heather prowse,,391
236,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,236,06:31,"SUB OUT by SMITH,LEAH",,,,,,,"SUB OUT by SMITH,LEAH",3,subbing out,,hendrix,leah smith,,391
237,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,237,06:31,"SUB OUT by TURNER,AMBER",,,,,,,"SUB OUT by TURNER,AMBER",3,subbing out,,hendrix,amber turner,,391
238,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,238,06:23,,,,,"FOUL  by VANCE,DAY",,,"FOUL  by VANCE,DAY",3,foul,,Centre,day vance,,383
239,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,239,06:23,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",3,subbing in,,Centre,paige kellam,,383
240,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,240,06:23,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",3,subbing in,,Centre,cheyenne bunner,,383
241,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,241,06:23,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",3,subbing in,,Centre,ami ballard,,383
242,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,242,06:23,,,,,"SUB IN by MOORE,LAUREN",,,"SUB IN by MOORE,LAUREN",3,subbing in,,Centre,lauren moore,,383
243,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,243,06:23,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",3,subbing out,,Centre,abigail stewart,,383
244,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,244,06:23,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",3,subbing out,,Centre,day vance,,383
245,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,245,06:23,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",3,subbing out,,Centre,caroline andreassen,,383
246,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,246,06:23,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",3,subbing out,,Centre,lakken miller,,383
247,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,247,06:18,"GOOD 3PTR by BODE,HAILEY",24,,24,,HC 24-24 (0),,"GOOD 3PTR by BODE,HAILEY",3,three pointer,good,hendrix,hailey bode,3,378
248,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,248,--,"ASSIST  by DYSLIN,SARA",,,,,,,"ASSIST  by DYSLIN,SARA",3,assist,,hendrix,sara dyslin,,
249,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,249,05:35,,,,,"MISS JUMPER by BUNNER,CHEYENNE",,,"MISS JUMPER by BUNNER,CHEYENNE",3,jumper,missed,Centre,cheyenne bunner,,335
250,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,250,--,"REBOUND DEF by TIBBITS,JORDAN",,,,,,,"REBOUND DEF by TIBBITS,JORDAN",3,defensive rebound,,hendrix,jordan tibbits,,
251,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,251,05:30,"MISS LAYUP by BODE,HAILEY",,,,,,,"MISS LAYUP by BODE,HAILEY",3,layup,missed,hendrix,hailey bode,,330
252,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,252,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,3,defensive rebound,,Centre,,,
253,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,253,05:24,,,,,"MISS JUMPER by KELLAM,PAIGE",,,"MISS JUMPER by KELLAM,PAIGE",3,jumper,missed,Centre,paige kellam,,324
254,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,254,--,,,,,"REBOUND OFF by BUNNER,CHEYENNE",,,"REBOUND OFF by BUNNER,CHEYENNE",3,offensive rebound,,Centre,cheyenne bunner,,
255,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,255,05:23,,,,,"FOUL  by BUNNER,CHEYENNE",,,"FOUL  by BUNNER,CHEYENNE",3,foul,,Centre,cheyenne bunner,,323
