,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,BU-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
207,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,207,--,,,,,"REBOUND DEF by ROWE,KAYCEE",,,"REBOUND DEF by ROWE,KAYCEE",2,defensive rebound,,bluffton university,kaycee rowe,,
208,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,208,03:37,"FOUL  by FEE,MIKAYLA",,,,,,,"FOUL  by FEE,MIKAYLA",2,foul,,Centre,mikayla fee,,217
209,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,209,03:19,,,,,"MISS 3PTR by SALYER,ASHLEY",,,"MISS 3PTR by SALYER,ASHLEY",2,three pointer,missed,bluffton university,ashley salyer,,199
210,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,210,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
211,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,211,03:11,,,,,"FOUL  by MILLS,TJ",,,"FOUL  by MILLS,TJ",2,foul,,bluffton university,tj mills,,191
212,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,212,03:01,"MISS LAYUP by ANDREASSEN,CAROLINE",,,,,,,"MISS LAYUP by ANDREASSEN,CAROLINE",2,layup,missed,Centre,caroline andreassen,,181
213,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,213,--,,,,,"REBOUND DEF by ROWE,KAYCEE",,,"REBOUND DEF by ROWE,KAYCEE",2,defensive rebound,,bluffton university,kaycee rowe,,
214,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,214,02:50,,,,,"MISS JUMPER by O'DONNELL,ABIGAIL",,,"MISS JUMPER by O'DONNELL,ABIGAIL",2,jumper,missed,bluffton university,abigail o'donnell,,170
215,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,215,--,"REBOUND DEF by FEE,MIKAYLA",,,,,,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
216,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,216,02:39,"MISS 3PTR by FEE,MIKAYLA",,,,,,,"MISS 3PTR by FEE,MIKAYLA",2,three pointer,missed,Centre,mikayla fee,,159
217,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,217,--,,,,,"REBOUND DEF by ROWE,KAYCEE",,,"REBOUND DEF by ROWE,KAYCEE",2,defensive rebound,,bluffton university,kaycee rowe,,
218,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,218,02:28,,,,,"MISS 3PTR by ROWE,KAYCEE",,,"MISS 3PTR by ROWE,KAYCEE",2,three pointer,missed,bluffton university,kaycee rowe,,148
219,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,219,--,"REBOUND DEF by FEE,MIKAYLA",,,,,,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
220,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,220,01:57,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2,turnover,,Centre,,,117
221,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,221,01:57,"SUB IN by ADEROBA,OYIN",,,,,,,"SUB IN by ADEROBA,OYIN",2,subbing in,,Centre,oyin aderoba,,117
222,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,222,01:57,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,117
223,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,223,01:57,,,,,"SUB IN by BOGGAN,JESSICA",,,"SUB IN by BOGGAN,JESSICA",2,subbing in,,bluffton university,jessica boggan,,117
224,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,224,01:57,,,,,"SUB OUT by BEINING,RACHEL",,,"SUB OUT by BEINING,RACHEL",2,subbing out,,bluffton university,rachel beining,,117
225,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,225,01:44,,13,,26 (+13),"GOOD JUMPER by O'DONNELL,ABIGAIL",BU-W 13-26 (-13),,"GOOD JUMPER by O'DONNELL,ABIGAIL",2,jumper,good,bluffton university,abigail o'donnell,2,104
226,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,226,--,,,,,"ASSIST  by MILLS,TJ",,,"ASSIST  by MILLS,TJ",2,assist,,bluffton university,tj mills,,
227,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,227,01:09,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2,turnover,,Centre,,,69
228,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,228,01:09,,,,,"SUB IN by SHEERER,MACEY",,,"SUB IN by SHEERER,MACEY",2,subbing in,,bluffton university,macey sheerer,,69
229,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,229,01:09,,,,,"SUB OUT by SALYER,ASHLEY",,,"SUB OUT by SALYER,ASHLEY",2,subbing out,,bluffton university,ashley salyer,,69
230,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,230,00:53,,,,,"MISS JUMPER by MILLS,TJ",,,"MISS JUMPER by MILLS,TJ",2,jumper,missed,bluffton university,tj mills,,53
231,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,231,--,"REBOUND DEF by FEE,MIKAYLA",,,,,,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
232,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,232,00:42,"TURNOVER  by BUNNER,CHEYENNE",,,,,,,"TURNOVER  by BUNNER,CHEYENNE",2,turnover,,Centre,cheyenne bunner,,42
233,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,233,00:17,,,,,"TURNOVER  by ROWE,KAYCEE",,,"TURNOVER  by ROWE,KAYCEE",2,turnover,,bluffton university,kaycee rowe,,17
234,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,234,00:15,"STEAL  by ADEROBA,OYIN",,,,,,,"STEAL  by ADEROBA,OYIN",2,steal,,Centre,,,15
235,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,235,00:05,"TURNOVER  by FEE,MIKAYLA",,,,,,,"TURNOVER  by FEE,MIKAYLA",2,turnover,,Centre,mikayla fee,,5
236,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,236,00:01,,,,,"TURNOVER  by MILLS,TJ",,,"TURNOVER  by MILLS,TJ",2,turnover,,bluffton university,tj mills,,1
237,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,237,Start Period 3,,,,,,,,,3,,,,,,
238,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,238,09:43,"MISS JUMPER by ANDREASSEN,CAROLINE",,,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",3,jumper,missed,Centre,caroline andreassen,,583
239,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,239,--,,,,,"REBOUND DEF by SHEERER,MACEY",,,"REBOUND DEF by SHEERER,MACEY",3,defensive rebound,,bluffton university,macey sheerer,,
240,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,240,09:25,,,,,"MISS JUMPER by O'DONNELL,ABIGAIL",,,"MISS JUMPER by O'DONNELL,ABIGAIL",3,jumper,missed,bluffton university,abigail o'donnell,,565
241,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,241,--,"REBOUND DEF by SCHAD,OLIVIA",,,,,,,"REBOUND DEF by SCHAD,OLIVIA",3,defensive rebound,,Centre,olivia schad,,
242,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,242,09:09,"MISS JUMPER by ANDREASSEN,CAROLINE",,,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",3,jumper,missed,Centre,caroline andreassen,,549
243,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,243,--,,,,,"REBOUND DEF by BEINING,RACHEL",,,"REBOUND DEF by BEINING,RACHEL",3,defensive rebound,,bluffton university,rachel beining,,
244,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,244,08:47,,13,,28 (+15),"GOOD LAYUP by BEINING,RACHEL(in the paint)",BU-W 13-28 (-15),,"GOOD LAYUP by BEINING,RACHEL(in the paint)",3,layup,good,bluffton university,rachel beining,2,527
245,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,245,--,,,,,"ASSIST  by SHEERER,MACEY",,,"ASSIST  by SHEERER,MACEY",3,assist,,bluffton university,macey sheerer,,
246,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,246,08:29,"TURNOVER  by ANDREASSEN,CAROLINE",,,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",3,turnover,,Centre,caroline andreassen,,509
247,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,247,08:28,,,,,"STEAL  by ROWE,KAYCEE",,,"STEAL  by ROWE,KAYCEE",3,steal,,bluffton university,,,508
248,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,248,08:18,,13,,30 (+17),"GOOD LAYUP by O'DONNELL,ABIGAIL(in the paint)",BU-W 13-30 (-17),,"GOOD LAYUP by O'DONNELL,ABIGAIL(in the paint)",3,layup,good,bluffton university,abigail o'donnell,2,498
249,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,249,--,,,,,"ASSIST  by BEINING,RACHEL",,,"ASSIST  by BEINING,RACHEL",3,assist,,bluffton university,rachel beining,,
250,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,250,08:00,"MISS JUMPER by STEWART,ABIGAIL",,,,,,,"MISS JUMPER by STEWART,ABIGAIL",3,jumper,missed,Centre,abigail stewart,,480
251,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,251,--,,,,,"REBOUND DEF by ROWE,KAYCEE",,,"REBOUND DEF by ROWE,KAYCEE",3,defensive rebound,,bluffton university,kaycee rowe,,
252,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,252,07:49,,,,,"MISS LAYUP by BEINING,RACHEL",,,"MISS LAYUP by BEINING,RACHEL",3,layup,missed,bluffton university,rachel beining,,469
253,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,253,07:49,"BLOCK  by VANCE,DAY",,,,,,,"BLOCK  by VANCE,DAY",3,block,,Centre,day vance,,469
254,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,254,--,"REBOUND DEF by SCHAD,OLIVIA",,,,,,,"REBOUND DEF by SCHAD,OLIVIA",3,defensive rebound,,Centre,olivia schad,,
255,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,255,07:37,"MISS JUMPER by VANCE,DAY",,,,,,,"MISS JUMPER by VANCE,DAY",3,jumper,missed,Centre,day vance,,457
256,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,256,--,,,,,"REBOUND DEF by O'DONNELL,ABIGAIL",,,"REBOUND DEF by O'DONNELL,ABIGAIL",3,defensive rebound,,bluffton university,abigail o'donnell,,
257,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,257,07:28,,,,,"MISS JUMPER by MILLS,TJ",,,"MISS JUMPER by MILLS,TJ",3,jumper,missed,bluffton university,tj mills,,448
258,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,258,--,"REBOUND DEF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",3,defensive rebound,,Centre,caroline andreassen,,
259,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,259,07:08,"GOOD 3PTR by ANDREASSEN,CAROLINE",16,,30 (+14),,CENTRE-W 16-30 (-14),,"GOOD 3PTR by ANDREASSEN,CAROLINE",3,three pointer,good,Centre,caroline andreassen,3,428
260,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,260,--,"ASSIST  by SCHAD,OLIVIA",,,,,,,"ASSIST  by SCHAD,OLIVIA",3,assist,,Centre,olivia schad,,
261,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,261,06:43,"SUB IN by ADEROBA,OYIN",,,,,,,"SUB IN by ADEROBA,OYIN",3,subbing in,,Centre,oyin aderoba,,403
262,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,262,06:43,"SUB IN by MOORE,LAUREN",,,,,,,"SUB IN by MOORE,LAUREN",3,subbing in,,Centre,lauren moore,,403
263,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,263,06:43,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",3,subbing in,,Centre,paige kellam,,403
264,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,264,06:43,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",3,subbing out,,Centre,lakken miller,,403
265,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,265,06:43,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",3,subbing out,,Centre,caroline andreassen,,403
266,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,266,06:43,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",3,subbing out,,Centre,abigail stewart,,403
267,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,267,06:39,,,,,"TURNOVER  by ROWE,KAYCEE",,,"TURNOVER  by ROWE,KAYCEE",3,turnover,,bluffton university,kaycee rowe,,399
268,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,268,06:26,"FOUL  by ADEROBA,OYIN",,,,,,,"FOUL  by ADEROBA,OYIN",3,foul,,Centre,oyin aderoba,,386
269,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,269,06:26,"TURNOVER  by ADEROBA,OYIN",,,,,,,"TURNOVER  by ADEROBA,OYIN",3,turnover,,Centre,oyin aderoba,,386
270,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,270,06:00,"FOUL  by SCHAD,OLIVIA",,,,,,,"FOUL  by SCHAD,OLIVIA",3,foul,,Centre,olivia schad,,360
271,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,271,06:00,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",3,subbing in,,Centre,caroline andreassen,,360
272,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,272,06:00,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",3,subbing out,,Centre,olivia schad,,360
273,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,273,05:56,,16,,32 (+16),"GOOD JUMPER by O'DONNELL,ABIGAIL",BU-W 16-32 (-16),,"GOOD JUMPER by O'DONNELL,ABIGAIL",3,jumper,good,bluffton university,abigail o'donnell,2,356
274,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,274,--,,,,,"ASSIST  by ROWE,KAYCEE",,,"ASSIST  by ROWE,KAYCEE",3,assist,,bluffton university,kaycee rowe,,
275,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,275,05:32,"MISS JUMPER by ADEROBA,OYIN",,,,,,,"MISS JUMPER by ADEROBA,OYIN",3,jumper,missed,Centre,oyin aderoba,,332
276,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,276,--,,,,,"REBOUND DEF by O'DONNELL,ABIGAIL",,,"REBOUND DEF by O'DONNELL,ABIGAIL",3,defensive rebound,,bluffton university,abigail o'donnell,,
277,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,277,05:20,,,,,"MISS LAYUP by MILLS,TJ",,,"MISS LAYUP by MILLS,TJ",3,layup,missed,bluffton university,tj mills,,320
