,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HOPE,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
131,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,131,01:04,"TURNOVER  by TRAVERSA,MANDY",,,,,,,"TURNOVER  by TRAVERSA,MANDY",1,turnover,,hope college,mandy traversa,,64
132,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,132,00:47,,,,,"MISS LAYUP by VANCE,DAY",,,"MISS LAYUP by VANCE,DAY",1,layup,missed,Centre,day vance,,47
133,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,133,--,,,,,"REBOUND OFF by VANCE,DAY",,,"REBOUND OFF by VANCE,DAY",1,offensive rebound,,Centre,day vance,,
134,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,134,00:36,,,,,"MISS JUMPER by SCHAD,OLIVIA",,,"MISS JUMPER by SCHAD,OLIVIA",1,jumper,missed,Centre,olivia schad,,36
135,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,135,--,"REBOUND DEF by BUCHANAN,FRANCESCA",,,,,,,"REBOUND DEF by BUCHANAN,FRANCESCA",1,defensive rebound,,hope college,francesca buchanan,,
136,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,136,00:27,"MISS 3PTR by TRAVERSA,MANDY",,,,,,,"MISS 3PTR by TRAVERSA,MANDY",1,three pointer,missed,hope college,mandy traversa,,27
137,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,137,--,,,,,"REBOUND DEF by VANCE,DAY",,,"REBOUND DEF by VANCE,DAY",1,defensive rebound,,Centre,day vance,,
138,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,138,00:05,"FOUL  by BUCHANAN,FRANCESCA",,,,,,,"FOUL  by BUCHANAN,FRANCESCA",1,foul,,hope college,francesca buchanan,,5
139,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,139,00:05,"SUB IN by SCHWARK,JACQUELYN",,,,,,,"SUB IN by SCHWARK,JACQUELYN",1,subbing in,,hope college,jacquelyn schwark,,5
140,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,140,00:05,"SUB OUT by BUCHANAN,FRANCESCA",,,,,,,"SUB OUT by BUCHANAN,FRANCESCA",1,subbing out,,hope college,francesca buchanan,,5
141,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,141,Start Period 2,,,,,,,,,2,,,,,,
142,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,142,10:00,,,,,"SUB IN by ADEROBA,OYIN",,,"SUB IN by ADEROBA,OYIN",2,subbing in,,Centre,oyin aderoba,,600
143,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,143,10:00,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,600
144,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,144,10:00,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,600
145,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,145,10:00,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,600
146,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,146,09:53,,,,,"MISS 3PTR by SCHAD,OLIVIA",,,"MISS 3PTR by SCHAD,OLIVIA",2,three pointer,missed,Centre,olivia schad,,593
147,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,147,--,,,,,"REBOUND OFF by VANCE,DAY",,,"REBOUND OFF by VANCE,DAY",2,offensive rebound,,Centre,day vance,,
148,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,148,09:48,,19 (+12),,7,"GOOD TIPIN by VANCE,DAY(in the paint)",CENTRE-W 19-7 (-12),,"GOOD TIPIN by VANCE,DAY(in the paint)",2,,,,,,588
149,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,149,09:25,,,,,"FOUL  by STEWART,ABIGAIL",,,"FOUL  by STEWART,ABIGAIL",2,foul,,Centre,abigail stewart,,565
150,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,150,09:25,"MISS FT by TRAVERSA,MANDY",,,,,,,"MISS FT by TRAVERSA,MANDY",2,free throw,missed,hope college,mandy traversa,,565
151,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,151,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
152,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,152,09:25,"GOOD FT by TRAVERSA,MANDY",20 (+13),,7,,HOPE 20-7 (-13),,"GOOD FT by TRAVERSA,MANDY",2,free throw,good,hope college,mandy traversa,1,565
153,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,153,09:03,,,,,"MISS JUMPER by STEWART,ABIGAIL",,,"MISS JUMPER by STEWART,ABIGAIL",2,jumper,missed,Centre,abigail stewart,,543
154,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,154,--,"REBOUND DEF by SMITH,TYRA",,,,,,,"REBOUND DEF by SMITH,TYRA",2,defensive rebound,,hope college,tyra smith,,
155,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,155,08:59,,,,,"FOUL  by VANCE,DAY",,,"FOUL  by VANCE,DAY",2,foul,,Centre,day vance,,539
156,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,156,08:59,"SUB IN by SCHWARK,JACQUELYN",,,,,,,"SUB IN by SCHWARK,JACQUELYN",2,subbing in,,hope college,jacquelyn schwark,,539
157,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,157,08:59,"SUB OUT by BUCHANAN,FRANCESCA",,,,,,,"SUB OUT by BUCHANAN,FRANCESCA",2,subbing out,,hope college,francesca buchanan,,539
158,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,158,08:48,"GOOD 3PTR by GEERS,MADISON",23 (+16),,7,,HOPE 23-7 (-16),,"GOOD 3PTR by GEERS,MADISON",2,three pointer,good,hope college,madison geers,3,528
159,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,159,--,"ASSIST  by MADISON,PARIS",,,,,,,"ASSIST  by MADISON,PARIS",2,assist,,hope college,paris madison,,
160,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,160,08:25,,,,,"MISS 3PTR by ADEROBA,OYIN",,,"MISS 3PTR by ADEROBA,OYIN",2,three pointer,missed,Centre,oyin aderoba,,505
161,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,161,--,"REBOUND DEF by MADISON,PARIS",,,,,,,"REBOUND DEF by MADISON,PARIS",2,defensive rebound,,hope college,paris madison,,
162,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,162,08:14,"MISS 3PTR by TRAVERSA,MANDY",,,,,,,"MISS 3PTR by TRAVERSA,MANDY",2,three pointer,missed,hope college,mandy traversa,,494
163,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,163,--,,,,,"REBOUND DEF by SCHAD,OLIVIA",,,"REBOUND DEF by SCHAD,OLIVIA",2,defensive rebound,,Centre,olivia schad,,
164,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,164,08:04,,23 (+14),,9,"GOOD JUMPER by KELLAM,PAIGE(in the paint)",CENTRE-W 23-9 (-14),,"GOOD JUMPER by KELLAM,PAIGE(in the paint)",2,jumper,good,Centre,paige kellam,2,484
165,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,165,--,,,,,"ASSIST  by SCHAD,OLIVIA",,,"ASSIST  by SCHAD,OLIVIA",2,assist,,Centre,olivia schad,,
166,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,166,07:44,,,,,"FOUL  by STEWART,ABIGAIL",,,"FOUL  by STEWART,ABIGAIL",2,foul,,Centre,abigail stewart,,464
167,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,167,07:44,"GOOD FT by SCHWARK,JACQUELYN",24 (+15),,9,,HOPE 24-9 (-15),,"GOOD FT by SCHWARK,JACQUELYN",2,free throw,good,hope college,jacquelyn schwark,1,464
168,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,168,07:44,"GOOD FT by SCHWARK,JACQUELYN",25 (+16),,9,,HOPE 25-9 (-16),,"GOOD FT by SCHWARK,JACQUELYN",2,free throw,good,hope college,jacquelyn schwark,1,464
169,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,169,07:44,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,464
170,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,170,07:44,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,464
171,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,171,07:44,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,464
172,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,172,07:44,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,464
173,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,173,07:44,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,464
174,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,174,07:44,,,,,"SUB OUT by ADEROBA,OYIN",,,"SUB OUT by ADEROBA,OYIN",2,subbing out,,Centre,oyin aderoba,,464
175,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,175,07:44,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,464
176,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,176,07:44,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,464
177,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,177,07:21,,,,,"TURNOVER  by SCHAD,OLIVIA",,,"TURNOVER  by SCHAD,OLIVIA",2,turnover,,Centre,olivia schad,,441
178,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,178,07:21,"SUB IN by BUCHANAN,FRANCESCA",,,,,,,"SUB IN by BUCHANAN,FRANCESCA",2,subbing in,,hope college,francesca buchanan,,441
179,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,179,07:21,"SUB IN by SWIFT,VICTORIA",,,,,,,"SUB IN by SWIFT,VICTORIA",2,subbing in,,hope college,victoria swift,,441
180,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,180,07:21,"SUB IN by HEDRICK,ALLISON",,,,,,,"SUB IN by HEDRICK,ALLISON",2,subbing in,,hope college,allison hedrick,,441
181,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,181,07:21,"SUB OUT by TRAVERSA,MANDY",,,,,,,"SUB OUT by TRAVERSA,MANDY",2,subbing out,,hope college,mandy traversa,,441
182,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,182,07:21,"SUB OUT by SMITH,TYRA",,,,,,,"SUB OUT by SMITH,TYRA",2,subbing out,,hope college,tyra smith,,441
183,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,183,07:21,"SUB OUT by GEERS,MADISON",,,,,,,"SUB OUT by GEERS,MADISON",2,subbing out,,hope college,madison geers,,441
184,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,184,07:07,"TURNOVER  by MADISON,PARIS",,,,,,,"TURNOVER  by MADISON,PARIS",2,turnover,,hope college,paris madison,,427
185,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,185,07:05,,,,,"STEAL  by MILLER,LAKKEN",,,"STEAL  by MILLER,LAKKEN",2,steal,,Centre,,,425
186,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,186,06:42,,,,,"TURNOVER  by MILLER,LAKKEN",,,"TURNOVER  by MILLER,LAKKEN",2,turnover,,Centre,lakken miller,,402
187,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,187,06:42,"STEAL  by BUCHANAN,FRANCESCA",,,,,,,"STEAL  by BUCHANAN,FRANCESCA",2,steal,,hope college,,,402
188,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,188,06:25,,,,,"FOUL  by FEE,MIKAYLA",,,"FOUL  by FEE,MIKAYLA",2,foul,,Centre,mikayla fee,,385
189,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,189,06:22,"GOOD LAYUP by HEDRICK,ALLISON(in the paint)",27 (+18),,9,,HOPE 27-9 (-18),,"GOOD LAYUP by HEDRICK,ALLISON(in the paint)",2,layup,good,hope college,allison hedrick,2,382
190,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,190,--,"ASSIST  by MADISON,PARIS",,,,,,,"ASSIST  by MADISON,PARIS",2,assist,,hope college,paris madison,,
191,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,191,05:59,,,,,"MISS 3PTR by MILLER,LAKKEN",,,"MISS 3PTR by MILLER,LAKKEN",2,three pointer,missed,Centre,lakken miller,,359
192,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,192,--,"REBOUND DEF by MADISON,PARIS",,,,,,,"REBOUND DEF by MADISON,PARIS",2,defensive rebound,,hope college,paris madison,,
193,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,193,05:52,,,,,"FOUL  by SCHAD,OLIVIA",,,"FOUL  by SCHAD,OLIVIA",2,foul,,Centre,olivia schad,,352
194,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,194,05:52,"GOOD FT by MADISON,PARIS",28 (+19),,9,,HOPE 28-9 (-19),,"GOOD FT by MADISON,PARIS",2,free throw,good,hope college,paris madison,1,352
195,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,195,05:52,"GOOD FT by MADISON,PARIS",29 (+20),,9,,HOPE 29-9 (-20),,"GOOD FT by MADISON,PARIS",2,free throw,good,hope college,paris madison,1,352
196,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,196,05:52,"SUB IN by TOLBERT,ARIKA",,,,,,,"SUB IN by TOLBERT,ARIKA",2,subbing in,,hope college,arika tolbert,,352
197,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,197,05:52,"SUB OUT by MADISON,PARIS",,,,,,,"SUB OUT by MADISON,PARIS",2,subbing out,,hope college,paris madison,,352
198,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,198,05:27,"FOUL  by BUCHANAN,FRANCESCA",,,,,,,"FOUL  by BUCHANAN,FRANCESCA",2,foul,,hope college,francesca buchanan,,327
199,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,199,05:27,"SUB IN by RANDALL,HEATHER",,,,,,,"SUB IN by RANDALL,HEATHER",2,subbing in,,hope college,heather randall,,327
200,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,200,05:27,"SUB OUT by BUCHANAN,FRANCESCA",,,,,,,"SUB OUT by BUCHANAN,FRANCESCA",2,subbing out,,hope college,francesca buchanan,,327
201,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,201,05:12,,,,,"TURNOVER  by SCHAD,OLIVIA",,,"TURNOVER  by SCHAD,OLIVIA",2,turnover,,Centre,olivia schad,,312
202,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,202,05:12,"STEAL  by SWIFT,VICTORIA",,,,,,,"STEAL  by SWIFT,VICTORIA",2,steal,,hope college,,,312
203,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,203,05:12,,,,,"FOUL  by SCHAD,OLIVIA",,,"FOUL  by SCHAD,OLIVIA",2,foul,,Centre,olivia schad,,312
