,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
11,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,11,18:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,1121
12,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,12,18:28,,,,,"MISS JUMPER by CHAUVIN,JAMIE",,,"MISS JUMPER by CHAUVIN,JAMIE",1,jumper,missed,sewanee,jamie chauvin,,1108
13,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,13,--,"REBOUND DEF by STOUGH,MARY GORDON",,,,,,,"REBOUND DEF by STOUGH,MARY GORDON",1,defensive rebound,,Centre,mary gordon stough,,
14,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,14,18:23,,,,,"FOUL  by SEWELL,KAYLA",,,"FOUL  by SEWELL,KAYLA",1,foul,,sewanee,kayla sewell,,1103
15,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,15,18:22,"MISS LAYUP by BAECHLE,PAIGE",,,,,,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,1102
16,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,16,18:22,,,,,"BLOCK  by SEWELL,KAYLA",,,"BLOCK  by SEWELL,KAYLA",1,block,,sewanee,kayla sewell,,1102
17,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,17,--,,,,,"REBOUND DEF by SEWELL,KAYLA",,,"REBOUND DEF by SEWELL,KAYLA",1,defensive rebound,,sewanee,kayla sewell,,
18,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,18,17:58,,2,,3 (+1),"GOOD 3PTR by LOWE,PAIGE",SEWANEE 2-3 (-1),,"GOOD 3PTR by LOWE,PAIGE",1,three pointer,good,sewanee,paige lowe,3,1078
19,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,19,17:26,"MISS 3PTR by RHULE,BONNIE",,,,,,,"MISS 3PTR by RHULE,BONNIE",1,three pointer,missed,Centre,bonnie rhule,,1046
20,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,20,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
21,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,21,17:21,,,,,"FOUL  by MCDONOUGH,HALEY",,,"FOUL  by MCDONOUGH,HALEY",1,foul,,sewanee,haley mcdonough,,1041
22,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,22,17:21,"GOOD FT by BAECHLE,PAIGE",3,,3,,CENTRE 3-3 (0),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,1041
23,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,23,17:21,"GOOD FT by BAECHLE,PAIGE",4 (+1),,3,,CENTRE 4-3 (+1),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,1041
24,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,24,17:21,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,1041
25,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,25,17:21,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,1041
26,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,26,17:06,"FOUL  by GUY,ALANNA",,,,,,,"FOUL  by GUY,ALANNA",1,foul,,Centre,alanna guy,,1026
27,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,27,16:41,,4,,6 (+2),"GOOD 3PTR by LOWE,PAIGE",SEWANEE 4-6 (-2),,"GOOD 3PTR by LOWE,PAIGE",1,three pointer,good,sewanee,paige lowe,3,1001
28,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,28,--,,,,,"ASSIST  by CHAUVIN,JAMIE",,,"ASSIST  by CHAUVIN,JAMIE",1,assist,,sewanee,jamie chauvin,,
29,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,29,16:18,,,,,"FOUL  by CHAUVIN,JAMIE",,,"FOUL  by CHAUVIN,JAMIE",1,foul,,sewanee,jamie chauvin,,978
30,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,30,16:18,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,978
31,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,31,16:18,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,978
32,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,32,16:18,,,,,"SUB IN by HASSETT,CASEY",,,"SUB IN by HASSETT,CASEY",1,subbing in,,sewanee,casey hassett,,978
33,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,33,16:18,,,,,"SUB OUT by MCDONOUGH,HALEY",,,"SUB OUT by MCDONOUGH,HALEY",1,subbing out,,sewanee,haley mcdonough,,978
34,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,34,16:14,"GOOD JUMPER by GUY,ALEXIS",6,,6,,CENTRE 6-6 (0),,"GOOD JUMPER by GUY,ALEXIS",1,jumper,good,Centre,alexis guy,2,974
35,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,35,15:51,,,,,"TURNOVER  by HASSETT,CASEY",,,"TURNOVER  by HASSETT,CASEY",1,turnover,,sewanee,casey hassett,,951
36,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,36,15:51,,,,,"SUB IN by LYERLY,HALEY",,,"SUB IN by LYERLY,HALEY",1,subbing in,,sewanee,haley lyerly,,951
37,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,37,15:51,,,,,"SUB OUT by CHAUVIN,JAMIE",,,"SUB OUT by CHAUVIN,JAMIE",1,subbing out,,sewanee,jamie chauvin,,951
38,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,38,15:29,"TURNOVER  by STOUGH,MARY GORDON",,,,,,,"TURNOVER  by STOUGH,MARY GORDON",1,turnover,,Centre,mary gordon stough,,929
39,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,39,15:29,,,,,"STEAL  by HASSETT,CASEY",,,"STEAL  by HASSETT,CASEY",1,steal,,sewanee,,,929
40,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,40,15:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,919
41,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,41,15:11,"SUB IN by COLLIVER,OLIVIA",,,,,,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,911
42,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,42,15:11,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,911
43,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,43,15:05,,6,,8 (+2),"GOOD JUMPER by LOWE,PAIGE",SEWANEE 6-8 (-2),,"GOOD JUMPER by LOWE,PAIGE",1,jumper,good,sewanee,paige lowe,2,905
44,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,44,14:36,,,,,"FOUL  by SEWELL,KAYLA",,,"FOUL  by SEWELL,KAYLA",1,foul,,sewanee,kayla sewell,,876
45,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,45,14:36,"MISS FT by GUY,ALEXIS",,,,,,,"MISS FT by GUY,ALEXIS",1,free throw,missed,Centre,alexis guy,,876
46,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,46,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
47,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,47,14:36,"GOOD FT by GUY,ALEXIS",7,,8 (+1),,CENTRE 7-8 (-1),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,876
48,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,48,14:36,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,876
49,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,49,14:36,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,876
50,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,50,14:36,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,876
51,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,51,14:36,"SUB OUT by STOUGH,MARY GORDON",,,,,,,"SUB OUT by STOUGH,MARY GORDON",1,subbing out,,Centre,mary gordon stough,,876
52,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,52,14:36,,,,,"SUB IN by MCDONOUGH,HALEY",,,"SUB IN by MCDONOUGH,HALEY",1,subbing in,,sewanee,haley mcdonough,,876
53,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,53,14:36,,,,,"SUB OUT by SEWELL,KAYLA",,,"SUB OUT by SEWELL,KAYLA",1,subbing out,,sewanee,kayla sewell,,876
54,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,54,14:20,,,,,"TURNOVER  by HASSETT,CASEY",,,"TURNOVER  by HASSETT,CASEY",1,turnover,,sewanee,casey hassett,,860
55,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,55,14:07,"MISS JUMPER by COLLIVER,OLIVIA",,,,,,,"MISS JUMPER by COLLIVER,OLIVIA",1,jumper,missed,Centre,olivia colliver,,847
56,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,56,--,,,,,"REBOUND DEF by HASSETT,CASEY",,,"REBOUND DEF by HASSETT,CASEY",1,defensive rebound,,sewanee,casey hassett,,
57,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,57,13:39,,7,,10 (+3),"GOOD JUMPER by LOWE,PAIGE",SEWANEE 7-10 (-3),,"GOOD JUMPER by LOWE,PAIGE",1,jumper,good,sewanee,paige lowe,2,819
58,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,58,13:15,"MISS JUMPER by GUY,ALEXIS",,,,,,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,795
59,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,59,--,,,,,"REBOUND DEF by LYERLY,HALEY",,,"REBOUND DEF by LYERLY,HALEY",1,defensive rebound,,sewanee,haley lyerly,,
60,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,60,12:59,,,,,"MISS 3PTR by LOWE,PAIGE",,,"MISS 3PTR by LOWE,PAIGE",1,three pointer,missed,sewanee,paige lowe,,779
61,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,61,--,"REBOUND DEF by GUY,ALEXIS",,,,,,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
62,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,62,12:52,"MISS LAYUP by RHULE,BONNIE",,,,,,,"MISS LAYUP by RHULE,BONNIE",1,layup,missed,Centre,bonnie rhule,,772
63,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,63,--,,,,,"REBOUND DEF by LYERLY,HALEY",,,"REBOUND DEF by LYERLY,HALEY",1,defensive rebound,,sewanee,haley lyerly,,
64,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,64,12:45,,,,,"MISS JUMPER by LYERLY,HALEY",,,"MISS JUMPER by LYERLY,HALEY",1,jumper,missed,sewanee,haley lyerly,,765
65,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,65,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
66,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,66,12:41,,7,,12 (+5),"GOOD LAYUP by CHAUVIN,JAMIE(in the paint)",SEWANEE 7-12 (-5),,"GOOD LAYUP by CHAUVIN,JAMIE(in the paint)",1,layup,good,sewanee,jamie chauvin,2,761
67,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,67,12:41,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,761
68,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,68,12:41,"SUB IN by GUY,ALANNA",,,,,,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,761
69,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,69,12:41,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,761
70,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,70,12:41,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,761
71,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,71,12:41,,,,,"SUB IN by SEWELL,KAYLA",,,"SUB IN by SEWELL,KAYLA",1,subbing in,,sewanee,kayla sewell,,761
72,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,72,12:41,,,,,"SUB IN by CHAUVIN,JAMIE",,,"SUB IN by CHAUVIN,JAMIE",1,subbing in,,sewanee,jamie chauvin,,761
73,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,73,12:41,,,,,"SUB IN by JONES,MCKENZIE",,,"SUB IN by JONES,MCKENZIE",1,subbing in,,sewanee,mckenzie jones,,761
74,15,sewanee,Centre,Sewanee,63-52,63,52,"29, 34, 63","31, 21, 52",29,34,63,31,21,52,"10-5,4-0","7-8,0-4",01/18/14,Win,323,No Location Recorded,1:00 PM,A,74,12:41,,,,,"SUB OUT by HASSETT,CASEY",,,"SUB OUT by HASSETT,CASEY",1,subbing out,,sewanee,casey hassett,,761
