,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CNTRW,Away Team Score,Play Team Indicator,Home Team Score,OUW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
204,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,204,19:33,,28 (+2),,26,"GOOD FT by BUCK,EMILY",OUW 28-26 (+2),,"GOOD FT by BUCK,EMILY",2,free throw,good,oglethorpe,emily buck,1,1173
205,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,205,19:19,,28,,28,"GOOD LAYUP by HUGHES,CIARA(in the paint)",OUW 28-28 (0),,"GOOD LAYUP by HUGHES,CIARA(in the paint)",2,layup,good,oglethorpe,ciara hughes,2,1159
206,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,206,--,,,,,"ASSIST  by BUCK,EMILY",,,"ASSIST  by BUCK,EMILY",2,assist,,oglethorpe,emily buck,,
207,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,207,19:18,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",30 (+2),,28,,CNTRW 30-28 (+2),,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",2,layup,good,Centre,maggie hartlage,2,1158
208,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,208,18:56,,,,,"MISS JUMPER by BENTLEY,ALANA",,,"MISS JUMPER by BENTLEY,ALANA",2,jumper,missed,oglethorpe,alana bentley,,1136
209,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,209,--,"REBOUND DEF by RHULE,BONNIE",,,,,,,"REBOUND DEF by RHULE,BONNIE",2,defensive rebound,,Centre,bonnie rhule,,
210,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,210,18:45,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,1125
211,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,211,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",2,offensive rebound,,Centre,paige baechle,,
212,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,212,18:41,,,,,"FOUL  by BENTLEY,ALANA",,,"FOUL  by BENTLEY,ALANA",2,foul,,oglethorpe,alana bentley,,1121
213,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,213,18:41,"GOOD FT by BAECHLE,PAIGE",31 (+3),,28,,CNTRW 31-28 (+3),,"GOOD FT by BAECHLE,PAIGE",2,free throw,good,Centre,paige baechle,1,1121
214,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,214,18:41,"MISS FT by BAECHLE,PAIGE",,,,,,,"MISS FT by BAECHLE,PAIGE",2,free throw,missed,Centre,paige baechle,,1121
215,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,215,--,,,,,"REBOUND DEF by BLECKLEY,ALI",,,"REBOUND DEF by BLECKLEY,ALI",2,defensive rebound,,oglethorpe,ali bleckley,,
216,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,216,18:28,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,1108
217,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,217,18:16,,,,,"MISS 3PTR by FORTSON,MCKENZIE",,,"MISS 3PTR by FORTSON,MCKENZIE",2,three pointer,missed,oglethorpe,mckenzie fortson,,1096
218,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,218,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
219,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,219,18:06,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,1086
220,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,220,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",2,offensive rebound,,Centre,paige baechle,,
221,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,221,17:58,"MISS LAYUP by STOUGH,MARY GORDON",,,,,,,"MISS LAYUP by STOUGH,MARY GORDON",2,layup,missed,Centre,mary gordon stough,,1078
222,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,222,--,,,,,"REBOUND DEF by BENTLEY,ALANA",,,"REBOUND DEF by BENTLEY,ALANA",2,defensive rebound,,oglethorpe,alana bentley,,
223,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,223,17:37,"FOUL  by STOUGH,MARY GORDON",,,,,,,"FOUL  by STOUGH,MARY GORDON",2,foul,,Centre,mary gordon stough,,1057
224,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,224,17:37,,31 (+2),,29,"GOOD FT by BUCK,EMILY",OUW 31-29 (+2),,"GOOD FT by BUCK,EMILY",2,free throw,good,oglethorpe,emily buck,1,1057
225,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,225,17:37,,31 (+1),,30,"GOOD FT by BUCK,EMILY",OUW 31-30 (+1),,"GOOD FT by BUCK,EMILY",2,free throw,good,oglethorpe,emily buck,1,1057
226,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,226,17:37,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,1057
227,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,227,17:37,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",2,subbing in,,Centre,alexis guy,,1057
228,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,228,17:37,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,1057
229,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,229,17:37,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,1057
230,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,230,17:37,,,,,"SUB IN by HUGHES,CIARA",,,"SUB IN by HUGHES,CIARA",2,subbing in,,oglethorpe,ciara hughes,,1057
231,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,231,17:37,,,,,"SUB IN by CULPEPPER,KENDELLE",,,"SUB IN by CULPEPPER,KENDELLE",2,subbing in,,oglethorpe,kendelle culpepper,,1057
232,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,232,17:37,,,,,"SUB OUT by FORTSON,MCKENZIE",,,"SUB OUT by FORTSON,MCKENZIE",2,subbing out,,oglethorpe,mckenzie fortson,,1057
233,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,233,17:37,,,,,"SUB OUT by BENTLEY,ALANA",,,"SUB OUT by BENTLEY,ALANA",2,subbing out,,oglethorpe,alana bentley,,1057
234,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,234,17:25,,,,,"FOUL  by HUGHES,CIARA",,,"FOUL  by HUGHES,CIARA",2,foul,,oglethorpe,ciara hughes,,1045
235,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,235,17:25,"SUB IN by COLLIVER,OLIVIA",,,,,,,"SUB IN by COLLIVER,OLIVIA",2,subbing in,,Centre,olivia colliver,,1045
236,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,236,17:25,"SUB OUT by STOUGH,MARY GORDON",,,,,,,"SUB OUT by STOUGH,MARY GORDON",2,subbing out,,Centre,mary gordon stough,,1045
237,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,237,17:25,,,,,"SUB IN by FORTSON,MCKENZIE",,,"SUB IN by FORTSON,MCKENZIE",2,subbing in,,oglethorpe,mckenzie fortson,,1045
238,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,238,17:25,,,,,"SUB OUT by HUGHES,CIARA",,,"SUB OUT by HUGHES,CIARA",2,subbing out,,oglethorpe,ciara hughes,,1045
239,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,239,17:24,"FOUL  by BAECHLE,PAIGE",,,,,,,"FOUL  by BAECHLE,PAIGE",2,foul,,Centre,paige baechle,,1044
240,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,240,17:24,"TURNOVER  by BAECHLE,PAIGE",,,,,,,"TURNOVER  by BAECHLE,PAIGE",2,turnover,,Centre,paige baechle,,1044
241,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,241,16:59,,,,,"MISS JUMPER by JENKINS,KYANA",,,"MISS JUMPER by JENKINS,KYANA",2,jumper,missed,oglethorpe,kyana jenkins,,1019
242,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,242,--,"REBOUND DEF by GUY,ALEXIS",,,,,,,"REBOUND DEF by GUY,ALEXIS",2,defensive rebound,,Centre,alexis guy,,
243,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,243,16:47,"TURNOVER  by ANDREASSEN,CAROLINE",,,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",2,turnover,,Centre,caroline andreassen,,1007
244,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,244,16:46,,,,,"STEAL  by BLECKLEY,ALI",,,"STEAL  by BLECKLEY,ALI",2,steal,,oglethorpe,,,1006
245,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,245,16:46,"FOUL  by ANDREASSEN,CAROLINE",,,,,,,"FOUL  by ANDREASSEN,CAROLINE",2,foul,,Centre,caroline andreassen,,1006
246,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,246,16:36,,,,,"TURNOVER  by CULPEPPER,KENDELLE",,,"TURNOVER  by CULPEPPER,KENDELLE",2,turnover,,oglethorpe,kendelle culpepper,,996
247,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,247,16:35,"STEAL  by GUY,ALANNA",,,,,,,"STEAL  by GUY,ALANNA",2,steal,,Centre,,,995
248,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,248,16:33,"MISS LAYUP by GUY,ALEXIS",,,,,,,"MISS LAYUP by GUY,ALEXIS",2,layup,missed,Centre,alexis guy,,993
249,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,249,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",2,offensive rebound,,Centre,paige baechle,,
250,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,250,16:29,"GOOD LAYUP by BAECHLE,PAIGE(fastbreak)(in the paint)",33 (+3),,30,,CNTRW 33-30 (+3),,"GOOD LAYUP by BAECHLE,PAIGE(fastbreak)(in the paint)",2,layup,good,Centre,paige(fastbreak) baechle,2,989
251,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,251,16:09,,,,,"FOUL  by BLECKLEY,ALI",,,"FOUL  by BLECKLEY,ALI",2,foul,,oglethorpe,ali bleckley,,969
252,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,252,16:09,,,,,"TURNOVER  by BLECKLEY,ALI",,,"TURNOVER  by BLECKLEY,ALI",2,turnover,,oglethorpe,ali bleckley,,969
253,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,253,16:09,,,,,"SUB IN by MERRYMAN,RAEGAN",,,"SUB IN by MERRYMAN,RAEGAN",2,subbing in,,oglethorpe,raegan merryman,,969
254,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,254,16:09,,,,,"SUB OUT by JENKINS,KYANA",,,"SUB OUT by JENKINS,KYANA",2,subbing out,,oglethorpe,kyana jenkins,,969
255,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,255,15:48,"MISS JUMPER by GUY,ALEXIS",,,,,,,"MISS JUMPER by GUY,ALEXIS",2,jumper,missed,Centre,alexis guy,,948
256,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,256,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
257,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,257,15:46,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,946
258,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,258,15:46,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",2,subbing out,,Centre,alanna guy,,946
259,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,259,15:46,,,,,"SUB IN by BENTLEY,ALANA",,,"SUB IN by BENTLEY,ALANA",2,subbing in,,oglethorpe,alana bentley,,946
260,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,260,15:46,,,,,"SUB OUT by BLECKLEY,ALI",,,"SUB OUT by BLECKLEY,ALI",2,subbing out,,oglethorpe,ali bleckley,,946
261,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,261,15:34,"GOOD JUMPER by BAECHLE,PAIGE",35 (+5),,30,,CNTRW 35-30 (+5),,"GOOD JUMPER by BAECHLE,PAIGE",2,jumper,good,Centre,paige baechle,2,934
262,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,262,15:18,,,,,"MISS JUMPER by BUCK,EMILY",,,"MISS JUMPER by BUCK,EMILY",2,jumper,missed,oglethorpe,emily buck,,918
263,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,263,--,"REBOUND DEF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",2,defensive rebound,,Centre,caroline andreassen,,
264,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,264,15:05,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,905
265,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,265,--,,,,,"REBOUND DEF by BUCK,EMILY",,,"REBOUND DEF by BUCK,EMILY",2,defensive rebound,,oglethorpe,emily buck,,
266,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,266,14:44,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,884
267,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,267,14:41,,,,,"TURNOVER  by BUCK,EMILY",,,"TURNOVER  by BUCK,EMILY",2,turnover,,oglethorpe,emily buck,,881
268,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,268,14:39,"STEAL  by ANDREASSEN,CAROLINE",,,,,,,"STEAL  by ANDREASSEN,CAROLINE",2,steal,,Centre,,,879
269,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,269,14:37,"GOOD LAYUP by GUY,ALEXIS(fastbreak)(in the paint)",37 (+7),,30,,CNTRW 37-30 (+7),,"GOOD LAYUP by GUY,ALEXIS(fastbreak)(in the paint)",2,layup,good,Centre,alexis(fastbreak) guy,2,877
270,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,270,--,"ASSIST  by ANDREASSEN,CAROLINE",,,,,,,"ASSIST  by ANDREASSEN,CAROLINE",2,assist,,Centre,caroline andreassen,,
271,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,271,14:25,,,,,"SUB IN by JENKINS,KYANA",,,"SUB IN by JENKINS,KYANA",2,subbing in,,oglethorpe,kyana jenkins,,865
272,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,272,14:25,,,,,"SUB OUT by BUCK,EMILY",,,"SUB OUT by BUCK,EMILY",2,subbing out,,oglethorpe,emily buck,,865
273,16,oglethorpe,Centre,Oglethorpe,60-52,60,52,"28, 32, 60","23, 29, 52",28,32,60,23,29,52,"11-5, 5-0 SAA","4-12, 2-3 SAA",01/24/14,Win,224,No Location Recorded,6 p.m.,A,273,14:06,,,,,"MISS JUMPER by JENKINS,KYANA",,,"MISS JUMPER by JENKINS,KYANA",2,jumper,missed,oglethorpe,kyana jenkins,,846
