,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,SUWB,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
20,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,20,--,,,,,"ASSIST  by STOUGH,MARY GORDON",,,"ASSIST  by STOUGH,MARY GORDON",1,assist,,Centre,mary gordon stough,,
21,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,21,17:25,"GOOD LAYUP by GUY,JESSICA(in the paint)",2,,2,,SUWB 2-2 (0),,"GOOD LAYUP by GUY,JESSICA(in the paint)",1,layup,good,spalding university,jessica guy,2,1045
22,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,22,17:04,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,1024
23,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,23,--,"REBOUND DEF by GUY,JESSICA",,,,,,,"REBOUND DEF by GUY,JESSICA",1,defensive rebound,,spalding university,jessica guy,,
24,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,24,16:43,"TURNOVER  by BAKER,KRISTIN",,,,,,,"TURNOVER  by BAKER,KRISTIN",1,turnover,,spalding university,kristin baker,,1003
25,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,25,16:43,"SUB IN by SLITER,DEE DEE",,,,,,,"SUB IN by SLITER,DEE DEE",1,subbing in,,spalding university,dee dee sliter,,1003
26,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,26,16:43,"SUB OUT by ASH,KALLIE",,,,,,,"SUB OUT by ASH,KALLIE",1,subbing out,,spalding university,kallie ash,,1003
27,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,27,16:32,,2,,5 (+3),"GOOD 3PTR by RHULE,BONNIE",CENTRE_W 2-5 (+3),,"GOOD 3PTR by RHULE,BONNIE",1,three pointer,good,Centre,bonnie rhule,3,992
28,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,28,--,,,,,"ASSIST  by HARTLAGE,MAGGIE",,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
29,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,29,16:17,"MISS JUMPER by WASHLE,HANNAH",,,,,,,"MISS JUMPER by WASHLE,HANNAH",1,jumper,missed,spalding university,hannah washle,,977
30,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,30,--,,,,,"REBOUND DEF by RHULE,BONNIE",,,"REBOUND DEF by RHULE,BONNIE",1,defensive rebound,,Centre,bonnie rhule,,
31,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,31,16:03,,2,,7 (+5),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 2-7 (+5),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,963
32,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,32,15:52,"MISS 3PTR by HAYES,KERSTIN",,,,,,,"MISS 3PTR by HAYES,KERSTIN",1,three pointer,missed,spalding university,kerstin hayes,,952
33,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,33,--,,,,,"REBOUND DEF by STOUGH,MARY GORDON",,,"REBOUND DEF by STOUGH,MARY GORDON",1,defensive rebound,,Centre,mary gordon stough,,
34,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,34,15:40,,2,,10 (+8),"GOOD 3PTR by RHULE,BONNIE",CENTRE_W 2-10 (+8),,"GOOD 3PTR by RHULE,BONNIE",1,three pointer,good,Centre,bonnie rhule,3,940
35,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,35,--,,,,,"ASSIST  by GUY,ALANNA",,,"ASSIST  by GUY,ALANNA",1,assist,,Centre,alanna guy,,
36,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,36,15:37,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,937
37,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,37,15:37,"SUB IN by KAISER,KELSEY",,,,,,,"SUB IN by KAISER,KELSEY",1,subbing in,,spalding university,kelsey kaiser,,937
38,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,38,15:37,"SUB IN by MARTIN,MADDIE",,,,,,,"SUB IN by MARTIN,MADDIE",1,subbing in,,spalding university,maddie martin,,937
39,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,39,15:37,"SUB OUT by BAKER,KRISTIN",,,,,,,"SUB OUT by BAKER,KRISTIN",1,subbing out,,spalding university,kristin baker,,937
40,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,40,15:37,"SUB OUT by GUY,JESSICA",,,,,,,"SUB OUT by GUY,JESSICA",1,subbing out,,spalding university,jessica guy,,937
41,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,41,15:37,,,,,"SUB IN by JUDY,MICHELE",,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,937
42,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,42,15:37,,,,,"SUB OUT by STOUGH,MARY GORDON",,,"SUB OUT by STOUGH,MARY GORDON",1,subbing out,,Centre,mary gordon stough,,937
43,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,43,15:11,"MISS 3PTR by WASHLE,HANNAH",,,,,,,"MISS 3PTR by WASHLE,HANNAH",1,three pointer,missed,spalding university,hannah washle,,911
44,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,44,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,spalding university,,,
45,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,45,14:58,"TURNOVER  by HAYES,KERSTIN",,,,,,,"TURNOVER  by HAYES,KERSTIN",1,turnover,,spalding university,kerstin hayes,,898
46,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,46,14:57,,,,,"STEAL  by BAECHLE,PAIGE",,,"STEAL  by BAECHLE,PAIGE",1,steal,,Centre,,,897
47,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,47,14:46,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,886
48,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,48,--,"REBOUND DEF by HAYES,KERSTIN",,,,,,,"REBOUND DEF by HAYES,KERSTIN",1,defensive rebound,,spalding university,kerstin hayes,,
49,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,49,14:34,"FOUL  by WASHLE,HANNAH",,,,,,,"FOUL  by WASHLE,HANNAH",1,foul,,spalding university,hannah washle,,874
50,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,50,14:34,"TURNOVER  by WASHLE,HANNAH",,,,,,,"TURNOVER  by WASHLE,HANNAH",1,turnover,,spalding university,hannah washle,,874
51,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,51,14:34,"SUB IN by HARDIN,MAYA",,,,,,,"SUB IN by HARDIN,MAYA",1,subbing in,,spalding university,maya hardin,,874
52,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,52,14:34,"SUB OUT by WASHLE,HANNAH",,,,,,,"SUB OUT by WASHLE,HANNAH",1,subbing out,,spalding university,hannah washle,,874
53,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,53,14:34,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,874
54,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,54,14:34,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,874
55,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,55,14:34,,,,,"SUB OUT by GUY,ALANNA",,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,874
56,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,56,14:34,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,874
57,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,57,14:31,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,871
58,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,58,--,"REBOUND DEF by SLITER,DEE DEE",,,,,,,"REBOUND DEF by SLITER,DEE DEE",1,defensive rebound,,spalding university,dee dee sliter,,
59,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,59,14:21,"MISS JUMPER by KAISER,KELSEY",,,,,,,"MISS JUMPER by KAISER,KELSEY",1,jumper,missed,spalding university,kelsey kaiser,,861
60,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,60,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,spalding university,,,
61,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,61,14:17,"MISS JUMPER by SLITER,DEE DEE",,,,,,,"MISS JUMPER by SLITER,DEE DEE",1,jumper,missed,spalding university,dee dee sliter,,857
62,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,62,--,,,,,"REBOUND DEF by JUDY,MICHELE",,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
63,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,63,14:07,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,847
64,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,64,--,"REBOUND DEF by KAISER,KELSEY",,,,,,,"REBOUND DEF by KAISER,KELSEY",1,defensive rebound,,spalding university,kelsey kaiser,,
65,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,65,13:56,"MISS 3PTR by KAISER,KELSEY",,,,,,,"MISS 3PTR by KAISER,KELSEY",1,three pointer,missed,spalding university,kelsey kaiser,,836
66,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,66,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
67,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,67,13:52,"FOUL  by KAISER,KELSEY",,,,,,,"FOUL  by KAISER,KELSEY",1,foul,,spalding university,kelsey kaiser,,832
68,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,68,13:52,"SUB IN by GUY,JESSICA",,,,,,,"SUB IN by GUY,JESSICA",1,subbing in,,spalding university,jessica guy,,832
69,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,69,13:52,"SUB OUT by KAISER,KELSEY",,,,,,,"SUB OUT by KAISER,KELSEY",1,subbing out,,spalding university,kelsey kaiser,,832
70,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,70,13:24,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",,,"TURNOVER  by ANDREASSEN,CAROLINE",1,turnover,,Centre,caroline andreassen,,804
71,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,71,13:23,"STEAL  by HAYES,KERSTIN",,,,,,,"STEAL  by HAYES,KERSTIN",1,steal,,spalding university,,,803
72,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,72,13:16,"GOOD LAYUP by GUY,JESSICA(in the paint)",4,,10 (+6),,SUWB 4-10 (+6),,"GOOD LAYUP by GUY,JESSICA(in the paint)",1,layup,good,spalding university,jessica guy,2,796
73,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,73,13:15,,,,,"FOUL  by BAECHLE,PAIGE",,,"FOUL  by BAECHLE,PAIGE",1,foul,,Centre,paige baechle,,795
74,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,74,13:15,"GOOD FT by GUY,JESSICA",5,,10 (+5),,SUWB 5-10 (+5),,"GOOD FT by GUY,JESSICA",1,free throw,good,spalding university,jessica guy,1,795
75,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,75,13:01,,,,,"SUB IN by STOUGH,MARY GORDON",,,"SUB IN by STOUGH,MARY GORDON",1,subbing in,,Centre,mary gordon stough,,781
76,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,76,13:01,,,,,"SUB IN by GUY,ALANNA",,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,781
77,5,spalding,Spalding University,Centre College,72-63,72,63,"36, 36, 72","30, 33, 63",36,36,72,30,33,63,4-1,0-2,11/26/13,Win,94,No Location Recorded,7:00 p.m.,H,77,13:01,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,781
