,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,LCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
156,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,156,06:46,,,,,"SUB OUT by CONNELL,HUNTER",,,"SUB OUT by CONNELL,HUNTER",1,subbing out,,lagrange,hunter connell,,406
157,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,157,06:46,,,,,"SUB OUT by BUTLER,FALINJIA",,,"SUB OUT by BUTLER,FALINJIA",1,subbing out,,lagrange,falinjia butler,,406
158,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,158,06:43,,22 (+6),,16,"GOOD LAYUP by BARKER,MADISON(in the paint)",LCW 22-16 (+6),,"GOOD LAYUP by BARKER,MADISON(in the paint)",1,layup,good,lagrange,madison barker,2,403
159,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,159,06:31,"TURNOVER  by BAECHLE,PAIGE",,,,,,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,391
160,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,160,06:31,,,,,"STEAL  by BARKER,MADISON",,,"STEAL  by BARKER,MADISON",1,steal,,lagrange,,,391
161,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,161,06:31,,,,,"TURNOVER  by BRASHIER,CAROLINE",,,"TURNOVER  by BRASHIER,CAROLINE",1,turnover,,lagrange,caroline brashier,,391
162,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,162,06:17,"TURNOVER  by COLLIVER,OLIVIA",,,,,,,"TURNOVER  by COLLIVER,OLIVIA",1,turnover,,Centre,olivia colliver,,377
163,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,163,06:15,,,,,"STEAL  by MITCHELL,KELSEY",,,"STEAL  by MITCHELL,KELSEY",1,steal,,lagrange,,,375
164,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,164,06:10,,22 (+4),,18,"GOOD LAYUP by MITCHELL,KELSEY(in the paint)",LCW 22-18 (+4),,"GOOD LAYUP by MITCHELL,KELSEY(in the paint)",1,layup,good,lagrange,kelsey mitchell,2,370
165,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,165,05:57,"MISS JUMPER by COLLIVER,OLIVIA",,,,,,,"MISS JUMPER by COLLIVER,OLIVIA",1,jumper,missed,Centre,olivia colliver,,357
166,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,166,--,,,,,"REBOUND DEF by MCDONALD,MORGAN",,,"REBOUND DEF by MCDONALD,MORGAN",1,defensive rebound,,lagrange,morgan mcdonald,,
167,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,167,05:28,"GOOD 3PTR by HARTLAGE,MAGGIE",25 (+7),,18,,CENTRE_W 25-18 (+7),,"GOOD 3PTR by HARTLAGE,MAGGIE",1,three pointer,good,Centre,maggie hartlage,3,328
168,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,168,05:09,,,,,"MISS 3PTR by WILSON,ALEX",,,"MISS 3PTR by WILSON,ALEX",1,three pointer,missed,lagrange,alex wilson,,309
169,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,169,--,"REBOUND DEF by COLLIVER,OLIVIA",,,,,,,"REBOUND DEF by COLLIVER,OLIVIA",1,defensive rebound,,Centre,olivia colliver,,
170,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,170,04:57,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1,timeout,,Centre,,,297
171,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,171,04:57,"SUB IN by STOUGH,MARY GORDON",,,,,,,"SUB IN by STOUGH,MARY GORDON",1,subbing in,,Centre,mary gordon stough,,297
172,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,172,04:57,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,297
173,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,173,04:57,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,297
174,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,174,04:57,"SUB OUT by COLLIVER,OLIVIA",,,,,,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,297
175,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,175,04:57,,,,,"SUB IN by BUTLER,FALINJIA",,,"SUB IN by BUTLER,FALINJIA",1,subbing in,,lagrange,falinjia butler,,297
176,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,176,04:57,,,,,"SUB IN by CONNELL,HUNTER",,,"SUB IN by CONNELL,HUNTER",1,subbing in,,lagrange,hunter connell,,297
177,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,177,04:57,,,,,"SUB OUT by MITCHELL,KELSEY",,,"SUB OUT by MITCHELL,KELSEY",1,subbing out,,lagrange,kelsey mitchell,,297
178,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,178,04:57,,,,,"SUB OUT by BARKER,MADISON",,,"SUB OUT by BARKER,MADISON",1,subbing out,,lagrange,madison barker,,297
179,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,179,04:55,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",27 (+9),,18,,CENTRE_W 27-18 (+9),,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",1,layup,good,Centre,maggie hartlage,2,295
180,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,180,--,"ASSIST  by ANDREASSEN,CAROLINE",,,,,,,"ASSIST  by ANDREASSEN,CAROLINE",1,assist,,Centre,caroline andreassen,,
181,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,181,04:25,,,,,"TURNOVER  by WILSON,ALEX",,,"TURNOVER  by WILSON,ALEX",1,turnover,,lagrange,alex wilson,,265
182,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,182,04:24,"STEAL  by STOUGH,MARY GORDON",,,,,,,"STEAL  by STOUGH,MARY GORDON",1,steal,,Centre,,,264
183,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,183,04:02,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",29 (+11),,18,,CENTRE_W 29-18 (+11),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,242
184,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,184,--,"ASSIST  by ANDREASSEN,CAROLINE",,,,,,,"ASSIST  by ANDREASSEN,CAROLINE",1,assist,,Centre,caroline andreassen,,
185,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,185,03:36,,,,,"MISS LAYUP by BRASHIER,CAROLINE",,,"MISS LAYUP by BRASHIER,CAROLINE",1,layup,missed,lagrange,caroline brashier,,216
186,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,186,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
187,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,187,03:21,"FOUL  by GUY,ALEXIS",,,,,,,"FOUL  by GUY,ALEXIS",1,foul,,Centre,alexis guy,,201
188,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,188,03:21,"TURNOVER  by GUY,ALEXIS",,,,,,,"TURNOVER  by GUY,ALEXIS",1,turnover,,Centre,alexis guy,,201
189,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,189,02:55,,,,,"SUB IN by MITCHELL,KELSEY",,,"SUB IN by MITCHELL,KELSEY",1,subbing in,,lagrange,kelsey mitchell,,175
190,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,190,02:55,,,,,"SUB OUT by WILSON,ALEX",,,"SUB OUT by WILSON,ALEX",1,subbing out,,lagrange,alex wilson,,175
191,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,191,02:50,"FOUL  by ANDREASSEN,CAROLINE",,,,,,,"FOUL  by ANDREASSEN,CAROLINE",1,foul,,Centre,caroline andreassen,,170
192,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,192,02:50,,,,,"MISS FT by MITCHELL,KELSEY",,,"MISS FT by MITCHELL,KELSEY",1,free throw,missed,lagrange,kelsey mitchell,,170
193,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,193,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
194,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,194,02:50,,29 (+10),,19,"GOOD FT by MITCHELL,KELSEY",LCW 29-19 (+10),,"GOOD FT by MITCHELL,KELSEY",1,free throw,good,lagrange,kelsey mitchell,1,170
195,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,195,02:50,"SUB IN by GUY,ALANNA",,,,,,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,170
196,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,196,02:50,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,170
197,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,197,02:24,"TURNOVER  by STOUGH,MARY GORDON",,,,,,,"TURNOVER  by STOUGH,MARY GORDON",1,turnover,,Centre,mary gordon stough,,144
198,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,198,01:57,,29 (+7),,22,"GOOD 3PTR by BRASHIER,CAROLINE",LCW 29-22 (+7),,"GOOD 3PTR by BRASHIER,CAROLINE",1,three pointer,good,lagrange,caroline brashier,3,117
199,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,199,01:43,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",31 (+9),,22,,CENTRE_W 31-22 (+9),,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",1,layup,good,Centre,mary gordon stough,2,103
200,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,200,01:25,"FOUL  by ANDREASSEN,CAROLINE",,,,,,,"FOUL  by ANDREASSEN,CAROLINE",1,foul,,Centre,caroline andreassen,,85
201,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,201,01:25,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,85
202,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,202,01:06,,,,,"TURNOVER  by MCDONALD,MORGAN",,,"TURNOVER  by MCDONALD,MORGAN",1,turnover,,lagrange,morgan mcdonald,,66
203,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,203,01:06,,,,,"SUB IN by WILSON,ALEX",,,"SUB IN by WILSON,ALEX",1,subbing in,,lagrange,alex wilson,,66
204,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,204,01:06,,,,,"SUB OUT by MCDONALD,MORGAN",,,"SUB OUT by MCDONALD,MORGAN",1,subbing out,,lagrange,morgan mcdonald,,66
205,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,205,00:49,"TURNOVER  by STOUGH,MARY GORDON",,,,,,,"TURNOVER  by STOUGH,MARY GORDON",1,turnover,,Centre,mary gordon stough,,49
206,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,206,00:48,,,,,"STEAL  by MITCHELL,KELSEY",,,"STEAL  by MITCHELL,KELSEY",1,steal,,lagrange,,,48
207,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,207,00:37,,31 (+7),,24,"GOOD JUMPER by CONNELL,HUNTER",LCW 31-24 (+7),,"GOOD JUMPER by CONNELL,HUNTER",1,jumper,good,lagrange,hunter connell,2,37
208,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,208,--,,,,,"ASSIST  by MITCHELL,KELSEY",,,"ASSIST  by MITCHELL,KELSEY",1,assist,,lagrange,kelsey mitchell,,
209,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,209,00:16,"GOOD JUMPER by GUY,ALANNA",33 (+9),,24,,CENTRE_W 33-24 (+9),,"GOOD JUMPER by GUY,ALANNA",1,jumper,good,Centre,alanna guy,2,16
210,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,210,Start Period 2,,,,,,,,,2,,,,,,
211,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,211,19:49,,,,,"FOUL  by CONNELL,HUNTER",,,"FOUL  by CONNELL,HUNTER",2,foul,,lagrange,hunter connell,,1189
212,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,212,19:49,"GOOD FT by BAECHLE,PAIGE",34 (+10),,24,,CENTRE_W 34-24 (+10),,"GOOD FT by BAECHLE,PAIGE",2,free throw,good,Centre,paige baechle,1,1189
213,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,213,19:49,"GOOD FT by BAECHLE,PAIGE",35 (+11),,24,,CENTRE_W 35-24 (+11),,"GOOD FT by BAECHLE,PAIGE",2,free throw,good,Centre,paige baechle,1,1189
214,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,214,19:42,"FOUL  by HARTLAGE,MAGGIE",,,,,,,"FOUL  by HARTLAGE,MAGGIE",2,foul,,Centre,maggie hartlage,,1182
215,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,215,19:32,,,,,"TURNOVER  by MITCHELL,KELSEY",,,"TURNOVER  by MITCHELL,KELSEY",2,turnover,,lagrange,kelsey mitchell,,1172
216,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,216,19:10,,,,,"FOUL  by MITCHELL,KELSEY",,,"FOUL  by MITCHELL,KELSEY",2,foul,,lagrange,kelsey mitchell,,1150
217,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,217,19:10,"GOOD FT by BAECHLE,PAIGE",36 (+12),,24,,CENTRE_W 36-24 (+12),,"GOOD FT by BAECHLE,PAIGE",2,free throw,good,Centre,paige baechle,1,1150
218,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,218,19:10,"GOOD FT by BAECHLE,PAIGE",37 (+13),,24,,CENTRE_W 37-24 (+13),,"GOOD FT by BAECHLE,PAIGE",2,free throw,good,Centre,paige baechle,1,1150
219,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,219,18:39,,,,,"MISS LAYUP by MITCHELL,KELSEY",,,"MISS LAYUP by MITCHELL,KELSEY",2,layup,missed,lagrange,kelsey mitchell,,1119
220,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,220,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
221,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,221,18:17,,,,,"SUB IN by WILSON,ALEX",,,"SUB IN by WILSON,ALEX",2,subbing in,,lagrange,alex wilson,,1097
222,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,222,18:17,,,,,"SUB OUT by CONNELL,HUNTER",,,"SUB OUT by CONNELL,HUNTER",2,subbing out,,lagrange,hunter connell,,1097
223,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,223,18:04,"MISS 3PTR by RHULE,BONNIE",,,,,,,"MISS 3PTR by RHULE,BONNIE",2,three pointer,missed,Centre,bonnie rhule,,1084
224,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,224,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",2,offensive rebound,,Centre,paige baechle,,
225,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,225,18:00,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,1080
226,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,226,--,,,,,"REBOUND DEF by MITCHELL,KELSEY",,,"REBOUND DEF by MITCHELL,KELSEY",2,defensive rebound,,lagrange,kelsey mitchell,,
227,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,227,17:42,,,,,"TURNOVER  by BUTLER,FALINJIA",,,"TURNOVER  by BUTLER,FALINJIA",2,turnover,,lagrange,falinjia butler,,1062
228,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,228,17:42,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,1062
229,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,229,17:42,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",2,subbing in,,Centre,alexis guy,,1062
230,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,230,17:42,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",2,subbing out,,Centre,alanna guy,,1062
231,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,231,17:42,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,1062
232,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,232,17:42,,,,,"SUB IN by CONNELL,HUNTER",,,"SUB IN by CONNELL,HUNTER",2,subbing in,,lagrange,hunter connell,,1062
233,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,233,17:42,,,,,"SUB OUT by BUTLER,FALINJIA",,,"SUB OUT by BUTLER,FALINJIA",2,subbing out,,lagrange,falinjia butler,,1062
234,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,234,17:28,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",2,three pointer,missed,Centre,maggie hartlage,,1048
235,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,235,--,,,,,"REBOUND DEF by MITCHELL,KELSEY",,,"REBOUND DEF by MITCHELL,KELSEY",2,defensive rebound,,lagrange,kelsey mitchell,,
