,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,LCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
236,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,236,16:52,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2,turnover,,lagrange,,,1012
237,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,237,16:42,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",39 (+15),,24,,CENTRE_W 39-24 (+15),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",2,layup,good,Centre,paige baechle,2,1002
238,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,238,--,"ASSIST  by ANDREASSEN,CAROLINE",,,,,,,"ASSIST  by ANDREASSEN,CAROLINE",2,assist,,Centre,caroline andreassen,,
239,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,239,16:25,"FOUL  by RHULE,BONNIE",,,,,,,"FOUL  by RHULE,BONNIE",2,foul,,Centre,bonnie rhule,,985
240,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,240,16:25,"SUB IN by GUY,ALANNA",,,,,,,"SUB IN by GUY,ALANNA",2,subbing in,,Centre,alanna guy,,985
241,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,241,16:25,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,985
242,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,242,16:18,,,,,"MISS JUMPER by BRASHIER,CAROLINE",,,"MISS JUMPER by BRASHIER,CAROLINE",2,jumper,missed,lagrange,caroline brashier,,978
243,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,243,--,"REBOUND DEF by STOUGH,MARY GORDON",,,,,,,"REBOUND DEF by STOUGH,MARY GORDON",2,defensive rebound,,Centre,mary gordon stough,,
244,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,244,16:12,"GOOD 3PTR by GUY,ALANNA",42 (+18),,24,,CENTRE_W 42-24 (+18),,"GOOD 3PTR by GUY,ALANNA",2,three pointer,good,Centre,alanna guy,3,972
245,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,245,--,"ASSIST  by GUY,ALEXIS",,,,,,,"ASSIST  by GUY,ALEXIS",2,assist,,Centre,alexis guy,,
246,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,246,16:04,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,lagrange,,,964
247,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,247,15:41,,42 (+15),,27,"GOOD 3PTR by BRASHIER,CAROLINE",LCW 42-27 (+15),,"GOOD 3PTR by BRASHIER,CAROLINE",2,three pointer,good,lagrange,caroline brashier,3,941
248,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,248,--,,,,,"ASSIST  by MITCHELL,KELSEY",,,"ASSIST  by MITCHELL,KELSEY",2,assist,,lagrange,kelsey mitchell,,
249,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,249,15:24,"MISS LAYUP by BAECHLE,PAIGE",,,,,,,"MISS LAYUP by BAECHLE,PAIGE",2,layup,missed,Centre,paige baechle,,924
250,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,250,--,,,,,"REBOUND DEF by CONNELL,HUNTER",,,"REBOUND DEF by CONNELL,HUNTER",2,defensive rebound,,lagrange,hunter connell,,
251,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,251,15:05,,42 (+13),,29,"GOOD LAYUP by CONNELL,HUNTER(in the paint)",LCW 42-29 (+13),,"GOOD LAYUP by CONNELL,HUNTER(in the paint)",2,layup,good,lagrange,hunter connell,2,905
252,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,252,15:05,"FOUL  by STOUGH,MARY GORDON",,,,,,,"FOUL  by STOUGH,MARY GORDON",2,foul,,Centre,mary gordon stough,,905
253,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,253,15:05,,42 (+12),,30,"GOOD FT by CONNELL,HUNTER",LCW 42-30 (+12),,"GOOD FT by CONNELL,HUNTER",2,free throw,good,lagrange,hunter connell,1,905
254,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,254,15:05,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",2,subbing in,,Centre,michele judy,,905
255,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,255,15:05,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",2,subbing out,,Centre,paige baechle,,905
256,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,256,14:35,"MISS 3PTR by GUY,ALANNA",,,,,,,"MISS 3PTR by GUY,ALANNA",2,three pointer,missed,Centre,alanna guy,,875
257,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,257,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
258,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,258,14:35,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2,timeout,,Centre,,,875
259,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,259,14:35,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",2,subbing in,,Centre,paige baechle,,875
260,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,260,14:35,"SUB IN by COLLIVER,OLIVIA",,,,,,,"SUB IN by COLLIVER,OLIVIA",2,subbing in,,Centre,olivia colliver,,875
261,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,261,14:35,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",2,subbing out,,Centre,michele judy,,875
262,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,262,14:35,"SUB OUT by STOUGH,MARY GORDON",,,,,,,"SUB OUT by STOUGH,MARY GORDON",2,subbing out,,Centre,mary gordon stough,,875
263,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,263,14:23,,42 (+10),,32,"GOOD LAYUP by CONNELL,HUNTER(in the paint)",LCW 42-32 (+10),,"GOOD LAYUP by CONNELL,HUNTER(in the paint)",2,layup,good,lagrange,hunter connell,2,863
264,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,264,14:09,"TURNOVER  by GUY,ALEXIS",,,,,,,"TURNOVER  by GUY,ALEXIS",2,turnover,,Centre,alexis guy,,849
265,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,265,13:59,,,,,"SUB IN by BUTLER,FALINJIA",,,"SUB IN by BUTLER,FALINJIA",2,subbing in,,lagrange,falinjia butler,,839
266,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,266,13:59,,,,,"SUB IN by MCDONALD,MORGAN",,,"SUB IN by MCDONALD,MORGAN",2,subbing in,,lagrange,morgan mcdonald,,839
267,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,267,13:59,,,,,"SUB OUT by WILSON,ALEX",,,"SUB OUT by WILSON,ALEX",2,subbing out,,lagrange,alex wilson,,839
268,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,268,13:59,,,,,"SUB OUT by BARKER,MADISON",,,"SUB OUT by BARKER,MADISON",2,subbing out,,lagrange,madison barker,,839
269,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,269,13:54,,42 (+8),,34,"GOOD JUMPER by BUTLER,FALINJIA",LCW 42-34 (+8),,"GOOD JUMPER by BUTLER,FALINJIA",2,jumper,good,lagrange,falinjia butler,2,834
270,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,270,13:33,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,813
271,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,271,13:00,"MISS 3PTR by GUY,ALANNA",,,,,,,"MISS 3PTR by GUY,ALANNA",2,three pointer,missed,Centre,alanna guy,,780
272,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,272,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
273,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,273,12:54,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,774
274,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,274,--,,,,,"REBOUND DEF by BUTLER,FALINJIA",,,"REBOUND DEF by BUTLER,FALINJIA",2,defensive rebound,,lagrange,falinjia butler,,
275,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,275,12:20,,,,,"MISS JUMPER by MITCHELL,KELSEY",,,"MISS JUMPER by MITCHELL,KELSEY",2,jumper,missed,lagrange,kelsey mitchell,,740
276,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,276,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
277,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,277,12:14,,,,,"FOUL  by CONNELL,HUNTER",,,"FOUL  by CONNELL,HUNTER",2,foul,,lagrange,hunter connell,,734
278,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,278,12:14,"GOOD FT by BAECHLE,PAIGE",43 (+9),,34,,CENTRE_W 43-34 (+9),,"GOOD FT by BAECHLE,PAIGE",2,free throw,good,Centre,paige baechle,1,734
279,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,279,12:14,"GOOD FT by BAECHLE,PAIGE",44 (+10),,34,,CENTRE_W 44-34 (+10),,"GOOD FT by BAECHLE,PAIGE",2,free throw,good,Centre,paige baechle,1,734
280,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,280,12:14,"SUB IN by STOUGH,MARY GORDON",,,,,,,"SUB IN by STOUGH,MARY GORDON",2,subbing in,,Centre,mary gordon stough,,734
281,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,281,12:14,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",2,subbing in,,Centre,bonnie rhule,,734
282,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,282,12:14,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",2,subbing out,,Centre,alexis guy,,734
283,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,283,12:14,"SUB OUT by COLLIVER,OLIVIA",,,,,,,"SUB OUT by COLLIVER,OLIVIA",2,subbing out,,Centre,olivia colliver,,734
284,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,284,12:14,,,,,"SUB IN by BARKER,MADISON",,,"SUB IN by BARKER,MADISON",2,subbing in,,lagrange,madison barker,,734
285,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,285,12:14,,,,,"SUB OUT by CONNELL,HUNTER",,,"SUB OUT by CONNELL,HUNTER",2,subbing out,,lagrange,hunter connell,,734
286,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,286,11:41,,,,,"MISS LAYUP by BRASHIER,CAROLINE",,,"MISS LAYUP by BRASHIER,CAROLINE",2,layup,missed,lagrange,caroline brashier,,701
287,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,287,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
288,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,288,11:25,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",46 (+12),,34,,CENTRE_W 46-34 (+12),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",2,layup,good,Centre,paige baechle,2,685
289,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,289,--,"ASSIST  by GUY,ALANNA",,,,,,,"ASSIST  by GUY,ALANNA",2,assist,,Centre,alanna guy,,
290,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,290,11:22,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,682
291,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,291,11:11,,,,,"MISS LAYUP by BARKER,MADISON",,,"MISS LAYUP by BARKER,MADISON",2,layup,missed,lagrange,madison barker,,671
292,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,292,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",2,defensive rebound,,Centre,maggie hartlage,,
293,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,293,10:59,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",48 (+14),,34,,CENTRE_W 48-34 (+14),,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",2,layup,good,Centre,mary gordon stough,2,659
294,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,294,--,"ASSIST  by BAECHLE,PAIGE",,,,,,,"ASSIST  by BAECHLE,PAIGE",2,assist,,Centre,paige baechle,,
295,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,295,10:35,,,,,"MISS 3PTR by BRASHIER,CAROLINE",,,"MISS 3PTR by BRASHIER,CAROLINE",2,three pointer,missed,lagrange,caroline brashier,,635
296,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,296,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
297,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,297,10:30,,,,,"SUB IN by CONNELL,HUNTER",,,"SUB IN by CONNELL,HUNTER",2,subbing in,,lagrange,hunter connell,,630
298,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,298,10:30,,,,,"SUB IN by WILSON,ALEX",,,"SUB IN by WILSON,ALEX",2,subbing in,,lagrange,alex wilson,,630
299,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,299,10:30,,,,,"SUB OUT by BRASHIER,CAROLINE",,,"SUB OUT by BRASHIER,CAROLINE",2,subbing out,,lagrange,caroline brashier,,630
300,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,300,10:30,,,,,"SUB OUT by MCDONALD,MORGAN",,,"SUB OUT by MCDONALD,MORGAN",2,subbing out,,lagrange,morgan mcdonald,,630
301,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,301,10:11,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",2,three pointer,missed,Centre,maggie hartlage,,611
302,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,302,--,"REBOUND OFF by RHULE,BONNIE",,,,,,,"REBOUND OFF by RHULE,BONNIE",2,offensive rebound,,Centre,bonnie rhule,,
303,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,303,10:05,"GOOD JUMPER by RHULE,BONNIE",50 (+16),,34,,CENTRE_W 50-34 (+16),,"GOOD JUMPER by RHULE,BONNIE",2,jumper,good,Centre,bonnie rhule,2,605
304,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,304,09:48,,,,,"TURNOVER  by CONNELL,HUNTER",,,"TURNOVER  by CONNELL,HUNTER",2,turnover,,lagrange,hunter connell,,588
305,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,305,09:47,"STEAL  by GUY,ALANNA",,,,,,,"STEAL  by GUY,ALANNA",2,steal,,Centre,,,587
306,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,306,09:44,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",52 (+18),,34,,CENTRE_W 52-34 (+18),,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",2,layup,good,Centre,maggie hartlage,2,584
307,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,307,--,"ASSIST  by GUY,ALANNA",,,,,,,"ASSIST  by GUY,ALANNA",2,assist,,Centre,alanna guy,,
308,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,308,09:17,,,,,"MISS JUMPER by WILSON,ALEX",,,"MISS JUMPER by WILSON,ALEX",2,jumper,missed,lagrange,alex wilson,,557
309,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,309,--,"REBOUND DEF by STOUGH,MARY GORDON",,,,,,,"REBOUND DEF by STOUGH,MARY GORDON",2,defensive rebound,,Centre,mary gordon stough,,
310,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,310,08:56,,,,,"FOUL  by BARKER,MADISON",,,"FOUL  by BARKER,MADISON",2,foul,,lagrange,madison barker,,536
311,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,311,08:56,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2,timeout,,Centre,,,536
312,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,312,08:56,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",2,subbing in,,Centre,paige baechle,,536
313,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,313,08:56,"SUB IN by STOUGH,MARY GORDON",,,,,,,"SUB IN by STOUGH,MARY GORDON",2,subbing in,,Centre,mary gordon stough,,536
314,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,314,08:56,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,536
315,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,315,08:56,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",2,subbing in,,Centre,alexis guy,,536
