,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
207,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,207,01:56,"MISS 3PTR by WILSON,KATHLEEN",,,,,,,"MISS 3PTR by WILSON,KATHLEEN",2,three pointer,missed,Centre,kathleen wilson,,116
208,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,208,--,,,,,"REBOUND DEF by YOUNG,ALLIE",,,"REBOUND DEF by YOUNG,ALLIE",2,defensive rebound,,rhodes,allie young,,
209,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,209,01:40,,18,,23 (+5),"GOOD JUMPER by TAYLOR,CAROLINE(in the paint)",RHODES 18-23 (-5),,"GOOD JUMPER by TAYLOR,CAROLINE(in the paint)",2,jumper,good,rhodes,caroline taylor,2,100
210,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,210,01:19,"MISS 3PTR by MARCUM,MADISON",,,,,,,"MISS 3PTR by MARCUM,MADISON",2,three pointer,missed,Centre,madison marcum,,79
211,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,211,--,,,,,"REBOUND DEF by YOUNG,ALLIE",,,"REBOUND DEF by YOUNG,ALLIE",2,defensive rebound,,rhodes,allie young,,
212,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,212,01:07,,18,,26 (+8),"GOOD 3PTR by MAYEUX,ALLI",RHODES 18-26 (-8),,"GOOD 3PTR by MAYEUX,ALLI",2,three pointer,good,rhodes,alli mayeux,3,67
213,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,213,--,,,,,"ASSIST  by DOWNEY,KIERA",,,"ASSIST  by DOWNEY,KIERA",2,assist,,rhodes,kiera downey,,
214,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,214,00:45,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",20,,26 (+6),,CENTRE-W 20-26 (-6),,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",2,layup,good,Centre,abigail stewart,2,45
215,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,215,--,"ASSIST  by MILLER,LAKKEN",,,,,,,"ASSIST  by MILLER,LAKKEN",2,assist,,Centre,lakken miller,,
216,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,216,00:27,,20,,29 (+9),"GOOD 3PTR by DOWNEY,KIERA",RHODES 20-29 (-9),,"GOOD 3PTR by DOWNEY,KIERA",2,three pointer,good,rhodes,kiera downey,3,27
217,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,217,--,,,,,"ASSIST  by TAYLOR,CAROLINE",,,"ASSIST  by TAYLOR,CAROLINE",2,assist,,rhodes,caroline taylor,,
218,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,218,00:05,"MISS JUMPER by MILLER,LAKKEN",,,,,,,"MISS JUMPER by MILLER,LAKKEN",2,jumper,missed,Centre,lakken miller,,5
219,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,219,--,,,,,"REBOUND DEF by TAYLOR,CAROLINE",,,"REBOUND DEF by TAYLOR,CAROLINE",2,defensive rebound,,rhodes,caroline taylor,,
220,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,220,Start Period 3,,,,,,,,,3,,,,,,
221,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,221,09:52,"TURNOVER  by STEWART,ABIGAIL",,,,,,,"TURNOVER  by STEWART,ABIGAIL",3,turnover,,Centre,abigail stewart,,592
222,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,222,09:52,,,,,"STEAL  by YOUNG,ALLIE",,,"STEAL  by YOUNG,ALLIE",3,steal,,rhodes,,,592
223,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,223,09:47,"FOUL  by STEWART,ABIGAIL",,,,,,,"FOUL  by STEWART,ABIGAIL",3,foul,,Centre,abigail stewart,,587
224,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,224,09:47,,20,,30 (+10),"GOOD FT by YOUNG,ALLIE",RHODES 20-30 (-10),,"GOOD FT by YOUNG,ALLIE",3,free throw,good,rhodes,allie young,1,587
225,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,225,09:47,,20,,31 (+11),"GOOD FT by YOUNG,ALLIE",RHODES 20-31 (-11),,"GOOD FT by YOUNG,ALLIE",3,free throw,good,rhodes,allie young,1,587
226,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,226,09:47,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",3,subbing in,,Centre,mikayla fee,,587
227,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,227,09:47,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",3,subbing out,,Centre,abigail stewart,,587
228,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,228,09:24,"MISS LAYUP by WILSON,KATHLEEN",,,,,,,"MISS LAYUP by WILSON,KATHLEEN",3,layup,missed,Centre,kathleen wilson,,564
229,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,229,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3,deadball rebound,,rhodes,,,
230,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,230,09:22,"FOUL  by FEE,MIKAYLA",,,,,,,"FOUL  by FEE,MIKAYLA",3,foul,,Centre,mikayla fee,,562
231,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,231,08:53,,,,,"MISS JUMPER by MAYEUX,ALLI",,,"MISS JUMPER by MAYEUX,ALLI",3,jumper,missed,rhodes,alli mayeux,,533
232,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,232,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,3,offensive rebound,,Centre,,,
233,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,233,08:45,,,,,"MISS 3PTR by OWENS,ALYSSA",,,"MISS 3PTR by OWENS,ALYSSA",3,three pointer,missed,rhodes,alyssa owens,,525
234,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,234,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,3,defensive rebound,,Centre,,,
235,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,235,08:19,"MISS JUMPER by WEHBY,ABIGAIL",,,,,,,"MISS JUMPER by WEHBY,ABIGAIL",3,jumper,missed,Centre,abigail wehby,,499
236,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,236,--,"REBOUND OFF by FEE,MIKAYLA",,,,,,,"REBOUND OFF by FEE,MIKAYLA",3,offensive rebound,,Centre,mikayla fee,,
237,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,237,08:17,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3,timeout,,Centre,,,497
238,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,238,08:02,"MISS LAYUP by FEE,MIKAYLA",,,,,,,"MISS LAYUP by FEE,MIKAYLA",3,layup,missed,Centre,mikayla fee,,482
239,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,239,--,,,,,"REBOUND DEF by OWENS,ALYSSA",,,"REBOUND DEF by OWENS,ALYSSA",3,defensive rebound,,rhodes,alyssa owens,,
240,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,240,07:48,,,,,"MISS JUMPER by OWENS,ALYSSA",,,"MISS JUMPER by OWENS,ALYSSA",3,jumper,missed,rhodes,alyssa owens,,468
241,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,241,--,"REBOUND DEF by WEHBY,ABIGAIL",,,,,,,"REBOUND DEF by WEHBY,ABIGAIL",3,defensive rebound,,Centre,abigail wehby,,
242,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,242,07:23,"GOOD 3PTR by MARCUM,MADISON",23,,31 (+8),,CENTRE-W 23-31 (-8),,"GOOD 3PTR by MARCUM,MADISON",3,three pointer,good,Centre,madison marcum,3,443
243,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,243,--,"ASSIST  by WILSON,KATHLEEN",,,,,,,"ASSIST  by WILSON,KATHLEEN",3,assist,,Centre,kathleen wilson,,
244,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,244,07:09,,,,,"TURNOVER  by OWENS,ALYSSA",,,"TURNOVER  by OWENS,ALYSSA",3,turnover,,rhodes,alyssa owens,,429
245,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,245,07:09,"SUB IN by CHIRICO,PRESLEY",,,,,,,"SUB IN by CHIRICO,PRESLEY",3,subbing in,,Centre,presley chirico,,429
246,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,246,07:09,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",3,subbing out,,Centre,madison rice,,429
247,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,247,07:09,,,,,"SUB IN by TAYLOR,CAROLINE",,,"SUB IN by TAYLOR,CAROLINE",3,subbing in,,rhodes,caroline taylor,,429
248,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,248,07:09,,,,,"SUB OUT by OWENS,ALYSSA",,,"SUB OUT by OWENS,ALYSSA",3,subbing out,,rhodes,alyssa owens,,429
249,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,249,07:09,,,,,"SUB OUT by YOUNG,ALLIE",,,"SUB OUT by YOUNG,ALLIE",3,subbing out,,rhodes,allie young,,429
250,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,250,06:50,"MISS LAYUP by FEE,MIKAYLA",,,,,,,"MISS LAYUP by FEE,MIKAYLA",3,layup,missed,Centre,mikayla fee,,410
251,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,251,06:50,,,,,"BLOCK  by WHITESIDE,LINDSEY",,,"BLOCK  by WHITESIDE,LINDSEY",3,block,,rhodes,lindsey whiteside,,410
252,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,252,--,,,,,"REBOUND DEF by MUHAMMAD,MORIAH",,,"REBOUND DEF by MUHAMMAD,MORIAH",3,defensive rebound,,rhodes,moriah muhammad,,
253,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,253,06:36,,,,,"MISS 3PTR by TAYLOR,CAROLINE",,,"MISS 3PTR by TAYLOR,CAROLINE",3,three pointer,missed,rhodes,caroline taylor,,396
254,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,254,--,,,,,"REBOUND OFF by WHITESIDE,LINDSEY",,,"REBOUND OFF by WHITESIDE,LINDSEY",3,offensive rebound,,rhodes,lindsey whiteside,,
255,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,255,06:21,,23,,33 (+10),"GOOD JUMPER by DOWNEY,KIERA",RHODES 23-33 (-10),,"GOOD JUMPER by DOWNEY,KIERA",3,jumper,good,rhodes,kiera downey,2,381
256,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,256,06:04,"MISS JUMPER by CHIRICO,PRESLEY",,,,,,,"MISS JUMPER by CHIRICO,PRESLEY",3,jumper,missed,Centre,presley chirico,,364
257,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,257,--,"REBOUND OFF by WEHBY,ABIGAIL",,,,,,,"REBOUND OFF by WEHBY,ABIGAIL",3,offensive rebound,,Centre,abigail wehby,,
258,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,258,05:54,"FOUL  by FEE,MIKAYLA",,,,,,,"FOUL  by FEE,MIKAYLA",3,foul,,Centre,mikayla fee,,354
259,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,259,05:54,"TURNOVER  by FEE,MIKAYLA",,,,,,,"TURNOVER  by FEE,MIKAYLA",3,turnover,,Centre,mikayla fee,,354
260,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,260,05:54,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",3,subbing in,,Centre,ellen hicks,,354
261,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,261,05:54,"SUB OUT by FEE,MIKAYLA",,,,,,,"SUB OUT by FEE,MIKAYLA",3,subbing out,,Centre,mikayla fee,,354
262,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,262,05:35,"FOUL  by MARCUM,MADISON",,,,,,,"FOUL  by MARCUM,MADISON",3,foul,,Centre,madison marcum,,335
263,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,263,05:35,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",3,subbing in,,Centre,lakken miller,,335
264,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,264,05:35,"SUB IN by JENNINGS,RACHEL",,,,,,,"SUB IN by JENNINGS,RACHEL",3,subbing in,,Centre,rachel jennings,,335
265,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,265,05:35,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",3,subbing out,,Centre,madison marcum,,335
266,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,266,05:35,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",3,subbing out,,Centre,abigail wehby,,335
267,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,267,05:26,,,,,"TURNOVER  by WHITESIDE,LINDSEY",,,"TURNOVER  by WHITESIDE,LINDSEY",3,turnover,,rhodes,lindsey whiteside,,326
268,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,268,05:12,"MISS JUMPER by HICKS,ELLEN",,,,,,,"MISS JUMPER by HICKS,ELLEN",3,jumper,missed,Centre,ellen hicks,,312
269,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,269,05:12,,,,,"BLOCK  by MUHAMMAD,MORIAH",,,"BLOCK  by MUHAMMAD,MORIAH",3,block,,rhodes,moriah muhammad,,312
270,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,270,--,,,,,"REBOUND DEF by MUHAMMAD,MORIAH",,,"REBOUND DEF by MUHAMMAD,MORIAH",3,defensive rebound,,rhodes,moriah muhammad,,
271,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,271,05:06,,,,,"TURNOVER  by MUHAMMAD,MORIAH",,,"TURNOVER  by MUHAMMAD,MORIAH",3,turnover,,rhodes,moriah muhammad,,306
272,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,272,05:06,"STEAL  by HICKS,ELLEN",,,,,,,"STEAL  by HICKS,ELLEN",3,steal,,Centre,,,306
273,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,273,04:57,"MISS LAYUP by HICKS,ELLEN",,,,,,,"MISS LAYUP by HICKS,ELLEN",3,layup,missed,Centre,ellen hicks,,297
274,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,274,--,,,,,"REBOUND DEF by TAYLOR,CAROLINE",,,"REBOUND DEF by TAYLOR,CAROLINE",3,defensive rebound,,rhodes,caroline taylor,,
275,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,275,04:51,,23,,35 (+12),"GOOD JUMPER by DOWNEY,KIERA(in the paint)",RHODES 23-35 (-12),,"GOOD JUMPER by DOWNEY,KIERA(in the paint)",3,jumper,good,rhodes,kiera downey,2,291
276,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,276,04:44,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3,timeout,,Centre,,,284
277,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,277,04:44,"SUB IN by MURRAY,KYLEE",,,,,,,"SUB IN by MURRAY,KYLEE",3,subbing in,,Centre,kylee murray,,284
278,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,278,04:44,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",3,subbing out,,Centre,lakken miller,,284
