,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CEN,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
140,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,140,08:48,,,,,"SUB OUT by MOTTER,MALEHA",,,"SUB OUT by MOTTER,MALEHA",2,subbing out,,hanover,maleha motter,,528
141,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,141,08:27,"MISS 3PTR by RICE,MADISON",,,,,,,"MISS 3PTR by RICE,MADISON",2,three pointer,missed,Centre,madison rice,,507
142,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,142,--,,,,,"REBOUND DEF by NALL,ALEXIS",,,"REBOUND DEF by NALL,ALEXIS",2,defensive rebound,,hanover,alexis nall,,
143,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,143,08:05,"FOUL  by STEWART,ABIGAIL",,,,,,,"FOUL  by STEWART,ABIGAIL",2,foul,,Centre,abigail stewart,,485
144,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,144,08:05,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,485
145,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,145,08:05,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,485
146,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,146,08:05,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,485
147,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,147,08:05,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,485
148,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,148,07:54,,4,,16 (+12),"GOOD LAYUP by NALL,ALEXIS(in the paint)",HC 4-16 (-12),,"GOOD LAYUP by NALL,ALEXIS(in the paint)",2,layup,good,hanover,alexis nall,2,474
149,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,149,07:28,"MISS JUMPER by FEE,MIKAYLA",,,,,,,"MISS JUMPER by FEE,MIKAYLA",2,jumper,missed,Centre,mikayla fee,,448
150,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,150,--,,,,,"REBOUND DEF by TODD,BROOKE",,,"REBOUND DEF by TODD,BROOKE",2,defensive rebound,,hanover,brooke todd,,
151,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,151,07:21,,,,,"MISS JUMPER by HARTMAN,KATIE",,,"MISS JUMPER by HARTMAN,KATIE",2,jumper,missed,hanover,katie hartman,,441
152,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,152,--,"REBOUND DEF by WEHBY,ABIGAIL",,,,,,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
153,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,153,06:53,"MISS JUMPER by FEE,MIKAYLA",,,,,,,"MISS JUMPER by FEE,MIKAYLA",2,jumper,missed,Centre,mikayla fee,,413
154,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,154,--,,,,,"REBOUND DEF by COURTNEY,SAVANNAH",,,"REBOUND DEF by COURTNEY,SAVANNAH",2,defensive rebound,,hanover,savannah courtney,,
155,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,155,06:45,,,,,"MISS LAYUP by NALL,ALEXIS",,,"MISS LAYUP by NALL,ALEXIS",2,layup,missed,hanover,alexis nall,,405
156,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,156,--,"REBOUND DEF by BUNNER,CHEYENNE",,,,,,,"REBOUND DEF by BUNNER,CHEYENNE",2,defensive rebound,,Centre,cheyenne bunner,,
157,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,157,06:41,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2,timeout,,Centre,,,401
158,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,158,06:30,"TURNOVER  by MARCUM,MADISON",,,,,,,"TURNOVER  by MARCUM,MADISON",2,turnover,,Centre,madison marcum,,390
159,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,159,06:30,,,,,"SUB IN by MOTTER,MALEHA",,,"SUB IN by MOTTER,MALEHA",2,subbing in,,hanover,maleha motter,,390
160,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,160,06:30,,,,,"SUB OUT by COURTNEY,SAVANNAH",,,"SUB OUT by COURTNEY,SAVANNAH",2,subbing out,,hanover,savannah courtney,,390
161,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,161,06:22,,,,,"TURNOVER  by HARTMAN,KATIE",,,"TURNOVER  by HARTMAN,KATIE",2,turnover,,hanover,katie hartman,,382
162,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,162,06:21,"STEAL  by CHIRICO,PRESLEY",,,,,,,"STEAL  by CHIRICO,PRESLEY",2,steal,,Centre,,,381
163,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,163,06:17,"MISS JUMPER by MORRIS,TAYLOR",,,,,,,"MISS JUMPER by MORRIS,TAYLOR",2,jumper,missed,Centre,taylor morris,,377
164,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,164,--,,,,,"REBOUND DEF by CROMER,CLAIRE",,,"REBOUND DEF by CROMER,CLAIRE",2,defensive rebound,,hanover,claire cromer,,
165,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,165,06:09,,,,,"MISS LAYUP by MOTTER,MALEHA",,,"MISS LAYUP by MOTTER,MALEHA",2,layup,missed,hanover,maleha motter,,369
166,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,166,--,"REBOUND DEF by CHIRICO,PRESLEY",,,,,,,"REBOUND DEF by CHIRICO,PRESLEY",2,defensive rebound,,Centre,presley chirico,,
167,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,167,06:05,"SUB IN by MARCUM,MADISON",,,,,,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,365
168,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,168,06:05,"SUB IN by MORRIS,TAYLOR",,,,,,,"SUB IN by MORRIS,TAYLOR",2,subbing in,,Centre,taylor morris,,365
169,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,169,06:05,"SUB IN by CHIRICO,PRESLEY",,,,,,,"SUB IN by CHIRICO,PRESLEY",2,subbing in,,Centre,presley chirico,,365
170,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,170,06:05,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,365
171,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,171,06:05,"SUB OUT by WILSON,KATHLEEN",,,,,,,"SUB OUT by WILSON,KATHLEEN",2,subbing out,,Centre,kathleen wilson,,365
172,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,172,06:05,"SUB OUT by MURRAY,KYLEE",,,,,,,"SUB OUT by MURRAY,KYLEE",2,subbing out,,Centre,kylee murray,,365
173,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,173,05:39,"MISS LAYUP by FEE,MIKAYLA",,,,,,,"MISS LAYUP by FEE,MIKAYLA",2,layup,missed,Centre,mikayla fee,,339
174,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,174,05:39,,,,,"BLOCK  by MOTTER,MALEHA",,,"BLOCK  by MOTTER,MALEHA",2,block,,hanover,maleha motter,,339
175,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,175,--,"REBOUND OFF by FEE,MIKAYLA",,,,,,,"REBOUND OFF by FEE,MIKAYLA",2,offensive rebound,,Centre,mikayla fee,,
176,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,176,05:39,"MISS JUMPER by MORRIS,TAYLOR",,,,,,,"MISS JUMPER by MORRIS,TAYLOR",2,jumper,missed,Centre,taylor morris,,339
177,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,177,--,"REBOUND OFF by BUNNER,CHEYENNE",,,,,,,"REBOUND OFF by BUNNER,CHEYENNE",2,offensive rebound,,Centre,cheyenne bunner,,
178,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,178,05:22,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,322
179,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,179,05:22,"SUB OUT by MORRIS,TAYLOR",,,,,,,"SUB OUT by MORRIS,TAYLOR",2,subbing out,,Centre,taylor morris,,322
180,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,180,05:20,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,320
181,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,181,05:20,"SUB OUT by FEE,MIKAYLA",,,,,,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,320
182,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,182,05:04,"MISS 3PTR by MILLER,LAKKEN",,,,,,,"MISS 3PTR by MILLER,LAKKEN",2,three pointer,missed,Centre,lakken miller,,304
183,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,183,--,,,,,"REBOUND DEF by HARTMAN,KATIE",,,"REBOUND DEF by HARTMAN,KATIE",2,defensive rebound,,hanover,katie hartman,,
184,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,184,04:47,,,,,"MISS LAYUP by NALL,ALEXIS",,,"MISS LAYUP by NALL,ALEXIS",2,layup,missed,hanover,alexis nall,,287
185,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,185,04:47,"BLOCK  by STEWART,ABIGAIL",,,,,,,"BLOCK  by STEWART,ABIGAIL",2,block,,Centre,abigail stewart,,287
186,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,186,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
187,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,187,04:42,,4,,18 (+14),"GOOD LAYUP by MOTTER,MALEHA(in the paint)",HC 4-18 (-14),,"GOOD LAYUP by MOTTER,MALEHA(in the paint)",2,layup,good,hanover,maleha motter,2,282
188,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,188,--,,,,,"ASSIST  by TODD,BROOKE",,,"ASSIST  by TODD,BROOKE",2,assist,,hanover,brooke todd,,
189,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,189,04:39,"FOUL  by MILLER,LAKKEN",,,,,,,"FOUL  by MILLER,LAKKEN",2,foul,,Centre,lakken miller,,279
190,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,190,04:39,,4,,19 (+15),"GOOD FT by MOTTER,MALEHA",HC 4-19 (-15),,"GOOD FT by MOTTER,MALEHA",2,free throw,good,hanover,maleha motter,1,279
191,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,191,04:39,,,,,"SUB IN by CHEZEM,AVERY",,,"SUB IN by CHEZEM,AVERY",2,subbing in,,hanover,avery chezem,,279
192,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,192,04:39,,,,,"SUB OUT by HARTMAN,KATIE",,,"SUB OUT by HARTMAN,KATIE",2,subbing out,,hanover,katie hartman,,279
193,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,193,04:27,"MISS JUMPER by CHIRICO,PRESLEY",,,,,,,"MISS JUMPER by CHIRICO,PRESLEY",2,jumper,missed,Centre,presley chirico,,267
194,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,194,04:27,,,,,"BLOCK  by MOTTER,MALEHA",,,"BLOCK  by MOTTER,MALEHA",2,block,,hanover,maleha motter,,267
195,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,195,--,,,,,"REBOUND DEF by MOTTER,MALEHA",,,"REBOUND DEF by MOTTER,MALEHA",2,defensive rebound,,hanover,maleha motter,,
196,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,196,04:10,,,,,"MISS JUMPER by CROMER,CLAIRE",,,"MISS JUMPER by CROMER,CLAIRE",2,jumper,missed,hanover,claire cromer,,250
197,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,197,--,"REBOUND DEF by STEWART,ABIGAIL",,,,,,,"REBOUND DEF by STEWART,ABIGAIL",2,defensive rebound,,Centre,abigail stewart,,
198,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,198,03:45,"GOOD 3PTR by MARCUM,MADISON",7,,19 (+12),,CEN 7-19 (-12),,"GOOD 3PTR by MARCUM,MADISON",2,three pointer,good,Centre,madison marcum,3,225
199,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,199,--,"ASSIST  by MILLER,LAKKEN",,,,,,,"ASSIST  by MILLER,LAKKEN",2,assist,,Centre,lakken miller,,
200,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,200,03:40,,,,,"TURNOVER  by TODD,BROOKE",,,"TURNOVER  by TODD,BROOKE",2,turnover,,hanover,brooke todd,,220
201,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,201,03:39,"STEAL  by STEWART,ABIGAIL",,,,,,,"STEAL  by STEWART,ABIGAIL",2,steal,,Centre,,,219
202,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,202,03:30,"MISS JUMPER by STEWART,ABIGAIL",,,,,,,"MISS JUMPER by STEWART,ABIGAIL",2,jumper,missed,Centre,abigail stewart,,210
203,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,203,--,,,,,"REBOUND DEF by TODD,BROOKE",,,"REBOUND DEF by TODD,BROOKE",2,defensive rebound,,hanover,brooke todd,,
204,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,204,03:26,,,,,"TURNOVER  by TODD,BROOKE",,,"TURNOVER  by TODD,BROOKE",2,turnover,,hanover,brooke todd,,206
205,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,205,03:26,"SUB IN by WILSON,KATHLEEN",,,,,,,"SUB IN by WILSON,KATHLEEN",2,subbing in,,Centre,kathleen wilson,,206
206,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,206,03:26,"SUB IN by RICE,MADISON",,,,,,,"SUB IN by RICE,MADISON",2,subbing in,,Centre,madison rice,,206
207,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,207,03:26,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,206
208,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,208,03:26,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,206
209,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,209,03:26,"SUB OUT by BUNNER,CHEYENNE",,,,,,,"SUB OUT by BUNNER,CHEYENNE",2,subbing out,,Centre,cheyenne bunner,,206
210,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,210,03:26,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,206
211,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,211,03:26,,,,,"SUB IN by COURTNEY,SAVANNAH",,,"SUB IN by COURTNEY,SAVANNAH",2,subbing in,,hanover,savannah courtney,,206
212,4,hanover,Centre,Hanover,37-50,37,50,"4, 9, 9, 15, 37","14, 9, 18, 9, 50",4,9,9,15,37,14,9,18,9,50,3-1,2-1,11/24/18,Lose,100,No Location Recorded,8:00 PM,N,212,03:26,,,,,"SUB IN by WALKER,MACY",,,"SUB IN by WALKER,MACY",2,subbing in,,hanover,macy walker,,206
