,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,CENTRE,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
371,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,371,--,,,,,"REBOUND DEF by HUTER,LAUREN",,,"REBOUND DEF by HUTER,LAUREN",2,defensive rebound,,Centre,lauren huter,,
372,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,372,08:47,"FOUL  by TATE,JAMIE",,,,,,,"FOUL  by TATE,JAMIE",2,foul,,hendrix college,jamie tate,,527
373,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,373,08:16,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2,turnover,,Centre,,,496
374,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,374,08:16,"SUB IN by ROANE,ANNA",,,,,,,"SUB IN by ROANE,ANNA",2,subbing in,,hendrix college,anna roane,,496
375,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,375,08:16,"SUB OUT by ASHLEY-PAULEY,KATY",,,,,,,"SUB OUT by ASHLEY-PAULEY,KATY",2,subbing out,,hendrix college,katy ashley-pauley,,496
376,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,376,08:01,,,,,"FOUL  by HUTER,LAUREN",,,"FOUL  by HUTER,LAUREN",2,foul,,Centre,lauren huter,,481
377,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,377,08:01,"GOOD FT by COUGHRAN,KATIE",37,,57 (+20),,HENDRIX 37-57 (+20),,"GOOD FT by COUGHRAN,KATIE",2,free throw,good,hendrix college,katie coughran,1,481
378,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,378,08:01,"MISS FT by COUGHRAN,KATIE",,,,,,,"MISS FT by COUGHRAN,KATIE",2,free throw,missed,hendrix college,katie coughran,,481
379,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,379,--,,,,,"REBOUND DEF by MIRE,JENNA",,,"REBOUND DEF by MIRE,JENNA",2,defensive rebound,,Centre,jenna mire,,
380,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,380,08:01,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",2,subbing in,,Centre,bridget winstead,,481
381,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,381,08:01,,,,,"SUB OUT by GOATLEY,JANE",,,"SUB OUT by GOATLEY,JANE",2,subbing out,,Centre,jane goatley,,481
382,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,382,07:39,,,,,"MISS JUMPER by HUTER,LAUREN",,,"MISS JUMPER by HUTER,LAUREN",2,jumper,missed,Centre,lauren huter,,459
383,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,383,--,"REBOUND DEF by DEVLIN,SAMANTHA",,,,,,,"REBOUND DEF by DEVLIN,SAMANTHA",2,defensive rebound,,hendrix college,samantha devlin,,
384,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,384,07:23,,,,,"SUB IN by WEST,CAILYNN",,,"SUB IN by WEST,CAILYNN",2,subbing in,,Centre,cailynn west,,443
385,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,385,07:23,,,,,"SUB IN by PREWITT,MAGGIE",,,"SUB IN by PREWITT,MAGGIE",2,subbing in,,Centre,maggie prewitt,,443
386,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,386,07:23,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",2,subbing in,,Centre,chelsea benham,,443
387,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,387,07:23,,,,,"SUB IN by BURKE,ALYSON",,,"SUB IN by BURKE,ALYSON",2,subbing in,,Centre,alyson burke,,443
388,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,388,07:23,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",2,subbing out,,Centre,paige baechle,,443
389,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,389,07:23,,,,,"SUB OUT by MIRE,JENNA",,,"SUB OUT by MIRE,JENNA",2,subbing out,,Centre,jenna mire,,443
390,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,390,07:23,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",2,subbing out,,Centre,lauren huter,,443
391,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,391,07:23,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,443
392,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,392,07:18,"MISS LAYUP by COUGHRAN,KATIE",,,,,,,"MISS LAYUP by COUGHRAN,KATIE",2,layup,missed,hendrix college,katie coughran,,438
393,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,393,--,,,,,"REBOUND DEF by WEST,CAILYNN",,,"REBOUND DEF by WEST,CAILYNN",2,defensive rebound,,Centre,cailynn west,,
394,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,394,07:00,"FOUL  by DEVLIN,SAMANTHA",,,,,,,"FOUL  by DEVLIN,SAMANTHA",2,foul,,hendrix college,samantha devlin,,420
395,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,395,07:00,,37,,58 (+21),"GOOD FT by PREWITT,MAGGIE",CENTRE 37-58 (+21),,"GOOD FT by PREWITT,MAGGIE",2,free throw,good,Centre,maggie prewitt,1,420
396,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,396,07:00,,37,,59 (+22),"GOOD FT by PREWITT,MAGGIE",CENTRE 37-59 (+22),,"GOOD FT by PREWITT,MAGGIE",2,free throw,good,Centre,maggie prewitt,1,420
397,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,397,06:43,"MISS JUMPER by ROANE,ANNA",,,,,,,"MISS JUMPER by ROANE,ANNA",2,jumper,missed,hendrix college,anna roane,,403
398,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,398,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
399,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,399,06:34,"FOUL  by DEVLIN,SAMANTHA",,,,,,,"FOUL  by DEVLIN,SAMANTHA",2,foul,,hendrix college,samantha devlin,,394
400,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,400,06:34,,37,,60 (+23),"GOOD FT by BENHAM,CHELSEA",CENTRE 37-60 (+23),,"GOOD FT by BENHAM,CHELSEA",2,free throw,good,Centre,chelsea benham,1,394
401,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,401,06:34,,,,,"MISS FT by BENHAM,CHELSEA",,,"MISS FT by BENHAM,CHELSEA",2,free throw,missed,Centre,chelsea benham,,394
402,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,402,--,,,,,"REBOUND OFF by WINSTEAD,BRIDGET",,,"REBOUND OFF by WINSTEAD,BRIDGET",2,offensive rebound,,Centre,bridget winstead,,
403,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,403,06:34,"SUB IN by ASHLEY-PAULEY,KATY",,,,,,,"SUB IN by ASHLEY-PAULEY,KATY",2,subbing in,,hendrix college,katy ashley-pauley,,394
404,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,404,06:34,"SUB OUT by DEVLIN,SAMANTHA",,,,,,,"SUB OUT by DEVLIN,SAMANTHA",2,subbing out,,hendrix college,samantha devlin,,394
405,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,405,06:08,,,,,"MISS JUMPER by BENHAM,CHELSEA",,,"MISS JUMPER by BENHAM,CHELSEA",2,jumper,missed,Centre,chelsea benham,,368
406,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,406,--,"REBOUND DEF by COUGHRAN,KATIE",,,,,,,"REBOUND DEF by COUGHRAN,KATIE",2,defensive rebound,,hendrix college,katie coughran,,
407,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,407,06:05,"TURNOVER  by COUGHRAN,KATIE",,,,,,,"TURNOVER  by COUGHRAN,KATIE",2,turnover,,hendrix college,katie coughran,,365
408,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,408,06:04,,,,,"STEAL  by BENHAM,CHELSEA",,,"STEAL  by BENHAM,CHELSEA",2,steal,,Centre,,,364
409,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,409,06:04,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,364
410,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,410,06:00,,,,,"MISS LAYUP by BENHAM,CHELSEA",,,"MISS LAYUP by BENHAM,CHELSEA",2,layup,missed,Centre,chelsea benham,,360
411,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,411,--,"REBOUND DEF by TATE,JAMIE",,,,,,,"REBOUND DEF by TATE,JAMIE",2,defensive rebound,,hendrix college,jamie tate,,
412,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,412,05:59,,,,,"FOUL  by WEST,CAILYNN",,,"FOUL  by WEST,CAILYNN",2,foul,,Centre,cailynn west,,359
413,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,413,05:58,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,358
414,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,414,05:45,"MISS LAYUP by DEVLIN,SAMANTHA",,,,,,,"MISS LAYUP by DEVLIN,SAMANTHA",2,layup,missed,hendrix college,samantha devlin,,345
415,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,415,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
416,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,416,05:26,,37,,63 (+26),"GOOD 3PTR by WINSTEAD,BRIDGET",CENTRE 37-63 (+26),,"GOOD 3PTR by WINSTEAD,BRIDGET",2,three pointer,good,Centre,bridget winstead,3,326
417,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,417,--,,,,,"ASSIST  by BURKE,ALYSON",,,"ASSIST  by BURKE,ALYSON",2,assist,,Centre,alyson burke,,
418,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,418,05:12,"GOOD JUMPER by DEVLIN,SAMANTHA",39,,63 (+24),,HENDRIX 39-63 (+24),,"GOOD JUMPER by DEVLIN,SAMANTHA",2,jumper,good,hendrix college,samantha devlin,2,312
419,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,419,04:46,,,,,"TURNOVER  by BENHAM,CHELSEA",,,"TURNOVER  by BENHAM,CHELSEA",2,turnover,,Centre,chelsea benham,,286
420,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,420,04:45,"STEAL  by DEVLIN,SAMANTHA",,,,,,,"STEAL  by DEVLIN,SAMANTHA",2,steal,,hendrix college,,,285
421,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,421,04:42,"MISS LAYUP by DEVLIN,SAMANTHA",,,,,,,"MISS LAYUP by DEVLIN,SAMANTHA",2,layup,missed,hendrix college,samantha devlin,,282
422,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,422,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
423,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,423,04:32,,,,,"MISS LAYUP by BENHAM,CHELSEA",,,"MISS LAYUP by BENHAM,CHELSEA",2,layup,missed,Centre,chelsea benham,,272
424,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,424,--,"REBOUND DEF by DEVLIN,SAMANTHA",,,,,,,"REBOUND DEF by DEVLIN,SAMANTHA",2,defensive rebound,,hendrix college,samantha devlin,,
425,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,425,04:14,"MISS JUMPER by DEVLIN,SAMANTHA",,,,,,,"MISS JUMPER by DEVLIN,SAMANTHA",2,jumper,missed,hendrix college,samantha devlin,,254
426,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,426,--,,,,,"REBOUND DEF by WINSTEAD,BRIDGET",,,"REBOUND DEF by WINSTEAD,BRIDGET",2,defensive rebound,,Centre,bridget winstead,,
427,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,427,04:02,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,242
428,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,428,04:02,"SUB IN by DEVLIN,SAMANTHA",,,,,,,"SUB IN by DEVLIN,SAMANTHA",2,subbing in,,hendrix college,samantha devlin,,242
429,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,429,04:02,"SUB OUT by COUGHRAN,KATIE",,,,,,,"SUB OUT by COUGHRAN,KATIE",2,subbing out,,hendrix college,katie coughran,,242
430,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,430,04:02,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",2,subbing in,,Centre,paige baechle,,242
431,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,431,04:02,,,,,"SUB IN by MIRE,JENNA",,,"SUB IN by MIRE,JENNA",2,subbing in,,Centre,jenna mire,,242
432,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,432,04:02,,,,,"SUB IN by MOORE,HILLARY",,,"SUB IN by MOORE,HILLARY",2,subbing in,,Centre,hillary moore,,242
433,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,433,04:02,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,242
434,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,434,04:02,,,,,"SUB OUT by PREWITT,MAGGIE",,,"SUB OUT by PREWITT,MAGGIE",2,subbing out,,Centre,maggie prewitt,,242
435,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,435,04:02,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",2,subbing out,,Centre,chelsea benham,,242
436,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,436,04:02,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",2,subbing out,,Centre,bridget winstead,,242
437,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,437,04:02,,,,,"SUB OUT by BURKE,ALYSON",,,"SUB OUT by BURKE,ALYSON",2,subbing out,,Centre,alyson burke,,242
438,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,438,03:40,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2,turnover,,Centre,,,220
439,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,439,03:28,"MISS JUMPER by TATE,JAMIE",,,,,,,"MISS JUMPER by TATE,JAMIE",2,jumper,missed,hendrix college,jamie tate,,208
440,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,440,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
441,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,441,03:10,"FOUL  by ROLLER,AVERY",,,,,,,"FOUL  by ROLLER,AVERY",2,foul,,hendrix college,avery roller,,190
442,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,442,02:45,"FOUL  by TATE,JAMIE",,,,,,,"FOUL  by TATE,JAMIE",2,foul,,hendrix college,jamie tate,,165
443,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,443,02:45,,39,,64 (+25),"GOOD FT by MIRE,JENNA",CENTRE 39-64 (+25),,"GOOD FT by MIRE,JENNA",2,free throw,good,Centre,jenna mire,1,165
444,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,444,02:45,,39,,65 (+26),"GOOD FT by MIRE,JENNA",CENTRE 39-65 (+26),,"GOOD FT by MIRE,JENNA",2,free throw,good,Centre,jenna mire,1,165
445,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,445,02:45,"GOOD LAYUP by ROANE,ANNA(in the paint)",41,,65 (+24),,HENDRIX 41-65 (+24),,"GOOD LAYUP by ROANE,ANNA(in the paint)",2,layup,good,hendrix college,anna roane,2,165
446,25,hendrix,Hendrix College,Centre College,65-46,65,46,"38, 27, 65","26, 20, 46",38,27,65,26,20,46,22-3,7-19,02/24/12,Win,No Attendence Recorded,No Location Recorded,1:00 PM,H,446,--,,,,,"ASSIST  by MIRE,JENNA",,,"ASSIST  by MIRE,JENNA",2,assist,,Centre,jenna mire,,
