,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,BCW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
10,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,10,19:20,"MISS 3PTR by SEGARRA,CHANLIR",,,,,,,"MISS 3PTR by SEGARRA,CHANLIR",1,three pointer,missed,berry,chanlir segarra,,1160
11,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,11,--,"REBOUND OFF by SEGARRA,CHANLIR",,,,,,,"REBOUND OFF by SEGARRA,CHANLIR",1,offensive rebound,,berry,chanlir segarra,,
12,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,12,18:56,,,,,"FOUL  by BURKE,ALYSON",,,"FOUL  by BURKE,ALYSON",1,foul,,Centre,alyson burke,,1136
13,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,13,18:56,"GOOD FT by COUGHLAN,BRITTANY",3 (+3),,0,,BCW 3-0 (-3),,"GOOD FT by COUGHLAN,BRITTANY",1,free throw,good,berry,brittany coughlan,1,1136
14,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,14,18:56,"GOOD FT by COUGHLAN,BRITTANY",4 (+4),,0,,BCW 4-0 (-4),,"GOOD FT by COUGHLAN,BRITTANY",1,free throw,good,berry,brittany coughlan,1,1136
15,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,15,18:40,"FOUL  by SISK,DANIELLE",,,,,,,"FOUL  by SISK,DANIELLE",1,foul,,berry,danielle sisk,,1120
16,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,16,18:40,,4 (+3),,1,"GOOD FT by WINSTEAD,BRIDGET",CENTRE_W 4-1 (-3),,"GOOD FT by WINSTEAD,BRIDGET",1,free throw,good,Centre,bridget winstead,1,1120
17,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,17,18:40,,4 (+2),,2,"GOOD FT by WINSTEAD,BRIDGET",CENTRE_W 4-2 (-2),,"GOOD FT by WINSTEAD,BRIDGET",1,free throw,good,Centre,bridget winstead,1,1120
18,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,18,18:31,"MISS 3PTR by EVANS,ALEXA",,,,,,,"MISS 3PTR by EVANS,ALEXA",1,three pointer,missed,berry,alexa evans,,1111
19,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,19,--,"REBOUND OFF by SISK,DANIELLE",,,,,,,"REBOUND OFF by SISK,DANIELLE",1,offensive rebound,,berry,danielle sisk,,
20,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,20,18:28,"GOOD LAYUP by SISK,DANIELLE(in the paint)",6 (+4),,2,,BCW 6-2 (-4),,"GOOD LAYUP by SISK,DANIELLE(in the paint)",1,layup,good,berry,danielle sisk,2,1108
21,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,21,18:28,,,,,"FOUL  by BENHAM,CHELSEA",,,"FOUL  by BENHAM,CHELSEA",1,foul,,Centre,chelsea benham,,1108
22,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,22,18:28,"GOOD FT by SISK,DANIELLE",7 (+5),,2,,BCW 7-2 (-5),,"GOOD FT by SISK,DANIELLE",1,free throw,good,berry,danielle sisk,1,1108
23,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,23,18:13,"FOUL  by SEGARRA,CHANLIR",,,,,,,"FOUL  by SEGARRA,CHANLIR",1,foul,,berry,chanlir segarra,,1093
24,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,24,18:13,,7 (+4),,3,"GOOD FT by BENHAM,CHELSEA",CENTRE_W 7-3 (-4),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,1093
25,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,25,18:13,,7 (+3),,4,"GOOD FT by BENHAM,CHELSEA",CENTRE_W 7-4 (-3),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,1093
26,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,26,18:05,"TURNOVER  by SEGARRA,CHANLIR",,,,,,,"TURNOVER  by SEGARRA,CHANLIR",1,turnover,,berry,chanlir segarra,,1085
27,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,27,17:44,,7 (+1),,6,"GOOD JUMPER by PREWITT,MAGGIE",CENTRE_W 7-6 (-1),,"GOOD JUMPER by PREWITT,MAGGIE",1,jumper,good,Centre,maggie prewitt,2,1064
28,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,28,17:21,"MISS 3PTR by COUGHLAN,BRITTANY",,,,,,,"MISS 3PTR by COUGHLAN,BRITTANY",1,three pointer,missed,berry,brittany coughlan,,1041
29,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,29,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
30,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,30,17:04,"GOOD JUMPER by COUGHLAN,BRITTANY",9 (+3),,6,,BCW 9-6 (-3),,"GOOD JUMPER by COUGHLAN,BRITTANY",1,jumper,good,berry,brittany coughlan,2,1024
31,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,31,16:51,"SUB IN by SMITH,PILAR",,,,,,,"SUB IN by SMITH,PILAR",1,subbing in,,berry,pilar smith,,1011
32,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,32,16:51,"SUB IN by LAWRENCE,ALLISON",,,,,,,"SUB IN by LAWRENCE,ALLISON",1,subbing in,,berry,allison lawrence,,1011
33,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,33,16:51,"SUB OUT by HASTINGS,KELLY",,,,,,,"SUB OUT by HASTINGS,KELLY",1,subbing out,,berry,kelly hastings,,1011
34,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,34,16:51,"SUB OUT by SISK,DANIELLE",,,,,,,"SUB OUT by SISK,DANIELLE",1,subbing out,,berry,danielle sisk,,1011
35,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,35,16:51,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,1011
36,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,36,16:51,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,1011
37,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,37,16:47,,,,,"TURNOVER  by PREWITT,MAGGIE",,,"TURNOVER  by PREWITT,MAGGIE",1,turnover,,Centre,maggie prewitt,,1007
38,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,38,16:46,"STEAL  by SMITH,PILAR",,,,,,,"STEAL  by SMITH,PILAR",1,steal,,berry,,,1006
39,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,39,16:36,"MISS JUMPER by LAWRENCE,ALLISON",,,,,,,"MISS JUMPER by LAWRENCE,ALLISON",1,jumper,missed,berry,allison lawrence,,996
40,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,40,--,,,,,"REBOUND DEF by HUTER,LAUREN",,,"REBOUND DEF by HUTER,LAUREN",1,defensive rebound,,Centre,lauren huter,,
41,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,41,16:17,,9 (+1),,8,"GOOD JUMPER by BAECHLE,PAIGE",CENTRE_W 9-8 (-1),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,977
42,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,42,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
43,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,43,15:43,"MISS 3PTR by EVANS,ALEXA",,,,,,,"MISS 3PTR by EVANS,ALEXA",1,three pointer,missed,berry,alexa evans,,943
44,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,44,--,,,,,"REBOUND DEF by WINSTEAD,BRIDGET",,,"REBOUND DEF by WINSTEAD,BRIDGET",1,defensive rebound,,Centre,bridget winstead,,
45,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,45,15:22,,,,,"TURNOVER  by HUTER,LAUREN",,,"TURNOVER  by HUTER,LAUREN",1,turnover,,Centre,lauren huter,,922
46,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,46,15:21,"STEAL  by LAWRENCE,ALLISON",,,,,,,"STEAL  by LAWRENCE,ALLISON",1,steal,,berry,,,921
47,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,47,15:14,"MISS 3PTR by COUGHLAN,BRITTANY",,,,,,,"MISS 3PTR by COUGHLAN,BRITTANY",1,three pointer,missed,berry,brittany coughlan,,914
48,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,48,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
49,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,49,15:02,"FOUL  by EVANS,ALEXA",,,,,,,"FOUL  by EVANS,ALEXA",1,foul,,berry,alexa evans,,902
50,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,50,15:02,"SUB IN by THOMAS,BROOKE",,,,,,,"SUB IN by THOMAS,BROOKE",1,subbing in,,berry,brooke thomas,,902
51,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,51,15:02,"SUB OUT by EVANS,ALEXA",,,,,,,"SUB OUT by EVANS,ALEXA",1,subbing out,,berry,alexa evans,,902
52,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,52,15:02,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,902
53,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,53,15:02,,,,,"SUB OUT by BURKE,ALYSON",,,"SUB OUT by BURKE,ALYSON",1,subbing out,,Centre,alyson burke,,902
54,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,54,14:53,,9,,10 (+1),"GOOD JUMPER by BAECHLE,PAIGE",CENTRE_W 9-10 (+1),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,893
55,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,55,14:40,"GOOD JUMPER by SMITH,PILAR",11 (+1),,10,,BCW 11-10 (-1),,"GOOD JUMPER by SMITH,PILAR",1,jumper,good,berry,pilar smith,2,880
56,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,56,--,"ASSIST  by SEGARRA,CHANLIR",,,,,,,"ASSIST  by SEGARRA,CHANLIR",1,assist,,berry,chanlir segarra,,
57,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,57,14:25,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,865
58,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,58,--,"REBOUND DEF by SEGARRA,CHANLIR",,,,,,,"REBOUND DEF by SEGARRA,CHANLIR",1,defensive rebound,,berry,chanlir segarra,,
59,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,59,14:18,"FOUL  by COUGHLAN,BRITTANY",,,,,,,"FOUL  by COUGHLAN,BRITTANY",1,foul,,berry,brittany coughlan,,858
60,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,60,14:18,"TURNOVER  by COUGHLAN,BRITTANY",,,,,,,"TURNOVER  by COUGHLAN,BRITTANY",1,turnover,,berry,brittany coughlan,,858
61,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,61,14:18,"SUB IN by HAMMAKER,ALESA",,,,,,,"SUB IN by HAMMAKER,ALESA",1,subbing in,,berry,alesa hammaker,,858
62,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,62,14:18,"SUB IN by MCLEAN,MEL",,,,,,,"SUB IN by MCLEAN,MEL",1,subbing in,,berry,mel mclean,,858
63,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,63,14:18,"SUB OUT by SEGARRA,CHANLIR",,,,,,,"SUB OUT by SEGARRA,CHANLIR",1,subbing out,,berry,chanlir segarra,,858
64,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,64,14:18,"SUB OUT by COUGHLAN,BRITTANY",,,,,,,"SUB OUT by COUGHLAN,BRITTANY",1,subbing out,,berry,brittany coughlan,,858
65,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,65,14:18,,,,,"SUB IN by WEST,CAILYNN",,,"SUB IN by WEST,CAILYNN",1,subbing in,,Centre,cailynn west,,858
66,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,66,14:18,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",1,subbing out,,Centre,lauren huter,,858
67,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,67,13:59,,11,,13 (+2),"GOOD 3PTR by WINSTEAD,BRIDGET",CENTRE_W 11-13 (+2),,"GOOD 3PTR by WINSTEAD,BRIDGET",1,three pointer,good,Centre,bridget winstead,3,839
68,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,68,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
69,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,69,13:36,"MISS 3PTR by HAMMAKER,ALESA",,,,,,,"MISS 3PTR by HAMMAKER,ALESA",1,three pointer,missed,berry,alesa hammaker,,816
70,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,70,--,,,,,"REBOUND DEF by WEST,CAILYNN",,,"REBOUND DEF by WEST,CAILYNN",1,defensive rebound,,Centre,cailynn west,,
71,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,71,13:32,,,,,"TURNOVER  by WEST,CAILYNN",,,"TURNOVER  by WEST,CAILYNN",1,turnover,,Centre,cailynn west,,812
72,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,72,13:28,"STEAL  by HAMMAKER,ALESA",,,,,,,"STEAL  by HAMMAKER,ALESA",1,steal,,berry,,,808
73,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,73,13:28,,,,,"FOUL  by WEST,CAILYNN",,,"FOUL  by WEST,CAILYNN",1,foul,,Centre,cailynn west,,808
74,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,74,13:28,"GOOD FT by HAMMAKER,ALESA",12,,13 (+1),,BCW 12-13 (+1),,"GOOD FT by HAMMAKER,ALESA",1,free throw,good,berry,alesa hammaker,1,808
75,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,75,13:28,"GOOD FT by HAMMAKER,ALESA",13,,13,,BCW 13-13 (0),,"GOOD FT by HAMMAKER,ALESA",1,free throw,good,berry,alesa hammaker,1,808
76,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,76,13:21,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,801
77,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,77,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
78,2,berry,Berry,Centre College,87-74,87,74,"44, 43, 87","40, 34, 74",44,43,87,40,34,74,2-0,1-1,11/18/11,Win,323,No Location Recorded,7:00 AM,H,78,13:17,,13,,15 (+2),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 13-15 (+2),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,797
