,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,GC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
148,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,148,06:21,"MISS 3PTR by ADAMS,KAYLA",,,,,,,"MISS 3PTR by ADAMS,KAYLA",1,three pointer,missed,guilford college,kayla adams,,381
149,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,149,--,"REBOUND OFF by NUCCI,JACLYN",,,,,,,"REBOUND OFF by NUCCI,JACLYN",1,offensive rebound,,guilford college,jaclyn nucci,,
150,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,150,06:17,"GOOD JUMPER by NUCCI,JACLYN",20 (+5),,15,,GC 20-15 (-5),,"GOOD JUMPER by NUCCI,JACLYN",1,jumper,good,guilford college,jaclyn nucci,2,377
151,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,151,05:58,,,,,"TURNOVER  by BAECHLE,PAIGE",,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,358
152,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,152,05:58,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1,timeout,,Centre,,,358
153,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,153,05:58,"SUB IN by OGLESBY,GABBY",,,,,,,"SUB IN by OGLESBY,GABBY",1,subbing in,,guilford college,gabby oglesby,,358
154,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,154,05:58,"SUB IN by HARDIN,LOGAN",,,,,,,"SUB IN by HARDIN,LOGAN",1,subbing in,,guilford college,logan hardin,,358
155,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,155,05:58,"SUB IN by ATWATER,BRITTANY",,,,,,,"SUB IN by ATWATER,BRITTANY",1,subbing in,,guilford college,brittany atwater,,358
156,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,156,05:58,"SUB OUT by DREW,BRITTANY",,,,,,,"SUB OUT by DREW,BRITTANY",1,subbing out,,guilford college,brittany drew,,358
157,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,157,05:58,"SUB OUT by BARKER,SHELLY",,,,,,,"SUB OUT by BARKER,SHELLY",1,subbing out,,guilford college,shelly barker,,358
158,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,158,05:58,"SUB OUT by KING,MORGAN",,,,,,,"SUB OUT by KING,MORGAN",1,subbing out,,guilford college,morgan king,,358
159,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,159,05:58,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,358
160,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,160,05:58,,,,,"SUB IN by WEST,CAILYNN",,,"SUB IN by WEST,CAILYNN",1,subbing in,,Centre,cailynn west,,358
161,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,161,05:58,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,358
162,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,162,05:58,,,,,"SUB IN by BURKE,ALYSON",,,"SUB IN by BURKE,ALYSON",1,subbing in,,Centre,alyson burke,,358
163,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,163,05:58,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,358
164,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,164,05:58,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",1,subbing out,,Centre,lauren huter,,358
165,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,165,05:58,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,358
166,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,166,05:58,,,,,"SUB OUT by GOATLEY,JANE",,,"SUB OUT by GOATLEY,JANE",1,subbing out,,Centre,jane goatley,,358
167,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,167,05:36,"MISS 3PTR by ATWATER,BRITTANY",,,,,,,"MISS 3PTR by ATWATER,BRITTANY",1,three pointer,missed,guilford college,brittany atwater,,336
168,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,168,--,"REBOUND OFF by NUCCI,JACLYN",,,,,,,"REBOUND OFF by NUCCI,JACLYN",1,offensive rebound,,guilford college,jaclyn nucci,,
169,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,169,05:30,"TURNOVER  by NUCCI,JACLYN",,,,,,,"TURNOVER  by NUCCI,JACLYN",1,turnover,,guilford college,jaclyn nucci,,330
170,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,170,05:25,,,,,"MISS 3PTR by PREWITT,MAGGIE",,,"MISS 3PTR by PREWITT,MAGGIE",1,three pointer,missed,Centre,maggie prewitt,,325
171,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,171,--,"REBOUND DEF by OGLESBY,GABBY",,,,,,,"REBOUND DEF by OGLESBY,GABBY",1,defensive rebound,,guilford college,gabby oglesby,,
172,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,172,04:53,"FOUL  by ATWATER,BRITTANY",,,,,,,"FOUL  by ATWATER,BRITTANY",1,foul,,guilford college,brittany atwater,,293
173,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,173,04:53,"TURNOVER  by ATWATER,BRITTANY",,,,,,,"TURNOVER  by ATWATER,BRITTANY",1,turnover,,guilford college,brittany atwater,,293
174,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,174,04:53,"SUB IN by GIBBS,JAZLYN",,,,,,,"SUB IN by GIBBS,JAZLYN",1,subbing in,,guilford college,jazlyn gibbs,,293
175,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,175,04:53,"SUB OUT by ATWATER,BRITTANY",,,,,,,"SUB OUT by ATWATER,BRITTANY",1,subbing out,,guilford college,brittany atwater,,293
176,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,176,04:32,,20 (+3),,17,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",CENTRE_W 20-17 (-3),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",1,layup,good,Centre,chelsea benham,2,272
177,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,177,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
178,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,178,04:10,"GOOD 3PTR by ADAMS,KAYLA",23 (+6),,17,,GC 23-17 (-6),,"GOOD 3PTR by ADAMS,KAYLA",1,three pointer,good,guilford college,kayla adams,3,250
179,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,179,--,"ASSIST  by HARDIN,LOGAN",,,,,,,"ASSIST  by HARDIN,LOGAN",1,assist,,guilford college,logan hardin,,
180,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,180,03:49,"FOUL  by HARDIN,LOGAN",,,,,,,"FOUL  by HARDIN,LOGAN",1,foul,,guilford college,logan hardin,,229
181,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,181,03:49,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1,timeout,,Centre,,,229
182,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,182,03:49,,23 (+5),,18,"GOOD FT by BENHAM,CHELSEA",CENTRE_W 23-18 (-5),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,229
183,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,183,03:49,,23 (+4),,19,"GOOD FT by BENHAM,CHELSEA",CENTRE_W 23-19 (-4),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,229
184,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,184,03:49,"SUB IN by KING,MORGAN",,,,,,,"SUB IN by KING,MORGAN",1,subbing in,,guilford college,morgan king,,229
185,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,185,03:49,"SUB OUT by HARDIN,LOGAN",,,,,,,"SUB OUT by HARDIN,LOGAN",1,subbing out,,guilford college,logan hardin,,229
186,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,186,03:26,"MISS JUMPER by GIBBS,JAZLYN",,,,,,,"MISS JUMPER by GIBBS,JAZLYN",1,jumper,missed,guilford college,jazlyn gibbs,,206
187,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,187,--,"REBOUND OFF by NUCCI,JACLYN",,,,,,,"REBOUND OFF by NUCCI,JACLYN",1,offensive rebound,,guilford college,jaclyn nucci,,
188,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,188,03:23,,,,,"FOUL  by WEST,CAILYNN",,,"FOUL  by WEST,CAILYNN",1,foul,,Centre,cailynn west,,203
189,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,189,03:23,,,,,"SUB IN by HUTER,LAUREN",,,"SUB IN by HUTER,LAUREN",1,subbing in,,Centre,lauren huter,,203
190,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,190,03:23,,,,,"SUB IN by GOATLEY,JANE",,,"SUB IN by GOATLEY,JANE",1,subbing in,,Centre,jane goatley,,203
191,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,191,03:23,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,203
192,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,192,03:23,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,203
193,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,193,03:23,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,203
194,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,194,03:23,,,,,"SUB OUT by WEST,CAILYNN",,,"SUB OUT by WEST,CAILYNN",1,subbing out,,Centre,cailynn west,,203
195,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,195,03:23,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,203
196,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,196,03:23,,,,,"SUB OUT by BURKE,ALYSON",,,"SUB OUT by BURKE,ALYSON",1,subbing out,,Centre,alyson burke,,203
197,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,197,03:06,"MISS JUMPER by GIBBS,JAZLYN",,,,,,,"MISS JUMPER by GIBBS,JAZLYN",1,jumper,missed,guilford college,jazlyn gibbs,,186
198,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,198,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
199,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,199,02:41,,,,,"MISS JUMPER by PREWITT,MAGGIE",,,"MISS JUMPER by PREWITT,MAGGIE",1,jumper,missed,Centre,maggie prewitt,,161
200,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,200,--,"REBOUND DEF by KING,MORGAN",,,,,,,"REBOUND DEF by KING,MORGAN",1,defensive rebound,,guilford college,morgan king,,
201,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,201,02:24,"GOOD JUMPER by GIBBS,JAZLYN(in the paint)",25 (+6),,19,,GC 25-19 (-6),,"GOOD JUMPER by GIBBS,JAZLYN(in the paint)",1,jumper,good,guilford college,jazlyn gibbs,2,144
202,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,202,02:06,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,126
203,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,203,--,"REBOUND DEF by KING,MORGAN",,,,,,,"REBOUND DEF by KING,MORGAN",1,defensive rebound,,guilford college,morgan king,,
204,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,204,01:58,"TURNOVER  by KING,MORGAN",,,,,,,"TURNOVER  by KING,MORGAN",1,turnover,,guilford college,morgan king,,118
205,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,205,01:55,,,,,"STEAL  by GOATLEY,JANE",,,"STEAL  by GOATLEY,JANE",1,steal,,Centre,,,115
206,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,206,01:35,,25 (+4),,21,"GOOD JUMPER by PREWITT,MAGGIE(in the paint)",CENTRE_W 25-21 (-4),,"GOOD JUMPER by PREWITT,MAGGIE(in the paint)",1,jumper,good,Centre,maggie prewitt,2,95
207,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,207,01:23,"GOOD JUMPER by OGLESBY,GABBY(in the paint)",27 (+6),,21,,GC 27-21 (-6),,"GOOD JUMPER by OGLESBY,GABBY(in the paint)",1,jumper,good,guilford college,gabby oglesby,2,83
208,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,208,01:12,,27 (+4),,23,"GOOD JUMPER by HUTER,LAUREN",CENTRE_W 27-23 (-4),,"GOOD JUMPER by HUTER,LAUREN",1,jumper,good,Centre,lauren huter,2,72
209,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,209,--,,,,,"ASSIST  by HARTLAGE,MAGGIE",,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
210,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,210,00:48,"GOOD 3PTR by ADAMS,KAYLA",30 (+7),,23,,GC 30-23 (-7),,"GOOD 3PTR by ADAMS,KAYLA",1,three pointer,good,guilford college,kayla adams,3,48
211,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,211,--,"ASSIST  by NUCCI,JACLYN",,,,,,,"ASSIST  by NUCCI,JACLYN",1,assist,,guilford college,jaclyn nucci,,
212,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,212,00:23,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,23
213,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,213,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
214,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,214,00:20,,30 (+5),,25,"GOOD TIPIN by BAECHLE,PAIGE(in the paint)",CENTRE_W 30-25 (-5),,"GOOD TIPIN by BAECHLE,PAIGE(in the paint)",1,,,,,,20
215,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,215,00:05,"MISS JUMPER by NUCCI,JACLYN",,,,,,,"MISS JUMPER by NUCCI,JACLYN",1,jumper,missed,guilford college,jaclyn nucci,,5
216,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,216,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",1,defensive rebound,,Centre,maggie prewitt,,
217,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,217,Start Period 2,,,,,,,,,2,,,,,,
218,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,218,19:51,"MISS LAYUP by OGLESBY,GABBY",,,,,,,"MISS LAYUP by OGLESBY,GABBY",2,layup,missed,guilford college,gabby oglesby,,1191
219,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,219,--,"REBOUND OFF by OGLESBY,GABBY",,,,,,,"REBOUND OFF by OGLESBY,GABBY",2,offensive rebound,,guilford college,gabby oglesby,,
220,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,220,19:46,"MISS 3PTR by GIBBS,JAZLYN",,,,,,,"MISS 3PTR by GIBBS,JAZLYN",2,three pointer,missed,guilford college,jazlyn gibbs,,1186
221,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,221,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
222,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,222,19:37,,30 (+2),,28,"GOOD 3PTR by WINSTEAD,BRIDGET",CENTRE_W 30-28 (-2),,"GOOD 3PTR by WINSTEAD,BRIDGET",2,three pointer,good,Centre,bridget winstead,3,1177
223,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,223,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
