,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
10,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,10,--,,,,,"REBOUND OFF by SHORT,MELANIE",,,"REBOUND OFF by SHORT,MELANIE",1,offensive rebound,,birmingham-southern,melanie short,,
11,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,11,18:32,,,,,"TURNOVER  by KING,CAROLINE",,,"TURNOVER  by KING,CAROLINE",1,turnover,,birmingham-southern,caroline king,,1112
12,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,12,18:31,"STEAL  by WINSTEAD,BRIDGET",,,,,,,"STEAL  by WINSTEAD,BRIDGET",1,steal,,Centre,,,1111
13,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,13,18:26,"MISS LAYUP by PREWITT,MAGGIE",,,,,,,"MISS LAYUP by PREWITT,MAGGIE",1,layup,missed,Centre,maggie prewitt,,1106
14,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,14,--,,,,,"REBOUND DEF by SPURGIN,ASHTON",,,"REBOUND DEF by SPURGIN,ASHTON",1,defensive rebound,,birmingham-southern,ashton spurgin,,
15,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,15,18:02,,,,,"MISS 3PTR by MOODY,KRISTIAN",,,"MISS 3PTR by MOODY,KRISTIAN",1,three pointer,missed,birmingham-southern,kristian moody,,1082
16,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,16,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
17,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,17,17:36,"GOOD 3PTR by PREWITT,MAGGIE",3 (+3),,0,,CENTRE 3-0 (+3),,"GOOD 3PTR by PREWITT,MAGGIE",1,three pointer,good,Centre,maggie prewitt,3,1056
18,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,18,17:13,,,,,"MISS 3PTR by KING,CAROLINE",,,"MISS 3PTR by KING,CAROLINE",1,three pointer,missed,birmingham-southern,caroline king,,1033
19,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,19,--,"REBOUND DEF by HUTER,LAUREN",,,,,,,"REBOUND DEF by HUTER,LAUREN",1,defensive rebound,,Centre,lauren huter,,
20,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,20,16:51,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",5 (+5),,0,,CENTRE 5-0 (+5),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",1,layup,good,Centre,chelsea benham,2,1011
21,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,21,--,"ASSIST  by PREWITT,MAGGIE",,,,,,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
22,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,22,16:24,,,,,"MISS 3PTR by DAVIDSON,SAM",,,"MISS 3PTR by DAVIDSON,SAM",1,three pointer,missed,birmingham-southern,sam davidson,,984
23,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,23,--,,,,,"REBOUND OFF by SPURGIN,ASHTON",,,"REBOUND OFF by SPURGIN,ASHTON",1,offensive rebound,,birmingham-southern,ashton spurgin,,
24,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,24,16:21,"FOUL  by BENHAM,CHELSEA",,,,,,,"FOUL  by BENHAM,CHELSEA",1,foul,,Centre,chelsea benham,,981
25,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,25,16:21,,5 (+4),,1,"GOOD FT by SPURGIN,ASHTON",BSC 5-1 (+4),,"GOOD FT by SPURGIN,ASHTON",1,free throw,good,birmingham-southern,ashton spurgin,1,981
26,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,26,16:21,,5 (+3),,2,"GOOD FT by SPURGIN,ASHTON",BSC 5-2 (+3),,"GOOD FT by SPURGIN,ASHTON",1,free throw,good,birmingham-southern,ashton spurgin,1,981
27,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,27,16:21,"SUB IN by WEST,CAILYNN",,,,,,,"SUB IN by WEST,CAILYNN",1,subbing in,,Centre,cailynn west,,981
28,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,28,16:21,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,981
29,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,29,16:21,"SUB IN by GOATLEY,JANE",,,,,,,"SUB IN by GOATLEY,JANE",1,subbing in,,Centre,jane goatley,,981
30,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,30,16:21,"SUB OUT by HUTER,LAUREN",,,,,,,"SUB OUT by HUTER,LAUREN",1,subbing out,,Centre,lauren huter,,981
31,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,31,16:21,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,981
32,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,32,16:21,"SUB OUT by WINSTEAD,BRIDGET",,,,,,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,981
33,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,33,15:49,"MISS 3PTR by PREWITT,MAGGIE",,,,,,,"MISS 3PTR by PREWITT,MAGGIE",1,three pointer,missed,Centre,maggie prewitt,,949
34,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,34,--,,,,,"REBOUND DEF by SHORT,MELANIE",,,"REBOUND DEF by SHORT,MELANIE",1,defensive rebound,,birmingham-southern,melanie short,,
35,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,35,15:27,,5,,5,"GOOD 3PTR by KING,CAROLINE",BSC 5-5 (0),,"GOOD 3PTR by KING,CAROLINE",1,three pointer,good,birmingham-southern,caroline king,3,927
36,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,36,15:06,"FOUL  by WEST,CAILYNN",,,,,,,"FOUL  by WEST,CAILYNN",1,foul,,Centre,cailynn west,,906
37,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,37,15:06,"TURNOVER  by WEST,CAILYNN",,,,,,,"TURNOVER  by WEST,CAILYNN",1,turnover,,Centre,cailynn west,,906
38,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,38,15:06,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,906
39,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,39,15:06,"SUB OUT by BURKE,ALYSON",,,,,,,"SUB OUT by BURKE,ALYSON",1,subbing out,,Centre,alyson burke,,906
40,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,40,14:53,,,,,"TURNOVER  by DAVIDSON,SAM",,,"TURNOVER  by DAVIDSON,SAM",1,turnover,,birmingham-southern,sam davidson,,893
41,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,41,14:46,"STEAL  by PREWITT,MAGGIE",,,,,,,"STEAL  by PREWITT,MAGGIE",1,steal,,Centre,,,886
42,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,42,14:33,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,873
43,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,43,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
44,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,44,14:14,,5,,8 (+3),"GOOD 3PTR by DAVIDSON,SAM",BSC 5-8 (-3),,"GOOD 3PTR by DAVIDSON,SAM",1,three pointer,good,birmingham-southern,sam davidson,3,854
45,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,45,13:58,"GOOD JUMPER by WEST,CAILYNN",7,,8 (+1),,CENTRE 7-8 (-1),,"GOOD JUMPER by WEST,CAILYNN",1,jumper,good,Centre,cailynn west,2,838
46,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,46,--,"ASSIST  by HARTLAGE,MAGGIE",,,,,,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
47,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,47,13:32,,,,,"MISS 3PTR by KING,CAROLINE",,,"MISS 3PTR by KING,CAROLINE",1,three pointer,missed,birmingham-southern,caroline king,,812
48,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,48,--,"REBOUND DEF by PREWITT,MAGGIE",,,,,,,"REBOUND DEF by PREWITT,MAGGIE",1,defensive rebound,,Centre,maggie prewitt,,
49,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,49,13:23,"MISS LAYUP by HARTLAGE,MAGGIE",,,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",1,layup,missed,Centre,maggie hartlage,,803
50,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,50,--,,,,,"REBOUND DEF by SPURGIN,ASHTON",,,"REBOUND DEF by SPURGIN,ASHTON",1,defensive rebound,,birmingham-southern,ashton spurgin,,
51,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,51,13:14,,7,,11 (+4),"GOOD 3PTR by DAVIDSON,SAM",BSC 7-11 (-4),,"GOOD 3PTR by DAVIDSON,SAM",1,three pointer,good,birmingham-southern,sam davidson,3,794
52,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,52,--,,,,,"ASSIST  by MOODY,KRISTIAN",,,"ASSIST  by MOODY,KRISTIAN",1,assist,,birmingham-southern,kristian moody,,
53,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,53,12:58,"MISS 3PTR by PREWITT,MAGGIE",,,,,,,"MISS 3PTR by PREWITT,MAGGIE",1,three pointer,missed,Centre,maggie prewitt,,778
54,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,54,--,"REBOUND OFF by HARTLAGE,MAGGIE",,,,,,,"REBOUND OFF by HARTLAGE,MAGGIE",1,offensive rebound,,Centre,maggie hartlage,,
55,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,55,12:52,"MISS JUMPER by HARTLAGE,MAGGIE",,,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,772
56,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,56,--,"REBOUND OFF by WEST,CAILYNN",,,,,,,"REBOUND OFF by WEST,CAILYNN",1,offensive rebound,,Centre,cailynn west,,
57,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,57,12:32,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,752
58,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,58,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
59,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,59,12:31,"FOUL  by WEST,CAILYNN",,,,,,,"FOUL  by WEST,CAILYNN",1,foul,,Centre,cailynn west,,751
60,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,60,12:31,"SUB IN by HUTER,LAUREN",,,,,,,"SUB IN by HUTER,LAUREN",1,subbing in,,Centre,lauren huter,,751
61,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,61,12:31,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,751
62,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,62,12:31,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,751
63,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,63,12:31,"SUB OUT by WEST,CAILYNN",,,,,,,"SUB OUT by WEST,CAILYNN",1,subbing out,,Centre,cailynn west,,751
64,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,64,12:31,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,751
65,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,65,12:31,"SUB OUT by GOATLEY,JANE",,,,,,,"SUB OUT by GOATLEY,JANE",1,subbing out,,Centre,jane goatley,,751
66,21,birmingham-southern,Centre College,Birmingham-Southern,60-72,60,72,"19, 41, 60","26, 46, 72",19,41,60,26,46,72,"19-2, 12-1 SCAC","12-11, 7-7 SCAC",02/10/12,Lose,521,No Location Recorded,6:00 PM,A,66,12:31,,,,,"SUB IN by MOORE,ERIN",,,"SUB IN by MOORE,ERIN",1,subbing in,,birmingham-southern,erin moore,,751
