,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,RHIT,Away Team Score,Play Team Indicator,Home Team Score,CENTRE,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
384,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,384,05:52,"SUB OUT by FINNELL,HEATHER",,,,,,,"SUB OUT by FINNELL,HEATHER",2,subbing out,,rose-hulman,heather finnell,,352
385,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,385,05:52,,,,,"SUB IN by MUESSEL,RACHEL",,,"SUB IN by MUESSEL,RACHEL",2,subbing in,,Centre,rachel muessel,,352
386,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,386,05:52,,,,,"SUB OUT by BRESSLER,ELIZABETH",,,"SUB OUT by BRESSLER,ELIZABETH",2,subbing out,,Centre,elizabeth bressler,,352
387,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,387,05:28,"FOUL  by WILLIAMS,SHEREE",,,,,,,"FOUL  by WILLIAMS,SHEREE",2,foul,,rose-hulman,sheree williams,,328
388,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,388,05:28,,40,,75 (+35),"GOOD FT by HOLLE,AUBREY",CENTRE 40-75 (+35),,"GOOD FT by HOLLE,AUBREY",2,free throw,good,Centre,aubrey holle,1,328
389,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,389,05:28,,,,,"MISS FT by HOLLE,AUBREY",,,"MISS FT by HOLLE,AUBREY",2,free throw,missed,Centre,aubrey holle,,328
390,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,390,--,"REBOUND DEF by DICKERSON,ALISA",,,,,,,"REBOUND DEF by DICKERSON,ALISA",2,defensive rebound,,rose-hulman,alisa dickerson,,
391,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,391,05:28,"SUB IN by FINNELL,HEATHER",,,,,,,"SUB IN by FINNELL,HEATHER",2,subbing in,,rose-hulman,heather finnell,,328
392,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,392,05:28,"SUB OUT by WILLIAMS,SHEREE",,,,,,,"SUB OUT by WILLIAMS,SHEREE",2,subbing out,,rose-hulman,sheree williams,,328
393,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,393,05:13,,,,,"FOUL  by HOLLE,AUBREY",,,"FOUL  by HOLLE,AUBREY",2,foul,,Centre,aubrey holle,,313
394,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,394,05:13,"GOOD FT by FINNELL,HEATHER",41,,75 (+34),,RHIT 41-75 (+34),,"GOOD FT by FINNELL,HEATHER",2,free throw,good,rose-hulman,heather finnell,1,313
395,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,395,05:13,"MISS FT by FINNELL,HEATHER",,,,,,,"MISS FT by FINNELL,HEATHER",2,free throw,missed,rose-hulman,heather finnell,,313
396,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,396,--,,,,,"REBOUND DEF by STOUGH,MARY",,,"REBOUND DEF by STOUGH,MARY",2,defensive rebound,,Centre,mary stough,,
397,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,397,04:51,,,,,"MISS 3PTR by MUESSEL,RACHEL",,,"MISS 3PTR by MUESSEL,RACHEL",2,three pointer,missed,Centre,rachel muessel,,291
398,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,398,--,"REBOUND DEF by ROLLINS,CHRIS",,,,,,,"REBOUND DEF by ROLLINS,CHRIS",2,defensive rebound,,rose-hulman,chris rollins,,
399,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,399,04:38,"GOOD LAYUP by ROLLINS,CHRIS(in the paint)",43,,75 (+32),,RHIT 43-75 (+32),,"GOOD LAYUP by ROLLINS,CHRIS(in the paint)",2,layup,good,rose-hulman,chris rollins,2,278
400,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,400,04:10,"FOUL  by DICKERSON,ALISA",,,,,,,"FOUL  by DICKERSON,ALISA",2,foul,,rose-hulman,alisa dickerson,,250
401,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,401,04:10,,43,,76 (+33),"GOOD FT by MUESSEL,RACHEL",CENTRE 43-76 (+33),,"GOOD FT by MUESSEL,RACHEL",2,free throw,good,Centre,rachel muessel,1,250
402,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,402,04:10,,43,,77 (+34),"GOOD FT by MUESSEL,RACHEL",CENTRE 43-77 (+34),,"GOOD FT by MUESSEL,RACHEL",2,free throw,good,Centre,rachel muessel,1,250
403,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,403,04:10,,43,,78 (+35),"GOOD FT by MUESSEL,RACHEL",CENTRE 43-78 (+35),,"GOOD FT by MUESSEL,RACHEL",2,free throw,good,Centre,rachel muessel,1,250
404,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,404,04:10,"SUB IN by GIBBS,GRACE",,,,,,,"SUB IN by GIBBS,GRACE",2,subbing in,,rose-hulman,grace gibbs,,250
405,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,405,04:10,"SUB OUT by DICKERSON,ALISA",,,,,,,"SUB OUT by DICKERSON,ALISA",2,subbing out,,rose-hulman,alisa dickerson,,250
406,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,406,04:10,,,,,"SUB IN by RIPPERGER,ERIKA",,,"SUB IN by RIPPERGER,ERIKA",2,subbing in,,Centre,erika ripperger,,250
407,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,407,04:10,,,,,"SUB OUT by MOORE,HILLARY",,,"SUB OUT by MOORE,HILLARY",2,subbing out,,Centre,hillary moore,,250
408,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,408,04:00,"MISS LAYUP by FINNELL,HEATHER",,,,,,,"MISS LAYUP by FINNELL,HEATHER",2,layup,missed,rose-hulman,heather finnell,,240
409,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,409,--,"REBOUND OFF by FUHS,EMILY",,,,,,,"REBOUND OFF by FUHS,EMILY",2,offensive rebound,,rose-hulman,emily fuhs,,
410,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,410,03:30,"TURNOVER  by GIBBS,GRACE",,,,,,,"TURNOVER  by GIBBS,GRACE",2,turnover,,rose-hulman,grace gibbs,,210
411,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,411,03:28,,,,,"STEAL  by RIPPERGER,ERIKA",,,"STEAL  by RIPPERGER,ERIKA",2,steal,,Centre,,,208
412,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,412,03:21,,43,,80 (+37),"GOOD LAYUP by STOUGH,MARY(in the paint)",CENTRE 43-80 (+37),,"GOOD LAYUP by STOUGH,MARY(in the paint)",2,layup,good,Centre,mary stough,2,201
413,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,413,--,,,,,"ASSIST  by HOLLE,AUBREY",,,"ASSIST  by HOLLE,AUBREY",2,assist,,Centre,aubrey holle,,
414,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,414,03:20,"FOUL  by FUHS,EMILY",,,,,,,"FOUL  by FUHS,EMILY",2,foul,,rose-hulman,emily fuhs,,200
415,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,415,03:20,,,,,"MISS FT by STOUGH,MARY",,,"MISS FT by STOUGH,MARY",2,free throw,missed,Centre,mary stough,,200
416,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,416,--,"REBOUND DEF by ROLLINS,CHRIS",,,,,,,"REBOUND DEF by ROLLINS,CHRIS",2,defensive rebound,,rose-hulman,chris rollins,,
417,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,417,03:20,,,,,"SUB IN by GUY,ALANNA",,,"SUB IN by GUY,ALANNA",2,subbing in,,Centre,alanna guy,,200
418,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,418,03:20,,,,,"SUB OUT by HOLLE,AUBREY",,,"SUB OUT by HOLLE,AUBREY",2,subbing out,,Centre,aubrey holle,,200
419,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,419,02:51,"MISS 3PTR by FINNELL,HEATHER",,,,,,,"MISS 3PTR by FINNELL,HEATHER",2,three pointer,missed,rose-hulman,heather finnell,,171
420,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,420,--,,,,,"REBOUND DEF by STOUGH,MARY",,,"REBOUND DEF by STOUGH,MARY",2,defensive rebound,,Centre,mary stough,,
421,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,421,02:45,,,,,"TURNOVER  by STOUGH,MARY",,,"TURNOVER  by STOUGH,MARY",2,turnover,,Centre,mary stough,,165
422,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,422,02:27,"MISS LAYUP by ROLLINS,CHRIS",,,,,,,"MISS LAYUP by ROLLINS,CHRIS",2,layup,missed,rose-hulman,chris rollins,,147
423,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,423,--,,,,,"REBOUND DEF by ANDERSON,ALEXIS",,,"REBOUND DEF by ANDERSON,ALEXIS",2,defensive rebound,,Centre,alexis anderson,,
424,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,424,02:18,,,,,"MISS LAYUP by MUESSEL,RACHEL",,,"MISS LAYUP by MUESSEL,RACHEL",2,layup,missed,Centre,rachel muessel,,138
425,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,425,02:18,"BLOCK  by FINNELL,HEATHER",,,,,,,"BLOCK  by FINNELL,HEATHER",2,block,,rose-hulman,heather finnell,,138
426,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,426,--,,,,,"REBOUND OFF by STOUGH,MARY",,,"REBOUND OFF by STOUGH,MARY",2,offensive rebound,,Centre,mary stough,,
427,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,427,02:01,"FOUL  by FINNELL,HEATHER",,,,,,,"FOUL  by FINNELL,HEATHER",2,foul,,rose-hulman,heather finnell,,121
428,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,428,02:01,,43,,81 (+38),"GOOD FT by MUESSEL,RACHEL",CENTRE 43-81 (+38),,"GOOD FT by MUESSEL,RACHEL",2,free throw,good,Centre,rachel muessel,1,121
429,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,429,02:01,,,,,"MISS FT by MUESSEL,RACHEL",,,"MISS FT by MUESSEL,RACHEL",2,free throw,missed,Centre,rachel muessel,,121
430,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,430,--,"REBOUND DEF by FUHS,EMILY",,,,,,,"REBOUND DEF by FUHS,EMILY",2,defensive rebound,,rose-hulman,emily fuhs,,
431,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,431,01:46,"TURNOVER  by ROLLINS,CHRIS",,,,,,,"TURNOVER  by ROLLINS,CHRIS",2,turnover,,rose-hulman,chris rollins,,106
432,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,432,01:44,,,,,"STEAL  by STOUGH,MARY",,,"STEAL  by STOUGH,MARY",2,steal,,Centre,,,104
433,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,433,01:38,,43,,83 (+40),"GOOD LAYUP by STOUGH,MARY(in the paint)",CENTRE 43-83 (+40),,"GOOD LAYUP by STOUGH,MARY(in the paint)",2,layup,good,Centre,mary stough,2,98
434,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,434,01:37,"FOUL  by DALTON,JACI",,,,,,,"FOUL  by DALTON,JACI",2,foul,,rose-hulman,jaci dalton,,97
435,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,435,01:37,,43,,84 (+41),"GOOD FT by STOUGH,MARY",CENTRE 43-84 (+41),,"GOOD FT by STOUGH,MARY",2,free throw,good,Centre,mary stough,1,97
436,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,436,01:18,"MISS JUMPER by GIBBS,GRACE",,,,,,,"MISS JUMPER by GIBBS,GRACE",2,jumper,missed,rose-hulman,grace gibbs,,78
437,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,437,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
438,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,438,01:05,,,,,"MISS JUMPER by MUESSEL,RACHEL",,,"MISS JUMPER by MUESSEL,RACHEL",2,jumper,missed,Centre,rachel muessel,,65
439,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,439,--,,,,,"REBOUND OFF by RIPPERGER,ERIKA",,,"REBOUND OFF by RIPPERGER,ERIKA",2,offensive rebound,,Centre,erika ripperger,,
440,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,440,01:00,,,,,"MISS JUMPER by GUY,ALANNA",,,"MISS JUMPER by GUY,ALANNA",2,jumper,missed,Centre,alanna guy,,60
441,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,441,--,"REBOUND DEF by GIBBS,GRACE",,,,,,,"REBOUND DEF by GIBBS,GRACE",2,defensive rebound,,rose-hulman,grace gibbs,,
442,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,442,00:48,,,,,"FOUL  by MUESSEL,RACHEL",,,"FOUL  by MUESSEL,RACHEL",2,foul,,Centre,rachel muessel,,48
443,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,443,00:48,"MISS FT by FUHS,EMILY",,,,,,,"MISS FT by FUHS,EMILY",2,free throw,missed,rose-hulman,emily fuhs,,48
444,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,444,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,rose-hulman,,,
445,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,445,00:48,"GOOD FT by FUHS,EMILY",44,,84 (+40),,RHIT 44-84 (+40),,"GOOD FT by FUHS,EMILY",2,free throw,good,rose-hulman,emily fuhs,1,48
446,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,446,00:29,,,,,"MISS JUMPER by STOUGH,MARY",,,"MISS JUMPER by STOUGH,MARY",2,jumper,missed,Centre,mary stough,,29
447,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,447,--,"REBOUND DEF by ROLLINS,CHRIS",,,,,,,"REBOUND DEF by ROLLINS,CHRIS",2,defensive rebound,,rose-hulman,chris rollins,,
448,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,448,00:11,"TURNOVER  by FINNELL,HEATHER",,,,,,,"TURNOVER  by FINNELL,HEATHER",2,turnover,,rose-hulman,heather finnell,,11
