,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,RHIT,Away Team Score,Play Team Indicator,Home Team Score,CENTRE,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
150,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,150,05:47,,13,,41 (+28),"GOOD 3PTR by WINSTEAD,BRIDGET",CENTRE 13-41 (+28),,"GOOD 3PTR by WINSTEAD,BRIDGET",1,three pointer,good,Centre,bridget winstead,3,347
151,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,151,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
152,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,152,05:32,"GOOD LAYUP by WILLIAMS,SHEREE(in the paint)",15,,41 (+26),,RHIT 15-41 (+26),,"GOOD LAYUP by WILLIAMS,SHEREE(in the paint)",1,layup,good,rose-hulman,sheree williams,2,332
153,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,153,05:06,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,306
154,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,154,--,"REBOUND DEF by WILLIAMS,SHEREE",,,,,,,"REBOUND DEF by WILLIAMS,SHEREE",1,defensive rebound,,rose-hulman,sheree williams,,
155,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,155,04:55,"MISS LAYUP by FINNELL,HEATHER",,,,,,,"MISS LAYUP by FINNELL,HEATHER",1,layup,missed,rose-hulman,heather finnell,,295
156,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,156,--,,,,,"REBOUND DEF by WINSTEAD,BRIDGET",,,"REBOUND DEF by WINSTEAD,BRIDGET",1,defensive rebound,,Centre,bridget winstead,,
157,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,157,04:47,,,,,"MISS LAYUP by BAECHLE,PAIGE",,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,287
158,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,158,--,,,,,"REBOUND OFF by HUTER,LAUREN",,,"REBOUND OFF by HUTER,LAUREN",1,offensive rebound,,Centre,lauren huter,,
159,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,159,04:42,,,,,"MISS LAYUP by HUTER,LAUREN",,,"MISS LAYUP by HUTER,LAUREN",1,layup,missed,Centre,lauren huter,,282
160,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,160,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
161,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,161,04:41,"SUB IN by DALTON,JACI",,,,,,,"SUB IN by DALTON,JACI",1,subbing in,,rose-hulman,jaci dalton,,281
162,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,162,04:41,"SUB OUT by GIBBS,GRACE",,,,,,,"SUB OUT by GIBBS,GRACE",1,subbing out,,rose-hulman,grace gibbs,,281
163,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,163,04:41,,,,,"SUB IN by WEST,CAILYNN",,,"SUB IN by WEST,CAILYNN",1,subbing in,,Centre,cailynn west,,281
164,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,164,04:41,,,,,"SUB IN by MOORE,HILLARY",,,"SUB IN by MOORE,HILLARY",1,subbing in,,Centre,hillary moore,,281
165,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,165,04:41,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",1,subbing out,,Centre,lauren huter,,281
166,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,166,04:41,,,,,"SUB OUT by BURKE,ALYSON",,,"SUB OUT by BURKE,ALYSON",1,subbing out,,Centre,alyson burke,,281
167,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,167,04:21,,,,,"MISS JUMPER by PREWITT,MAGGIE",,,"MISS JUMPER by PREWITT,MAGGIE",1,jumper,missed,Centre,maggie prewitt,,261
168,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,168,--,"REBOUND DEF by WILLIAMS,SHEREE",,,,,,,"REBOUND DEF by WILLIAMS,SHEREE",1,defensive rebound,,rose-hulman,sheree williams,,
169,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,169,04:13,"GOOD JUMPER by WILLIAMS,SHEREE",17,,41 (+24),,RHIT 17-41 (+24),,"GOOD JUMPER by WILLIAMS,SHEREE",1,jumper,good,rose-hulman,sheree williams,2,253
170,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,170,03:58,,,,,"MISS JUMPER by MOORE,HILLARY",,,"MISS JUMPER by MOORE,HILLARY",1,jumper,missed,Centre,hillary moore,,238
171,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,171,--,"REBOUND DEF by WILLIAMS,SHEREE",,,,,,,"REBOUND DEF by WILLIAMS,SHEREE",1,defensive rebound,,rose-hulman,sheree williams,,
172,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,172,03:30,"MISS JUMPER by FUHS,EMILY",,,,,,,"MISS JUMPER by FUHS,EMILY",1,jumper,missed,rose-hulman,emily fuhs,,210
173,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,173,--,"REBOUND OFF by DICKERSON,ALISA",,,,,,,"REBOUND OFF by DICKERSON,ALISA",1,offensive rebound,,rose-hulman,alisa dickerson,,
174,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,174,03:27,"GOOD LAYUP by DICKERSON,ALISA(in the paint)",19,,41 (+22),,RHIT 19-41 (+22),,"GOOD LAYUP by DICKERSON,ALISA(in the paint)",1,layup,good,rose-hulman,alisa dickerson,2,207
175,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,175,03:23,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,203
176,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,176,03:09,,,,,"MISS 3PTR by MOORE,HILLARY",,,"MISS 3PTR by MOORE,HILLARY",1,three pointer,missed,Centre,hillary moore,,189
177,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,177,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
178,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,178,03:04,,,,,"MISS LAYUP by BAECHLE,PAIGE",,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,184
179,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,179,--,"REBOUND DEF by FUHS,EMILY",,,,,,,"REBOUND DEF by FUHS,EMILY",1,defensive rebound,,rose-hulman,emily fuhs,,
180,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,180,02:52,"TURNOVER  by DICKERSON,ALISA",,,,,,,"TURNOVER  by DICKERSON,ALISA",1,turnover,,rose-hulman,alisa dickerson,,172
181,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,181,02:50,,,,,"STEAL  by PREWITT,MAGGIE",,,"STEAL  by PREWITT,MAGGIE",1,steal,,Centre,,,170
182,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,182,02:48,"FOUL  by WILLIAMS,SHEREE",,,,,,,"FOUL  by WILLIAMS,SHEREE",1,foul,,rose-hulman,sheree williams,,168
183,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,183,02:48,,19,,42 (+23),"GOOD FT by PREWITT,MAGGIE",CENTRE 19-42 (+23),,"GOOD FT by PREWITT,MAGGIE",1,free throw,good,Centre,maggie prewitt,1,168
184,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,184,02:48,,19,,43 (+24),"GOOD FT by PREWITT,MAGGIE",CENTRE 19-43 (+24),,"GOOD FT by PREWITT,MAGGIE",1,free throw,good,Centre,maggie prewitt,1,168
185,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,185,02:48,,,,,"SUB IN by MIRE,JENNA",,,"SUB IN by MIRE,JENNA",1,subbing in,,Centre,jenna mire,,168
186,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,186,02:48,,,,,"SUB OUT by PREWITT,MAGGIE",,,"SUB OUT by PREWITT,MAGGIE",1,subbing out,,Centre,maggie prewitt,,168
187,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,187,02:36,"MISS 3PTR by FINNELL,HEATHER",,,,,,,"MISS 3PTR by FINNELL,HEATHER",1,three pointer,missed,rose-hulman,heather finnell,,156
188,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,188,--,,,,,"REBOUND DEF by WEST,CAILYNN",,,"REBOUND DEF by WEST,CAILYNN",1,defensive rebound,,Centre,cailynn west,,
189,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,189,02:31,,,,,"TURNOVER  by WEST,CAILYNN",,,"TURNOVER  by WEST,CAILYNN",1,turnover,,Centre,cailynn west,,151
190,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,190,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
191,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,191,02:13,"MISS JUMPER by FINNELL,HEATHER",,,,,,,"MISS JUMPER by FINNELL,HEATHER",1,jumper,missed,rose-hulman,heather finnell,,133
192,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,192,02:01,,,,,"MISS 3PTR by MIRE,JENNA",,,"MISS 3PTR by MIRE,JENNA",1,three pointer,missed,Centre,jenna mire,,121
193,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,193,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
194,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,194,01:46,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,106
195,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,195,--,"REBOUND DEF by DALTON,JACI",,,,,,,"REBOUND DEF by DALTON,JACI",1,defensive rebound,,rose-hulman,jaci dalton,,
196,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,196,01:42,"TURNOVER  by FINNELL,HEATHER",,,,,,,"TURNOVER  by FINNELL,HEATHER",1,turnover,,rose-hulman,heather finnell,,102
197,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,197,01:39,,,,,"STEAL  by MIRE,JENNA",,,"STEAL  by MIRE,JENNA",1,steal,,Centre,,,99
198,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,198,01:29,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,89
199,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,199,--,"REBOUND DEF by WILLIAMS,SHEREE",,,,,,,"REBOUND DEF by WILLIAMS,SHEREE",1,defensive rebound,,rose-hulman,sheree williams,,
200,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,200,01:25,"FOUL  by DICKERSON,ALISA",,,,,,,"FOUL  by DICKERSON,ALISA",1,foul,,rose-hulman,alisa dickerson,,85
201,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,201,01:25,"TURNOVER  by DICKERSON,ALISA",,,,,,,"TURNOVER  by DICKERSON,ALISA",1,turnover,,rose-hulman,alisa dickerson,,85
202,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,202,01:07,,,,,"TURNOVER  by HARTLAGE,MAGGIE",,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,67
203,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,203,01:03,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,63
204,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,204,01:03,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,63
205,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,205,01:01,"TURNOVER  by WILLIAMS,SHEREE",,,,,,,"TURNOVER  by WILLIAMS,SHEREE",1,turnover,,rose-hulman,sheree williams,,61
206,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,206,01:00,,,,,"STEAL  by MIRE,JENNA",,,"STEAL  by MIRE,JENNA",1,steal,,Centre,,,60
207,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,207,00:57,,,,,"TURNOVER  by MIRE,JENNA",,,"TURNOVER  by MIRE,JENNA",1,turnover,,Centre,jenna mire,,57
208,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,208,00:46,"TURNOVER  by ROLLINS,CHRIS",,,,,,,"TURNOVER  by ROLLINS,CHRIS",1,turnover,,rose-hulman,chris rollins,,46
209,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,209,00:41,,,,,"STEAL  by WEST,CAILYNN",,,"STEAL  by WEST,CAILYNN",1,steal,,Centre,,,41
210,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,210,00:35,,19,,46 (+27),"GOOD 3PTR by MOORE,HILLARY",CENTRE 19-46 (+27),,"GOOD 3PTR by MOORE,HILLARY",1,three pointer,good,Centre,hillary moore,3,35
211,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,211,--,,,,,"ASSIST  by MIRE,JENNA",,,"ASSIST  by MIRE,JENNA",1,assist,,Centre,jenna mire,,
212,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,212,00:20,"TURNOVER  by FINNELL,HEATHER",,,,,,,"TURNOVER  by FINNELL,HEATHER",1,turnover,,rose-hulman,heather finnell,,20
213,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,213,00:17,,,,,"STEAL  by MOORE,HILLARY",,,"STEAL  by MOORE,HILLARY",1,steal,,Centre,,,17
214,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,214,00:10,,,,,"MISS 3PTR by MIRE,JENNA",,,"MISS 3PTR by MIRE,JENNA",1,three pointer,missed,Centre,jenna mire,,10
215,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,215,--,"REBOUND DEF by DALTON,JACI",,,,,,,"REBOUND DEF by DALTON,JACI",1,defensive rebound,,rose-hulman,jaci dalton,,
216,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,216,Start Period 2,,,,,,,,,2,,,,,,
217,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,217,19:45,"MISS JUMPER by GIBBS,GRACE",,,,,,,"MISS JUMPER by GIBBS,GRACE",2,jumper,missed,rose-hulman,grace gibbs,,1185
218,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,218,--,"REBOUND OFF by GIBBS,GRACE",,,,,,,"REBOUND OFF by GIBBS,GRACE",2,offensive rebound,,rose-hulman,grace gibbs,,
219,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,219,19:42,"GOOD JUMPER by GIBBS,GRACE",21,,46 (+25),,RHIT 21-46 (+25),,"GOOD JUMPER by GIBBS,GRACE",2,jumper,good,rose-hulman,grace gibbs,2,1182
220,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,220,19:42,,,,,"FOUL  by HUTER,LAUREN",,,"FOUL  by HUTER,LAUREN",2,foul,,Centre,lauren huter,,1182
221,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,221,19:42,"GOOD FT by GIBBS,GRACE",22,,46 (+24),,RHIT 22-46 (+24),,"GOOD FT by GIBBS,GRACE",2,free throw,good,rose-hulman,grace gibbs,1,1182
222,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,222,19:29,"FOUL  by ROLLINS,CHRIS",,,,,,,"FOUL  by ROLLINS,CHRIS",2,foul,,rose-hulman,chris rollins,,1169
223,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,223,19:29,,22,,47 (+25),"GOOD FT by BENHAM,CHELSEA",CENTRE 22-47 (+25),,"GOOD FT by BENHAM,CHELSEA",2,free throw,good,Centre,chelsea benham,1,1169
224,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,224,19:29,,22,,48 (+26),"GOOD FT by BENHAM,CHELSEA",CENTRE 22-48 (+26),,"GOOD FT by BENHAM,CHELSEA",2,free throw,good,Centre,chelsea benham,1,1169
225,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,225,19:14,"MISS JUMPER by FINNELL,HEATHER",,,,,,,"MISS JUMPER by FINNELL,HEATHER",2,jumper,missed,rose-hulman,heather finnell,,1154
226,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,226,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
227,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,227,19:01,"MISS 3PTR by FINNELL,HEATHER",,,,,,,"MISS 3PTR by FINNELL,HEATHER",2,three pointer,missed,rose-hulman,heather finnell,,1141
