,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,MSJWOMEN,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
293,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,293,--,"ASSIST  by PREWITT,MAGGIE",,,,,,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
294,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,294,13:10,,,,,"MISS 3PTR by MONAHAN,MELANIE",,,"MISS 3PTR by MONAHAN,MELANIE",2,three pointer,missed,college of mount st. joseph,melanie monahan,,790
295,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,295,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
296,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,296,13:00,"TURNOVER  by PREWITT,MAGGIE",,,,,,,"TURNOVER  by PREWITT,MAGGIE",2,turnover,,Centre,maggie prewitt,,780
297,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,297,13:00,,,,,"STEAL  by PAFF,ELIZABETH",,,"STEAL  by PAFF,ELIZABETH",2,steal,,college of mount st. joseph,,,780
298,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,298,13:00,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,college of mount st. joseph,,,780
299,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,299,13:00,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,780
300,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,300,13:00,"SUB OUT by WINSTEAD,BRIDGET",,,,,,,"SUB OUT by WINSTEAD,BRIDGET",2,subbing out,,Centre,bridget winstead,,780
301,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,301,13:00,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",2,subbing out,,Centre,chelsea benham,,780
302,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,302,13:00,"SUB OUT by PREWITT,MAGGIE",,,,,,,"SUB OUT by PREWITT,MAGGIE",2,subbing out,,Centre,maggie prewitt,,780
303,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,303,13:00,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",2,subbing out,,Centre,paige baechle,,780
304,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,304,12:53,"FOUL  by HARTLAGE,MAGGIE",,,,,,,"FOUL  by HARTLAGE,MAGGIE",2,foul,,Centre,maggie hartlage,,773
305,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,305,12:53,,57 (+16),,41,"GOOD FT by PAFF,ELIZABETH",MSJWOMEN 57-41 (+16),,"GOOD FT by PAFF,ELIZABETH",2,free throw,good,college of mount st. joseph,elizabeth paff,1,773
306,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,306,12:53,,,,,"MISS FT by PAFF,ELIZABETH",,,"MISS FT by PAFF,ELIZABETH",2,free throw,missed,college of mount st. joseph,elizabeth paff,,773
307,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,307,--,"REBOUND DEF by GOATLEY,JANE",,,,,,,"REBOUND DEF by GOATLEY,JANE",2,defensive rebound,,Centre,jane goatley,,
308,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,308,12:53,"SUB IN by MILLER,LIZ",,,,,,,"SUB IN by MILLER,LIZ",2,subbing in,,Centre,liz miller,,773
309,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,309,12:53,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",2,subbing in,,Centre,paige baechle,,773
310,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,310,12:53,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,773
311,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,311,12:53,"SUB IN by GOATLEY,JANE",,,,,,,"SUB IN by GOATLEY,JANE",2,subbing in,,Centre,jane goatley,,773
312,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,312,12:53,"SUB IN by MUESSEL,RACHEL",,,,,,,"SUB IN by MUESSEL,RACHEL",2,subbing in,,Centre,rachel muessel,,773
313,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,313,12:53,,,,,"SUB IN by DONALD,ALEX",,,"SUB IN by DONALD,ALEX",2,subbing in,,college of mount st. joseph,alex donald,,773
314,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,314,12:53,,,,,"SUB IN by GAST,PAIGE",,,"SUB IN by GAST,PAIGE",2,subbing in,,college of mount st. joseph,paige gast,,773
315,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,315,12:53,,,,,"SUB OUT by MOSLER,BROOKE",,,"SUB OUT by MOSLER,BROOKE",2,subbing out,,college of mount st. joseph,brooke mosler,,773
316,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,316,12:53,,,,,"SUB OUT by MIKNIUS,ERICA",,,"SUB OUT by MIKNIUS,ERICA",2,subbing out,,college of mount st. joseph,erica miknius,,773
317,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,317,12:33,,,,,"FOUL  by PAFF,ELIZABETH",,,"FOUL  by PAFF,ELIZABETH",2,foul,,college of mount st. joseph,elizabeth paff,,753
318,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,318,12:32,"GOOD JUMPER by PREWITT,MAGGIE",59 (+18),,41,,CENTRE 59-41 (+18),,"GOOD JUMPER by PREWITT,MAGGIE",2,jumper,good,Centre,maggie prewitt,2,752
319,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,319,--,"ASSIST  by GOATLEY,JANE",,,,,,,"ASSIST  by GOATLEY,JANE",2,assist,,Centre,jane goatley,,
320,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,320,12:18,,,,,"TURNOVER  by BLEVINS,RACHEL",,,"TURNOVER  by BLEVINS,RACHEL",2,turnover,,college of mount st. joseph,rachel blevins,,738
321,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,321,12:14,"STEAL  by HUTER,LAUREN",,,,,,,"STEAL  by HUTER,LAUREN",2,steal,,Centre,,,734
322,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,322,12:10,"GOOD JUMPER by BAECHLE,PAIGE",61 (+20),,41,,CENTRE 61-41 (+20),,"GOOD JUMPER by BAECHLE,PAIGE",2,jumper,good,Centre,paige baechle,2,730
323,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,323,--,"ASSIST  by PREWITT,MAGGIE",,,,,,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
324,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,324,11:54,"SUB IN by HUTER,LAUREN",,,,,,,"SUB IN by HUTER,LAUREN",2,subbing in,,Centre,lauren huter,,714
325,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,325,11:54,"SUB IN by PREWITT,MAGGIE",,,,,,,"SUB IN by PREWITT,MAGGIE",2,subbing in,,Centre,maggie prewitt,,714
326,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,326,11:54,"SUB IN by MIRE,JENNA",,,,,,,"SUB IN by MIRE,JENNA",2,subbing in,,Centre,jenna mire,,714
327,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,327,11:54,"SUB OUT by MILLER,LIZ",,,,,,,"SUB OUT by MILLER,LIZ",2,subbing out,,Centre,liz miller,,714
328,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,328,11:54,,,,,"SUB IN by MIKNIUS,ERICA",,,"SUB IN by MIKNIUS,ERICA",2,subbing in,,college of mount st. joseph,erica miknius,,714
329,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,329,11:54,,,,,"SUB IN by COLLINS,KATIE JO",,,"SUB IN by COLLINS,KATIE JO",2,subbing in,,college of mount st. joseph,katie jo collins,,714
330,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,330,11:54,,,,,"SUB IN by COLE,COURTNEY",,,"SUB IN by COLE,COURTNEY",2,subbing in,,college of mount st. joseph,courtney cole,,714
331,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,331,11:54,,,,,"SUB OUT by MONAHAN,MELANIE",,,"SUB OUT by MONAHAN,MELANIE",2,subbing out,,college of mount st. joseph,melanie monahan,,714
332,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,332,11:54,,,,,"SUB OUT by DONALD,ALEX",,,"SUB OUT by DONALD,ALEX",2,subbing out,,college of mount st. joseph,alex donald,,714
333,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,333,11:54,,,,,"SUB OUT by BLEVINS,RACHEL",,,"SUB OUT by BLEVINS,RACHEL",2,subbing out,,college of mount st. joseph,rachel blevins,,714
334,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,334,11:53,"SUB OUT by HUTER,LAUREN",,,,,,,"SUB OUT by HUTER,LAUREN",2,subbing out,,Centre,lauren huter,,713
335,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,335,11:53,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",2,subbing out,,Centre,paige baechle,,713
336,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,336,11:52,,61 (+18),,43,"GOOD LAYUP by COLLINS,KATIE JO(in the paint)",MSJWOMEN 61-43 (+18),,"GOOD LAYUP by COLLINS,KATIE JO(in the paint)",2,layup,good,college of mount st. joseph,katie jo collins,2,712
337,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,337,--,,,,,"ASSIST  by COLE,COURTNEY",,,"ASSIST  by COLE,COURTNEY",2,assist,,college of mount st. joseph,courtney cole,,
338,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,338,11:46,"TURNOVER  by BAECHLE,PAIGE",,,,,,,"TURNOVER  by BAECHLE,PAIGE",2,turnover,,Centre,paige baechle,,706
339,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,339,11:24,,61 (+16),,45,"GOOD LAYUP by MIKNIUS,ERICA(in the paint)",MSJWOMEN 61-45 (+16),,"GOOD LAYUP by MIKNIUS,ERICA(in the paint)",2,layup,good,college of mount st. joseph,erica miknius,2,684
340,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,340,10:58,"GOOD LAYUP by MIRE,JENNA(in the paint)",63 (+18),,45,,CENTRE 63-45 (+18),,"GOOD LAYUP by MIRE,JENNA(in the paint)",2,layup,good,Centre,jenna mire,2,658
341,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,341,10:41,,63 (+15),,48,"GOOD 3PTR by GAST,PAIGE",MSJWOMEN 63-48 (+15),,"GOOD 3PTR by GAST,PAIGE",2,three pointer,good,college of mount st. joseph,paige gast,3,641
342,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,342,--,,,,,"ASSIST  by MOSLER,BROOKE",,,"ASSIST  by MOSLER,BROOKE",2,assist,,college of mount st. joseph,brooke mosler,,
343,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,343,10:17,"TURNOVER  by BAECHLE,PAIGE",,,,,,,"TURNOVER  by BAECHLE,PAIGE",2,turnover,,Centre,paige baechle,,617
344,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,344,10:15,,,,,"STEAL  by COLLINS,KATIE JO",,,"STEAL  by COLLINS,KATIE JO",2,steal,,college of mount st. joseph,,,615
345,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,345,10:12,,,,,"FOUL  by COLLINS,KATIE JO",,,"FOUL  by COLLINS,KATIE JO",2,foul,,college of mount st. joseph,katie jo collins,,612
346,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,346,10:12,,,,,"TURNOVER  by COLLINS,KATIE JO",,,"TURNOVER  by COLLINS,KATIE JO",2,turnover,,college of mount st. joseph,katie jo collins,,612
347,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,347,09:51,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",2,subbing in,,Centre,chelsea benham,,591
348,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,348,09:51,"SUB IN by WEST,CAILYNN",,,,,,,"SUB IN by WEST,CAILYNN",2,subbing in,,Centre,cailynn west,,591
349,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,349,09:51,"SUB IN by BURKE,ALYSON",,,,,,,"SUB IN by BURKE,ALYSON",2,subbing in,,Centre,alyson burke,,591
350,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,350,09:51,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,591
351,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,351,09:51,"SUB OUT by MUESSEL,RACHEL",,,,,,,"SUB OUT by MUESSEL,RACHEL",2,subbing out,,Centre,rachel muessel,,591
352,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,352,09:51,"SUB OUT by PREWITT,MAGGIE",,,,,,,"SUB OUT by PREWITT,MAGGIE",2,subbing out,,Centre,maggie prewitt,,591
353,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,353,09:51,,,,,"SUB IN by BLEVINS,RACHEL",,,"SUB IN by BLEVINS,RACHEL",2,subbing in,,college of mount st. joseph,rachel blevins,,591
354,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,354,09:51,,,,,"SUB OUT by COLLINS,KATIE JO",,,"SUB OUT by COLLINS,KATIE JO",2,subbing out,,college of mount st. joseph,katie jo collins,,591
355,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,355,09:40,"MISS 3PTR by MIRE,JENNA",,,,,,,"MISS 3PTR by MIRE,JENNA",2,three pointer,missed,Centre,jenna mire,,580
356,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,356,--,,,,,"REBOUND DEF by COLE,COURTNEY",,,"REBOUND DEF by COLE,COURTNEY",2,defensive rebound,,college of mount st. joseph,courtney cole,,
357,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,357,09:29,,,,,"SUB IN by SCHROEDER,LEAH",,,"SUB IN by SCHROEDER,LEAH",2,subbing in,,college of mount st. joseph,leah schroeder,,569
358,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,358,09:29,,,,,"SUB OUT by PAFF,ELIZABETH",,,"SUB OUT by PAFF,ELIZABETH",2,subbing out,,college of mount st. joseph,elizabeth paff,,569
359,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,359,09:15,"SUB IN by PREWITT,MAGGIE",,,,,,,"SUB IN by PREWITT,MAGGIE",2,subbing in,,Centre,maggie prewitt,,555
360,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,360,09:15,"SUB OUT by MIRE,JENNA",,,,,,,"SUB OUT by MIRE,JENNA",2,subbing out,,Centre,jenna mire,,555
361,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,361,09:04,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,college of mount st. joseph,,,544
362,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,362,09:04,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",2,subbing in,,Centre,bridget winstead,,544
363,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,363,09:04,"SUB OUT by GOATLEY,JANE",,,,,,,"SUB OUT by GOATLEY,JANE",2,subbing out,,Centre,jane goatley,,544
364,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,364,09:00,"FOUL  by WEST,CAILYNN",,,,,,,"FOUL  by WEST,CAILYNN",2,foul,,Centre,cailynn west,,540
365,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,365,08:57,,63 (+13),,50,"GOOD JUMPER by MIKNIUS,ERICA",MSJWOMEN 63-50 (+13),,"GOOD JUMPER by MIKNIUS,ERICA",2,jumper,good,college of mount st. joseph,erica miknius,2,537
366,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,366,--,,,,,"ASSIST  by SCHROEDER,LEAH",,,"ASSIST  by SCHROEDER,LEAH",2,assist,,college of mount st. joseph,leah schroeder,,
367,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,367,08:36,"GOOD JUMPER by BENHAM,CHELSEA",65 (+15),,50,,CENTRE 65-50 (+15),,"GOOD JUMPER by BENHAM,CHELSEA",2,jumper,good,Centre,chelsea benham,2,516
