,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,MSJWOMEN,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
146,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,146,06:09,,,,,"MISS JUMPER by MONAHAN,MELANIE",,,"MISS JUMPER by MONAHAN,MELANIE",1,jumper,missed,college of mount st. joseph,melanie monahan,,369
147,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,147,--,"REBOUND DEF by STOUGH,MARY",,,,,,,"REBOUND DEF by STOUGH,MARY",1,defensive rebound,,Centre,mary stough,,
148,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,148,06:00,"GOOD JUMPER by PREWITT,MAGGIE",26 (+5),,21,,CENTRE 26-21 (+5),,"GOOD JUMPER by PREWITT,MAGGIE",1,jumper,good,Centre,maggie prewitt,2,360
149,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,149,05:38,,26 (+3),,23,"GOOD JUMPER by COLE,COURTNEY",MSJWOMEN 26-23 (+3),,"GOOD JUMPER by COLE,COURTNEY",1,jumper,good,college of mount st. joseph,courtney cole,2,338
150,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,150,--,,,,,"ASSIST  by GAST,PAIGE",,,"ASSIST  by GAST,PAIGE",1,assist,,college of mount st. joseph,paige gast,,
151,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,151,05:23,,,,,"SUB IN by MIKNIUS,ERICA",,,"SUB IN by MIKNIUS,ERICA",1,subbing in,,college of mount st. joseph,erica miknius,,323
152,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,152,05:23,,,,,"SUB IN by MOSLER,BROOKE",,,"SUB IN by MOSLER,BROOKE",1,subbing in,,college of mount st. joseph,brooke mosler,,323
153,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,153,05:23,,,,,"SUB IN by DONALD,ALEX",,,"SUB IN by DONALD,ALEX",1,subbing in,,college of mount st. joseph,alex donald,,323
154,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,154,05:23,,,,,"SUB OUT by PAFF,ELIZABETH",,,"SUB OUT by PAFF,ELIZABETH",1,subbing out,,college of mount st. joseph,elizabeth paff,,323
155,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,155,05:23,,,,,"SUB OUT by BLEVINS,RACHEL",,,"SUB OUT by BLEVINS,RACHEL",1,subbing out,,college of mount st. joseph,rachel blevins,,323
156,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,156,05:23,,,,,"SUB OUT by GAST,PAIGE",,,"SUB OUT by GAST,PAIGE",1,subbing out,,college of mount st. joseph,paige gast,,323
157,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,157,05:11,"GOOD 3PTR by WINSTEAD,BRIDGET",29 (+6),,23,,CENTRE 29-23 (+6),,"GOOD 3PTR by WINSTEAD,BRIDGET",1,three pointer,good,Centre,bridget winstead,3,311
158,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,158,--,"ASSIST  by PREWITT,MAGGIE",,,,,,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
159,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,159,04:53,,,,,"TURNOVER  by DONALD,ALEX",,,"TURNOVER  by DONALD,ALEX",1,turnover,,college of mount st. joseph,alex donald,,293
160,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,160,04:51,"STEAL  by PREWITT,MAGGIE",,,,,,,"STEAL  by PREWITT,MAGGIE",1,steal,,Centre,,,291
161,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,161,04:49,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",31 (+8),,23,,CENTRE 31-23 (+8),,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",1,layup,good,Centre,maggie prewitt,2,289
162,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,162,04:27,,,,,"MISS JUMPER by COLE,COURTNEY",,,"MISS JUMPER by COLE,COURTNEY",1,jumper,missed,college of mount st. joseph,courtney cole,,267
163,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,163,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
164,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,164,04:04,"GOOD LAYUP by STOUGH,MARY(in the paint)",33 (+10),,23,,CENTRE 33-23 (+10),,"GOOD LAYUP by STOUGH,MARY(in the paint)",1,layup,good,Centre,mary stough,2,244
165,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,165,--,"ASSIST  by PREWITT,MAGGIE",,,,,,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
166,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,166,04:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,242
167,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,167,03:56,,,,,"SUB IN by COLLINS,KATIE JO",,,"SUB IN by COLLINS,KATIE JO",1,subbing in,,college of mount st. joseph,katie jo collins,,236
168,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,168,03:56,,,,,"SUB OUT by MONAHAN,MELANIE",,,"SUB OUT by MONAHAN,MELANIE",1,subbing out,,college of mount st. joseph,melanie monahan,,236
169,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,169,03:45,,,,,"MISS 3PTR by DONALD,ALEX",,,"MISS 3PTR by DONALD,ALEX",1,three pointer,missed,college of mount st. joseph,alex donald,,225
170,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,170,--,,,,,"REBOUND OFF by COLE,COURTNEY",,,"REBOUND OFF by COLE,COURTNEY",1,offensive rebound,,college of mount st. joseph,courtney cole,,
171,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,171,03:37,,,,,"MISS LAYUP by MIKNIUS,ERICA",,,"MISS LAYUP by MIKNIUS,ERICA",1,layup,missed,college of mount st. joseph,erica miknius,,217
172,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,172,--,"REBOUND DEF by WINSTEAD,BRIDGET",,,,,,,"REBOUND DEF by WINSTEAD,BRIDGET",1,defensive rebound,,Centre,bridget winstead,,
173,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,173,03:29,"MISS LAYUP by BAECHLE,PAIGE",,,,,,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,209
174,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,174,--,,,,,"REBOUND DEF by MOSLER,BROOKE",,,"REBOUND DEF by MOSLER,BROOKE",1,defensive rebound,,college of mount st. joseph,brooke mosler,,
175,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,175,03:27,,,,,"TURNOVER  by MOSLER,BROOKE",,,"TURNOVER  by MOSLER,BROOKE",1,turnover,,college of mount st. joseph,brooke mosler,,207
176,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,176,03:25,"MISS JUMPER by PREWITT,MAGGIE",,,,,,,"MISS JUMPER by PREWITT,MAGGIE",1,jumper,missed,Centre,maggie prewitt,,205
177,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,177,--,"REBOUND OFF by PREWITT,MAGGIE",,,,,,,"REBOUND OFF by PREWITT,MAGGIE",1,offensive rebound,,Centre,maggie prewitt,,
178,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,178,03:21,,,,,"FOUL  by COLLINS,KATIE JO",,,"FOUL  by COLLINS,KATIE JO",1,foul,,college of mount st. joseph,katie jo collins,,201
179,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,179,03:21,,,,,"SUB IN by PAFF,ELIZABETH",,,"SUB IN by PAFF,ELIZABETH",1,subbing in,,college of mount st. joseph,elizabeth paff,,201
180,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,180,03:21,,,,,"SUB IN by BLEVINS,RACHEL",,,"SUB IN by BLEVINS,RACHEL",1,subbing in,,college of mount st. joseph,rachel blevins,,201
181,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,181,03:21,,,,,"SUB OUT by COLLINS,KATIE JO",,,"SUB OUT by COLLINS,KATIE JO",1,subbing out,,college of mount st. joseph,katie jo collins,,201
182,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,182,03:21,,,,,"SUB OUT by DONALD,ALEX",,,"SUB OUT by DONALD,ALEX",1,subbing out,,college of mount st. joseph,alex donald,,201
183,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,183,03:18,"TURNOVER  by PREWITT,MAGGIE",,,,,,,"TURNOVER  by PREWITT,MAGGIE",1,turnover,,Centre,maggie prewitt,,198
184,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,184,03:16,,,,,"STEAL  by COLE,COURTNEY",,,"STEAL  by COLE,COURTNEY",1,steal,,college of mount st. joseph,,,196
185,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,185,03:07,,33 (+8),,25,"GOOD LAYUP by BLEVINS,RACHEL(in the paint)",MSJWOMEN 33-25 (+8),,"GOOD LAYUP by BLEVINS,RACHEL(in the paint)",1,layup,good,college of mount st. joseph,rachel blevins,2,187
186,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,186,--,,,,,"ASSIST  by MIKNIUS,ERICA",,,"ASSIST  by MIKNIUS,ERICA",1,assist,,college of mount st. joseph,erica miknius,,
187,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,187,03:07,"FOUL  by BAECHLE,PAIGE",,,,,,,"FOUL  by BAECHLE,PAIGE",1,foul,,Centre,paige baechle,,187
188,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,188,03:07,,33 (+7),,26,"GOOD FT by BLEVINS,RACHEL",MSJWOMEN 33-26 (+7),,"GOOD FT by BLEVINS,RACHEL",1,free throw,good,college of mount st. joseph,rachel blevins,1,187
189,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,189,03:07,"SUB IN by HUTER,LAUREN",,,,,,,"SUB IN by HUTER,LAUREN",1,subbing in,,Centre,lauren huter,,187
190,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,190,03:07,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,187
191,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,191,02:53,"MISS JUMPER by PREWITT,MAGGIE",,,,,,,"MISS JUMPER by PREWITT,MAGGIE",1,jumper,missed,Centre,maggie prewitt,,173
192,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,192,--,,,,,"REBOUND DEF by PAFF,ELIZABETH",,,"REBOUND DEF by PAFF,ELIZABETH",1,defensive rebound,,college of mount st. joseph,elizabeth paff,,
193,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,193,02:40,,33 (+5),,28,"GOOD JUMPER by PAFF,ELIZABETH",MSJWOMEN 33-28 (+5),,"GOOD JUMPER by PAFF,ELIZABETH",1,jumper,good,college of mount st. joseph,elizabeth paff,2,160
194,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,194,--,,,,,"ASSIST  by BLEVINS,RACHEL",,,"ASSIST  by BLEVINS,RACHEL",1,assist,,college of mount st. joseph,rachel blevins,,
195,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,195,02:11,"MISS JUMPER by HUTER,LAUREN",,,,,,,"MISS JUMPER by HUTER,LAUREN",1,jumper,missed,Centre,lauren huter,,131
196,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,196,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
197,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,197,02:10,"SUB IN by BURKE,ALYSON",,,,,,,"SUB IN by BURKE,ALYSON",1,subbing in,,Centre,alyson burke,,130
198,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,198,02:10,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,130
199,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,199,02:10,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,130
200,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,200,02:10,"SUB OUT by STOUGH,MARY",,,,,,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,130
201,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,201,02:06,,,,,"TURNOVER  by MIKNIUS,ERICA",,,"TURNOVER  by MIKNIUS,ERICA",1,turnover,,college of mount st. joseph,erica miknius,,126
202,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,202,01:51,,,,,"FOUL  by PAFF,ELIZABETH",,,"FOUL  by PAFF,ELIZABETH",1,foul,,college of mount st. joseph,elizabeth paff,,111
203,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,203,01:51,"MISS FT by BENHAM,CHELSEA",,,,,,,"MISS FT by BENHAM,CHELSEA",1,free throw,missed,Centre,chelsea benham,,111
204,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,204,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
205,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,205,01:51,"GOOD FT by BENHAM,CHELSEA",34 (+6),,28,,CENTRE 34-28 (+6),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,111
206,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,206,01:35,,34 (+3),,31,"GOOD 3PTR by MOSLER,BROOKE",MSJWOMEN 34-31 (+3),,"GOOD 3PTR by MOSLER,BROOKE",1,three pointer,good,college of mount st. joseph,brooke mosler,3,95
207,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,207,--,,,,,"ASSIST  by COLE,COURTNEY",,,"ASSIST  by COLE,COURTNEY",1,assist,,college of mount st. joseph,courtney cole,,
208,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,208,01:13,"FOUL  by BENHAM,CHELSEA",,,,,,,"FOUL  by BENHAM,CHELSEA",1,foul,,Centre,chelsea benham,,73
209,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,209,01:13,"TURNOVER  by BENHAM,CHELSEA",,,,,,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,73
210,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,210,01:13,"SUB IN by STOUGH,MARY",,,,,,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,73
211,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,211,01:13,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,73
212,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,212,01:13,,,,,"SUB IN by GAST,PAIGE",,,"SUB IN by GAST,PAIGE",1,subbing in,,college of mount st. joseph,paige gast,,73
213,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,213,01:13,,,,,"SUB OUT by BLEVINS,RACHEL",,,"SUB OUT by BLEVINS,RACHEL",1,subbing out,,college of mount st. joseph,rachel blevins,,73
214,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,214,01:00,"FOUL  by BURKE,ALYSON",,,,,,,"FOUL  by BURKE,ALYSON",1,foul,,Centre,alyson burke,,60
215,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,215,01:00,,,,,"MISS FT by MOSLER,BROOKE",,,"MISS FT by MOSLER,BROOKE",1,free throw,missed,college of mount st. joseph,brooke mosler,,60
216,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,216,--,"REBOUND DEF by WINSTEAD,BRIDGET",,,,,,,"REBOUND DEF by WINSTEAD,BRIDGET",1,defensive rebound,,Centre,bridget winstead,,
217,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,217,01:00,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,60
218,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,218,01:00,"SUB OUT by BURKE,ALYSON",,,,,,,"SUB OUT by BURKE,ALYSON",1,subbing out,,Centre,alyson burke,,60
219,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,219,00:43,"GOOD LAYUP by HUTER,LAUREN(in the paint)",36 (+5),,31,,CENTRE 36-31 (+5),,"GOOD LAYUP by HUTER,LAUREN(in the paint)",1,layup,good,Centre,lauren huter,2,43
