,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,UDWB,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
134,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,134,06:14,,,,,"MISS LAYUP by HAGEMANN,BROOKE",,,"MISS LAYUP by HAGEMANN,BROOKE",1,layup,missed,university of dallas,brooke hagemann,,374
135,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,135,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
136,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,136,05:56,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",19 (+10),,9,,CENTRE_W 19-9 (+10),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",1,layup,good,Centre,chelsea benham,2,356
137,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,137,--,"ASSIST  by MOORE,HILLARY",,,,,,,"ASSIST  by MOORE,HILLARY",1,assist,,Centre,hillary moore,,
138,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,138,05:53,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,353
139,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,139,05:44,,,,,"TURNOVER  by JUMAOAS,LAUREN",,,"TURNOVER  by JUMAOAS,LAUREN",1,turnover,,university of dallas,lauren jumaoas,,344
140,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,140,05:42,"STEAL  by PREWITT,MAGGIE",,,,,,,"STEAL  by PREWITT,MAGGIE",1,steal,,Centre,,,342
141,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,141,05:40,,,,,"FOUL  by YOSHIMURA,KYLIE",,,"FOUL  by YOSHIMURA,KYLIE",1,foul,,university of dallas,kylie yoshimura,,340
142,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,142,05:40,"MISS FT by PREWITT,MAGGIE",,,,,,,"MISS FT by PREWITT,MAGGIE",1,free throw,missed,Centre,maggie prewitt,,340
143,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,143,--,,,,,"REBOUND DEF by HAGEMANN,BROOKE",,,"REBOUND DEF by HAGEMANN,BROOKE",1,defensive rebound,,university of dallas,brooke hagemann,,
144,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,144,05:29,,,,,"TURNOVER  by YOSHIMURA,KYLIE",,,"TURNOVER  by YOSHIMURA,KYLIE",1,turnover,,university of dallas,kylie yoshimura,,329
145,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,145,05:27,"STEAL  by HARTLAGE,MAGGIE",,,,,,,"STEAL  by HARTLAGE,MAGGIE",1,steal,,Centre,,,327
146,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,146,05:21,"MISS LAYUP by BENHAM,CHELSEA",,,,,,,"MISS LAYUP by BENHAM,CHELSEA",1,layup,missed,Centre,chelsea benham,,321
147,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,147,--,"REBOUND OFF by BENHAM,CHELSEA",,,,,,,"REBOUND OFF by BENHAM,CHELSEA",1,offensive rebound,,Centre,chelsea benham,,
148,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,148,05:17,"GOOD JUMPER by BENHAM,CHELSEA",21 (+12),,9,,CENTRE_W 21-9 (+12),,"GOOD JUMPER by BENHAM,CHELSEA",1,jumper,good,Centre,chelsea benham,2,317
149,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,149,05:03,"FOUL  by WINSTEAD,BRIDGET",,,,,,,"FOUL  by WINSTEAD,BRIDGET",1,foul,,Centre,bridget winstead,,303
150,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,150,04:42,,21 (+10),,11,"GOOD LAYUP by BUSTAMANTE,MARLEYNA(in the paint)",UDWB 21-11 (+10),,"GOOD LAYUP by BUSTAMANTE,MARLEYNA(in the paint)",1,layup,good,university of dallas,marleyna bustamante,2,282
151,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,151,04:17,"GOOD 3PTR by BURKE,ALYSON",24 (+13),,11,,CENTRE_W 24-11 (+13),,"GOOD 3PTR by BURKE,ALYSON",1,three pointer,good,Centre,alyson burke,3,257
152,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,152,--,"ASSIST  by HUTER,LAUREN",,,,,,,"ASSIST  by HUTER,LAUREN",1,assist,,Centre,lauren huter,,
153,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,153,03:52,,,,,"MISS JUMPER by BUSTAMANTE,MARLEYNA",,,"MISS JUMPER by BUSTAMANTE,MARLEYNA",1,jumper,missed,university of dallas,marleyna bustamante,,232
154,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,154,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
155,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,155,03:36,,,,,"FOUL  by HAGEMANN,BROOKE",,,"FOUL  by HAGEMANN,BROOKE",1,foul,,university of dallas,brooke hagemann,,216
156,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,156,03:36,"MISS FT by HUTER,LAUREN",,,,,,,"MISS FT by HUTER,LAUREN",1,free throw,missed,Centre,lauren huter,,216
157,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,157,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
158,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,158,03:36,"GOOD FT by HUTER,LAUREN",25 (+14),,11,,CENTRE_W 25-11 (+14),,"GOOD FT by HUTER,LAUREN",1,free throw,good,Centre,lauren huter,1,216
159,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,159,03:25,,,,,"MISS JUMPER by ALLEN,CHRISTY",,,"MISS JUMPER by ALLEN,CHRISTY",1,jumper,missed,university of dallas,christy allen,,205
160,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,160,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
161,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,161,03:01,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1,turnover,,Centre,,,181
162,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,162,02:47,"FOUL  by WEST,CAILYNN",,,,,,,"FOUL  by WEST,CAILYNN",1,foul,,Centre,cailynn west,,167
163,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,163,02:47,,,,,"MISS FT by JUMAOAS,LAUREN",,,"MISS FT by JUMAOAS,LAUREN",1,free throw,missed,university of dallas,lauren jumaoas,,167
164,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,164,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
165,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,165,02:47,,25 (+13),,12,"GOOD FT by JUMAOAS,LAUREN",UDWB 25-12 (+13),,"GOOD FT by JUMAOAS,LAUREN",1,free throw,good,university of dallas,lauren jumaoas,1,167
166,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,166,02:38,"MISS 3PTR by PREWITT,MAGGIE",,,,,,,"MISS 3PTR by PREWITT,MAGGIE",1,three pointer,missed,Centre,maggie prewitt,,158
167,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,167,--,,,,,"REBOUND DEF by HAGEMANN,BROOKE",,,"REBOUND DEF by HAGEMANN,BROOKE",1,defensive rebound,,university of dallas,brooke hagemann,,
168,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,168,02:37,"FOUL  by WEST,CAILYNN",,,,,,,"FOUL  by WEST,CAILYNN",1,foul,,Centre,cailynn west,,157
169,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,169,02:37,,,,,"MISS FT by HAGEMANN,BROOKE",,,"MISS FT by HAGEMANN,BROOKE",1,free throw,missed,university of dallas,brooke hagemann,,157
170,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,170,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
171,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,171,02:15,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,135
172,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,172,--,,,,,"REBOUND DEF by HAGEMANN,BROOKE",,,"REBOUND DEF by HAGEMANN,BROOKE",1,defensive rebound,,university of dallas,brooke hagemann,,
173,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,173,01:56,,,,,"TURNOVER  by ALLEN,CHRISTY",,,"TURNOVER  by ALLEN,CHRISTY",1,turnover,,university of dallas,christy allen,,116
174,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,174,01:38,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,98
175,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,175,--,,,,,"REBOUND DEF by YOSHIMURA,KYLIE",,,"REBOUND DEF by YOSHIMURA,KYLIE",1,defensive rebound,,university of dallas,kylie yoshimura,,
176,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,176,01:13,"STEAL  by BAECHLE,PAIGE",,,,,,,"STEAL  by BAECHLE,PAIGE",1,steal,,Centre,,,73
177,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,177,01:10,,,,,"TURNOVER  by ALLEN,CHRISTY",,,"TURNOVER  by ALLEN,CHRISTY",1,turnover,,university of dallas,christy allen,,70
178,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,178,01:03,,25 (+11),,14,"GOOD LAYUP by BUSTAMANTE,MARLEYNA(in the paint)",UDWB 25-14 (+11),,"GOOD LAYUP by BUSTAMANTE,MARLEYNA(in the paint)",1,layup,good,university of dallas,marleyna bustamante,2,63
179,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,179,--,,,,,"ASSIST  by YOSHIMURA,KYLIE",,,"ASSIST  by YOSHIMURA,KYLIE",1,assist,,university of dallas,kylie yoshimura,,
180,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,180,00:54,,,,,"STEAL  by YOSHIMURA,KYLIE",,,"STEAL  by YOSHIMURA,KYLIE",1,steal,,university of dallas,,,54
181,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,181,00:53,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1,turnover,,Centre,,,53
182,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,182,00:37,"MISS JUMPER by PREWITT,MAGGIE",,,,,,,"MISS JUMPER by PREWITT,MAGGIE",1,jumper,missed,Centre,maggie prewitt,,37
183,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,183,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
184,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,184,00:29,"MISS LAYUP by BAECHLE,PAIGE",,,,,,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,29
185,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,185,00:29,,,,,"BLOCK  by HAGEMANN,BROOKE",,,"BLOCK  by HAGEMANN,BROOKE",1,block,,university of dallas,brooke hagemann,,29
186,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,186,--,,,,,"REBOUND DEF by BUSTAMANTE,MARLEYNA",,,"REBOUND DEF by BUSTAMANTE,MARLEYNA",1,defensive rebound,,university of dallas,marleyna bustamante,,
187,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,187,00:09,,25 (+9),,16,"GOOD LAYUP by YOSHIMURA,KYLIE(in the paint)",UDWB 25-16 (+9),,"GOOD LAYUP by YOSHIMURA,KYLIE(in the paint)",1,layup,good,university of dallas,kylie yoshimura,2,9
188,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,188,Start Period 2,,,,,,,,,2,,,,,,
189,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,189,19:52,,25 (+7),,18,"GOOD JUMPER by YOSHIMURA,KYLIE",UDWB 25-18 (+7),,"GOOD JUMPER by YOSHIMURA,KYLIE",2,jumper,good,university of dallas,kylie yoshimura,2,1192
190,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,190,19:18,,,,,"STEAL  by HAGEMANN,BROOKE",,,"STEAL  by HAGEMANN,BROOKE",2,steal,,university of dallas,,,1158
191,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,191,19:16,"TURNOVER  by BURKE,ALYSON",,,,,,,"TURNOVER  by BURKE,ALYSON",2,turnover,,Centre,alyson burke,,1156
192,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,192,19:14,,25 (+5),,20,"GOOD LAYUP by YOSHIMURA,KYLIE(in the paint)",UDWB 25-20 (+5),,"GOOD LAYUP by YOSHIMURA,KYLIE(in the paint)",2,layup,good,university of dallas,kylie yoshimura,2,1154
193,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,193,--,,,,,"ASSIST  by HAGEMANN,BROOKE",,,"ASSIST  by HAGEMANN,BROOKE",2,assist,,university of dallas,brooke hagemann,,
194,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,194,18:44,"MISS 3PTR by PREWITT,MAGGIE",,,,,,,"MISS 3PTR by PREWITT,MAGGIE",2,three pointer,missed,Centre,maggie prewitt,,1124
195,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,195,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
196,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,196,18:36,,,,,"TURNOVER  by JUMAOAS,LAUREN",,,"TURNOVER  by JUMAOAS,LAUREN",2,turnover,,university of dallas,lauren jumaoas,,1116
197,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,197,18:34,"STEAL  by BENHAM,CHELSEA",,,,,,,"STEAL  by BENHAM,CHELSEA",2,steal,,Centre,,,1114
198,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,198,18:32,"MISS LAYUP by BENHAM,CHELSEA",,,,,,,"MISS LAYUP by BENHAM,CHELSEA",2,layup,missed,Centre,chelsea benham,,1112
199,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,199,--,"REBOUND OFF by PREWITT,MAGGIE",,,,,,,"REBOUND OFF by PREWITT,MAGGIE",2,offensive rebound,,Centre,maggie prewitt,,
200,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,200,18:29,,,,,"FOUL  by ALLEN,CHRISTY",,,"FOUL  by ALLEN,CHRISTY",2,foul,,university of dallas,christy allen,,1109
201,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,201,18:29,"GOOD FT by PREWITT,MAGGIE",26 (+6),,20,,CENTRE_W 26-20 (+6),,"GOOD FT by PREWITT,MAGGIE",2,free throw,good,Centre,maggie prewitt,1,1109
