,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,OUW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
10,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,10,18:09,"MISS LAYUP by WEEKS,KATIE",,,,,,,"MISS LAYUP by WEEKS,KATIE",1,layup,missed,oglethorpe universit,katie weeks,,1089
11,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,11,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
12,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,12,17:49,,,,,"TURNOVER  by BURKE,ALYSON",,,"TURNOVER  by BURKE,ALYSON",1,turnover,,Centre,alyson burke,,1069
13,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,13,17:46,"STEAL  by JENKINS,KYANA",,,,,,,"STEAL  by JENKINS,KYANA",1,steal,,oglethorpe universit,,,1066
14,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,14,17:41,"MISS 3PTR by BONE,MAREVA",,,,,,,"MISS 3PTR by BONE,MAREVA",1,three pointer,missed,oglethorpe universit,mareva bone,,1061
15,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,15,--,"REBOUND OFF by GILES,SARAH",,,,,,,"REBOUND OFF by GILES,SARAH",1,offensive rebound,,oglethorpe universit,sarah giles,,
16,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,16,17:36,"TURNOVER  by GILES,SARAH",,,,,,,"TURNOVER  by GILES,SARAH",1,turnover,,oglethorpe universit,sarah giles,,1056
17,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,17,17:35,,,,,"STEAL  by WINSTEAD,BRIDGET",,,"STEAL  by WINSTEAD,BRIDGET",1,steal,,Centre,,,1055
18,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,18,17:11,"FOUL  by GILES,SARAH",,,,,,,"FOUL  by GILES,SARAH",1,foul,,oglethorpe universit,sarah giles,,1031
19,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,19,17:11,,0,,4 (+4),"GOOD FT by HUTER,LAUREN",CENTRE_W 0-4 (+4),,"GOOD FT by HUTER,LAUREN",1,free throw,good,Centre,lauren huter,1,1031
20,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,20,17:11,,,,,"MISS FT by HUTER,LAUREN",,,"MISS FT by HUTER,LAUREN",1,free throw,missed,Centre,lauren huter,,1031
21,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,21,--,"REBOUND DEF by WEEKS,KATIE",,,,,,,"REBOUND DEF by WEEKS,KATIE",1,defensive rebound,,oglethorpe universit,katie weeks,,
22,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,22,16:58,"MISS LAYUP by JONES,SARAH",,,,,,,"MISS LAYUP by JONES,SARAH",1,layup,missed,oglethorpe universit,sarah jones,,1018
23,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,23,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
24,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,24,16:48,"TURNOVER  by GILES,SARAH",,,,,,,"TURNOVER  by GILES,SARAH",1,turnover,,oglethorpe universit,sarah giles,,1008
25,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,25,16:45,,,,,"STEAL  by BENHAM,CHELSEA",,,"STEAL  by BENHAM,CHELSEA",1,steal,,Centre,,,1005
26,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,26,16:41,,,,,"MISS JUMPER by PREWITT,MAGGIE",,,"MISS JUMPER by PREWITT,MAGGIE",1,jumper,missed,Centre,maggie prewitt,,1001
27,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,27,--,"REBOUND DEF by GILES,SARAH",,,,,,,"REBOUND DEF by GILES,SARAH",1,defensive rebound,,oglethorpe universit,sarah giles,,
28,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,28,16:25,"GOOD LAYUP by BONE,MAREVA(in the paint)",2,,4 (+2),,OUW 2-4 (+2),,"GOOD LAYUP by BONE,MAREVA(in the paint)",1,layup,good,oglethorpe universit,mareva bone,2,985
29,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,29,16:04,,2,,6 (+4),"GOOD LAYUP by HUTER,LAUREN(in the paint)",CENTRE_W 2-6 (+4),,"GOOD LAYUP by HUTER,LAUREN(in the paint)",1,layup,good,Centre,lauren huter,2,964
30,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,30,15:50,"MISS LAYUP by GILES,SARAH",,,,,,,"MISS LAYUP by GILES,SARAH",1,layup,missed,oglethorpe universit,sarah giles,,950
31,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,31,--,"REBOUND OFF by BONE,MAREVA",,,,,,,"REBOUND OFF by BONE,MAREVA",1,offensive rebound,,oglethorpe universit,mareva bone,,
32,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,32,15:47,"GOOD LAYUP by BONE,MAREVA(in the paint)",4,,6 (+2),,OUW 4-6 (+2),,"GOOD LAYUP by BONE,MAREVA(in the paint)",1,layup,good,oglethorpe universit,mareva bone,2,947
33,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,33,15:41,,,,,"MISS JUMPER by PREWITT,MAGGIE",,,"MISS JUMPER by PREWITT,MAGGIE",1,jumper,missed,Centre,maggie prewitt,,941
34,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,34,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
35,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,35,15:38,"SUB IN by CERONE,RILEY",,,,,,,"SUB IN by CERONE,RILEY",1,subbing in,,oglethorpe universit,riley cerone,,938
36,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,36,15:38,"SUB IN by ROGERS,KY'LAINE",,,,,,,"SUB IN by ROGERS,KY'LAINE",1,subbing in,,oglethorpe universit,ky'laine rogers,,938
37,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,37,15:38,"SUB IN by BRANDON,MORGHAN",,,,,,,"SUB IN by BRANDON,MORGHAN",1,subbing in,,oglethorpe universit,morghan brandon,,938
38,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,38,15:38,"SUB OUT by JONES,SARAH",,,,,,,"SUB OUT by JONES,SARAH",1,subbing out,,oglethorpe universit,sarah jones,,938
39,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,39,15:38,"SUB OUT by JENKINS,KYANA",,,,,,,"SUB OUT by JENKINS,KYANA",1,subbing out,,oglethorpe universit,kyana jenkins,,938
40,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,40,15:38,"SUB OUT by GILES,SARAH",,,,,,,"SUB OUT by GILES,SARAH",1,subbing out,,oglethorpe universit,sarah giles,,938
41,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,41,15:38,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,938
42,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,42,15:38,,,,,"SUB IN by WEST,CAILYNN",,,"SUB IN by WEST,CAILYNN",1,subbing in,,Centre,cailynn west,,938
43,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,43,15:38,,,,,"SUB OUT by BURKE,ALYSON",,,"SUB OUT by BURKE,ALYSON",1,subbing out,,Centre,alyson burke,,938
44,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,44,15:38,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",1,subbing out,,Centre,lauren huter,,938
45,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,45,15:17,"GOOD JUMPER by BONE,MAREVA",6,,6,,OUW 6-6 (0),,"GOOD JUMPER by BONE,MAREVA",1,jumper,good,oglethorpe universit,mareva bone,2,917
46,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,46,15:02,,,,,"MISS JUMPER by BENHAM,CHELSEA",,,"MISS JUMPER by BENHAM,CHELSEA",1,jumper,missed,Centre,chelsea benham,,902
47,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,47,--,,,,,"REBOUND OFF by PREWITT,MAGGIE",,,"REBOUND OFF by PREWITT,MAGGIE",1,offensive rebound,,Centre,maggie prewitt,,
48,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,48,14:50,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,890
49,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,49,14:50,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,890
50,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,50,14:45,,6,,8 (+2),"GOOD JUMPER by BAECHLE,PAIGE",CENTRE_W 6-8 (+2),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,885
51,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,51,14:32,"GOOD 3PTR by WEEKS,KATIE",9 (+1),,8,,OUW 9-8 (-1),,"GOOD 3PTR by WEEKS,KATIE",1,three pointer,good,oglethorpe universit,katie weeks,3,872
52,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,52,--,"ASSIST  by BRANDON,MORGHAN",,,,,,,"ASSIST  by BRANDON,MORGHAN",1,assist,,oglethorpe universit,morghan brandon,,
53,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,53,14:03,,9,,10 (+1),"GOOD JUMPER by PREWITT,MAGGIE",CENTRE_W 9-10 (+1),,"GOOD JUMPER by PREWITT,MAGGIE",1,jumper,good,Centre,maggie prewitt,2,843
54,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,54,13:47,"MISS LAYUP by BONE,MAREVA",,,,,,,"MISS LAYUP by BONE,MAREVA",1,layup,missed,oglethorpe universit,mareva bone,,827
55,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,55,--,"REBOUND OFF by BONE,MAREVA",,,,,,,"REBOUND OFF by BONE,MAREVA",1,offensive rebound,,oglethorpe universit,mareva bone,,
56,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,56,13:43,"GOOD LAYUP by BONE,MAREVA(in the paint)",11 (+1),,10,,OUW 11-10 (-1),,"GOOD LAYUP by BONE,MAREVA(in the paint)",1,layup,good,oglethorpe universit,mareva bone,2,823
57,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,57,13:36,,,,,"MISS 3PTR by PREWITT,MAGGIE",,,"MISS 3PTR by PREWITT,MAGGIE",1,three pointer,missed,Centre,maggie prewitt,,816
58,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,58,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
59,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,59,13:33,"SUB IN by JONES,SARAH",,,,,,,"SUB IN by JONES,SARAH",1,subbing in,,oglethorpe universit,sarah jones,,813
60,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,60,13:33,"SUB IN by GILES,SARAH",,,,,,,"SUB IN by GILES,SARAH",1,subbing in,,oglethorpe universit,sarah giles,,813
61,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,61,13:33,"SUB OUT by BONE,MAREVA",,,,,,,"SUB OUT by BONE,MAREVA",1,subbing out,,oglethorpe universit,mareva bone,,813
62,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,62,13:33,"SUB OUT by WEEKS,KATIE",,,,,,,"SUB OUT by WEEKS,KATIE",1,subbing out,,oglethorpe universit,katie weeks,,813
63,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,63,13:33,,,,,"SUB IN by GOATLEY,JANE",,,"SUB IN by GOATLEY,JANE",1,subbing in,,Centre,jane goatley,,813
64,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,64,13:33,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,813
65,9,oglethorpe,Oglethorpe Universit,Centre College,77-71,77,71,"29, 48, 77","37, 34, 71",29,48,77,37,34,71,"8-1, 4-0 SCAC","3-7, 0-3 SCAC",12/18/11,Win,201,No Location Recorded,3:00 p.m.,H,65,13:26,"GOOD 3PTR by JONES,SARAH",14 (+4),,10,,OUW 14-10 (-4),,"GOOD 3PTR by JONES,SARAH",1,three pointer,good,oglethorpe universit,sarah jones,3,806
