,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,opponentScorePeriod1,opponentScorePeriod2,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
465,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,465,03:13,,,,,"SUB OUT by GOATLEY,JANE",,,"SUB OUT by GOATLEY,JANE",2,subbing out,,Centre,jane goatley,,193
466,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,466,03:13,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",2,subbing out,,Centre,chelsea benham,,193
467,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,467,02:43,,,,,"MISS JUMPER by HUTER,LAUREN",,,"MISS JUMPER by HUTER,LAUREN",2,jumper,missed,Centre,lauren huter,,163
468,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,468,--,"REBOUND DEF by BELL,SHARWIL",,,,,,,"REBOUND DEF by BELL,SHARWIL",2,defensive rebound,,rhodes college,sharwil bell,,
469,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,469,02:43,,,,,"FOUL  by BAECHLE,PAIGE",,,"FOUL  by BAECHLE,PAIGE",2,foul,,Centre,paige baechle,,163
470,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,470,02:43,"GOOD FT by BELL,SHARWIL",51,,64 (+13),,RHODES 51-64 (+13),,"GOOD FT by BELL,SHARWIL",2,free throw,good,rhodes college,sharwil bell,1,163
471,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,471,02:43,"GOOD FT by BELL,SHARWIL",52,,64 (+12),,RHODES 52-64 (+12),,"GOOD FT by BELL,SHARWIL",2,free throw,good,rhodes college,sharwil bell,1,163
472,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,472,02:43,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,163
473,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,473,02:24,,,,,"TURNOVER  by PREWITT,MAGGIE",,,"TURNOVER  by PREWITT,MAGGIE",2,turnover,,Centre,maggie prewitt,,144
474,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,474,02:23,"STEAL  by JOHNSON,SARAH",,,,,,,"STEAL  by JOHNSON,SARAH",2,steal,,rhodes college,,,143
475,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,475,02:18,"MISS JUMPER by BELL,SHARWIL",,,,,,,"MISS JUMPER by BELL,SHARWIL",2,jumper,missed,rhodes college,sharwil bell,,138
476,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,476,02:18,,,,,"BLOCK  by HUTER,LAUREN",,,"BLOCK  by HUTER,LAUREN",2,block,,Centre,lauren huter,,138
477,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,477,--,,,,,"REBOUND DEF by HUTER,LAUREN",,,"REBOUND DEF by HUTER,LAUREN",2,defensive rebound,,Centre,lauren huter,,
478,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,478,01:51,,52,,66 (+14),"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",CENTRE_W 52-66 (+14),,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",2,layup,good,Centre,maggie prewitt,2,111
479,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,479,01:37,"MISS 3PTR by BELL,SHARWIL",,,,,,,"MISS 3PTR by BELL,SHARWIL",2,three pointer,missed,rhodes college,sharwil bell,,97
480,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,480,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
481,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,481,01:05,"FOUL  by AVANT,LAUREN",,,,,,,"FOUL  by AVANT,LAUREN",2,foul,,rhodes college,lauren avant,,65
482,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,482,01:05,,52,,67 (+15),"GOOD FT by BAECHLE,PAIGE",CENTRE_W 52-67 (+15),,"GOOD FT by BAECHLE,PAIGE",2,free throw,good,Centre,paige baechle,1,65
483,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,483,01:05,,,,,"MISS FT by BAECHLE,PAIGE",,,"MISS FT by BAECHLE,PAIGE",2,free throw,missed,Centre,paige baechle,,65
484,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,484,--,"REBOUND DEF by AVANT,LAUREN",,,,,,,"REBOUND DEF by AVANT,LAUREN",2,defensive rebound,,rhodes college,lauren avant,,
485,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,485,01:05,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,65
486,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,486,01:05,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",2,subbing out,,Centre,lauren huter,,65
487,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,487,00:58,,,,,"FOUL  by WINSTEAD,BRIDGET",,,"FOUL  by WINSTEAD,BRIDGET",2,foul,,Centre,bridget winstead,,58
488,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,488,00:58,"GOOD FT by AVANT,LAUREN",53,,67 (+14),,RHODES 53-67 (+14),,"GOOD FT by AVANT,LAUREN",2,free throw,good,rhodes college,lauren avant,1,58
489,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,489,00:58,"MISS FT by AVANT,LAUREN",,,,,,,"MISS FT by AVANT,LAUREN",2,free throw,missed,rhodes college,lauren avant,,58
490,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,490,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
491,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,491,00:42,,,,,"TURNOVER  by WINSTEAD,BRIDGET",,,"TURNOVER  by WINSTEAD,BRIDGET",2,turnover,,Centre,bridget winstead,,42
492,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,492,00:33,"GOOD 3PTR by BELL,SHARWIL",56,,67 (+11),,RHODES 56-67 (+11),,"GOOD 3PTR by BELL,SHARWIL",2,three pointer,good,rhodes college,sharwil bell,3,33
493,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,493,--,"ASSIST  by JOHNSON,SARAH",,,,,,,"ASSIST  by JOHNSON,SARAH",2,assist,,rhodes college,sarah johnson,,
494,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,494,00:09,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",2,three pointer,missed,Centre,bridget winstead,,9
495,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,495,--,"REBOUND DEF by JOHNSON,SARAH",,,,,,,"REBOUND DEF by JOHNSON,SARAH",2,defensive rebound,,rhodes college,sarah johnson,,
496,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,496,00:02,"MISS 3PTR by JOHNSON,SARAH",,,,,,,"MISS 3PTR by JOHNSON,SARAH",2,three pointer,missed,rhodes college,sarah johnson,,2
497,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,497,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
