,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,CARTHAGE,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
138,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,138,06:44,,,,,"MISS 3PTR by CORCORAN,CAILEE",,,"MISS 3PTR by CORCORAN,CAILEE",1,three pointer,missed,carthage (wis.),cailee corcoran,,404
139,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,139,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
140,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,140,06:38,"TURNOVER  by WINSTEAD,BRIDGET",,,,,,,"TURNOVER  by WINSTEAD,BRIDGET",1,turnover,,Centre,bridget winstead,,398
141,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,141,06:38,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,398
142,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,142,06:38,"SUB OUT by WEST,CAILYNN",,,,,,,"SUB OUT by WEST,CAILYNN",1,subbing out,,Centre,cailynn west,,398
143,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,143,06:37,,,,,"STEAL  by JACKLIN,DIANA",,,"STEAL  by JACKLIN,DIANA",1,steal,,carthage (wis.),,,397
144,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,144,06:33,,,,,"MISS LAYUP by RIPKEY,DANI",,,"MISS LAYUP by RIPKEY,DANI",1,layup,missed,carthage (wis.),dani ripkey,,393
145,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,145,--,"REBOUND DEF by HUTER,LAUREN",,,,,,,"REBOUND DEF by HUTER,LAUREN",1,defensive rebound,,Centre,lauren huter,,
146,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,146,06:25,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,385
147,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,147,--,,,,,"REBOUND DEF by CORCORAN,CAILEE",,,"REBOUND DEF by CORCORAN,CAILEE",1,defensive rebound,,carthage (wis.),cailee corcoran,,
148,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,148,06:08,,,,,"MISS 3PTR by GROESSL,ALLISON",,,"MISS 3PTR by GROESSL,ALLISON",1,three pointer,missed,carthage (wis.),allison groessl,,368
149,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,149,--,,,,,"REBOUND OFF by KUZMANIC,STEPHANIE",,,"REBOUND OFF by KUZMANIC,STEPHANIE",1,offensive rebound,,carthage (wis.),stephanie kuzmanic,,
150,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,150,05:58,,,,,"MISS LAYUP by JACKLIN,DIANA",,,"MISS LAYUP by JACKLIN,DIANA",1,layup,missed,carthage (wis.),diana jacklin,,358
151,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,151,--,"REBOUND DEF by HUTER,LAUREN",,,,,,,"REBOUND DEF by HUTER,LAUREN",1,defensive rebound,,Centre,lauren huter,,
152,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,152,05:36,"TURNOVER  by HUTER,LAUREN",,,,,,,"TURNOVER  by HUTER,LAUREN",1,turnover,,Centre,lauren huter,,336
153,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,153,05:36,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,336
154,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,154,05:36,,,,,"SUB IN by SCHMIDT,KRISTI",,,"SUB IN by SCHMIDT,KRISTI",1,subbing in,,carthage (wis.),kristi schmidt,,336
155,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,155,05:36,,,,,"SUB OUT by JACKLIN,DIANA",,,"SUB OUT by JACKLIN,DIANA",1,subbing out,,carthage (wis.),diana jacklin,,336
156,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,156,05:14,,,,,"TURNOVER  by SCHMIDT,KRISTI",,,"TURNOVER  by SCHMIDT,KRISTI",1,turnover,,carthage (wis.),kristi schmidt,,314
157,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,157,05:13,"STEAL  by PREWITT,MAGGIE",,,,,,,"STEAL  by PREWITT,MAGGIE",1,steal,,Centre,,,313
158,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,158,05:11,"GOOD LAYUP by PREWITT,MAGGIE(fastbreak)(in the paint)",25 (+1),,24,,CENTRE_W 25-24 (+1),,"GOOD LAYUP by PREWITT,MAGGIE(fastbreak)(in the paint)",1,layup,good,Centre,maggie(fastbreak) prewitt,2,311
159,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,159,04:47,,,,,"TURNOVER  by SCHMIDT,KRISTI",,,"TURNOVER  by SCHMIDT,KRISTI",1,turnover,,carthage (wis.),kristi schmidt,,287
160,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,160,04:47,,,,,"FOUL  by SCHMIDT,KRISTI",,,"FOUL  by SCHMIDT,KRISTI",1,foul,,carthage (wis.),kristi schmidt,,287
161,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,161,04:47,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,287
162,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,162,04:47,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,287
163,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,163,04:24,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,264
164,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,164,--,,,,,"REBOUND DEF by SCHMIDT,KRISTI",,,"REBOUND DEF by SCHMIDT,KRISTI",1,defensive rebound,,carthage (wis.),kristi schmidt,,
165,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,165,04:10,,25,,26 (+1),"GOOD JUMPER by CORCORAN,CAILEE",CARTHAGE 25-26 (-1),,"GOOD JUMPER by CORCORAN,CAILEE",1,jumper,good,carthage (wis.),cailee corcoran,2,250
166,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,166,03:48,,,,,"FOUL  by KUZMANIC,STEPHANIE",,,"FOUL  by KUZMANIC,STEPHANIE",1,foul,,carthage (wis.),stephanie kuzmanic,,228
167,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,167,03:48,"GOOD FT by HARTLAGE,MAGGIE",26,,26,,CENTRE_W 26-26 (0),,"GOOD FT by HARTLAGE,MAGGIE",1,free throw,good,Centre,maggie hartlage,1,228
168,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,168,03:48,"GOOD FT by HARTLAGE,MAGGIE",27 (+1),,26,,CENTRE_W 27-26 (+1),,"GOOD FT by HARTLAGE,MAGGIE",1,free throw,good,Centre,maggie hartlage,1,228
169,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,169,03:34,,,,,"TURNOVER  by RIPKEY,DANI",,,"TURNOVER  by RIPKEY,DANI",1,turnover,,carthage (wis.),dani ripkey,,214
170,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,170,03:32,"STEAL  by BAECHLE,PAIGE",,,,,,,"STEAL  by BAECHLE,PAIGE",1,steal,,Centre,,,212
171,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,171,03:26,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,206
172,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,172,--,,,,,"REBOUND DEF by RIPKEY,DANI",,,"REBOUND DEF by RIPKEY,DANI",1,defensive rebound,,carthage (wis.),dani ripkey,,
173,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,173,03:09,,27,,28 (+1),"GOOD JUMPER by KUZMANIC,STEPHANIE",CARTHAGE 27-28 (-1),,"GOOD JUMPER by KUZMANIC,STEPHANIE",1,jumper,good,carthage (wis.),stephanie kuzmanic,2,189
174,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,174,02:51,"GOOD LAYUP by WINSTEAD,BRIDGET(in the paint)",29 (+1),,28,,CENTRE_W 29-28 (+1),,"GOOD LAYUP by WINSTEAD,BRIDGET(in the paint)",1,layup,good,Centre,bridget winstead,2,171
175,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,175,--,"ASSIST  by BENHAM,CHELSEA",,,,,,,"ASSIST  by BENHAM,CHELSEA",1,assist,,Centre,chelsea benham,,
176,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,176,02:29,"FOUL  by BAECHLE,PAIGE",,,,,,,"FOUL  by BAECHLE,PAIGE",1,foul,,Centre,paige baechle,,149
177,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,177,02:29,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,149
178,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,178,02:29,"SUB IN by BURKE,ALYSON",,,,,,,"SUB IN by BURKE,ALYSON",1,subbing in,,Centre,alyson burke,,149
179,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,179,02:29,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,149
180,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,180,02:29,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,149
181,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,181,01:56,,,,,"MISS JUMPER by SCHMIDT,KRISTI",,,"MISS JUMPER by SCHMIDT,KRISTI",1,jumper,missed,carthage (wis.),kristi schmidt,,116
182,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,182,01:56,"BLOCK  by HUTER,LAUREN",,,,,,,"BLOCK  by HUTER,LAUREN",1,block,,Centre,lauren huter,,116
183,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,183,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
184,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,184,01:51,,29,,30 (+1),"GOOD JUMPER by GROESSL,ALLISON",CARTHAGE 29-30 (-1),,"GOOD JUMPER by GROESSL,ALLISON",1,jumper,good,carthage (wis.),allison groessl,2,111
185,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,185,01:32,"TURNOVER  by PREWITT,MAGGIE",,,,,,,"TURNOVER  by PREWITT,MAGGIE",1,turnover,,Centre,maggie prewitt,,92
186,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,186,01:31,,,,,"STEAL  by CORCORAN,CAILEE",,,"STEAL  by CORCORAN,CAILEE",1,steal,,carthage (wis.),,,91
187,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,187,01:25,,29,,32 (+3),"GOOD LAYUP by KUZMANIC,STEPHANIE(fastbreak)(in the paint)",CARTHAGE 29-32 (-3),,"GOOD LAYUP by KUZMANIC,STEPHANIE(fastbreak)(in the paint)",1,layup,good,carthage (wis.),stephanie(fastbreak) kuzmanic,2,85
188,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,188,01:13,"MISS 3PTR by BAECHLE,PAIGE",,,,,,,"MISS 3PTR by BAECHLE,PAIGE",1,three pointer,missed,Centre,paige baechle,,73
189,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,189,--,,,,,"REBOUND DEF by SCHMIDT,KRISTI",,,"REBOUND DEF by SCHMIDT,KRISTI",1,defensive rebound,,carthage (wis.),kristi schmidt,,
190,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,190,00:59,,29,,34 (+5),"GOOD JUMPER by CORCORAN,CAILEE",CARTHAGE 29-34 (-5),,"GOOD JUMPER by CORCORAN,CAILEE",1,jumper,good,carthage (wis.),cailee corcoran,2,59
191,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,191,--,,,,,"ASSIST  by SCHMIDT,KRISTI",,,"ASSIST  by SCHMIDT,KRISTI",1,assist,,carthage (wis.),kristi schmidt,,
192,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,192,00:48,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1,timeout,,Centre,,,48
193,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,193,00:38,"MISS JUMPER by BENHAM,CHELSEA",,,,,,,"MISS JUMPER by BENHAM,CHELSEA",1,jumper,missed,Centre,chelsea benham,,38
194,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,194,00:38,,,,,"BLOCK  by CORCORAN,CAILEE",,,"BLOCK  by CORCORAN,CAILEE",1,block,,carthage (wis.),cailee corcoran,,38
195,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,195,--,,,,,"REBOUND DEF by KUZMANIC,STEPHANIE",,,"REBOUND DEF by KUZMANIC,STEPHANIE",1,defensive rebound,,carthage (wis.),stephanie kuzmanic,,
196,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,196,00:28,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1,timeout,,Centre,,,28
197,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,197,00:05,,,,,"TURNOVER  by GROESSL,ALLISON",,,"TURNOVER  by GROESSL,ALLISON",1,turnover,,carthage (wis.),allison groessl,,5
198,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,198,00:04,"STEAL  by PREWITT,MAGGIE",,,,,,,"STEAL  by PREWITT,MAGGIE",1,steal,,Centre,,,4
199,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,199,00:00,"MISS JUMPER by PREWITT,MAGGIE",,,,,,,"MISS JUMPER by PREWITT,MAGGIE",1,jumper,missed,Centre,maggie prewitt,,0
200,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,200,00:00,,,,,"BLOCK  by RIPKEY,DANI",,,"BLOCK  by RIPKEY,DANI",1,block,,carthage (wis.),dani ripkey,,0
201,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,201,--,,,,,"REBOUND DEF by CORCORAN,CAILEE",,,"REBOUND DEF by CORCORAN,CAILEE",1,defensive rebound,,carthage (wis.),cailee corcoran,,
202,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,202,Start Period 2,,,,,,,,,2,,,,,,
203,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,203,19:23,"MISS LAYUP by PREWITT,MAGGIE",,,,,,,"MISS LAYUP by PREWITT,MAGGIE",2,layup,missed,Centre,maggie prewitt,,1163
204,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,204,--,"REBOUND OFF by PREWITT,MAGGIE",,,,,,,"REBOUND OFF by PREWITT,MAGGIE",2,offensive rebound,,Centre,maggie prewitt,,
205,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,205,19:13,"MISS JUMPER by PREWITT,MAGGIE",,,,,,,"MISS JUMPER by PREWITT,MAGGIE",2,jumper,missed,Centre,maggie prewitt,,1153
206,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,206,--,,,,,"REBOUND DEF by KUZMANIC,STEPHANIE",,,"REBOUND DEF by KUZMANIC,STEPHANIE",2,defensive rebound,,carthage (wis.),stephanie kuzmanic,,
207,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,207,18:39,,,,,"MISS LAYUP by JACKLIN,DIANA",,,"MISS LAYUP by JACKLIN,DIANA",2,layup,missed,carthage (wis.),diana jacklin,,1119
208,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,208,--,"REBOUND DEF by HUTER,LAUREN",,,,,,,"REBOUND DEF by HUTER,LAUREN",2,defensive rebound,,Centre,lauren huter,,
209,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,209,18:05,"MISS 3PTR by BENHAM,CHELSEA",,,,,,,"MISS 3PTR by BENHAM,CHELSEA",2,three pointer,missed,Centre,chelsea benham,,1085
