,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,TMC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
296,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,296,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
297,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,297,15:30,"GOOD JUMPER by LONG,ALLISON",38,,42 (+4),,TMC 38-42 (+4),,"GOOD JUMPER by LONG,ALLISON",2,jumper,good,thomas more,allison long,2,930
298,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,298,15:25,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,925
299,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,299,15:25,"SUB IN by KITCHEN,KATIE",,,,,,,"SUB IN by KITCHEN,KATIE",2,subbing in,,thomas more,katie kitchen,,925
300,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,300,15:25,"SUB IN by KEES,KATIE",,,,,,,"SUB IN by KEES,KATIE",2,subbing in,,thomas more,katie kees,,925
301,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,301,15:25,"SUB OUT by COREY,MORIAH",,,,,,,"SUB OUT by COREY,MORIAH",2,subbing out,,thomas more,moriah corey,,925
302,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,302,15:25,"SUB OUT by HARGETT,LAUREN",,,,,,,"SUB OUT by HARGETT,LAUREN",2,subbing out,,thomas more,lauren hargett,,925
303,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,303,15:25,,,,,"SUB IN by GOATLEY,JANE",,,"SUB IN by GOATLEY,JANE",2,subbing in,,Centre,jane goatley,,925
304,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,304,15:25,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",2,subbing out,,Centre,bridget winstead,,925
305,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,305,15:17,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,917
306,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,306,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
307,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,307,15:06,,,,,"MISS 3PTR by GOATLEY,JANE",,,"MISS 3PTR by GOATLEY,JANE",2,three pointer,missed,Centre,jane goatley,,906
308,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,308,--,,,,,"REBOUND OFF by WINSTEAD,BRIDGET",,,"REBOUND OFF by WINSTEAD,BRIDGET",2,offensive rebound,,Centre,bridget winstead,,
309,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,309,14:52,,,,,"FOUL  by WEST,CAILYNN",,,"FOUL  by WEST,CAILYNN",2,foul,,Centre,cailynn west,,892
310,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,310,14:52,"GOOD FT by KITCHEN,KATIE",39,,42 (+3),,TMC 39-42 (+3),,"GOOD FT by KITCHEN,KATIE",2,free throw,good,thomas more,katie kitchen,1,892
311,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,311,14:52,"GOOD FT by KITCHEN,KATIE",40,,42 (+2),,TMC 40-42 (+2),,"GOOD FT by KITCHEN,KATIE",2,free throw,good,thomas more,katie kitchen,1,892
312,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,312,14:45,"FOUL  by KITCHEN,KATIE",,,,,,,"FOUL  by KITCHEN,KATIE",2,foul,,thomas more,katie kitchen,,885
313,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,313,14:26,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",,,"MISS 3PTR by HARTLAGE,MAGGIE",2,three pointer,missed,Centre,maggie hartlage,,866
314,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,314,--,,,,,"REBOUND OFF by HARTLAGE,MAGGIE",,,"REBOUND OFF by HARTLAGE,MAGGIE",2,offensive rebound,,Centre,maggie hartlage,,
315,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,315,14:20,,40,,44 (+4),"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",CENTRE_W 40-44 (+4),,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",2,layup,good,Centre,maggie hartlage,2,860
316,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,316,13:56,"MISS 3PTR by BURGOYNE,JENNY",,,,,,,"MISS 3PTR by BURGOYNE,JENNY",2,three pointer,missed,thomas more,jenny burgoyne,,836
317,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,317,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
318,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,318,13:47,,40,,46 (+6),"GOOD JUMPER by BAECHLE,PAIGE",CENTRE_W 40-46 (+6),,"GOOD JUMPER by BAECHLE,PAIGE",2,jumper,good,Centre,paige baechle,2,827
319,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,319,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
320,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,320,13:33,"MISS LAYUP by BEASLEY,DEVIN",,,,,,,"MISS LAYUP by BEASLEY,DEVIN",2,layup,missed,thomas more,devin beasley,,813
321,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,321,--,"REBOUND OFF by BEASLEY,DEVIN",,,,,,,"REBOUND OFF by BEASLEY,DEVIN",2,offensive rebound,,thomas more,devin beasley,,
322,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,322,13:27,"GOOD 3PTR by LONG,ALLISON",43,,46 (+3),,TMC 43-46 (+3),,"GOOD 3PTR by LONG,ALLISON",2,three pointer,good,thomas more,allison long,3,807
323,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,323,--,"ASSIST  by BEASLEY,DEVIN",,,,,,,"ASSIST  by BEASLEY,DEVIN",2,assist,,thomas more,devin beasley,,
324,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,324,13:14,,43,,48 (+5),"GOOD JUMPER by BAECHLE,PAIGE",CENTRE_W 43-48 (+5),,"GOOD JUMPER by BAECHLE,PAIGE",2,jumper,good,Centre,paige baechle,2,794
325,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,325,--,,,,,"ASSIST  by HARTLAGE,MAGGIE",,,"ASSIST  by HARTLAGE,MAGGIE",2,assist,,Centre,maggie hartlage,,
326,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,326,12:59,"GOOD 3PTR by LONG,ALLISON",46,,48 (+2),,TMC 46-48 (+2),,"GOOD 3PTR by LONG,ALLISON",2,three pointer,good,thomas more,allison long,3,779
327,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,327,12:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,769
328,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,328,12:49,,,,,"SUB IN by MOORE,HILLARY",,,"SUB IN by MOORE,HILLARY",2,subbing in,,Centre,hillary moore,,769
329,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,329,12:49,,,,,"SUB IN by HUTER,LAUREN",,,"SUB IN by HUTER,LAUREN",2,subbing in,,Centre,lauren huter,,769
330,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,330,12:49,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",2,subbing in,,Centre,chelsea benham,,769
331,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,331,12:49,,,,,"SUB OUT by GOATLEY,JANE",,,"SUB OUT by GOATLEY,JANE",2,subbing out,,Centre,jane goatley,,769
332,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,332,12:49,,,,,"SUB OUT by WEST,CAILYNN",,,"SUB OUT by WEST,CAILYNN",2,subbing out,,Centre,cailynn west,,769
333,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,333,12:49,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",2,subbing out,,Centre,paige baechle,,769
334,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,334,12:36,,,,,"TURNOVER  by PREWITT,MAGGIE",,,"TURNOVER  by PREWITT,MAGGIE",2,turnover,,Centre,maggie prewitt,,756
335,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,335,12:16,"TURNOVER  by LONG,ALLISON",,,,,,,"TURNOVER  by LONG,ALLISON",2,turnover,,thomas more,allison long,,736
336,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,336,12:02,,,,,"TURNOVER  by PREWITT,MAGGIE",,,"TURNOVER  by PREWITT,MAGGIE",2,turnover,,Centre,maggie prewitt,,722
337,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,337,11:59,"STEAL  by BURGOYNE,JENNY",,,,,,,"STEAL  by BURGOYNE,JENNY",2,steal,,thomas more,,,719
338,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,338,11:55,"MISS 3PTR by BRUNSMAN,JILL",,,,,,,"MISS 3PTR by BRUNSMAN,JILL",2,three pointer,missed,thomas more,jill brunsman,,715
339,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,339,--,,,,,"REBOUND DEF by HUTER,LAUREN",,,"REBOUND DEF by HUTER,LAUREN",2,defensive rebound,,Centre,lauren huter,,
340,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,340,11:43,,,,,"FOUL  by PREWITT,MAGGIE",,,"FOUL  by PREWITT,MAGGIE",2,foul,,Centre,maggie prewitt,,703
341,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,341,11:43,,,,,"TURNOVER  by PREWITT,MAGGIE",,,"TURNOVER  by PREWITT,MAGGIE",2,turnover,,Centre,maggie prewitt,,703
342,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,342,11:43,,,,,"SUB IN by MIRE,JENNA",,,"SUB IN by MIRE,JENNA",2,subbing in,,Centre,jenna mire,,703
343,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,343,11:43,,,,,"SUB OUT by PREWITT,MAGGIE",,,"SUB OUT by PREWITT,MAGGIE",2,subbing out,,Centre,maggie prewitt,,703
344,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,344,11:35,"FOUL  by KITCHEN,KATIE",,,,,,,"FOUL  by KITCHEN,KATIE",2,foul,,thomas more,katie kitchen,,695
345,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,345,11:35,"TURNOVER  by KITCHEN,KATIE",,,,,,,"TURNOVER  by KITCHEN,KATIE",2,turnover,,thomas more,katie kitchen,,695
346,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,346,11:22,,,,,"MISS LAYUP by HUTER,LAUREN",,,"MISS LAYUP by HUTER,LAUREN",2,layup,missed,Centre,lauren huter,,682
347,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,347,--,,,,,"REBOUND OFF by HUTER,LAUREN",,,"REBOUND OFF by HUTER,LAUREN",2,offensive rebound,,Centre,lauren huter,,
348,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,348,11:20,"FOUL  by BURGOYNE,JENNY",,,,,,,"FOUL  by BURGOYNE,JENNY",2,foul,,thomas more,jenny burgoyne,,680
349,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,349,11:20,,46,,49 (+3),"GOOD FT by HUTER,LAUREN",CENTRE_W 46-49 (+3),,"GOOD FT by HUTER,LAUREN",2,free throw,good,Centre,lauren huter,1,680
350,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,350,11:20,,46,,50 (+4),"GOOD FT by HUTER,LAUREN",CENTRE_W 46-50 (+4),,"GOOD FT by HUTER,LAUREN",2,free throw,good,Centre,lauren huter,1,680
351,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,351,11:20,"SUB IN by COREY,MORIAH",,,,,,,"SUB IN by COREY,MORIAH",2,subbing in,,thomas more,moriah corey,,680
352,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,352,11:20,"SUB OUT by BURGOYNE,JENNY",,,,,,,"SUB OUT by BURGOYNE,JENNY",2,subbing out,,thomas more,jenny burgoyne,,680
353,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,353,11:12,"TURNOVER  by LONG,ALLISON",,,,,,,"TURNOVER  by LONG,ALLISON",2,turnover,,thomas more,allison long,,672
354,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,354,10:58,,,,,"MISS 3PTR by MOORE,HILLARY",,,"MISS 3PTR by MOORE,HILLARY",2,three pointer,missed,Centre,hillary moore,,658
355,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,355,--,"REBOUND DEF by COREY,MORIAH",,,,,,,"REBOUND DEF by COREY,MORIAH",2,defensive rebound,,thomas more,moriah corey,,
356,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,356,10:53,"TURNOVER  by COREY,MORIAH",,,,,,,"TURNOVER  by COREY,MORIAH",2,turnover,,thomas more,moriah corey,,653
357,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,357,10:51,,,,,"STEAL  by BENHAM,CHELSEA",,,"STEAL  by BENHAM,CHELSEA",2,steal,,Centre,,,651
358,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,358,10:48,,46,,52 (+6),"GOOD JUMPER by BENHAM,CHELSEA",CENTRE_W 46-52 (+6),,"GOOD JUMPER by BENHAM,CHELSEA",2,jumper,good,Centre,chelsea benham,2,648
359,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,359,10:35,"GOOD 3PTR by LONG,ALLISON",49,,52 (+3),,TMC 49-52 (+3),,"GOOD 3PTR by LONG,ALLISON",2,three pointer,good,thomas more,allison long,3,635
360,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,360,--,"ASSIST  by KITCHEN,KATIE",,,,,,,"ASSIST  by KITCHEN,KATIE",2,assist,,thomas more,katie kitchen,,
361,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,361,10:28,,,,,"SUB IN by PREWITT,MAGGIE",,,"SUB IN by PREWITT,MAGGIE",2,subbing in,,Centre,maggie prewitt,,628
362,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,362,10:28,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",2,subbing in,,Centre,bridget winstead,,628
363,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,363,10:28,,,,,"SUB IN by BURKE,ALYSON",,,"SUB IN by BURKE,ALYSON",2,subbing in,,Centre,alyson burke,,628
364,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,364,10:28,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,628
365,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,365,10:28,,,,,"SUB OUT by MOORE,HILLARY",,,"SUB OUT by MOORE,HILLARY",2,subbing out,,Centre,hillary moore,,628
366,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,366,10:28,,,,,"SUB OUT by MIRE,JENNA",,,"SUB OUT by MIRE,JENNA",2,subbing out,,Centre,jenna mire,,628
367,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,367,10:13,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",2,three pointer,missed,Centre,bridget winstead,,613
368,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,368,--,"REBOUND DEF by LONG,ALLISON",,,,,,,"REBOUND DEF by LONG,ALLISON",2,defensive rebound,,thomas more,allison long,,
369,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,369,10:03,"TURNOVER  by COREY,MORIAH",,,,,,,"TURNOVER  by COREY,MORIAH",2,turnover,,thomas more,moriah corey,,603
370,4,thomas-more,Thomas More,Centre,79-80,79,80,"30, 39, 10, 79","32, 37, 11, 80",30,39,10,79,32,37,11,80,3-1,1-0,11/22/11,Lose,215,No Location Recorded,7 p.m.,H,370,10:02,,,,,"STEAL  by WINSTEAD,BRIDGET",,,"STEAL  by WINSTEAD,BRIDGET",2,steal,,Centre,,,602
