,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,SUW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
196,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,196,02:54,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,174
197,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,197,02:44,"MISS 3PTR by LEEDER,CHELSEA",,,,,,,"MISS 3PTR by LEEDER,CHELSEA",1,three pointer,missed,southwestern univ.,chelsea leeder,,164
198,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,198,--,,,,,"REBOUND DEF by HUTER,LAUREN",,,"REBOUND DEF by HUTER,LAUREN",1,defensive rebound,,Centre,lauren huter,,
199,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,199,02:34,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,154
200,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,200,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
201,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,201,02:30,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,150
202,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,202,--,,,,,"REBOUND OFF by PREWITT,MAGGIE",,,"REBOUND OFF by PREWITT,MAGGIE",1,offensive rebound,,Centre,maggie prewitt,,
203,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,203,02:12,,,,,"TURNOVER  by HUTER,LAUREN",,,"TURNOVER  by HUTER,LAUREN",1,turnover,,Centre,lauren huter,,132
204,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,204,01:58,"GOOD LAYUP by LEEDER,CHELSEA(in the paint)",24,,35 (+11),,SUW 24-35 (+11),,"GOOD LAYUP by LEEDER,CHELSEA(in the paint)",1,layup,good,southwestern univ.,chelsea leeder,2,118
205,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,205,01:48,,,,,"TURNOVER  by BAECHLE,PAIGE",,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,108
206,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,206,01:48,,,,,"FOUL TECH by WINSTEAD,BRIDGET",,,"FOUL TECH by WINSTEAD,BRIDGET",1,foul,,Centre,bridget winstead,,108
207,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,207,01:48,"MISS FT by LEEDER,CHELSEA",,,,,,,"MISS FT by LEEDER,CHELSEA",1,free throw,missed,southwestern univ.,chelsea leeder,,108
208,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,208,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,southwestern univ.,,,
209,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,209,01:48,"GOOD FT by LEEDER,CHELSEA",25,,35 (+10),,SUW 25-35 (+10),,"GOOD FT by LEEDER,CHELSEA",1,free throw,good,southwestern univ.,chelsea leeder,1,108
210,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,210,01:48,,,,,"FOUL  by WINSTEAD,BRIDGET",,,"FOUL  by WINSTEAD,BRIDGET",1,foul,,Centre,bridget winstead,,108
211,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,211,01:48,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,108
212,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,212,01:48,,,,,"SUB OUT by GOATLEY,JANE",,,"SUB OUT by GOATLEY,JANE",1,subbing out,,Centre,jane goatley,,108
213,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,213,01:23,"GOOD JUMPER by SHEFFER,CARA",27,,35 (+8),,SUW 27-35 (+8),,"GOOD JUMPER by SHEFFER,CARA",1,jumper,good,southwestern univ.,cara sheffer,2,83
214,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,214,01:05,"FOUL  by OWENS,JORDAN",,,,,,,"FOUL  by OWENS,JORDAN",1,foul,,southwestern univ.,jordan owens,,65
215,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,215,01:05,"SUB IN by ELLIOT,LAUREN",,,,,,,"SUB IN by ELLIOT,LAUREN",1,subbing in,,southwestern univ.,lauren elliot,,65
216,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,216,01:05,"SUB OUT by OWENS,JORDAN",,,,,,,"SUB OUT by OWENS,JORDAN",1,subbing out,,southwestern univ.,jordan owens,,65
217,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,217,00:41,,27,,38 (+11),"GOOD 3PTR by BURKE,ALYSON",CENTRE_W 27-38 (+11),,"GOOD 3PTR by BURKE,ALYSON",1,three pointer,good,Centre,alyson burke,3,41
218,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,218,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
219,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,219,00:21,"MISS LAYUP by LEEDER,CHELSEA",,,,,,,"MISS LAYUP by LEEDER,CHELSEA",1,layup,missed,southwestern univ.,chelsea leeder,,21
220,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,220,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
221,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,221,00:07,,27,,40 (+13),"GOOD JUMPER by BAECHLE,PAIGE",CENTRE_W 27-40 (+13),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,7
222,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,222,--,,,,,"ASSIST  by WINSTEAD,BRIDGET",,,"ASSIST  by WINSTEAD,BRIDGET",1,assist,,Centre,bridget winstead,,
223,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,223,00:00,"TURNOVER  by SHEFFER,CARA",,,,,,,"TURNOVER  by SHEFFER,CARA",1,turnover,,southwestern univ.,cara sheffer,,0
224,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,224,Start Period 2,,,,,,,,,2,,,,,,
225,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,225,19:51,,,,,"MISS LAYUP by BENHAM,CHELSEA",,,"MISS LAYUP by BENHAM,CHELSEA",2,layup,missed,Centre,chelsea benham,,1191
226,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,226,--,"REBOUND DEF by BOURNE,ANNIE",,,,,,,"REBOUND DEF by BOURNE,ANNIE",2,defensive rebound,,southwestern univ.,annie bourne,,
227,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,227,19:38,"MISS 3PTR by FAREED,ANNA",,,,,,,"MISS 3PTR by FAREED,ANNA",2,three pointer,missed,southwestern univ.,anna fareed,,1178
228,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,228,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
229,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,229,19:27,,27,,42 (+15),"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",CENTRE_W 27-42 (+15),,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",2,layup,good,Centre,maggie prewitt,2,1167
230,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,230,19:27,"FOUL  by LOGAN,VALERIE",,,,,,,"FOUL  by LOGAN,VALERIE",2,foul,,southwestern univ.,valerie logan,,1167
231,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,231,19:27,,27,,43 (+16),"GOOD FT by PREWITT,MAGGIE",CENTRE_W 27-43 (+16),,"GOOD FT by PREWITT,MAGGIE",2,free throw,good,Centre,maggie prewitt,1,1167
232,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,232,18:55,"GOOD JUMPER by OWENS,JORDAN",29,,43 (+14),,SUW 29-43 (+14),,"GOOD JUMPER by OWENS,JORDAN",2,jumper,good,southwestern univ.,jordan owens,2,1135
233,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,233,18:45,,29,,45 (+16),"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",CENTRE_W 29-45 (+16),,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",2,layup,good,Centre,maggie prewitt,2,1125
234,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,234,18:38,"MISS 3PTR by LOGAN,VALERIE",,,,,,,"MISS 3PTR by LOGAN,VALERIE",2,three pointer,missed,southwestern univ.,valerie logan,,1118
235,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,235,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
236,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,236,18:30,,,,,"MISS JUMPER by PREWITT,MAGGIE",,,"MISS JUMPER by PREWITT,MAGGIE",2,jumper,missed,Centre,maggie prewitt,,1110
237,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,237,--,"REBOUND DEF by OWENS,JORDAN",,,,,,,"REBOUND DEF by OWENS,JORDAN",2,defensive rebound,,southwestern univ.,jordan owens,,
238,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,238,18:18,"MISS JUMPER by FAREED,ANNA",,,,,,,"MISS JUMPER by FAREED,ANNA",2,jumper,missed,southwestern univ.,anna fareed,,1098
239,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,239,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
240,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,240,18:10,,29,,47 (+18),"GOOD LAYUP by HUTER,LAUREN(in the paint)",CENTRE_W 29-47 (+18),,"GOOD LAYUP by HUTER,LAUREN(in the paint)",2,layup,good,Centre,lauren huter,2,1090
241,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,241,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
242,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,242,17:52,"TURNOVER  by BOURNE,ANNIE",,,,,,,"TURNOVER  by BOURNE,ANNIE",2,turnover,,southwestern univ.,annie bourne,,1072
243,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,243,17:50,,,,,"STEAL  by HUTER,LAUREN",,,"STEAL  by HUTER,LAUREN",2,steal,,Centre,,,1070
244,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,244,17:43,,,,,"MISS JUMPER by HUTER,LAUREN",,,"MISS JUMPER by HUTER,LAUREN",2,jumper,missed,Centre,lauren huter,,1063
245,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,245,--,"REBOUND DEF by FAREED,ANNA",,,,,,,"REBOUND DEF by FAREED,ANNA",2,defensive rebound,,southwestern univ.,anna fareed,,
246,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,246,17:32,"MISS 3PTR by LEEDER,CHELSEA",,,,,,,"MISS 3PTR by LEEDER,CHELSEA",2,three pointer,missed,southwestern univ.,chelsea leeder,,1052
247,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,247,--,"REBOUND OFF by BOURNE,ANNIE",,,,,,,"REBOUND OFF by BOURNE,ANNIE",2,offensive rebound,,southwestern univ.,annie bourne,,
248,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,248,17:27,"GOOD JUMPER by BOURNE,ANNIE",31,,47 (+16),,SUW 31-47 (+16),,"GOOD JUMPER by BOURNE,ANNIE",2,jumper,good,southwestern univ.,annie bourne,2,1047
249,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,249,17:10,,31,,49 (+18),"GOOD LAYUP by HUTER,LAUREN(in the paint)",CENTRE_W 31-49 (+18),,"GOOD LAYUP by HUTER,LAUREN(in the paint)",2,layup,good,Centre,lauren huter,2,1030
250,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,250,--,,,,,"ASSIST  by BENHAM,CHELSEA",,,"ASSIST  by BENHAM,CHELSEA",2,assist,,Centre,chelsea benham,,
251,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,251,16:54,"MISS JUMPER by OWENS,JORDAN",,,,,,,"MISS JUMPER by OWENS,JORDAN",2,jumper,missed,southwestern univ.,jordan owens,,1014
252,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,252,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
253,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,253,16:44,,,,,"MISS JUMPER by HUTER,LAUREN",,,"MISS JUMPER by HUTER,LAUREN",2,jumper,missed,Centre,lauren huter,,1004
254,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,254,--,"REBOUND DEF by OWENS,JORDAN",,,,,,,"REBOUND DEF by OWENS,JORDAN",2,defensive rebound,,southwestern univ.,jordan owens,,
255,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,255,16:33,"TURNOVER  by FAREED,ANNA",,,,,,,"TURNOVER  by FAREED,ANNA",2,turnover,,southwestern univ.,anna fareed,,993
256,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,256,16:31,,,,,"STEAL  by PREWITT,MAGGIE",,,"STEAL  by PREWITT,MAGGIE",2,steal,,Centre,,,991
257,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,257,16:11,,,,,"TURNOVER  by BENHAM,CHELSEA",,,"TURNOVER  by BENHAM,CHELSEA",2,turnover,,Centre,chelsea benham,,971
258,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,258,16:11,"SUB IN by BARTELL,KATELYN",,,,,,,"SUB IN by BARTELL,KATELYN",2,subbing in,,southwestern univ.,katelyn bartell,,971
259,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,259,16:11,"SUB IN by ESCHLE,MADISON",,,,,,,"SUB IN by ESCHLE,MADISON",2,subbing in,,southwestern univ.,madison eschle,,971
260,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,260,16:11,"SUB OUT by OWENS,JORDAN",,,,,,,"SUB OUT by OWENS,JORDAN",2,subbing out,,southwestern univ.,jordan owens,,971
261,15,southwestern-tex-,Southwestern Univ.,Centre College,79-55,79,55,"40, 39, 79","27, 28, 55",40,39,79,27,28,55,"14-1, 8-0 SCAC","8-8, 5-2 SCAC",01/20/12,Win,348,No Location Recorded,6:00 p.m.,H,261,16:11,"SUB OUT by FAREED,ANNA",,,,,,,"SUB OUT by FAREED,ANNA",2,subbing out,,southwestern univ.,anna fareed,,971
