,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTREW,Away Team Score,Play Team Indicator,Home Team Score,RIPONW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
152,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,152,05:37,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,337
153,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,153,05:37,"SUB IN by WEST,CAILYNN",,,,,,,"SUB IN by WEST,CAILYNN",1,subbing in,,Centre,cailynn west,,337
154,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,154,05:37,"SUB IN by BURKE,ALYSON",,,,,,,"SUB IN by BURKE,ALYSON",1,subbing in,,Centre,alyson burke,,337
155,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,155,05:37,"SUB IN by MIRE,JENNA",,,,,,,"SUB IN by MIRE,JENNA",1,subbing in,,Centre,jenna mire,,337
156,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,156,05:37,"SUB OUT by PREWITT,MAGGIE",,,,,,,"SUB OUT by PREWITT,MAGGIE",1,subbing out,,Centre,maggie prewitt,,337
157,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,157,05:37,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,337
158,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,158,05:37,"SUB OUT by HUTER,LAUREN",,,,,,,"SUB OUT by HUTER,LAUREN",1,subbing out,,Centre,lauren huter,,337
159,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,159,05:37,"SUB OUT by STOUGH,MARY",,,,,,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,337
160,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,160,05:37,"SUB OUT by GOATLEY,JANE",,,,,,,"SUB OUT by GOATLEY,JANE",1,subbing out,,Centre,jane goatley,,337
161,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,161,05:37,,,,,"SUB IN by KORTEMEIER,HOLLY",,,"SUB IN by KORTEMEIER,HOLLY",1,subbing in,,ripon college,holly kortemeier,,337
162,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,162,05:37,,,,,"SUB IN by VAN BERKEL,KORIE",,,"SUB IN by VAN BERKEL,KORIE",1,subbing in,,ripon college,korie van berkel,,337
163,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,163,05:37,,,,,"SUB IN by AICHER,CHELSEA",,,"SUB IN by AICHER,CHELSEA",1,subbing in,,ripon college,chelsea aicher,,337
164,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,164,05:37,,,,,"SUB OUT by GONYO,SIA",,,"SUB OUT by GONYO,SIA",1,subbing out,,ripon college,sia gonyo,,337
165,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,165,05:37,,,,,"SUB OUT by VAN EPEREN,JILL",,,"SUB OUT by VAN EPEREN,JILL",1,subbing out,,ripon college,jill van eperen,,337
166,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,166,05:37,,,,,"SUB OUT by GONYO,SKYE",,,"SUB OUT by GONYO,SKYE",1,subbing out,,ripon college,skye gonyo,,337
167,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,167,05:28,"MISS JUMPER by PREWITT,MAGGIE",,,,,,,"MISS JUMPER by PREWITT,MAGGIE",1,jumper,missed,Centre,maggie prewitt,,328
168,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,168,--,"REBOUND OFF by HUTER,LAUREN",,,,,,,"REBOUND OFF by HUTER,LAUREN",1,offensive rebound,,Centre,lauren huter,,
169,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,169,05:20,"MISS LAYUP by HUTER,LAUREN",,,,,,,"MISS LAYUP by HUTER,LAUREN",1,layup,missed,Centre,lauren huter,,320
170,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,170,--,,,,,"REBOUND DEF by KORTEMEIER,HOLLY",,,"REBOUND DEF by KORTEMEIER,HOLLY",1,defensive rebound,,ripon college,holly kortemeier,,
171,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,171,04:56,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,296
172,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,172,--,,,,,"REBOUND DEF by CULLEN,KACIE",,,"REBOUND DEF by CULLEN,KACIE",1,defensive rebound,,ripon college,kacie cullen,,
173,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,173,04:48,,,,,"TURNOVER  by RAYMOND,KATIE",,,"TURNOVER  by RAYMOND,KATIE",1,turnover,,ripon college,katie raymond,,288
174,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,174,04:46,"STEAL  by WINSTEAD,BRIDGET",,,,,,,"STEAL  by WINSTEAD,BRIDGET",1,steal,,Centre,,,286
175,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,175,04:43,"TURNOVER  by MIRE,JENNA",,,,,,,"TURNOVER  by MIRE,JENNA",1,turnover,,Centre,jenna mire,,283
176,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,176,04:43,,,,,"SUB IN by GONYO,SKYE",,,"SUB IN by GONYO,SKYE",1,subbing in,,ripon college,skye gonyo,,283
177,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,177,04:43,,,,,"SUB OUT by VAN BERKEL,KORIE",,,"SUB OUT by VAN BERKEL,KORIE",1,subbing out,,ripon college,korie van berkel,,283
178,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,178,04:09,,23,,28 (+5),"GOOD 3PTR by CULLEN,KACIE",RIPONW 23-28 (-5),,"GOOD 3PTR by CULLEN,KACIE",1,three pointer,good,ripon college,kacie cullen,3,249
179,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,179,03:47,"MISS LAYUP by BAECHLE,PAIGE",,,,,,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,227
180,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,180,--,,,,,"REBOUND DEF by AICHER,CHELSEA",,,"REBOUND DEF by AICHER,CHELSEA",1,defensive rebound,,ripon college,chelsea aicher,,
181,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,181,03:36,,,,,"MISS LAYUP by RAYMOND,KATIE",,,"MISS LAYUP by RAYMOND,KATIE",1,layup,missed,ripon college,katie raymond,,216
182,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,182,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
183,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,183,03:32,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,212
184,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,184,03:32,"SUB IN by GOATLEY,JANE",,,,,,,"SUB IN by GOATLEY,JANE",1,subbing in,,Centre,jane goatley,,212
185,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,185,03:32,"SUB IN by PREWITT,MAGGIE",,,,,,,"SUB IN by PREWITT,MAGGIE",1,subbing in,,Centre,maggie prewitt,,212
186,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,186,03:32,"SUB IN by HUTER,LAUREN",,,,,,,"SUB IN by HUTER,LAUREN",1,subbing in,,Centre,lauren huter,,212
187,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,187,03:32,"SUB OUT by WINSTEAD,BRIDGET",,,,,,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,212
188,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,188,03:32,"SUB OUT by WEST,CAILYNN",,,,,,,"SUB OUT by WEST,CAILYNN",1,subbing out,,Centre,cailynn west,,212
189,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,189,03:32,"SUB OUT by MIRE,JENNA",,,,,,,"SUB OUT by MIRE,JENNA",1,subbing out,,Centre,jenna mire,,212
190,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,190,03:16,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,196
191,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,191,--,,,,,"REBOUND DEF by RAYMOND,KATIE",,,"REBOUND DEF by RAYMOND,KATIE",1,defensive rebound,,ripon college,katie raymond,,
192,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,192,03:07,,,,,"MISS JUMPER by CULLEN,KACIE",,,"MISS JUMPER by CULLEN,KACIE",1,jumper,missed,ripon college,kacie cullen,,187
193,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,193,--,"REBOUND DEF by HUTER,LAUREN",,,,,,,"REBOUND DEF by HUTER,LAUREN",1,defensive rebound,,Centre,lauren huter,,
194,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,194,03:04,,,,,"FOUL  by CULLEN,KACIE",,,"FOUL  by CULLEN,KACIE",1,foul,,ripon college,kacie cullen,,184
195,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,195,02:46,"MISS 3PTR by PREWITT,MAGGIE",,,,,,,"MISS 3PTR by PREWITT,MAGGIE",1,three pointer,missed,Centre,maggie prewitt,,166
196,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,196,--,,,,,"REBOUND DEF by GONYO,SKYE",,,"REBOUND DEF by GONYO,SKYE",1,defensive rebound,,ripon college,skye gonyo,,
197,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,197,02:18,,23,,30 (+7),"GOOD LAYUP by RAYMOND,KATIE(in the paint)",RIPONW 23-30 (-7),,"GOOD LAYUP by RAYMOND,KATIE(in the paint)",1,layup,good,ripon college,katie raymond,2,138
198,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,198,02:08,"MISS LAYUP by HUTER,LAUREN",,,,,,,"MISS LAYUP by HUTER,LAUREN",1,layup,missed,Centre,lauren huter,,128
199,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,199,02:08,,,,,"BLOCK  by AICHER,CHELSEA",,,"BLOCK  by AICHER,CHELSEA",1,block,,ripon college,chelsea aicher,,128
200,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,200,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
201,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,201,02:07,,,,,"SUB IN by VAN EPEREN,JILL",,,"SUB IN by VAN EPEREN,JILL",1,subbing in,,ripon college,jill van eperen,,127
202,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,202,02:07,,,,,"SUB OUT by GONYO,SKYE",,,"SUB OUT by GONYO,SKYE",1,subbing out,,ripon college,skye gonyo,,127
203,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,203,01:50,"GOOD LAYUP by HUTER,LAUREN(in the paint)",25,,30 (+5),,CENTREW 25-30 (-5),,"GOOD LAYUP by HUTER,LAUREN(in the paint)",1,layup,good,Centre,lauren huter,2,110
204,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,204,--,"ASSIST  by GOATLEY,JANE",,,,,,,"ASSIST  by GOATLEY,JANE",1,assist,,Centre,jane goatley,,
205,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,205,01:21,,25,,32 (+7),"GOOD LAYUP by VAN EPEREN,JILL(in the paint)",RIPONW 25-32 (-7),,"GOOD LAYUP by VAN EPEREN,JILL(in the paint)",1,layup,good,ripon college,jill van eperen,2,81
206,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,206,01:14,,,,,"FOUL  by RAYMOND,KATIE",,,"FOUL  by RAYMOND,KATIE",1,foul,,ripon college,katie raymond,,74
207,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,207,01:14,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,74
208,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,208,01:14,"SUB OUT by BURKE,ALYSON",,,,,,,"SUB OUT by BURKE,ALYSON",1,subbing out,,Centre,alyson burke,,74
209,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,209,01:06,"MISS JUMPER by HUTER,LAUREN",,,,,,,"MISS JUMPER by HUTER,LAUREN",1,jumper,missed,Centre,lauren huter,,66
210,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,210,--,,,,,"REBOUND DEF by AICHER,CHELSEA",,,"REBOUND DEF by AICHER,CHELSEA",1,defensive rebound,,ripon college,chelsea aicher,,
211,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,211,00:35,,,,,"MISS 3PTR by RAYMOND,KATIE",,,"MISS 3PTR by RAYMOND,KATIE",1,three pointer,missed,ripon college,katie raymond,,35
212,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,212,--,,,,,"REBOUND OFF by AICHER,CHELSEA",,,"REBOUND OFF by AICHER,CHELSEA",1,offensive rebound,,ripon college,chelsea aicher,,
213,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,213,00:14,,25,,34 (+9),"GOOD LAYUP by RAYMOND,KATIE(in the paint)",RIPONW 25-34 (-9),,"GOOD LAYUP by RAYMOND,KATIE(in the paint)",1,layup,good,ripon college,katie raymond,2,14
214,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,214,00:01,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",27,,34 (+7),,CENTREW 27-34 (-7),,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",1,layup,good,Centre,maggie prewitt,2,1
215,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,215,00:00,"FOUL  by HARTLAGE,MAGGIE",,,,,,,"FOUL  by HARTLAGE,MAGGIE",1,foul,,Centre,maggie hartlage,,0
216,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,216,Start Period 2,,,,,,,,,2,,,,,,
217,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,217,19:49,"GOOD 3PTR by WINSTEAD,BRIDGET",30,,34 (+4),,CENTREW 30-34 (-4),,"GOOD 3PTR by WINSTEAD,BRIDGET",2,three pointer,good,Centre,bridget winstead,3,1189
218,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,218,--,"ASSIST  by PREWITT,MAGGIE",,,,,,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
219,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,219,19:19,,,,,"MISS JUMPER by GONYO,SKYE",,,"MISS JUMPER by GONYO,SKYE",2,jumper,missed,ripon college,skye gonyo,,1159
220,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,220,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
221,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,221,19:06,"MISS JUMPER by BENHAM,CHELSEA",,,,,,,"MISS JUMPER by BENHAM,CHELSEA",2,jumper,missed,Centre,chelsea benham,,1146
222,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,222,--,"REBOUND OFF by HUTER,LAUREN",,,,,,,"REBOUND OFF by HUTER,LAUREN",2,offensive rebound,,Centre,lauren huter,,
223,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,223,19:03,"GOOD LAYUP by HUTER,LAUREN(in the paint)",32,,34 (+2),,CENTREW 32-34 (-2),,"GOOD LAYUP by HUTER,LAUREN(in the paint)",2,layup,good,Centre,lauren huter,2,1143
224,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,224,18:32,,,,,"TURNOVER  by CULLEN,KACIE",,,"TURNOVER  by CULLEN,KACIE",2,turnover,,ripon college,kacie cullen,,1112
225,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,225,18:32,,,,,"FOUL  by CULLEN,KACIE",,,"FOUL  by CULLEN,KACIE",2,foul,,ripon college,kacie cullen,,1112
226,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,226,18:15,"GOOD LAYUP by HUTER,LAUREN(in the paint)",34,,34,,CENTREW 34-34 (0),,"GOOD LAYUP by HUTER,LAUREN(in the paint)",2,layup,good,Centre,lauren huter,2,1095
227,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,227,--,"ASSIST  by BENHAM,CHELSEA",,,,,,,"ASSIST  by BENHAM,CHELSEA",2,assist,,Centre,chelsea benham,,
228,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,228,18:00,,,,,"MISS LAYUP by VAN EPEREN,JILL",,,"MISS LAYUP by VAN EPEREN,JILL",2,layup,missed,ripon college,jill van eperen,,1080
229,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,229,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
