,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTREW,Away Team Score,Play Team Indicator,Home Team Score,RIPONW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
307,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,307,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
308,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,308,11:28,"FOUL  by HUTER,LAUREN",,,,,,,"FOUL  by HUTER,LAUREN",2,foul,,Centre,lauren huter,,688
309,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,309,11:16,,,,,"MISS JUMPER by SORBO,CHELSEA",,,"MISS JUMPER by SORBO,CHELSEA",2,jumper,missed,ripon college,chelsea sorbo,,676
310,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,310,--,,,,,"REBOUND OFF by GONYO,SIA",,,"REBOUND OFF by GONYO,SIA",2,offensive rebound,,ripon college,sia gonyo,,
311,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,311,11:09,,,,,"MISS LAYUP by GONYO,SIA",,,"MISS LAYUP by GONYO,SIA",2,layup,missed,ripon college,sia gonyo,,669
312,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,312,--,,,,,"REBOUND OFF by CULLEN,KACIE",,,"REBOUND OFF by CULLEN,KACIE",2,offensive rebound,,ripon college,kacie cullen,,
313,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,313,10:59,,,,,"MISS 3PTR by GONYO,SIA",,,"MISS 3PTR by GONYO,SIA",2,three pointer,missed,ripon college,sia gonyo,,659
314,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,314,--,"REBOUND DEF by PREWITT,MAGGIE",,,,,,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
315,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,315,10:47,"MISS 3PTR by BURKE,ALYSON",,,,,,,"MISS 3PTR by BURKE,ALYSON",2,three pointer,missed,Centre,alyson burke,,647
316,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,316,--,,,,,"REBOUND DEF by KORTEMEIER,HOLLY",,,"REBOUND DEF by KORTEMEIER,HOLLY",2,defensive rebound,,ripon college,holly kortemeier,,
317,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,317,10:34,"FOUL  by WINSTEAD,BRIDGET",,,,,,,"FOUL  by WINSTEAD,BRIDGET",2,foul,,Centre,bridget winstead,,634
318,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,318,10:34,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",2,subbing in,,Centre,paige baechle,,634
319,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,319,10:34,"SUB OUT by HUTER,LAUREN",,,,,,,"SUB OUT by HUTER,LAUREN",2,subbing out,,Centre,lauren huter,,634
320,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,320,10:34,,,,,"SUB IN by AICHER,CHELSEA",,,"SUB IN by AICHER,CHELSEA",2,subbing in,,ripon college,chelsea aicher,,634
321,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,321,10:34,,,,,"SUB IN by RAYMOND,KATIE",,,"SUB IN by RAYMOND,KATIE",2,subbing in,,ripon college,katie raymond,,634
322,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,322,10:34,,,,,"SUB OUT by KORTEMEIER,HOLLY",,,"SUB OUT by KORTEMEIER,HOLLY",2,subbing out,,ripon college,holly kortemeier,,634
323,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,323,10:34,,,,,"SUB OUT by SORBO,CHELSEA",,,"SUB OUT by SORBO,CHELSEA",2,subbing out,,ripon college,chelsea sorbo,,634
324,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,324,10:24,,,,,"TURNOVER  by RAYMOND,KATIE",,,"TURNOVER  by RAYMOND,KATIE",2,turnover,,ripon college,katie raymond,,624
325,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,325,10:13,,,,,"FOUL  by MOLDENHAUER,CHELSEA",,,"FOUL  by MOLDENHAUER,CHELSEA",2,foul,,ripon college,chelsea moldenhauer,,613
326,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,326,10:13,"GOOD FT by BAECHLE,PAIGE",54 (+16),,38,,CENTREW 54-38 (+16),,"GOOD FT by BAECHLE,PAIGE",2,free throw,good,Centre,paige baechle,1,613
327,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,327,10:13,"GOOD FT by BAECHLE,PAIGE",55 (+17),,38,,CENTREW 55-38 (+17),,"GOOD FT by BAECHLE,PAIGE",2,free throw,good,Centre,paige baechle,1,613
328,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,328,09:58,,,,,"TURNOVER  by AICHER,CHELSEA",,,"TURNOVER  by AICHER,CHELSEA",2,turnover,,ripon college,chelsea aicher,,598
329,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,329,09:29,"MISS JUMPER by PREWITT,MAGGIE",,,,,,,"MISS JUMPER by PREWITT,MAGGIE",2,jumper,missed,Centre,maggie prewitt,,569
330,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,330,--,,,,,"REBOUND DEF by GONYO,SIA",,,"REBOUND DEF by GONYO,SIA",2,defensive rebound,,ripon college,sia gonyo,,
331,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,331,09:29,"FOUL  by HARTLAGE,MAGGIE",,,,,,,"FOUL  by HARTLAGE,MAGGIE",2,foul,,Centre,maggie hartlage,,569
332,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,332,09:29,,,,,"SUB IN by VAN EPEREN,JILL",,,"SUB IN by VAN EPEREN,JILL",2,subbing in,,ripon college,jill van eperen,,569
333,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,333,09:29,,,,,"SUB OUT by AICHER,CHELSEA",,,"SUB OUT by AICHER,CHELSEA",2,subbing out,,ripon college,chelsea aicher,,569
334,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,334,09:11,,55 (+15),,40,"GOOD LAYUP by CULLEN,KACIE(in the paint)",RIPONW 55-40 (+15),,"GOOD LAYUP by CULLEN,KACIE(in the paint)",2,layup,good,ripon college,kacie cullen,2,551
335,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,335,08:54,"MISS JUMPER by BENHAM,CHELSEA",,,,,,,"MISS JUMPER by BENHAM,CHELSEA",2,jumper,missed,Centre,chelsea benham,,534
336,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,336,--,,,,,"REBOUND DEF by VAN EPEREN,JILL",,,"REBOUND DEF by VAN EPEREN,JILL",2,defensive rebound,,ripon college,jill van eperen,,
337,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,337,08:35,,55 (+14),,41,"GOOD FT by RAYMOND,KATIE",RIPONW 55-41 (+14),,"GOOD FT by RAYMOND,KATIE",2,free throw,good,ripon college,katie raymond,1,515
338,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,338,08:35,"FOUL  by PREWITT,MAGGIE",,,,,,,"FOUL  by PREWITT,MAGGIE",2,foul,,Centre,maggie prewitt,,515
339,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,339,08:35,,55 (+13),,42,"GOOD FT by RAYMOND,KATIE",RIPONW 55-42 (+13),,"GOOD FT by RAYMOND,KATIE",2,free throw,good,ripon college,katie raymond,1,515
340,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,340,08:35,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",2,subbing in,,Centre,bridget winstead,,515
341,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,341,08:35,"SUB IN by BURKE,ALYSON",,,,,,,"SUB IN by BURKE,ALYSON",2,subbing in,,Centre,alyson burke,,515
342,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,342,08:35,"SUB IN by HUTER,LAUREN",,,,,,,"SUB IN by HUTER,LAUREN",2,subbing in,,Centre,lauren huter,,515
343,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,343,08:35,"SUB IN by MIRE,JENNA",,,,,,,"SUB IN by MIRE,JENNA",2,subbing in,,Centre,jenna mire,,515
344,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,344,08:35,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,515
345,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,345,08:35,"SUB OUT by GOATLEY,JANE",,,,,,,"SUB OUT by GOATLEY,JANE",2,subbing out,,Centre,jane goatley,,515
346,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,346,08:35,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",2,subbing out,,Centre,paige baechle,,515
347,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,347,08:35,"SUB OUT by PREWITT,MAGGIE",,,,,,,"SUB OUT by PREWITT,MAGGIE",2,subbing out,,Centre,maggie prewitt,,515
348,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,348,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
349,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,349,08:32,,,,,"MISS JUMPER by HOPP,MAKAYLA",,,"MISS JUMPER by HOPP,MAKAYLA",2,jumper,missed,ripon college,makayla hopp,,512
350,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,350,08:19,"MISS JUMPER by BENHAM,CHELSEA",,,,,,,"MISS JUMPER by BENHAM,CHELSEA",2,jumper,missed,Centre,chelsea benham,,499
351,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,351,--,,,,,"REBOUND DEF by CULLEN,KACIE",,,"REBOUND DEF by CULLEN,KACIE",2,defensive rebound,,ripon college,kacie cullen,,
352,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,352,08:14,,,,,"TURNOVER  by RAYMOND,KATIE",,,"TURNOVER  by RAYMOND,KATIE",2,turnover,,ripon college,katie raymond,,494
353,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,353,07:43,"MISS JUMPER by BENHAM,CHELSEA",,,,,,,"MISS JUMPER by BENHAM,CHELSEA",2,jumper,missed,Centre,chelsea benham,,463
354,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,354,--,,,,,"REBOUND DEF by RAYMOND,KATIE",,,"REBOUND DEF by RAYMOND,KATIE",2,defensive rebound,,ripon college,katie raymond,,
355,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,355,07:35,,,,,"MISS 3PTR by MOLDENHAUER,CHELSEA",,,"MISS 3PTR by MOLDENHAUER,CHELSEA",2,three pointer,missed,ripon college,chelsea moldenhauer,,455
356,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,356,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
357,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,357,07:32,"SUB IN by PREWITT,MAGGIE",,,,,,,"SUB IN by PREWITT,MAGGIE",2,subbing in,,Centre,maggie prewitt,,452
358,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,358,07:32,"SUB OUT by MIRE,JENNA",,,,,,,"SUB OUT by MIRE,JENNA",2,subbing out,,Centre,jenna mire,,452
359,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,359,07:32,,,,,"SUB IN by GONYO,SKYE",,,"SUB IN by GONYO,SKYE",2,subbing in,,ripon college,skye gonyo,,452
360,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,360,07:32,,,,,"SUB OUT by VAN EPEREN,JILL",,,"SUB OUT by VAN EPEREN,JILL",2,subbing out,,ripon college,jill van eperen,,452
361,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,361,07:32,,,,,"SUB OUT by CULLEN,KACIE",,,"SUB OUT by CULLEN,KACIE",2,subbing out,,ripon college,kacie cullen,,452
362,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,362,07:21,,55 (+11),,44,"GOOD JUMPER by RAYMOND,KATIE",RIPONW 55-44 (+11),,"GOOD JUMPER by RAYMOND,KATIE",2,jumper,good,ripon college,katie raymond,2,441
363,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,363,07:11,"GOOD JUMPER by HUTER,LAUREN",57 (+13),,44,,CENTREW 57-44 (+13),,"GOOD JUMPER by HUTER,LAUREN",2,jumper,good,Centre,lauren huter,2,431
364,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,364,07:02,,,,,"FOUL  by GONYO,SIA",,,"FOUL  by GONYO,SIA",2,foul,,ripon college,sia gonyo,,422
365,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,365,06:53,"GOOD FT by HUTER,LAUREN",58 (+14),,44,,CENTREW 58-44 (+14),,"GOOD FT by HUTER,LAUREN",2,free throw,good,Centre,lauren huter,1,413
366,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,366,06:46,,,,,"TURNOVER  by GONYO,SIA",,,"TURNOVER  by GONYO,SIA",2,turnover,,ripon college,sia gonyo,,406
367,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,367,06:46,"STEAL  by BENHAM,CHELSEA",,,,,,,"STEAL  by BENHAM,CHELSEA",2,steal,,Centre,,,406
368,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,368,06:43,,,,,"FOUL  by CULLEN,KACIE",,,"FOUL  by CULLEN,KACIE",2,foul,,ripon college,kacie cullen,,403
369,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,369,06:43,"GOOD FT by WINSTEAD,BRIDGET",59 (+15),,44,,CENTREW 59-44 (+15),,"GOOD FT by WINSTEAD,BRIDGET",2,free throw,good,Centre,bridget winstead,1,403
370,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,370,06:43,"GOOD FT by WINSTEAD,BRIDGET",60 (+16),,44,,CENTREW 60-44 (+16),,"GOOD FT by WINSTEAD,BRIDGET",2,free throw,good,Centre,bridget winstead,1,403
371,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,371,06:43,,,,,"SUB IN by CULLEN,KACIE",,,"SUB IN by CULLEN,KACIE",2,subbing in,,ripon college,kacie cullen,,403
372,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,372,06:43,,,,,"SUB IN by VAN EPEREN,JILL",,,"SUB IN by VAN EPEREN,JILL",2,subbing in,,ripon college,jill van eperen,,403
373,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,373,06:43,,,,,"SUB OUT by MOLDENHAUER,CHELSEA",,,"SUB OUT by MOLDENHAUER,CHELSEA",2,subbing out,,ripon college,chelsea moldenhauer,,403
374,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,374,06:35,,,,,"TURNOVER  by VAN EPEREN,JILL",,,"TURNOVER  by VAN EPEREN,JILL",2,turnover,,ripon college,jill van eperen,,395
375,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,375,06:35,"SUB IN by GOATLEY,JANE",,,,,,,"SUB IN by GOATLEY,JANE",2,subbing in,,Centre,jane goatley,,395
376,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,376,06:35,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,395
377,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,377,06:35,"SUB OUT by WINSTEAD,BRIDGET",,,,,,,"SUB OUT by WINSTEAD,BRIDGET",2,subbing out,,Centre,bridget winstead,,395
378,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,378,06:35,"SUB OUT by BURKE,ALYSON",,,,,,,"SUB OUT by BURKE,ALYSON",2,subbing out,,Centre,alyson burke,,395
379,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,379,06:04,,,,,"FOUL  by VAN EPEREN,JILL",,,"FOUL  by VAN EPEREN,JILL",2,foul,,ripon college,jill van eperen,,364
380,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,380,06:04,"GOOD FT by BENHAM,CHELSEA",61 (+17),,44,,CENTREW 61-44 (+17),,"GOOD FT by BENHAM,CHELSEA",2,free throw,good,Centre,chelsea benham,1,364
381,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,381,06:04,"GOOD FT by BENHAM,CHELSEA",62 (+18),,44,,CENTREW 62-44 (+18),,"GOOD FT by BENHAM,CHELSEA",2,free throw,good,Centre,chelsea benham,1,364
382,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,382,05:53,,,,,"MISS LAYUP by GONYO,SKYE",,,"MISS LAYUP by GONYO,SKYE",2,layup,missed,ripon college,skye gonyo,,353
383,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,383,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
384,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,384,05:46,"TURNOVER  by BENHAM,CHELSEA",,,,,,,"TURNOVER  by BENHAM,CHELSEA",2,turnover,,Centre,chelsea benham,,346
