,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,WSEW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
207,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,207,02:43,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,163
208,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,208,02:43,,,,,"SUB OUT by MOORE,HILLARY",,,"SUB OUT by MOORE,HILLARY",1,subbing out,,Centre,hillary moore,,163
209,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,209,02:43,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",1,subbing out,,Centre,lauren huter,,163
210,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,210,02:35,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,155
211,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,211,--,,,,,"REBOUND OFF by WEST,CAILYNN",,,"REBOUND OFF by WEST,CAILYNN",1,offensive rebound,,Centre,cailynn west,,
212,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,212,02:31,,,,,"MISS LAYUP by WEST,CAILYNN",,,"MISS LAYUP by WEST,CAILYNN",1,layup,missed,Centre,cailynn west,,151
213,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,213,--,"REBOUND DEF by MILLER,LOGAN",,,,,,,"REBOUND DEF by MILLER,LOGAN",1,defensive rebound,,sewanee,logan miller,,
214,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,214,02:05,"MISS 3PTR by MEDLEY,CLARISSA",,,,,,,"MISS 3PTR by MEDLEY,CLARISSA",1,three pointer,missed,sewanee,clarissa medley,,125
215,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,215,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",1,defensive rebound,,Centre,maggie prewitt,,
216,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,216,01:57,,24,,34 (+10),"GOOD LAYUP by WINSTEAD,BRIDGET(in the paint)",CENTRE_W 24-34 (+10),,"GOOD LAYUP by WINSTEAD,BRIDGET(in the paint)",1,layup,good,Centre,bridget winstead,2,117
217,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,217,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
218,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,218,01:41,"MISS JUMPER by MILLER,LOGAN",,,,,,,"MISS JUMPER by MILLER,LOGAN",1,jumper,missed,sewanee,logan miller,,101
219,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,219,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
220,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,220,01:29,,,,,"MISS 3PTR by PREWITT,MAGGIE",,,"MISS 3PTR by PREWITT,MAGGIE",1,three pointer,missed,Centre,maggie prewitt,,89
221,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,221,--,"REBOUND DEF by BAIER,HEATHER",,,,,,,"REBOUND DEF by BAIER,HEATHER",1,defensive rebound,,sewanee,heather baier,,
222,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,222,01:20,"FOUL  by MIDDLETON,DANA",,,,,,,"FOUL  by MIDDLETON,DANA",1,foul,,sewanee,dana middleton,,80
223,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,223,01:20,"TURNOVER  by MIDDLETON,DANA",,,,,,,"TURNOVER  by MIDDLETON,DANA",1,turnover,,sewanee,dana middleton,,80
224,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,224,01:20,"SUB IN by ELIOTT,CLAIRE",,,,,,,"SUB IN by ELIOTT,CLAIRE",1,subbing in,,sewanee,claire eliott,,80
225,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,225,01:20,"SUB OUT by MIDDLETON,DANA",,,,,,,"SUB OUT by MIDDLETON,DANA",1,subbing out,,sewanee,dana middleton,,80
226,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,226,01:20,,,,,"SUB IN by STOUGH,MARY",,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,80
227,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,227,01:20,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,80
228,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,228,00:53,,24,,37 (+13),"GOOD 3PTR by PREWITT,MAGGIE",CENTRE_W 24-37 (+13),,"GOOD 3PTR by PREWITT,MAGGIE",1,three pointer,good,Centre,maggie prewitt,3,53
229,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,229,00:37,"MISS 3PTR by MEDLEY,CLARISSA",,,,,,,"MISS 3PTR by MEDLEY,CLARISSA",1,three pointer,missed,sewanee,clarissa medley,,37
230,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,230,--,"REBOUND OFF by SEWELL,KAYLA",,,,,,,"REBOUND OFF by SEWELL,KAYLA",1,offensive rebound,,sewanee,kayla sewell,,
231,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,231,00:33,"GOOD JUMPER by SEWELL,KAYLA",26,,37 (+11),,WSEW 26-37 (+11),,"GOOD JUMPER by SEWELL,KAYLA",1,jumper,good,sewanee,kayla sewell,2,33
232,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,232,00:09,,,,,"TURNOVER  by HARTLAGE,MAGGIE",,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,9
233,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,233,00:02,"MISS JUMPER by MILLER,LOGAN",,,,,,,"MISS JUMPER by MILLER,LOGAN",1,jumper,missed,sewanee,logan miller,,2
234,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,234,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
235,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,235,Start Period 2,,,,,,,,,2,,,,,,
236,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,236,19:52,"FOUL  by SEWELL,KAYLA",,,,,,,"FOUL  by SEWELL,KAYLA",2,foul,,sewanee,kayla sewell,,1192
237,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,237,19:52,,26,,38 (+12),"GOOD FT by BENHAM,CHELSEA",CENTRE_W 26-38 (+12),,"GOOD FT by BENHAM,CHELSEA",2,free throw,good,Centre,chelsea benham,1,1192
238,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,238,19:52,,26,,39 (+13),"GOOD FT by BENHAM,CHELSEA",CENTRE_W 26-39 (+13),,"GOOD FT by BENHAM,CHELSEA",2,free throw,good,Centre,chelsea benham,1,1192
239,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,239,19:31,"MISS 3PTR by MIDDLETON,DANA",,,,,,,"MISS 3PTR by MIDDLETON,DANA",2,three pointer,missed,sewanee,dana middleton,,1171
240,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,240,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
241,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,241,19:11,,26,,41 (+15),"GOOD JUMPER by HUTER,LAUREN",CENTRE_W 26-41 (+15),,"GOOD JUMPER by HUTER,LAUREN",2,jumper,good,Centre,lauren huter,2,1151
242,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,242,--,,,,,"ASSIST  by BENHAM,CHELSEA",,,"ASSIST  by BENHAM,CHELSEA",2,assist,,Centre,chelsea benham,,
243,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,243,18:54,"MISS 3PTR by HOWELL,MICHELLE",,,,,,,"MISS 3PTR by HOWELL,MICHELLE",2,three pointer,missed,sewanee,michelle howell,,1134
244,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,244,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
245,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,245,18:37,,,,,"TURNOVER  by BENHAM,CHELSEA",,,"TURNOVER  by BENHAM,CHELSEA",2,turnover,,Centre,chelsea benham,,1117
246,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,246,18:36,"STEAL  by MILLER,LOGAN",,,,,,,"STEAL  by MILLER,LOGAN",2,steal,,sewanee,,,1116
247,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,247,18:29,"MISS 3PTR by MILLER,LOGAN",,,,,,,"MISS 3PTR by MILLER,LOGAN",2,three pointer,missed,sewanee,logan miller,,1109
248,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,248,--,"REBOUND OFF by BAIER,HEATHER",,,,,,,"REBOUND OFF by BAIER,HEATHER",2,offensive rebound,,sewanee,heather baier,,
249,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,249,18:23,"TURNOVER  by BAIER,HEATHER",,,,,,,"TURNOVER  by BAIER,HEATHER",2,turnover,,sewanee,heather baier,,1103
250,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,250,18:04,,26,,43 (+17),"GOOD LAYUP by WINSTEAD,BRIDGET(in the paint)",CENTRE_W 26-43 (+17),,"GOOD LAYUP by WINSTEAD,BRIDGET(in the paint)",2,layup,good,Centre,bridget winstead,2,1084
251,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,251,--,,,,,"ASSIST  by HUTER,LAUREN",,,"ASSIST  by HUTER,LAUREN",2,assist,,Centre,lauren huter,,
252,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,252,18:04,"FOUL  by BAIER,HEATHER",,,,,,,"FOUL  by BAIER,HEATHER",2,foul,,sewanee,heather baier,,1084
253,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,253,18:04,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,1084
254,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,254,18:04,,26,,44 (+18),"GOOD FT by WINSTEAD,BRIDGET",CENTRE_W 26-44 (+18),,"GOOD FT by WINSTEAD,BRIDGET",2,free throw,good,Centre,bridget winstead,1,1084
255,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,255,17:50,"MISS 3PTR by MIDDLETON,DANA",,,,,,,"MISS 3PTR by MIDDLETON,DANA",2,three pointer,missed,sewanee,dana middleton,,1070
256,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,256,--,"REBOUND OFF by BAIER,HEATHER",,,,,,,"REBOUND OFF by BAIER,HEATHER",2,offensive rebound,,sewanee,heather baier,,
257,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,257,17:43,"TURNOVER  by BAIER,HEATHER",,,,,,,"TURNOVER  by BAIER,HEATHER",2,turnover,,sewanee,heather baier,,1063
258,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,258,17:41,,,,,"STEAL  by BENHAM,CHELSEA",,,"STEAL  by BENHAM,CHELSEA",2,steal,,Centre,,,1061
259,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,259,17:36,,26,,47 (+21),"GOOD 3PTR by BURKE,ALYSON",CENTRE_W 26-47 (+21),,"GOOD 3PTR by BURKE,ALYSON",2,three pointer,good,Centre,alyson burke,3,1056
260,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,260,--,,,,,"ASSIST  by WINSTEAD,BRIDGET",,,"ASSIST  by WINSTEAD,BRIDGET",2,assist,,Centre,bridget winstead,,
261,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,261,17:25,"MISS LAYUP by MIDDLETON,DANA",,,,,,,"MISS LAYUP by MIDDLETON,DANA",2,layup,missed,sewanee,dana middleton,,1045
262,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,262,--,,,,,"REBOUND DEF by BURKE,ALYSON",,,"REBOUND DEF by BURKE,ALYSON",2,defensive rebound,,Centre,alyson burke,,
263,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,263,17:07,,26,,50 (+24),"GOOD 3PTR by WINSTEAD,BRIDGET",CENTRE_W 26-50 (+24),,"GOOD 3PTR by WINSTEAD,BRIDGET",2,three pointer,good,Centre,bridget winstead,3,1027
264,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,264,--,,,,,"ASSIST  by BURKE,ALYSON",,,"ASSIST  by BURKE,ALYSON",2,assist,,Centre,alyson burke,,
265,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,265,16:47,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,1007
266,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,266,16:47,,,,,"SUB IN by WEST,CAILYNN",,,"SUB IN by WEST,CAILYNN",2,subbing in,,Centre,cailynn west,,1007
267,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,267,16:47,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",2,subbing out,,Centre,lauren huter,,1007
268,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,268,16:47,,,,,"SUB OUT by BURKE,ALYSON",,,"SUB OUT by BURKE,ALYSON",2,subbing out,,Centre,alyson burke,,1007
269,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,269,16:42,"GOOD LAYUP by SEWELL,KAYLA(in the paint)",28,,50 (+22),,WSEW 28-50 (+22),,"GOOD LAYUP by SEWELL,KAYLA(in the paint)",2,layup,good,sewanee,kayla sewell,2,1002
270,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,270,16:29,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",,,"MISS 3PTR by HARTLAGE,MAGGIE",2,three pointer,missed,Centre,maggie hartlage,,989
271,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,271,--,"REBOUND DEF by HOWELL,MICHELLE",,,,,,,"REBOUND DEF by HOWELL,MICHELLE",2,defensive rebound,,sewanee,michelle howell,,
272,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,272,16:25,,,,,"FOUL  by WEST,CAILYNN",,,"FOUL  by WEST,CAILYNN",2,foul,,Centre,cailynn west,,985
273,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,273,16:25,,,,,"SUB IN by GOATLEY,JANE",,,"SUB IN by GOATLEY,JANE",2,subbing in,,Centre,jane goatley,,985
274,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,274,16:25,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",2,subbing out,,Centre,bridget winstead,,985
275,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,275,16:06,"MISS 3PTR by BAIER,HEATHER",,,,,,,"MISS 3PTR by BAIER,HEATHER",2,three pointer,missed,sewanee,heather baier,,966
276,20,sewanee,Sewanee,Centre College,81-49,81,49,"37, 44, 81","26, 23, 49",37,44,81,26,23,49,"19-1, 12-0 SCAC","9-11, 3-9 SCAC",02/04/12,Win,521,No Location Recorded,1:00 p.m.,H,276,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
