,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,HANOVER,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
317,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,317,09:19,,31,,35 (+4),"GOOD FT by WALKER,MACY",HANOVER 31-35 (-4),,"GOOD FT by WALKER,MACY",3,free throw,good,hanover,macy walker,1,559
318,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,318,09:19,,31,,36 (+5),"GOOD FT by WALKER,MACY",HANOVER 31-36 (-5),,"GOOD FT by WALKER,MACY",3,free throw,good,hanover,macy walker,1,559
319,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,319,09:19,"SUB IN by VANCE,DAY",,,,,,,"SUB IN by VANCE,DAY",3,subbing in,,Centre,day vance,,559
320,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,320,09:19,"SUB OUT by MCKNIGHT,KAITLYN",,,,,,,"SUB OUT by MCKNIGHT,KAITLYN",3,subbing out,,Centre,kaitlyn mcknight,,559
321,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,321,08:50,"MISS JUMPER by RHULE,BONNIE",,,,,,,"MISS JUMPER by RHULE,BONNIE",3,jumper,missed,Centre,bonnie rhule,,530
322,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,322,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3,deadball rebound,,Centre,,,
323,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,323,08:38,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",3,subbing in,,Centre,caroline andreassen,,518
324,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,324,08:38,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",3,subbing in,,Centre,abigail stewart,,518
325,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,325,08:38,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",3,subbing out,,Centre,bonnie rhule,,518
326,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,326,08:38,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",3,subbing out,,Centre,michele judy,,518
327,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,327,08:22,,,,,"MISS 3PTR by WALKER,MACY",,,"MISS 3PTR by WALKER,MACY",3,three pointer,missed,hanover,macy walker,,502
328,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,328,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3,deadball rebound,,Centre,,,
329,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,329,08:20,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",3,subbing in,,Centre,paige kellam,,500
330,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,330,08:20,"SUB OUT by MOORE,KATIE",,,,,,,"SUB OUT by MOORE,KATIE",3,subbing out,,Centre,katie moore,,500
331,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,331,08:20,,,,,"SUB IN by MILLER,JULIA",,,"SUB IN by MILLER,JULIA",3,subbing in,,hanover,julia miller,,500
332,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,332,08:20,,,,,"SUB OUT by BIVINS,MORGAN",,,"SUB OUT by BIVINS,MORGAN",3,subbing out,,hanover,morgan bivins,,500
333,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,333,08:06,"MISS JUMPER by GUY,ALEXIS",,,,,,,"MISS JUMPER by GUY,ALEXIS",3,jumper,missed,Centre,alexis guy,,486
334,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,334,--,"REBOUND OFF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND OFF by ANDREASSEN,CAROLINE",3,offensive rebound,,Centre,caroline andreassen,,
335,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,335,07:58,"MISS JUMPER by STEWART,ABIGAIL",,,,,,,"MISS JUMPER by STEWART,ABIGAIL",3,jumper,missed,Centre,abigail stewart,,478
336,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,336,--,,,,,"REBOUND DEF by CROMER,CLAIRE",,,"REBOUND DEF by CROMER,CLAIRE",3,defensive rebound,,hanover,claire cromer,,
337,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,337,07:49,,31,,38 (+7),"GOOD LAYUP by WALKER,MACY(in the paint)",HANOVER 31-38 (-7),,"GOOD LAYUP by WALKER,MACY(in the paint)",3,layup,good,hanover,macy walker,2,469
338,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,338,07:49,"FOUL  by KELLAM,PAIGE",,,,,,,"FOUL  by KELLAM,PAIGE",3,foul,,Centre,paige kellam,,469
339,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,339,07:49,,31,,39 (+8),"GOOD FT by WALKER,MACY",HANOVER 31-39 (-8),,"GOOD FT by WALKER,MACY",3,free throw,good,hanover,macy walker,1,469
340,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,340,07:42,,,,,"FOUL  by WALKER,MACY",,,"FOUL  by WALKER,MACY",3,foul,,hanover,macy walker,,462
341,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,341,07:42,"SUB IN by RICE,MADISON",,,,,,,"SUB IN by RICE,MADISON",3,subbing in,,Centre,madison rice,,462
342,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,342,07:42,"SUB OUT by VANCE,DAY",,,,,,,"SUB OUT by VANCE,DAY",3,subbing out,,Centre,day vance,,462
343,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,343,07:41,"MISS 3PTR by GUY,ALEXIS",,,,,,,"MISS 3PTR by GUY,ALEXIS",3,three pointer,missed,Centre,alexis guy,,461
344,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,344,--,,,,,"REBOUND DEF by NASH,ALLISON",,,"REBOUND DEF by NASH,ALLISON",3,defensive rebound,,hanover,allison nash,,
345,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,345,07:30,,,,,"TURNOVER  by NASH,ALLISON",,,"TURNOVER  by NASH,ALLISON",3,turnover,,hanover,allison nash,,450
346,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,346,07:17,"GOOD JUMPER by ANDREASSEN,CAROLINE(in the paint)",33,,39 (+6),,CENTRE-W 33-39 (-6),,"GOOD JUMPER by ANDREASSEN,CAROLINE(in the paint)",3,jumper,good,Centre,caroline andreassen,2,437
347,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,347,07:05,,,,,"MISS LAYUP by MILLER,JULIA",,,"MISS LAYUP by MILLER,JULIA",3,layup,missed,hanover,julia miller,,425
348,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,348,--,,,,,"REBOUND OFF by MALLOY,ASHLEY",,,"REBOUND OFF by MALLOY,ASHLEY",3,offensive rebound,,hanover,ashley malloy,,
349,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,349,07:00,,33,,41 (+8),"GOOD LAYUP by MALLOY,ASHLEY(in the paint)",HANOVER 33-41 (-8),,"GOOD LAYUP by MALLOY,ASHLEY(in the paint)",3,layup,good,hanover,ashley malloy,2,420
350,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,350,06:47,"GOOD JUMPER by RICE,MADISON",35,,41 (+6),,CENTRE-W 35-41 (-6),,"GOOD JUMPER by RICE,MADISON",3,jumper,good,Centre,madison rice,2,407
351,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,351,06:31,,,,,"MISS 3PTR by MALLOY,ASHLEY",,,"MISS 3PTR by MALLOY,ASHLEY",3,three pointer,missed,hanover,ashley malloy,,391
352,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,352,--,"REBOUND DEF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",3,defensive rebound,,Centre,caroline andreassen,,
353,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,353,06:24,"MISS JUMPER by ANDREASSEN,CAROLINE",,,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",3,jumper,missed,Centre,caroline andreassen,,384
354,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,354,--,,,,,"REBOUND DEF by MILLER,JULIA",,,"REBOUND DEF by MILLER,JULIA",3,defensive rebound,,hanover,julia miller,,
355,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,355,06:11,"SUB IN by MOORE,KATIE",,,,,,,"SUB IN by MOORE,KATIE",3,subbing in,,Centre,katie moore,,371
356,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,356,06:11,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",3,subbing out,,Centre,paige kellam,,371
357,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,357,06:11,,,,,"SUB IN by MAUPIN,MACI",,,"SUB IN by MAUPIN,MACI",3,subbing in,,hanover,maci maupin,,371
358,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,358,06:11,,,,,"SUB IN by MITCHELL,BAYLEE",,,"SUB IN by MITCHELL,BAYLEE",3,subbing in,,hanover,baylee mitchell,,371
359,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,359,06:11,,,,,"SUB OUT by WALKER,MACY",,,"SUB OUT by WALKER,MACY",3,subbing out,,hanover,macy walker,,371
360,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,360,06:11,,,,,"SUB OUT by NASH,ALLISON",,,"SUB OUT by NASH,ALLISON",3,subbing out,,hanover,allison nash,,371
361,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,361,06:08,,,,,"MISS JUMPER by MITCHELL,BAYLEE",,,"MISS JUMPER by MITCHELL,BAYLEE",3,jumper,missed,hanover,baylee mitchell,,368
362,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,362,--,"REBOUND DEF by RICE,MADISON",,,,,,,"REBOUND DEF by RICE,MADISON",3,defensive rebound,,Centre,madison rice,,
363,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,363,05:59,"MISS JUMPER by STEWART,ABIGAIL",,,,,,,"MISS JUMPER by STEWART,ABIGAIL",3,jumper,missed,Centre,abigail stewart,,359
364,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,364,--,,,,,"REBOUND DEF by MALLOY,ASHLEY",,,"REBOUND DEF by MALLOY,ASHLEY",3,defensive rebound,,hanover,ashley malloy,,
365,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,365,05:46,,,,,"MISS LAYUP by MILLER,JULIA",,,"MISS LAYUP by MILLER,JULIA",3,layup,missed,hanover,julia miller,,346
366,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,366,--,"REBOUND DEF by RICE,MADISON",,,,,,,"REBOUND DEF by RICE,MADISON",3,defensive rebound,,Centre,madison rice,,
367,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,367,05:38,,,,,"FOUL  by MAUPIN,MACI",,,"FOUL  by MAUPIN,MACI",3,foul,,hanover,maci maupin,,338
368,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,368,05:38,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3,timeout,,Centre,,,338
369,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,369,05:38,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",3,subbing in,,Centre,michele judy,,338
370,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,370,05:38,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",3,subbing out,,Centre,abigail stewart,,338
371,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,371,05:34,,,,,"FOUL  by MILLER,JULIA",,,"FOUL  by MILLER,JULIA",3,foul,,hanover,julia miller,,334
372,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,372,05:31,"MISS 3PTR by ANDREASSEN,CAROLINE",,,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",3,three pointer,missed,Centre,caroline andreassen,,331
373,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,373,--,"REBOUND OFF by JUDY,MICHELE",,,,,,,"REBOUND OFF by JUDY,MICHELE",3,offensive rebound,,Centre,michele judy,,
374,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,374,05:22,"GOOD 3PTR by MOORE,KATIE",38,,41 (+3),,CENTRE-W 38-41 (-3),,"GOOD 3PTR by MOORE,KATIE",3,three pointer,good,Centre,katie moore,3,322
375,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,375,--,"ASSIST  by JUDY,MICHELE",,,,,,,"ASSIST  by JUDY,MICHELE",3,assist,,Centre,michele judy,,
376,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,376,05:10,"FOUL  by GUY,ALEXIS",,,,,,,"FOUL  by GUY,ALEXIS",3,foul,,Centre,alexis guy,,310
377,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,377,05:10,,38,,42 (+4),"GOOD FT by CROMER,CLAIRE",HANOVER 38-42 (-4),,"GOOD FT by CROMER,CLAIRE",3,free throw,good,hanover,claire cromer,1,310
378,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,378,05:10,,38,,43 (+5),"GOOD FT by CROMER,CLAIRE",HANOVER 38-43 (-5),,"GOOD FT by CROMER,CLAIRE",3,free throw,good,hanover,claire cromer,1,310
379,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,379,05:10,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",3,subbing in,,Centre,paige kellam,,310
380,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,380,05:10,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",3,subbing out,,Centre,alexis guy,,310
381,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,381,05:10,,,,,"SUB IN by NASH,ALLISON",,,"SUB IN by NASH,ALLISON",3,subbing in,,hanover,allison nash,,310
382,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,382,05:10,,,,,"SUB OUT by MITCHELL,BAYLEE",,,"SUB OUT by MITCHELL,BAYLEE",3,subbing out,,hanover,baylee mitchell,,310
383,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,383,04:57,"MISS 3PTR by ANDREASSEN,CAROLINE",,,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",3,three pointer,missed,Centre,caroline andreassen,,297
384,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,384,--,"REBOUND OFF by MOORE,KATIE",,,,,,,"REBOUND OFF by MOORE,KATIE",3,offensive rebound,,Centre,katie moore,,
385,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,385,04:52,"GOOD 3PTR by MOORE,KATIE",41,,43 (+2),,CENTRE-W 41-43 (-2),,"GOOD 3PTR by MOORE,KATIE",3,three pointer,good,Centre,katie moore,3,292
