,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,RUST,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
140,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,140,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
141,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,141,07:41,"GOOD FT by C,DEMETRIUS BRADSHAW",13,,22 (+9),,RUST 13-22 (+9),,"GOOD FT by C,DEMETRIUS BRADSHAW",2,free throw,good,rust,demetrius bradshaw c,1,461
142,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,142,07:41,,,,,"SUB IN by VANCE,DAY",,,"SUB IN by VANCE,DAY",2,subbing in,,Centre,day vance,,461
143,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,143,07:41,,,,,"SUB OUT by MCKNIGHT,KAITLYN",,,"SUB OUT by MCKNIGHT,KAITLYN",2,subbing out,,Centre,kaitlyn mcknight,,461
144,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,144,07:26,,,,,"MISS 3PTR by RHULE,BONNIE",,,"MISS 3PTR by RHULE,BONNIE",2,three pointer,missed,Centre,bonnie rhule,,446
145,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,145,--,,,,,"REBOUND OFF by VANCE,DAY",,,"REBOUND OFF by VANCE,DAY",2,offensive rebound,,Centre,day vance,,
146,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,146,07:22,,,,,"MISS LAYUP by VANCE,DAY",,,"MISS LAYUP by VANCE,DAY",2,layup,missed,Centre,day vance,,442
147,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,147,--,,,,,"REBOUND OFF by GUY,ALEXIS",,,"REBOUND OFF by GUY,ALEXIS",2,offensive rebound,,Centre,alexis guy,,
148,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,148,07:17,,,,,"MISS JUMPER by GUY,ALEXIS",,,"MISS JUMPER by GUY,ALEXIS",2,jumper,missed,Centre,alexis guy,,437
149,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,149,--,"REBOUND DEF by MCELVAINE,ANDREA",,,,,,,"REBOUND DEF by MCELVAINE,ANDREA",2,defensive rebound,,rust,andrea mcelvaine,,
150,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,150,06:52,"GOOD JUMPER by GOLDEN,JASMINE",15,,22 (+7),,RUST 15-22 (+7),,"GOOD JUMPER by GOLDEN,JASMINE",2,jumper,good,rust,jasmine golden,2,412
151,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,151,--,"ASSIST  by C,DEMETRIUS BRADSHAW",,,,,,,"ASSIST  by C,DEMETRIUS BRADSHAW",2,assist,,rust,demetrius bradshaw c,,
152,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,152,06:29,,,,,"MISS JUMPER by GUY,ALEXIS",,,"MISS JUMPER by GUY,ALEXIS",2,jumper,missed,Centre,alexis guy,,389
153,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,153,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
154,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,154,06:25,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,385
155,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,155,06:25,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,385
156,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,156,06:08,"MISS JUMPER by GOLDEN,JASMINE",,,,,,,"MISS JUMPER by GOLDEN,JASMINE",2,jumper,missed,rust,jasmine golden,,368
157,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,157,06:08,,,,,"BLOCK  by STEWART,ABIGAIL",,,"BLOCK  by STEWART,ABIGAIL",2,block,,Centre,abigail stewart,,368
158,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,158,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",2,defensive rebound,,Centre,abigail stewart,,
159,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,159,05:49,,,,,"MISS JUMPER by MOORE,KATIE",,,"MISS JUMPER by MOORE,KATIE",2,jumper,missed,Centre,katie moore,,349
160,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,160,--,"REBOUND DEF by GOLDEN,JASMINE",,,,,,,"REBOUND DEF by GOLDEN,JASMINE",2,defensive rebound,,rust,jasmine golden,,
161,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,161,05:31,"MISS LAYUP by C,DEMETRIUS BRADSHAW",,,,,,,"MISS LAYUP by C,DEMETRIUS BRADSHAW",2,layup,missed,rust,demetrius bradshaw c,,331
162,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,162,--,"REBOUND OFF by C,DEMETRIUS BRADSHAW",,,,,,,"REBOUND OFF by C,DEMETRIUS BRADSHAW",2,offensive rebound,,rust,demetrius bradshaw c,,
163,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,163,05:18,"MISS JUMPER by GOLDEN,JASMINE",,,,,,,"MISS JUMPER by GOLDEN,JASMINE",2,jumper,missed,rust,jasmine golden,,318
164,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,164,--,,,,,"REBOUND DEF by GUY,ALEXIS",,,"REBOUND DEF by GUY,ALEXIS",2,defensive rebound,,Centre,alexis guy,,
165,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,165,05:15,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,315
166,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,166,05:15,,,,,"SUB IN by JUDY,MICHELE",,,"SUB IN by JUDY,MICHELE",2,subbing in,,Centre,michele judy,,315
167,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,167,05:15,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,315
168,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,168,04:57,,,,,"MISS LAYUP by ANDREASSEN,CAROLINE",,,"MISS LAYUP by ANDREASSEN,CAROLINE",2,layup,missed,Centre,caroline andreassen,,297
169,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,169,04:57,"BLOCK  by TILLIS,KAYLA",,,,,,,"BLOCK  by TILLIS,KAYLA",2,block,,rust,kayla tillis,,297
170,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,170,--,,,,,"REBOUND OFF by JUDY,MICHELE",,,"REBOUND OFF by JUDY,MICHELE",2,offensive rebound,,Centre,michele judy,,
171,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,171,04:50,,15,,24 (+9),"GOOD JUMPER by JUDY,MICHELE",CENTRE-W 15-24 (+9),,"GOOD JUMPER by JUDY,MICHELE",2,jumper,good,Centre,michele judy,2,290
172,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,172,04:46,,,,,"FOUL  by GUY,ALEXIS",,,"FOUL  by GUY,ALEXIS",2,foul,,Centre,alexis guy,,286
173,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,173,04:46,"SUB IN by WILLIAMS,KEIARA",,,,,,,"SUB IN by WILLIAMS,KEIARA",2,subbing in,,rust,keiara williams,,286
174,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,174,04:46,"SUB IN by TILLIS,KAYLA",,,,,,,"SUB IN by TILLIS,KAYLA",2,subbing in,,rust,kayla tillis,,286
175,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,175,04:46,"SUB OUT by GOLDEN,JASMINE",,,,,,,"SUB OUT by GOLDEN,JASMINE",2,subbing out,,rust,jasmine golden,,286
176,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,176,04:46,"SUB OUT by RAYFORD,MEGAN",,,,,,,"SUB OUT by RAYFORD,MEGAN",2,subbing out,,rust,megan rayford,,286
177,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,177,04:46,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,286
178,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,178,04:46,,,,,"SUB OUT by MOORE,KATIE",,,"SUB OUT by MOORE,KATIE",2,subbing out,,Centre,katie moore,,286
179,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,179,04:42,"TURNOVER  by MCELVAINE,ANDREA",,,,,,,"TURNOVER  by MCELVAINE,ANDREA",2,turnover,,rust,andrea mcelvaine,,282
180,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,180,04:33,"SUB IN by LEWIS,SHERMEKA",,,,,,,"SUB IN by LEWIS,SHERMEKA",2,subbing in,,rust,shermeka lewis,,273
181,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,181,04:33,"SUB OUT by MCELVAINE,ANDREA",,,,,,,"SUB OUT by MCELVAINE,ANDREA",2,subbing out,,rust,andrea mcelvaine,,273
182,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,182,04:32,,,,,"MISS LAYUP by KELLAM,PAIGE",,,"MISS LAYUP by KELLAM,PAIGE",2,layup,missed,Centre,paige kellam,,272
183,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,183,--,"REBOUND DEF by C,DEMETRIUS BRADSHAW",,,,,,,"REBOUND DEF by C,DEMETRIUS BRADSHAW",2,defensive rebound,,rust,demetrius bradshaw c,,
184,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,184,04:18,,,,,"FOUL  by VANCE,DAY",,,"FOUL  by VANCE,DAY",2,foul,,Centre,day vance,,258
185,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,185,04:18,,,,,"SUB IN by MCKNIGHT,KAITLYN",,,"SUB IN by MCKNIGHT,KAITLYN",2,subbing in,,Centre,kaitlyn mcknight,,258
186,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,186,04:18,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,258
187,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,187,04:15,"MISS JUMPER by C,DEMETRIUS BRADSHAW",,,,,,,"MISS JUMPER by C,DEMETRIUS BRADSHAW",2,jumper,missed,rust,demetrius bradshaw c,,255
188,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,188,--,,,,,"REBOUND DEF by GUY,ALEXIS",,,"REBOUND DEF by GUY,ALEXIS",2,defensive rebound,,Centre,alexis guy,,
189,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,189,04:05,,,,,"MISS 3PTR by GUY,ALEXIS",,,"MISS 3PTR by GUY,ALEXIS",2,three pointer,missed,Centre,alexis guy,,245
190,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,190,--,,,,,"REBOUND OFF by GUY,ALEXIS",,,"REBOUND OFF by GUY,ALEXIS",2,offensive rebound,,Centre,alexis guy,,
191,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,191,03:59,,,,,"MISS 3PTR by KELLAM,PAIGE",,,"MISS 3PTR by KELLAM,PAIGE",2,three pointer,missed,Centre,paige kellam,,239
192,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,192,--,"REBOUND DEF by LEWIS,SHERMEKA",,,,,,,"REBOUND DEF by LEWIS,SHERMEKA",2,defensive rebound,,rust,shermeka lewis,,
193,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,193,03:46,"FOUL  by C,DEMETRIUS BRADSHAW",,,,,,,"FOUL  by C,DEMETRIUS BRADSHAW",2,foul,,rust,demetrius bradshaw c,,226
194,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,194,03:46,"TURNOVER  by C,DEMETRIUS BRADSHAW",,,,,,,"TURNOVER  by C,DEMETRIUS BRADSHAW",2,turnover,,rust,demetrius bradshaw c,,226
195,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,195,03:46,,,,,"SUB IN by LEWIS,KENDALL",,,"SUB IN by LEWIS,KENDALL",2,subbing in,,Centre,kendall lewis,,226
196,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,196,03:46,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",2,subbing out,,Centre,alexis guy,,226
197,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,197,03:34,,15,,27 (+12),"GOOD 3PTR by ANDREASSEN,CAROLINE",CENTRE-W 15-27 (+12),,"GOOD 3PTR by ANDREASSEN,CAROLINE",2,three pointer,good,Centre,caroline andreassen,3,214
198,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,198,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",2,assist,,Centre,paige kellam,,
199,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,199,03:10,"MISS LAYUP by C,DEMETRIUS BRADSHAW",,,,,,,"MISS LAYUP by C,DEMETRIUS BRADSHAW",2,layup,missed,rust,demetrius bradshaw c,,190
200,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,200,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,rust,,,
201,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,201,03:05,,,,,"FOUL  by MCKNIGHT,KAITLYN",,,"FOUL  by MCKNIGHT,KAITLYN",2,foul,,Centre,kaitlyn mcknight,,185
202,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,202,03:05,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",2,subbing in,,Centre,madison rice,,185
203,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,203,03:05,,,,,"SUB OUT by MCKNIGHT,KAITLYN",,,"SUB OUT by MCKNIGHT,KAITLYN",2,subbing out,,Centre,kaitlyn mcknight,,185
204,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,204,02:59,"MISS LAYUP by C,DEMETRIUS BRADSHAW",,,,,,,"MISS LAYUP by C,DEMETRIUS BRADSHAW",2,layup,missed,rust,demetrius bradshaw c,,179
205,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,205,--,,,,,"REBOUND DEF by JUDY,MICHELE",,,"REBOUND DEF by JUDY,MICHELE",2,defensive rebound,,Centre,michele judy,,
206,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,206,02:52,"FOUL  by WILLIAMS,KEIARA",,,,,,,"FOUL  by WILLIAMS,KEIARA",2,foul,,rust,keiara williams,,172
207,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,207,02:52,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",2,subbing in,,Centre,alexis guy,,172
208,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,208,02:52,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,172
209,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,209,02:50,"FOUL  by TILLIS,KAYLA",,,,,,,"FOUL  by TILLIS,KAYLA",2,foul,,rust,kayla tillis,,170
210,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,210,02:47,,,,,"MISS JUMPER by KELLAM,PAIGE",,,"MISS JUMPER by KELLAM,PAIGE",2,jumper,missed,Centre,paige kellam,,167
211,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,211,--,"REBOUND DEF by WILLIAMS,KEIARA",,,,,,,"REBOUND DEF by WILLIAMS,KEIARA",2,defensive rebound,,rust,keiara williams,,
212,2,rust,Rust,Centre,72-44,72,44,"17, 14, 19, 22, 72","9, 7, 16, 12, 44",17,14,19,22,72,9,7,16,12,44,1-1,0-3,11/20/15,Win,206,No Location Recorded,7:00 PM,H,212,02:40,"MISS JUMPER by WILLIAMS,BRITTNEY",,,,,,,"MISS JUMPER by WILLIAMS,BRITTNEY",2,jumper,missed,rust,brittney williams,,160
