,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTREW,Away Team Score,Play Team Indicator,Home Team Score,RCWBB13,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
141,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,141,08:25,"GOOD FT by STOUGH,MARY",19,,27 (+8),,CENTREW 19-27 (-8),,"GOOD FT by STOUGH,MARY",1,free throw,good,Centre,mary stough,1,505
142,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,142,08:25,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,505
143,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,143,07:55,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",21,,27 (+6),,CENTREW 21-27 (-6),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,475
144,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,144,07:28,,,,,"MISS JUMPER by AVANT,LAUREN",,,"MISS JUMPER by AVANT,LAUREN",1,jumper,missed,rhodes,lauren avant,,448
145,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,145,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
146,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,146,07:25,,,,,"FOUL  by WOMACK,SARAH",,,"FOUL  by WOMACK,SARAH",1,foul,,rhodes,sarah womack,,445
147,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,147,07:25,"GOOD FT by BAECHLE,PAIGE",22,,27 (+5),,CENTREW 22-27 (-5),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,445
148,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,148,07:25,"GOOD FT by BAECHLE,PAIGE",23,,27 (+4),,CENTREW 23-27 (-4),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,445
149,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,149,07:25,,,,,"SUB IN by BUTLER,MADISON",,,"SUB IN by BUTLER,MADISON",1,subbing in,,rhodes,madison butler,,445
150,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,150,07:25,,,,,"SUB IN by JOHNSON,SARAH",,,"SUB IN by JOHNSON,SARAH",1,subbing in,,rhodes,sarah johnson,,445
151,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,151,07:25,,,,,"SUB OUT by TODMAN,DY'NELLE",,,"SUB OUT by TODMAN,DY'NELLE",1,subbing out,,rhodes,dy'nelle todman,,445
152,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,152,07:25,,,,,"SUB OUT by WOMACK,SARAH",,,"SUB OUT by WOMACK,SARAH",1,subbing out,,rhodes,sarah womack,,445
153,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,153,07:07,,,,,"MISS JUMPER by JOHNSON,SARAH",,,"MISS JUMPER by JOHNSON,SARAH",1,jumper,missed,rhodes,sarah johnson,,427
154,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,154,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
155,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,155,06:57,"GOOD JUMPER by BAECHLE,PAIGE",25,,27 (+2),,CENTREW 25-27 (-2),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,417
156,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,156,--,"ASSIST  by WINSTEAD,MARY",,,,,,,"ASSIST  by WINSTEAD,MARY",1,assist,,Centre,mary winstead,,
157,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,157,06:34,,25,,29 (+4),"GOOD JUMPER by BARBER,MARY",RCWBB13 25-29 (-4),,"GOOD JUMPER by BARBER,MARY",1,jumper,good,rhodes,mary barber,2,394
158,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,158,--,,,,,"ASSIST  by AVANT,LAUREN",,,"ASSIST  by AVANT,LAUREN",1,assist,,rhodes,lauren avant,,
159,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,159,06:18,"MISS 3PTR by WINSTEAD,MARY",,,,,,,"MISS 3PTR by WINSTEAD,MARY",1,three pointer,missed,Centre,mary winstead,,378
160,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,160,--,,,,,"REBOUND DEF by BARBER,MARY",,,"REBOUND DEF by BARBER,MARY",1,defensive rebound,,rhodes,mary barber,,
161,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,161,06:05,,,,,"MISS 3PTR by BUTLER,MADISON",,,"MISS 3PTR by BUTLER,MADISON",1,three pointer,missed,rhodes,madison butler,,365
162,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,162,--,"REBOUND DEF by STOUGH,MARY",,,,,,,"REBOUND DEF by STOUGH,MARY",1,defensive rebound,,Centre,mary stough,,
163,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,163,05:54,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",27,,29 (+2),,CENTREW 27-29 (-2),,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",1,layup,good,Centre,maggie hartlage,2,354
164,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,164,05:37,,,,,"TURNOVER  by AVANT,LAUREN",,,"TURNOVER  by AVANT,LAUREN",1,turnover,,rhodes,lauren avant,,337
165,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,165,05:27,"MISS LAYUP by BAECHLE,PAIGE",,,,,,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,327
166,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,166,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
167,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,167,05:22,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,322
168,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,168,--,,,,,"REBOUND DEF by BARBER,MARY",,,"REBOUND DEF by BARBER,MARY",1,defensive rebound,,rhodes,mary barber,,
169,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,169,05:06,,,,,"MISS FT by BARBER,MARY",,,"MISS FT by BARBER,MARY",1,free throw,missed,rhodes,mary barber,,306
170,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,170,--,,,,,"REBOUND OFF by BARBER,MARY",,,"REBOUND OFF by BARBER,MARY",1,offensive rebound,,rhodes,mary barber,,
171,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,171,05:05,"FOUL  by STOUGH,MARY",,,,,,,"FOUL  by STOUGH,MARY",1,foul,,Centre,mary stough,,305
172,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,172,05:05,,,,,"MISS FT by BARBER,MARY",,,"MISS FT by BARBER,MARY",1,free throw,missed,rhodes,mary barber,,305
173,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,173,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
174,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,174,05:05,,27,,30 (+3),"GOOD FT by BARBER,MARY",RCWBB13 27-30 (-3),,"GOOD FT by BARBER,MARY",1,free throw,good,rhodes,mary barber,1,305
175,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,175,05:05,,,,,"SUB IN by WOMACK,SARAH",,,"SUB IN by WOMACK,SARAH",1,subbing in,,rhodes,sarah womack,,305
176,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,176,05:05,,,,,"SUB OUT by BUTLER,MADISON",,,"SUB OUT by BUTLER,MADISON",1,subbing out,,rhodes,madison butler,,305
177,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,177,05:00,,,,,"SUB IN by ECKERT,CATHERINE",,,"SUB IN by ECKERT,CATHERINE",1,subbing in,,rhodes,catherine eckert,,300
178,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,178,05:00,,,,,"SUB OUT by BARBER,MARY",,,"SUB OUT by BARBER,MARY",1,subbing out,,rhodes,mary barber,,300
179,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,179,04:54,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,294
180,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,180,--,,,,,"REBOUND DEF by AVANT,LAUREN",,,"REBOUND DEF by AVANT,LAUREN",1,defensive rebound,,rhodes,lauren avant,,
181,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,181,04:45,,,,,"MISS LAYUP by AVANT,LAUREN",,,"MISS LAYUP by AVANT,LAUREN",1,layup,missed,rhodes,lauren avant,,285
182,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,182,--,"REBOUND DEF by STOUGH,MARY",,,,,,,"REBOUND DEF by STOUGH,MARY",1,defensive rebound,,Centre,mary stough,,
183,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,183,04:37,"MISS LAYUP by HARTLAGE,MAGGIE",,,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",1,layup,missed,Centre,maggie hartlage,,277
184,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,184,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
185,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,185,04:33,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",29,,30 (+1),,CENTREW 29-30 (-1),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,273
186,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,186,04:10,,29,,33 (+4),"GOOD 3PTR by WOMACK,SARAH",RCWBB13 29-33 (-4),,"GOOD 3PTR by WOMACK,SARAH",1,three pointer,good,rhodes,sarah womack,3,250
187,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,187,--,,,,,"ASSIST  by AVANT,LAUREN",,,"ASSIST  by AVANT,LAUREN",1,assist,,rhodes,lauren avant,,
188,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,188,03:54,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",31,,33 (+2),,CENTREW 31-33 (-2),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,234
189,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,189,--,"ASSIST  by STOUGH,MARY",,,,,,,"ASSIST  by STOUGH,MARY",1,assist,,Centre,mary stough,,
190,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,190,03:31,,,,,"MISS LAYUP by AVANT,LAUREN",,,"MISS LAYUP by AVANT,LAUREN",1,layup,missed,rhodes,lauren avant,,211
191,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,191,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
192,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,192,03:22,,,,,"FOUL  by AVANT,LAUREN",,,"FOUL  by AVANT,LAUREN",1,foul,,rhodes,lauren avant,,202
193,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,193,03:22,"GOOD FT by WINSTEAD,MARY",32,,33 (+1),,CENTREW 32-33 (-1),,"GOOD FT by WINSTEAD,MARY",1,free throw,good,Centre,mary winstead,1,202
194,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,194,03:22,"GOOD FT by WINSTEAD,MARY",33,,33,,CENTREW 33-33 (0),,"GOOD FT by WINSTEAD,MARY",1,free throw,good,Centre,mary winstead,1,202
195,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,195,03:22,,,,,"SUB IN by HANDELMAN,AMY",,,"SUB IN by HANDELMAN,AMY",1,subbing in,,rhodes,amy handelman,,202
196,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,196,03:22,,,,,"SUB OUT by AVANT,LAUREN",,,"SUB OUT by AVANT,LAUREN",1,subbing out,,rhodes,lauren avant,,202
197,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,197,03:04,,,,,"MISS LAYUP by ECKERT,CATHERINE",,,"MISS LAYUP by ECKERT,CATHERINE",1,layup,missed,rhodes,catherine eckert,,184
198,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,198,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
199,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,199,03:03,,,,,"FOUL  by HANDELMAN,AMY",,,"FOUL  by HANDELMAN,AMY",1,foul,,rhodes,amy handelman,,183
200,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,200,03:03,"GOOD FT by BAECHLE,PAIGE",34 (+1),,33,,CENTREW 34-33 (+1),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,183
201,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,201,03:03,"GOOD FT by BAECHLE,PAIGE",35 (+2),,33,,CENTREW 35-33 (+2),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,183
202,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,202,02:52,,,,,"MISS 3PTR by GOODRUM,NATALIE",,,"MISS 3PTR by GOODRUM,NATALIE",1,three pointer,missed,rhodes,natalie goodrum,,172
203,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,203,--,,,,,"REBOUND OFF by ECKERT,CATHERINE",,,"REBOUND OFF by ECKERT,CATHERINE",1,offensive rebound,,rhodes,catherine eckert,,
204,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,204,02:26,,,,,"MISS 3PTR by ECKERT,CATHERINE",,,"MISS 3PTR by ECKERT,CATHERINE",1,three pointer,missed,rhodes,catherine eckert,,146
205,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,205,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
206,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,206,02:11,"GOOD LAYUP by STOUGH,MARY(in the paint)",37 (+4),,33,,CENTREW 37-33 (+4),,"GOOD LAYUP by STOUGH,MARY(in the paint)",1,layup,good,Centre,mary stough,2,131
207,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,207,01:52,"FOUL  by WINSTEAD,MARY",,,,,,,"FOUL  by WINSTEAD,MARY",1,foul,,Centre,mary winstead,,112
208,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,208,01:52,,37 (+3),,34,"GOOD FT by JOHNSON,SARAH",RCWBB13 37-34 (+3),,"GOOD FT by JOHNSON,SARAH",1,free throw,good,rhodes,sarah johnson,1,112
209,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,209,01:52,,,,,"MISS FT by JOHNSON,SARAH",,,"MISS FT by JOHNSON,SARAH",1,free throw,missed,rhodes,sarah johnson,,112
210,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,210,--,"REBOUND DEF by MOORE,HILLARY",,,,,,,"REBOUND DEF by MOORE,HILLARY",1,defensive rebound,,Centre,hillary moore,,
211,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,211,01:52,"SUB IN by MIRE,JENNA",,,,,,,"SUB IN by MIRE,JENNA",1,subbing in,,Centre,jenna mire,,112
212,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,212,01:52,"SUB OUT by WINSTEAD,BRIDGET",,,,,,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,112
213,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,213,01:52,,,,,"SUB IN by TODMAN,DY'NELLE",,,"SUB IN by TODMAN,DY'NELLE",1,subbing in,,rhodes,dy'nelle todman,,112
214,24,rhodes,CENTREW,Rhodes,69-65,69,65,"39, 30, 69","36, 29, 65",39,30,69,36,29,65,"14-10, 12-2","21-3, 12-2",02/17/13,Win,213,No Location Recorded,1:00 PM,A,214,01:52,,,,,"SUB OUT by HANDELMAN,AMY",,,"SUB OUT by HANDELMAN,AMY",1,subbing out,,rhodes,amy handelman,,112
