,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
213,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,213,01:19,"TURNOVER  by TATE,JAMIE",,,,,,,"TURNOVER  by TATE,JAMIE",1,turnover,,hendrixw,jamie tate,,79
214,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,214,01:17,,,,,"STEAL  by WINSTEAD,MARY",,,"STEAL  by WINSTEAD,MARY",1,steal,,Centre,,,77
215,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,215,01:10,,30,,30,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",CENTRE_W 30-30 (0),,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",1,layup,good,Centre,maggie hartlage,2,70
216,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,216,--,,,,,"ASSIST  by WINSTEAD,MARY",,,"ASSIST  by WINSTEAD,MARY",1,assist,,Centre,mary winstead,,
217,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,217,00:54,"MISS 3PTR by DIRLLETTE,LINDSAY",,,,,,,"MISS 3PTR by DIRLLETTE,LINDSAY",1,three pointer,missed,hendrixw,lindsay dirllette,,54
218,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,218,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
219,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,219,00:43,,,,,"MISS 3PTR by MOORE,HILLARY",,,"MISS 3PTR by MOORE,HILLARY",1,three pointer,missed,Centre,hillary moore,,43
220,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,220,--,"REBOUND DEF by TATE,JAMIE",,,,,,,"REBOUND DEF by TATE,JAMIE",1,defensive rebound,,hendrixw,jamie tate,,
221,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,221,00:19,"GOOD LAYUP by COUGHRAN,KATIE(in the paint)",32 (+2),,30,,HC 32-30 (-2),,"GOOD LAYUP by COUGHRAN,KATIE(in the paint)",1,layup,good,hendrixw,katie coughran,2,19
222,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,222,--,"ASSIST  by GALLIEN,KATY",,,,,,,"ASSIST  by GALLIEN,KATY",1,assist,,hendrixw,katy gallien,,
223,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,223,00:06,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,6
224,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,224,--,"REBOUND DEF by GALLIEN,KATY",,,,,,,"REBOUND DEF by GALLIEN,KATY",1,defensive rebound,,hendrixw,katy gallien,,
225,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,225,Start Period 2,,,,,,,,,2,,,,,,
226,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,226,19:48,,32,,32,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",CENTRE_W 32-32 (0),,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",2,layup,good,Centre,maggie hartlage,2,1188
227,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,227,19:30,"GOOD LAYUP by TATE,JAMIE(in the paint)",34 (+2),,32,,HC 34-32 (-2),,"GOOD LAYUP by TATE,JAMIE(in the paint)",2,layup,good,hendrixw,jamie tate,2,1170
228,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,228,19:14,,34,,34,"GOOD JUMPER by BENHAM,CHELSEA",CENTRE_W 34-34 (0),,"GOOD JUMPER by BENHAM,CHELSEA",2,jumper,good,Centre,chelsea benham,2,1154
229,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,229,19:03,"TURNOVER  by KRIESEL-BIGLER,CAIT",,,,,,,"TURNOVER  by KRIESEL-BIGLER,CAIT",2,turnover,,hendrixw,cait kriesel-bigler,,1143
230,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,230,19:02,,,,,"STEAL  by BAECHLE,PAIGE",,,"STEAL  by BAECHLE,PAIGE",2,steal,,Centre,,,1142
231,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,231,18:52,,34,,36 (+2),"GOOD LAYUP by MIRE,JENNA(in the paint)",CENTRE_W 34-36 (+2),,"GOOD LAYUP by MIRE,JENNA(in the paint)",2,layup,good,Centre,jenna mire,2,1132
232,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,232,18:31,"MISS LAYUP by COUGHRAN,KATIE",,,,,,,"MISS LAYUP by COUGHRAN,KATIE",2,layup,missed,hendrixw,katie coughran,,1111
233,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,233,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
234,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,234,18:15,,,,,"MISS 3PTR by MIRE,JENNA",,,"MISS 3PTR by MIRE,JENNA",2,three pointer,missed,Centre,jenna mire,,1095
235,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,235,--,,,,,"REBOUND OFF by BENHAM,CHELSEA",,,"REBOUND OFF by BENHAM,CHELSEA",2,offensive rebound,,Centre,chelsea benham,,
236,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,236,18:11,,34,,38 (+4),"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",CENTRE_W 34-38 (+4),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",2,layup,good,Centre,chelsea benham,2,1091
237,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,237,17:51,"MISS LAYUP by COUGHRAN,KATIE",,,,,,,"MISS LAYUP by COUGHRAN,KATIE",2,layup,missed,hendrixw,katie coughran,,1071
238,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,238,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
239,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,239,17:36,"FOUL  by TATE,JAMIE",,,,,,,"FOUL  by TATE,JAMIE",2,foul,,hendrixw,jamie tate,,1056
240,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,240,17:33,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",,,"MISS LAYUP by HARTLAGE,MAGGIE",2,layup,missed,Centre,maggie hartlage,,1053
241,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,241,--,"REBOUND DEF by BROBERG,KATI",,,,,,,"REBOUND DEF by BROBERG,KATI",2,defensive rebound,,hendrixw,kati broberg,,
242,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,242,17:23,"MISS 3PTR by KRIESEL-BIGLER,CAIT",,,,,,,"MISS 3PTR by KRIESEL-BIGLER,CAIT",2,three pointer,missed,hendrixw,cait kriesel-bigler,,1043
243,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,243,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
244,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,244,17:19,"FOUL  by TATE,JAMIE",,,,,,,"FOUL  by TATE,JAMIE",2,foul,,hendrixw,jamie tate,,1039
245,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,245,17:19,"SUB IN by MCNEILL,KAITLIN",,,,,,,"SUB IN by MCNEILL,KAITLIN",2,subbing in,,hendrixw,kaitlin mcneill,,1039
246,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,246,17:19,"SUB OUT by TATE,JAMIE",,,,,,,"SUB OUT by TATE,JAMIE",2,subbing out,,hendrixw,jamie tate,,1039
247,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,247,17:06,,,,,"TURNOVER  by STOUGH,MARY",,,"TURNOVER  by STOUGH,MARY",2,turnover,,Centre,mary stough,,1026
248,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,248,16:53,,,,,"FOUL  by BENHAM,CHELSEA",,,"FOUL  by BENHAM,CHELSEA",2,foul,,Centre,chelsea benham,,1013
249,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,249,16:53,"GOOD FT by MCNEILL,KAITLIN",35,,38 (+3),,HC 35-38 (+3),,"GOOD FT by MCNEILL,KAITLIN",2,free throw,good,hendrixw,kaitlin mcneill,1,1013
250,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,250,16:53,"GOOD FT by MCNEILL,KAITLIN",36,,38 (+2),,HC 36-38 (+2),,"GOOD FT by MCNEILL,KAITLIN",2,free throw,good,hendrixw,kaitlin mcneill,1,1013
251,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,251,16:41,,,,,"TURNOVER  by BENHAM,CHELSEA",,,"TURNOVER  by BENHAM,CHELSEA",2,turnover,,Centre,chelsea benham,,1001
252,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,252,16:40,"STEAL  by COUGHRAN,KATIE",,,,,,,"STEAL  by COUGHRAN,KATIE",2,steal,,hendrixw,,,1000
253,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,253,16:36,,,,,"FOUL  by MIRE,JENNA",,,"FOUL  by MIRE,JENNA",2,foul,,Centre,jenna mire,,996
254,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,254,16:36,"GOOD FT by COUGHRAN,KATIE",37,,38 (+1),,HC 37-38 (+1),,"GOOD FT by COUGHRAN,KATIE",2,free throw,good,hendrixw,katie coughran,1,996
255,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,255,16:36,"GOOD FT by COUGHRAN,KATIE",38,,38,,HC 38-38 (0),,"GOOD FT by COUGHRAN,KATIE",2,free throw,good,hendrixw,katie coughran,1,996
256,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,256,16:11,,,,,"MISS 3PTR by MIRE,JENNA",,,"MISS 3PTR by MIRE,JENNA",2,three pointer,missed,Centre,jenna mire,,971
257,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,257,--,"REBOUND DEF by MCNEILL,KAITLIN",,,,,,,"REBOUND DEF by MCNEILL,KAITLIN",2,defensive rebound,,hendrixw,kaitlin mcneill,,
258,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,258,16:01,"MISS JUMPER by COUGHRAN,KATIE",,,,,,,"MISS JUMPER by COUGHRAN,KATIE",2,jumper,missed,hendrixw,katie coughran,,961
259,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,259,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
260,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,260,15:57,"FOUL  by MCNEILL,KAITLIN",,,,,,,"FOUL  by MCNEILL,KAITLIN",2,foul,,hendrixw,kaitlin mcneill,,957
261,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,261,15:57,,,,,"SUB IN by WINSTEAD,MARY",,,"SUB IN by WINSTEAD,MARY",2,subbing in,,Centre,mary winstead,,957
262,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,262,15:57,,,,,"SUB OUT by MIRE,JENNA",,,"SUB OUT by MIRE,JENNA",2,subbing out,,Centre,jenna mire,,957
263,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,263,15:51,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",2,three pointer,missed,Centre,bridget winstead,,951
264,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,264,--,"REBOUND DEF by KRIESEL-BIGLER,CAIT",,,,,,,"REBOUND DEF by KRIESEL-BIGLER,CAIT",2,defensive rebound,,hendrixw,cait kriesel-bigler,,
265,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,265,15:34,"GOOD LAYUP by GALLIEN,KATY(in the paint)",40 (+2),,38,,HC 40-38 (-2),,"GOOD LAYUP by GALLIEN,KATY(in the paint)",2,layup,good,hendrixw,katy gallien,2,934
266,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,266,15:22,,,,,"MISS 3PTR by WINSTEAD,MARY",,,"MISS 3PTR by WINSTEAD,MARY",2,three pointer,missed,Centre,mary winstead,,922
267,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,267,--,"REBOUND DEF by MCNEILL,KAITLIN",,,,,,,"REBOUND DEF by MCNEILL,KAITLIN",2,defensive rebound,,hendrixw,kaitlin mcneill,,
268,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,268,15:00,"MISS 3PTR by BROBERG,KATI",,,,,,,"MISS 3PTR by BROBERG,KATI",2,three pointer,missed,hendrixw,kati broberg,,900
269,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,269,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
270,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,270,14:48,,,,,"MISS 3PTR by WINSTEAD,MARY",,,"MISS 3PTR by WINSTEAD,MARY",2,three pointer,missed,Centre,mary winstead,,888
271,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,271,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
272,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,272,14:43,,,,,"FOUL  by BAECHLE,PAIGE",,,"FOUL  by BAECHLE,PAIGE",2,foul,,Centre,paige baechle,,883
273,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,273,14:43,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,883
274,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,274,14:43,,,,,"SUB IN by STOUGH,MARY",,,"SUB IN by STOUGH,MARY",2,subbing in,,Centre,mary stough,,883
275,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,275,14:43,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",2,subbing in,,Centre,alexis guy,,883
276,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,276,14:43,,,,,"SUB IN by MOORE,HILLARY",,,"SUB IN by MOORE,HILLARY",2,subbing in,,Centre,hillary moore,,883
277,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,277,14:43,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",2,subbing out,,Centre,chelsea benham,,883
278,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,278,14:43,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,883
279,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,279,14:43,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",2,subbing out,,Centre,bridget winstead,,883
280,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,280,14:29,"GOOD 3PTR by BROBERG,KATI",43 (+5),,38,,HC 43-38 (-5),,"GOOD 3PTR by BROBERG,KATI",2,three pointer,good,hendrixw,kati broberg,3,869
281,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,281,14:20,,,,,"TURNOVER  by BENHAM,CHELSEA",,,"TURNOVER  by BENHAM,CHELSEA",2,turnover,,Centre,chelsea benham,,860
282,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,282,14:19,"STEAL  by COUGHRAN,KATIE",,,,,,,"STEAL  by COUGHRAN,KATIE",2,steal,,hendrixw,,,859
283,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,283,14:00,"TURNOVER  by GALLIEN,KATY",,,,,,,"TURNOVER  by GALLIEN,KATY",2,turnover,,hendrixw,katy gallien,,840
284,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,284,13:59,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,839
