,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,FCW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
223,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,223,19:41,"FOUL  by CULLER,KYLENE",,,,,,,"FOUL  by CULLER,KYLENE",2,foul,,ferrum,kylene culler,,1181
224,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,224,19:41,,35 (+3),,32,"GOOD FT by BAECHLE,PAIGE",CENTRE_W 35-32 (-3),,"GOOD FT by BAECHLE,PAIGE",2,free throw,good,Centre,paige baechle,1,1181
225,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,225,19:41,,35 (+2),,33,"GOOD FT by BAECHLE,PAIGE",CENTRE_W 35-33 (-2),,"GOOD FT by BAECHLE,PAIGE",2,free throw,good,Centre,paige baechle,1,1181
226,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,226,19:25,"GOOD LAYUP by HAIRSTON,JACOLE(in the paint)",37 (+4),,33,,FCW 37-33 (-4),,"GOOD LAYUP by HAIRSTON,JACOLE(in the paint)",2,layup,good,ferrum,jacole hairston,2,1165
227,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,227,--,"ASSIST  by KIPPS,KATY",,,,,,,"ASSIST  by KIPPS,KATY",2,assist,,ferrum,katy kipps,,
228,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,228,19:16,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",2,three pointer,missed,Centre,bridget winstead,,1156
229,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,229,--,"REBOUND DEF by SMITH,SHEA",,,,,,,"REBOUND DEF by SMITH,SHEA",2,defensive rebound,,ferrum,shea smith,,
230,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,230,19:00,"MISS JUMPER by CULLER,KYLENE",,,,,,,"MISS JUMPER by CULLER,KYLENE",2,jumper,missed,ferrum,kylene culler,,1140
231,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,231,--,"REBOUND OFF by CULLER,KYLENE",,,,,,,"REBOUND OFF by CULLER,KYLENE",2,offensive rebound,,ferrum,kylene culler,,
232,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,232,18:56,"GOOD JUMPER by CULLER,KYLENE(in the paint)",39 (+6),,33,,FCW 39-33 (-6),,"GOOD JUMPER by CULLER,KYLENE(in the paint)",2,jumper,good,ferrum,kylene culler,2,1136
233,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,233,18:35,,39 (+4),,35,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 39-35 (-4),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",2,layup,good,Centre,paige baechle,2,1115
234,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,234,18:27,"TURNOVER  by AKERS,TESLA",,,,,,,"TURNOVER  by AKERS,TESLA",2,turnover,,ferrum,tesla akers,,1107
235,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,235,18:26,,,,,"STEAL  by BENHAM,CHELSEA",,,"STEAL  by BENHAM,CHELSEA",2,steal,,Centre,,,1106
236,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,236,18:15,,,,,"TURNOVER  by MIRE,JENNA",,,"TURNOVER  by MIRE,JENNA",2,turnover,,Centre,jenna mire,,1095
237,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,237,18:13,"STEAL  by SMITH,SHEA",,,,,,,"STEAL  by SMITH,SHEA",2,steal,,ferrum,,,1093
238,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,238,18:11,"GOOD LAYUP by SMITH,SHEA(in the paint)",41 (+6),,35,,FCW 41-35 (-6),,"GOOD LAYUP by SMITH,SHEA(in the paint)",2,layup,good,ferrum,shea smith,2,1091
239,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,239,17:58,,41 (+3),,38,"GOOD 3PTR by BENHAM,CHELSEA",CENTRE_W 41-38 (-3),,"GOOD 3PTR by BENHAM,CHELSEA",2,three pointer,good,Centre,chelsea benham,3,1078
240,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,240,17:39,"GOOD 3PTR by AKERS,TESLA",44 (+6),,38,,FCW 44-38 (-6),,"GOOD 3PTR by AKERS,TESLA",2,three pointer,good,ferrum,tesla akers,3,1059
241,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,241,--,"ASSIST  by SMITH,SHEA",,,,,,,"ASSIST  by SMITH,SHEA",2,assist,,ferrum,shea smith,,
242,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,242,17:18,,44 (+4),,40,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",CENTRE_W 44-40 (-4),,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",2,jumper,good,Centre,paige baechle,2,1038
243,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,243,--,,,,,"ASSIST  by MIRE,JENNA",,,"ASSIST  by MIRE,JENNA",2,assist,,Centre,jenna mire,,
244,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,244,17:06,"MISS LAYUP by KIPPS,KATY",,,,,,,"MISS LAYUP by KIPPS,KATY",2,layup,missed,ferrum,katy kipps,,1026
245,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,245,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
246,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,246,17:01,,44 (+1),,43,"GOOD 3PTR by WINSTEAD,BRIDGET",CENTRE_W 44-43 (-1),,"GOOD 3PTR by WINSTEAD,BRIDGET",2,three pointer,good,Centre,bridget winstead,3,1021
247,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,247,--,,,,,"ASSIST  by BAECHLE,PAIGE",,,"ASSIST  by BAECHLE,PAIGE",2,assist,,Centre,paige baechle,,
248,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,248,16:32,"MISS LAYUP by KIPPS,KATY",,,,,,,"MISS LAYUP by KIPPS,KATY",2,layup,missed,ferrum,katy kipps,,992
249,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,249,--,"REBOUND OFF by KIPPS,KATY",,,,,,,"REBOUND OFF by KIPPS,KATY",2,offensive rebound,,ferrum,katy kipps,,
250,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,250,16:32,,,,,"FOUL  by MIRE,JENNA",,,"FOUL  by MIRE,JENNA",2,foul,,Centre,jenna mire,,992
251,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,251,16:32,"MISS FT by KIPPS,KATY",,,,,,,"MISS FT by KIPPS,KATY",2,free throw,missed,ferrum,katy kipps,,992
252,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,252,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
253,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,253,16:32,"GOOD FT by KIPPS,KATY",45 (+2),,43,,FCW 45-43 (-2),,"GOOD FT by KIPPS,KATY",2,free throw,good,ferrum,katy kipps,1,992
254,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,254,16:32,"SUB IN by CRAWFORD,KEMANI",,,,,,,"SUB IN by CRAWFORD,KEMANI",2,subbing in,,ferrum,kemani crawford,,992
255,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,255,16:32,"SUB OUT by CULLER,KYLENE",,,,,,,"SUB OUT by CULLER,KYLENE",2,subbing out,,ferrum,kylene culler,,992
256,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,256,16:32,,,,,"SUB IN by WINSTEAD,MARY",,,"SUB IN by WINSTEAD,MARY",2,subbing in,,Centre,mary winstead,,992
257,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,257,16:32,,,,,"SUB IN by STOUGH,MARY",,,"SUB IN by STOUGH,MARY",2,subbing in,,Centre,mary stough,,992
258,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,258,16:32,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",2,subbing out,,Centre,chelsea benham,,992
259,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,259,16:32,,,,,"SUB OUT by MIRE,JENNA",,,"SUB OUT by MIRE,JENNA",2,subbing out,,Centre,jenna mire,,992
260,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,260,16:25,,45,,45,"GOOD JUMPER by STOUGH,MARY(in the paint)",CENTRE_W 45-45 (0),,"GOOD JUMPER by STOUGH,MARY(in the paint)",2,jumper,good,Centre,mary stough,2,985
261,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,261,--,,,,,"ASSIST  by WINSTEAD,BRIDGET",,,"ASSIST  by WINSTEAD,BRIDGET",2,assist,,Centre,bridget winstead,,
262,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,262,16:08,"GOOD 3PTR by SMITH,SHEA",48 (+3),,45,,FCW 48-45 (-3),,"GOOD 3PTR by SMITH,SHEA",2,three pointer,good,ferrum,shea smith,3,968
263,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,263,--,"ASSIST  by AKERS,TESLA",,,,,,,"ASSIST  by AKERS,TESLA",2,assist,,ferrum,tesla akers,,
264,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,264,15:55,,,,,"TURNOVER  by STOUGH,MARY",,,"TURNOVER  by STOUGH,MARY",2,turnover,,Centre,mary stough,,955
265,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,265,15:54,"STEAL  by HAIRSTON,JACOLE",,,,,,,"STEAL  by HAIRSTON,JACOLE",2,steal,,ferrum,,,954
266,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,266,15:51,"GOOD LAYUP by HAIRSTON,JACOLE(fastbreak)(in the paint)",50 (+5),,45,,FCW 50-45 (-5),,"GOOD LAYUP by HAIRSTON,JACOLE(fastbreak)(in the paint)",2,layup,good,ferrum,jacole(fastbreak) hairston,2,951
267,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,267,15:28,,,,,"TURNOVER  by BAECHLE,PAIGE",,,"TURNOVER  by BAECHLE,PAIGE",2,turnover,,Centre,paige baechle,,928
268,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,268,15:27,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,927
269,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,269,15:27,"SUB IN by BURWELL,BOREIKA",,,,,,,"SUB IN by BURWELL,BOREIKA",2,subbing in,,ferrum,boreika burwell,,927
270,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,270,15:27,"SUB OUT by HAIRSTON,JACOLE",,,,,,,"SUB OUT by HAIRSTON,JACOLE",2,subbing out,,ferrum,jacole hairston,,927
271,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,271,15:27,,,,,"SUB IN by MOORE,HILLARY",,,"SUB IN by MOORE,HILLARY",2,subbing in,,Centre,hillary moore,,927
272,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,272,15:27,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",2,subbing out,,Centre,bridget winstead,,927
273,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,273,15:19,"GOOD JUMPER by SMITH,SHEA(in the paint)",52 (+7),,45,,FCW 52-45 (-7),,"GOOD JUMPER by SMITH,SHEA(in the paint)",2,jumper,good,ferrum,shea smith,2,919
274,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,274,15:07,,,,,"MISS LAYUP by BAECHLE,PAIGE",,,"MISS LAYUP by BAECHLE,PAIGE",2,layup,missed,Centre,paige baechle,,907
275,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,275,--,,,,,"REBOUND OFF by STOUGH,MARY",,,"REBOUND OFF by STOUGH,MARY",2,offensive rebound,,Centre,mary stough,,
276,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,276,15:04,,52 (+5),,47,"GOOD LAYUP by STOUGH,MARY(in the paint)",CENTRE_W 52-47 (-5),,"GOOD LAYUP by STOUGH,MARY(in the paint)",2,layup,good,Centre,mary stough,2,904
277,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,277,14:52,"GOOD LAYUP by KIPPS,KATY(in the paint)",54 (+7),,47,,FCW 54-47 (-7),,"GOOD LAYUP by KIPPS,KATY(in the paint)",2,layup,good,ferrum,katy kipps,2,892
278,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,278,14:35,"FOUL  by AKERS,TESLA",,,,,,,"FOUL  by AKERS,TESLA",2,foul,,ferrum,tesla akers,,875
279,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,279,14:35,"SUB IN by GOINS,KAYLA",,,,,,,"SUB IN by GOINS,KAYLA",2,subbing in,,ferrum,kayla goins,,875
280,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,280,14:35,"SUB OUT by AKERS,TESLA",,,,,,,"SUB OUT by AKERS,TESLA",2,subbing out,,ferrum,tesla akers,,875
281,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,281,14:06,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",,,"MISS 3PTR by HARTLAGE,MAGGIE",2,three pointer,missed,Centre,maggie hartlage,,846
282,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,282,--,"REBOUND DEF by KIPPS,KATY",,,,,,,"REBOUND DEF by KIPPS,KATY",2,defensive rebound,,ferrum,katy kipps,,
283,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,283,13:47,"GOOD JUMPER by SMITH,SHEA(in the paint)",56 (+9),,47,,FCW 56-47 (-9),,"GOOD JUMPER by SMITH,SHEA(in the paint)",2,jumper,good,ferrum,shea smith,2,827
284,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,284,13:24,,56 (+6),,50,"GOOD 3PTR by MOORE,HILLARY",CENTRE_W 56-50 (-6),,"GOOD 3PTR by MOORE,HILLARY",2,three pointer,good,Centre,hillary moore,3,804
285,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,285,--,,,,,"ASSIST  by STOUGH,MARY",,,"ASSIST  by STOUGH,MARY",2,assist,,Centre,mary stough,,
286,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,286,13:16,"MISS LAYUP by SMITH,SHEA",,,,,,,"MISS LAYUP by SMITH,SHEA",2,layup,missed,ferrum,shea smith,,796
287,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,287,--,"REBOUND OFF by KIPPS,KATY",,,,,,,"REBOUND OFF by KIPPS,KATY",2,offensive rebound,,ferrum,katy kipps,,
288,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,288,13:16,"GOOD LAYUP by KIPPS,KATY(in the paint)",58 (+8),,50,,FCW 58-50 (-8),,"GOOD LAYUP by KIPPS,KATY(in the paint)",2,layup,good,ferrum,katy kipps,2,796
289,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,289,13:16,,,,,"MISS 3PTR by WINSTEAD,MARY",,,"MISS 3PTR by WINSTEAD,MARY",2,three pointer,missed,Centre,mary winstead,,796
290,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,290,--,"REBOUND DEF by KIPPS,KATY",,,,,,,"REBOUND DEF by KIPPS,KATY",2,defensive rebound,,ferrum,katy kipps,,
291,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,291,13:16,"MISS LAYUP by GOINS,KAYLA",,,,,,,"MISS LAYUP by GOINS,KAYLA",2,layup,missed,ferrum,kayla goins,,796
292,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,292,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",2,defensive rebound,,Centre,maggie hartlage,,
293,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,293,13:16,,,,,"TURNOVER  by BAECHLE,PAIGE",,,"TURNOVER  by BAECHLE,PAIGE",2,turnover,,Centre,paige baechle,,796
294,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,294,13:16,"STEAL  by GOINS,KAYLA",,,,,,,"STEAL  by GOINS,KAYLA",2,steal,,ferrum,,,796
295,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,295,13:13,"TURNOVER  by CRAWFORD,KEMANI",,,,,,,"TURNOVER  by CRAWFORD,KEMANI",2,turnover,,ferrum,kemani crawford,,793
296,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,296,13:08,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",2,subbing in,,Centre,bridget winstead,,788
