,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,BCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
17,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,17,--,,,,,"ASSIST  by EVANS,ALEXA",,,"ASSIST  by EVANS,ALEXA",1,assist,,berry college,alexa evans,,
18,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,18,17:24,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",8 (+3),,5,,CENTRE_W 8-5 (+3),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,1044
19,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,19,--,"ASSIST  by MIRE,JENNA",,,,,,,"ASSIST  by MIRE,JENNA",1,assist,,Centre,jenna mire,,
20,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,20,17:09,,,,,"MISS LAYUP by EVANS,ALEXA",,,"MISS LAYUP by EVANS,ALEXA",1,layup,missed,berry college,alexa evans,,1029
21,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,21,--,"REBOUND DEF by MIRE,JENNA",,,,,,,"REBOUND DEF by MIRE,JENNA",1,defensive rebound,,Centre,jenna mire,,
22,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,22,17:03,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",10 (+5),,5,,CENTRE_W 10-5 (+5),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",1,layup,good,Centre,chelsea benham,2,1023
23,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,23,--,"ASSIST  by MIRE,JENNA",,,,,,,"ASSIST  by MIRE,JENNA",1,assist,,Centre,jenna mire,,
24,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,24,16:43,,,,,"MISS 3PTR by SEGARRA,CHANLIR",,,"MISS 3PTR by SEGARRA,CHANLIR",1,three pointer,missed,berry college,chanlir segarra,,1003
25,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,25,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
26,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,26,16:31,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,991
27,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,27,--,,,,,"REBOUND DEF by SEGARRA,CHANLIR",,,"REBOUND DEF by SEGARRA,CHANLIR",1,defensive rebound,,berry college,chanlir segarra,,
28,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,28,16:20,,,,,"MISS 3PTR by MCLEAN,MEL",,,"MISS 3PTR by MCLEAN,MEL",1,three pointer,missed,berry college,mel mclean,,980
29,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,29,--,"REBOUND DEF by MIRE,JENNA",,,,,,,"REBOUND DEF by MIRE,JENNA",1,defensive rebound,,Centre,jenna mire,,
30,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,30,16:11,"MISS 3PTR by MIRE,JENNA",,,,,,,"MISS 3PTR by MIRE,JENNA",1,three pointer,missed,Centre,jenna mire,,971
31,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,31,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
32,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,32,16:05,,,,,"MISS 3PTR by SEGARRA,CHANLIR",,,"MISS 3PTR by SEGARRA,CHANLIR",1,three pointer,missed,berry college,chanlir segarra,,965
33,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,33,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
34,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,34,16:05,"SUB IN by STOUGH,MARY",,,,,,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,965
35,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,35,16:05,"SUB IN by WINSTEAD,MARY",,,,,,,"SUB IN by WINSTEAD,MARY",1,subbing in,,Centre,mary winstead,,965
36,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,36,16:05,"SUB IN by MOORE,HILLARY",,,,,,,"SUB IN by MOORE,HILLARY",1,subbing in,,Centre,hillary moore,,965
37,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,37,16:05,"SUB OUT by MIRE,JENNA",,,,,,,"SUB OUT by MIRE,JENNA",1,subbing out,,Centre,jenna mire,,965
38,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,38,16:05,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,965
39,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,39,16:05,"SUB OUT by WINSTEAD,BRIDGET",,,,,,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,965
40,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,40,16:05,,,,,"SUB IN by WALSH,MEGAN",,,"SUB IN by WALSH,MEGAN",1,subbing in,,berry college,megan walsh,,965
41,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,41,16:05,,,,,"SUB IN by SMITH,PILAR",,,"SUB IN by SMITH,PILAR",1,subbing in,,berry college,pilar smith,,965
42,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,42,16:05,,,,,"SUB OUT by LAWRENCE,ALLISON",,,"SUB OUT by LAWRENCE,ALLISON",1,subbing out,,berry college,allison lawrence,,965
43,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,43,16:05,,,,,"SUB OUT by MULLINAX,TARA",,,"SUB OUT by MULLINAX,TARA",1,subbing out,,berry college,tara mullinax,,965
44,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,44,16:04,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",12 (+7),,5,,CENTRE_W 12-5 (+7),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,964
45,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,45,16:02,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,962
46,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,46,15:33,"MISS LAYUP by BAECHLE,PAIGE",,,,,,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,933
47,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,47,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
48,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,48,15:25,"GOOD LAYUP by STOUGH,MARY(in the paint)",14 (+9),,5,,CENTRE_W 14-5 (+9),,"GOOD LAYUP by STOUGH,MARY(in the paint)",1,layup,good,Centre,mary stough,2,925
49,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,49,--,"ASSIST  by HARTLAGE,MAGGIE",,,,,,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
50,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,50,15:01,,,,,"MISS JUMPER by SMITH,PILAR",,,"MISS JUMPER by SMITH,PILAR",1,jumper,missed,berry college,pilar smith,,901
51,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,51,--,,,,,"REBOUND OFF by EVANS,ALEXA",,,"REBOUND OFF by EVANS,ALEXA",1,offensive rebound,,berry college,alexa evans,,
52,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,52,14:59,,,,,"MISS LAYUP by EVANS,ALEXA",,,"MISS LAYUP by EVANS,ALEXA",1,layup,missed,berry college,alexa evans,,899
53,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,53,--,"REBOUND DEF by STOUGH,MARY",,,,,,,"REBOUND DEF by STOUGH,MARY",1,defensive rebound,,Centre,mary stough,,
54,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,54,14:56,,,,,"SUB IN by SISK,DANIELLE",,,"SUB IN by SISK,DANIELLE",1,subbing in,,berry college,danielle sisk,,896
55,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,55,14:56,,,,,"SUB OUT by SMITH,PILAR",,,"SUB OUT by SMITH,PILAR",1,subbing out,,berry college,pilar smith,,896
56,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,56,14:31,"MISS LAYUP by BAECHLE,PAIGE",,,,,,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,871
57,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,57,--,,,,,"REBOUND DEF by SISK,DANIELLE",,,"REBOUND DEF by SISK,DANIELLE",1,defensive rebound,,berry college,danielle sisk,,
58,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,58,14:20,,14 (+8),,6,"GOOD FT by WALSH,MEGAN",BCW 14-6 (+8),,"GOOD FT by WALSH,MEGAN",1,free throw,good,berry college,megan walsh,1,860
59,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,59,14:20,,14 (+7),,7,"GOOD FT by WALSH,MEGAN",BCW 14-7 (+7),,"GOOD FT by WALSH,MEGAN",1,free throw,good,berry college,megan walsh,1,860
60,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,60,14:20,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,860
61,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,61,14:20,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,860
62,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,62,14:18,,,,,"TURNOVER  by MCLEAN,MEL",,,"TURNOVER  by MCLEAN,MEL",1,turnover,,berry college,mel mclean,,858
63,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,63,14:14,"MISS LAYUP by HARTLAGE,MAGGIE",,,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",1,layup,missed,Centre,maggie hartlage,,854
64,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,64,13:46,"GOOD LAYUP by STOUGH,MARY(in the paint)",16 (+9),,7,,CENTRE_W 16-7 (+9),,"GOOD LAYUP by STOUGH,MARY(in the paint)",1,layup,good,Centre,mary stough,2,826
65,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,65,--,"ASSIST  by HARTLAGE,MAGGIE",,,,,,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
66,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,66,13:40,,16 (+7),,9,"GOOD LAYUP by SEGARRA,CHANLIR(in the paint)",BCW 16-9 (+7),,"GOOD LAYUP by SEGARRA,CHANLIR(in the paint)",1,layup,good,berry college,chanlir segarra,2,820
67,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,67,13:14,"MISS JUMPER by WINSTEAD,MARY",,,,,,,"MISS JUMPER by WINSTEAD,MARY",1,jumper,missed,Centre,mary winstead,,794
68,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,68,--,,,,,"REBOUND DEF by WALSH,MEGAN",,,"REBOUND DEF by WALSH,MEGAN",1,defensive rebound,,berry college,megan walsh,,
69,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,69,13:04,,,,,"MISS LAYUP by MCLEAN,MEL",,,"MISS LAYUP by MCLEAN,MEL",1,layup,missed,berry college,mel mclean,,784
70,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,70,--,,,,,"REBOUND OFF by WALSH,MEGAN",,,"REBOUND OFF by WALSH,MEGAN",1,offensive rebound,,berry college,megan walsh,,
71,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,71,13:01,,,,,"MISS LAYUP by WALSH,MEGAN",,,"MISS LAYUP by WALSH,MEGAN",1,layup,missed,berry college,megan walsh,,781
72,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,72,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,berry college,,,
73,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,73,12:59,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,779
74,20,berry,Centre,Berry College,72-50,72,50,"46, 26, 72","25, 25, 50",46,26,72,25,25,50,"10-10, 8-2","10-10, 5-5",02/03/13,Win,200,No Location Recorded,1 p.m.,A,74,12:59,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,779
