,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HANOVER,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
37,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,37,16:43,"SUB OUT by BISCHOFF,CAITLIN",,,,,,,"SUB OUT by BISCHOFF,CAITLIN",1,subbing out,,hanover college,caitlin bischoff,,1003
38,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,38,16:38,"GOOD LAYUP by PRATER,COURTNEY(in the paint)",11 (+8),,3,,HANOVER 11-3 (-8),,"GOOD LAYUP by PRATER,COURTNEY(in the paint)",1,layup,good,hanover college,courtney prater,2,998
39,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,39,16:24,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,984
40,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,40,--,"REBOUND DEF by WATSON,SHAUNA",,,,,,,"REBOUND DEF by WATSON,SHAUNA",1,defensive rebound,,hanover college,shauna watson,,
41,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,41,16:13,"MISS LAYUP by WEDDLE,ELYSE",,,,,,,"MISS LAYUP by WEDDLE,ELYSE",1,layup,missed,hanover college,elyse weddle,,973
42,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,42,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
43,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,43,16:04,"SUB IN by CAUDILL,MEGAN",,,,,,,"SUB IN by CAUDILL,MEGAN",1,subbing in,,hanover college,megan caudill,,964
44,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,44,16:04,"SUB OUT by PRATER,COURTNEY",,,,,,,"SUB OUT by PRATER,COURTNEY",1,subbing out,,hanover college,courtney prater,,964
45,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,45,16:04,,,,,"SUB IN by RIPPERGER,ERIKA",,,"SUB IN by RIPPERGER,ERIKA",1,subbing in,,Centre,erika ripperger,,964
46,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,46,16:04,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,964
47,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,47,16:01,,,,,"MISS 3PTR by MOORE,HILLARY",,,"MISS 3PTR by MOORE,HILLARY",1,three pointer,missed,Centre,hillary moore,,961
48,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,48,--,"REBOUND DEF by BREWER,KATIE",,,,,,,"REBOUND DEF by BREWER,KATIE",1,defensive rebound,,hanover college,katie brewer,,
49,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,49,15:52,"MISS LAYUP by WEDDLE,ELYSE",,,,,,,"MISS LAYUP by WEDDLE,ELYSE",1,layup,missed,hanover college,elyse weddle,,952
50,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,50,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
51,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,51,15:38,"FOUL  by WEDDLE,ELYSE",,,,,,,"FOUL  by WEDDLE,ELYSE",1,foul,,hanover college,elyse weddle,,938
52,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,52,15:38,,11 (+7),,4,"GOOD FT by MOORE,HILLARY",CENTRE_W 11-4 (-7),,"GOOD FT by MOORE,HILLARY",1,free throw,good,Centre,hillary moore,1,938
53,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,53,15:38,,,,,"MISS FT by MOORE,HILLARY",,,"MISS FT by MOORE,HILLARY",1,free throw,missed,Centre,hillary moore,,938
54,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,54,--,"REBOUND DEF by CAUDILL,MEGAN",,,,,,,"REBOUND DEF by CAUDILL,MEGAN",1,defensive rebound,,hanover college,megan caudill,,
55,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,55,15:23,"GOOD LAYUP by CAUDILL,MEGAN(in the paint)",13 (+9),,4,,HANOVER 13-4 (-9),,"GOOD LAYUP by CAUDILL,MEGAN(in the paint)",1,layup,good,hanover college,megan caudill,2,923
56,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,56,--,"ASSIST  by HOPKINS,ALICIA",,,,,,,"ASSIST  by HOPKINS,ALICIA",1,assist,,hanover college,alicia hopkins,,
57,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,57,15:09,,13 (+6),,7,"GOOD 3PTR by MOORE,HILLARY",CENTRE_W 13-7 (-6),,"GOOD 3PTR by MOORE,HILLARY",1,three pointer,good,Centre,hillary moore,3,909
58,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,58,--,,,,,"ASSIST  by BAECHLE,PAIGE",,,"ASSIST  by BAECHLE,PAIGE",1,assist,,Centre,paige baechle,,
59,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,59,14:48,"TURNOVER  by HOPKINS,ALICIA",,,,,,,"TURNOVER  by HOPKINS,ALICIA",1,turnover,,hanover college,alicia hopkins,,888
60,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,60,14:48,,,,,"SUB IN by WINSTEAD,MARY",,,"SUB IN by WINSTEAD,MARY",1,subbing in,,Centre,mary winstead,,888
61,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,61,14:48,,,,,"SUB IN by STOUGH,MARY",,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,888
62,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,62,14:48,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,888
63,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,63,14:48,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,888
64,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,64,14:25,,,,,"MISS LAYUP by STOUGH,MARY",,,"MISS LAYUP by STOUGH,MARY",1,layup,missed,Centre,mary stough,,865
65,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,65,--,,,,,"REBOUND OFF by STOUGH,MARY",,,"REBOUND OFF by STOUGH,MARY",1,offensive rebound,,Centre,mary stough,,
66,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,66,14:21,,13 (+4),,9,"GOOD LAYUP by STOUGH,MARY(in the paint)",CENTRE_W 13-9 (-4),,"GOOD LAYUP by STOUGH,MARY(in the paint)",1,layup,good,Centre,mary stough,2,861
67,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,67,14:15,"MISS 3PTR by HOPKINS,ALICIA",,,,,,,"MISS 3PTR by HOPKINS,ALICIA",1,three pointer,missed,hanover college,alicia hopkins,,855
68,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,68,--,,,,,"REBOUND DEF by WINSTEAD,MARY",,,"REBOUND DEF by WINSTEAD,MARY",1,defensive rebound,,Centre,mary winstead,,
69,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,69,13:56,,,,,"MISS 3PTR by MOORE,HILLARY",,,"MISS 3PTR by MOORE,HILLARY",1,three pointer,missed,Centre,hillary moore,,836
70,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,70,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
71,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,71,13:50,"SUB IN by PAHREN,STEPHANIE",,,,,,,"SUB IN by PAHREN,STEPHANIE",1,subbing in,,hanover college,stephanie pahren,,830
72,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,72,13:50,"SUB OUT by HOPKINS,ALICIA",,,,,,,"SUB OUT by HOPKINS,ALICIA",1,subbing out,,hanover college,alicia hopkins,,830
73,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,73,13:40,"TURNOVER  by BREWER,KATIE",,,,,,,"TURNOVER  by BREWER,KATIE",1,turnover,,hanover college,katie brewer,,820
74,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,74,13:39,,,,,"STEAL  by GUY,ALANNA",,,"STEAL  by GUY,ALANNA",1,steal,,Centre,,,819
75,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,75,13:37,,13 (+2),,11,"GOOD LAYUP by GUY,ALANNA(in the paint)",CENTRE_W 13-11 (-2),,"GOOD LAYUP by GUY,ALANNA(in the paint)",1,layup,good,Centre,alanna guy,2,817
76,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,76,13:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,816
