Play Type,Shot Outcome,Shot Clock,Team,Time(seconds)
three pointer,missed,2.0,rhodes college,1097.0
layup,good,8.0,Centre,1075.0
three pointer,missed,13.0,rhodes college,1058.0
three pointer,good,3.0,Centre,1031.0
three pointer,missed,11.0,rhodes college,1012.0
jumper,good,14.0,rhodes college,976.0
layup,good,1.0,Centre,947.0
jumper,missed,18.0,rhodes college,935.0
layup,good,25.0,rhodes college,930.0
three pointer,missed,17.0,rhodes college,893.0
three pointer,good,9.0,rhodes college,872.0
jumper,missed,7.0,Centre,849.0
layup,good,11.0,Centre,815.0
three pointer,missed,11.0,rhodes college,796.0
three pointer,missed,17.0,rhodes college,783.0
jumper,good,16.0,Centre,769.0
jumper,good,29.0,Centre,717.0
three pointer,good,10.0,rhodes college,697.0
three pointer,good,7.0,Centre,674.0
jumper,good,25.0,rhodes college,639.0
jumper,good,12.0,Centre,621.0
three pointer,missed,8.0,rhodes college,599.0
layup,missed,0.0,Centre,569.0
jumper,good,23.0,rhodes college,562.0
three pointer,good,9.0,Centre,541.0
layup,missed,3.0,rhodes college,514.0
three pointer,good,3.0,Centre,487.0
layup,missed,9.0,rhodes college,466.0
jumper,missed,6.0,Centre,442.0
three pointer,missed,20.0,rhodes college,414.0
layup,missed,20.0,rhodes college,358.0
three pointer,missed,21.0,rhodes college,279.0
layup,good,16.0,rhodes college,243.0
jumper,missed,14.0,rhodes college,123.0
layup,missed,29.0,rhodes college,96.0
three pointer,good,21.0,rhodes college,87.0
three pointer,missed,0.0,Centre,0.0
three pointer,good,-311.0,rhodes college,273.0
three pointer,missed,3.0,Centre,246.0
layup,good,10.0,Centre,194.0
jumper,good,10.0,Centre,149.0
three pointer,missed,13.0,rhodes college,132.0
layup,good,22.0,rhodes college,124.0
three pointer,good,9.0,Centre,103.0
jumper,good,29.0,rhodes college,72.0
jumper,good,19.0,rhodes college,19.0
three pointer,good,1.0,Centre,1.0
jumper,good,10.0,Centre,580.0
layup,good,14.0,sewanee,564.0
three pointer,good,8.0,Centre,542.0
jumper,missed,27.0,sewanee,510.0
three pointer,missed,13.0,sewanee,493.0
three pointer,good,22.0,Centre,485.0
jumper,good,15.0,Centre,452.0
jumper,good,11.0,sewanee,433.0
jumper,missed,13.0,sewanee,400.0
three pointer,good,19.0,Centre,389.0
three pointer,good,12.0,sewanee,371.0
three pointer,good,9.0,Centre,350.0
jumper,good,25.0,Centre,330.0
jumper,good,11.0,Centre,273.0
three pointer,good,14.0,sewanee,257.0
three pointer,missed,6.0,Centre,233.0
layup,good,15.0,sewanee,218.0
three pointer,good,0.0,Centre,188.0
jumper,good,21.0,sewanee,135.0
layup,good,28.0,sewanee,98.0
jumper,missed,23.0,Centre,91.0
layup,good,15.0,sewanee,76.0
jumper,missed,4.0,Centre,50.0
jumper,missed,20.0,sewanee,20.0
layup,missed,4.0,sewanee,4.0
jumper,missed,571.0,Centre,591.0
three pointer,missed,21.0,sewanee,582.0
jumper,good,3.0,sewanee,546.0
three pointer,missed,20.0,sewanee,519.0
layup,missed,28.0,sewanee,497.0
jumper,good,10.0,sewanee,456.0
jumper,missed,17.0,Centre,443.0
jumper,missed,23.0,Centre,436.0
three pointer,missed,11.0,sewanee,417.0
jumper,missed,13.0,Centre,400.0
jumper,missed,9.0,sewanee,379.0
jumper,missed,14.0,Centre,355.0
three pointer,good,23.0,Centre,348.0
jumper,missed,15.0,sewanee,333.0
jumper,missed,27.0,sewanee,317.0
jumper,missed,8.0,Centre,260.0
layup,good,14.0,sewanee,241.0
three pointer,good,16.0,Centre,227.0
jumper,good,16.0,Centre,183.0
jumper,good,12.0,sewanee,165.0
jumper,missed,28.0,sewanee,148.0
layup,good,21.0,sewanee,120.0
jumper,good,15.0,Centre,105.0
three pointer,missed,15.0,sewanee,90.0
three pointer,missed,11.0,sewanee,71.0
jumper,good,15.0,Centre,56.0
three pointer,missed,8.0,sewanee,34.0
jumper,good,9.0,Centre,9.0
three pointer,missed,1.0,sewanee,1.0
jumper,missed,577.0,sewanee,581.0
three pointer,good,8.0,Centre,525.0
three pointer,missed,0.0,sewanee,495.0
jumper,good,16.0,Centre,458.0
three pointer,missed,14.0,sewanee,442.0
jumper,good,25.0,sewanee,437.0
jumper,missed,9.0,Centre,416.0
three pointer,missed,22.0,sewanee,408.0
three pointer,good,13.0,sewanee,353.0
three pointer,missed,12.0,Centre,335.0
jumper,missed,0.0,sewanee,305.0
jumper,good,18.0,Centre,287.0
jumper,good,9.0,sewanee,266.0
three pointer,missed,8.0,Centre,242.0
three pointer,missed,24.0,sewanee,209.0
three pointer,good,22.0,sewanee,185.0
jumper,good,9.0,Centre,164.0
three pointer,missed,14.0,sewanee,148.0
layup,good,12.0,sewanee,122.0
three pointer,missed,14.0,sewanee,78.0
three pointer,missed,30.0,sewanee,30.0
jumper,missed,12.0,Centre,12.0
jumper,good,8.0,Centre,8.0
three pointer,good,1.0,sewanee,1.0
three pointer,good,573.0,Centre,578.0
three pointer,missed,27.0,sewanee,559.0
jumper,good,10.0,Centre,535.0
three pointer,missed,8.0,Centre,494.0
jumper,good,19.0,sewanee,479.0
three pointer,missed,11.0,Centre,460.0
jumper,missed,8.0,sewanee,438.0
jumper,good,27.0,Centre,410.0
jumper,missed,12.0,sewanee,392.0
jumper,missed,7.0,sewanee,315.0
jumper,missed,3.0,Centre,267.0
three pointer,missed,22.0,sewanee,259.0
jumper,missed,6.0,Centre,190.0
three pointer,good,20.0,sewanee,180.0
jumper,missed,5.0,Centre,155.0
three pointer,good,22.0,sewanee,147.0
three pointer,good,16.0,sewanee,120.0
layup,good,3.0,Centre,93.0
jumper,good,9.0,Centre,61.0
three pointer,missed,20.0,sewanee,35.0
three pointer,missed,10.0,sewanee,10.0
three pointer,missed,2.0,sewanee,2.0
jumper,missed,9.0,Centre,579.0
jumper,missed,20.0,Centre,569.0
three pointer,good,4.0,sewanee,543.0
three pointer,good,10.0,Centre,523.0
jumper,missed,7.0,sewanee,500.0
three pointer,missed,30.0,Centre,500.0
three pointer,good,19.0,Centre,464.0
layup,good,13.0,sewanee,408.0
three pointer,missed,7.0,Centre,385.0
jumper,missed,27.0,Centre,382.0
jumper,good,26.0,Centre,378.0
jumper,good,9.0,sewanee,357.0
three pointer,good,6.0,Centre,333.0
jumper,missed,7.0,sewanee,310.0
jumper,good,0.0,Centre,280.0
jumper,good,17.0,sewanee,267.0
three pointer,good,28.0,sewanee,246.0
jumper,missed,17.0,Centre,233.0
three pointer,good,27.0,Centre,190.0
jumper,missed,10.0,Centre,150.0
three pointer,good,19.0,sewanee,139.0
jumper,good,10.0,Centre,88.0
jumper,missed,6.0,sewanee,64.0
jumper,missed,11.0,Centre,45.0
jumper,good,28.0,sewanee,28.0
three pointer,missed,9.0,Centre,9.0
jumper,good,570.0,Centre,585.0
jumper,missed,3.0,sewanee,558.0
three pointer,missed,2.0,sewanee,519.0
three pointer,good,10.0,Centre,499.0
jumper,good,9.0,Centre,465.0
three pointer,good,19.0,sewanee,454.0
three pointer,missed,11.0,Centre,435.0
jumper,missed,25.0,Centre,418.0
jumper,missed,22.0,Centre,410.0
three pointer,good,12.0,sewanee,392.0
jumper,missed,26.0,sewanee,366.0
three pointer,missed,4.0,sewanee,340.0
jumper,missed,12.0,sewanee,322.0
jumper,missed,9.0,sewanee,319.0
three pointer,good,19.0,sewanee,301.0
three pointer,missed,18.0,sewanee,267.0
layup,good,7.0,sewanee,202.0
three pointer,missed,22.0,Centre,194.0
jumper,good,4.0,sewanee,168.0
jumper,missed,7.0,Centre,145.0
jumper,good,27.0,Centre,110.0
jumper,good,17.0,sewanee,97.0
jumper,missed,9.0,sewanee,51.0
layup,good,22.0,sewanee,22.0
three pointer,missed,10.0,Centre,10.0
three pointer,missed,0.0,sewanee,0.0
jumper,missed,20.0,sewanee,590.0
jumper,good,10.0,Centre,538.0
layup,good,15.0,sewanee,483.0
three pointer,missed,8.0,Centre,461.0
jumper,missed,16.0,sewanee,447.0
layup,good,26.0,sewanee,436.0
jumper,missed,29.0,Centre,405.0
three pointer,good,18.0,sewanee,341.0
three pointer,missed,6.0,Centre,317.0
three pointer,good,8.0,sewanee,275.0
jumper,missed,6.0,Centre,251.0
jumper,good,3.0,Centre,208.0
three pointer,missed,18.0,sewanee,185.0
jumper,missed,21.0,sewanee,176.0
three pointer,missed,17.0,Centre,163.0
jumper,good,27.0,Centre,160.0
jumper,good,1.0,sewanee,89.0
jumper,missed,10.0,Centre,69.0
three pointer,good,3.0,sewanee,42.0
jumper,missed,2.0,sewanee,2.0
layup,good,574.0,sewanee,586.0
three pointer,missed,11.0,Centre,567.0
three pointer,good,21.0,sewanee,558.0
jumper,good,11.0,sewanee,507.0
layup,good,2.0,Centre,479.0
jumper,missed,9.0,Centre,443.0
layup,good,29.0,sewanee,403.0
layup,good,28.0,sewanee,386.0
jumper,missed,16.0,sewanee,358.0
jumper,missed,18.0,sewanee,318.0
jumper,good,21.0,Centre,309.0
three pointer,missed,4.0,sewanee,283.0
jumper,missed,7.0,Centre,254.0
jumper,missed,27.0,Centre,251.0
jumper,missed,22.0,Centre,243.0
layup,missed,14.0,Centre,227.0
jumper,missed,13.0,sewanee,210.0
jumper,missed,14.0,Centre,194.0
layup,good,10.0,sewanee,173.0
jumper,missed,4.0,Centre,147.0
jumper,missed,23.0,sewanee,140.0
three pointer,good,9.0,sewanee,112.0
three pointer,missed,7.0,sewanee,66.0
jumper,good,23.0,Centre,59.0
jumper,missed,29.0,sewanee,29.0
jumper,missed,26.0,sewanee,26.0
jumper,missed,23.0,sewanee,23.0
three pointer,missed,23.0,sewanee,563.0
jumper,missed,17.0,Centre,547.0
jumper,missed,22.0,Centre,539.0
layup,good,25.0,Centre,534.0
layup,missed,5.0,sewanee,509.0
jumper,missed,22.0,Centre,497.0
three pointer,good,23.0,Centre,466.0
jumper,good,12.0,sewanee,448.0
jumper,good,3.0,sewanee,348.0
three pointer,missed,11.0,Centre,329.0
jumper,missed,12.0,sewanee,311.0
three pointer,missed,20.0,Centre,301.0
three pointer,missed,11.0,sewanee,282.0
jumper,good,4.0,sewanee,242.0
three pointer,missed,10.0,Centre,222.0
layup,missed,25.0,Centre,217.0
three pointer,good,16.0,Centre,208.0
jumper,missed,16.0,sewanee,175.0
three pointer,missed,13.0,Centre,158.0
jumper,missed,11.0,Centre,123.0
jumper,missed,15.0,sewanee,108.0
three pointer,good,21.0,Centre,99.0
three pointer,missed,15.0,Centre,51.0
layup,good,30.0,sewanee,30.0
jumper,missed,18.0,Centre,18.0
three pointer,good,1.0,sewanee,1.0
jumper,missed,20.0,Centre,579.0
layup,good,25.0,Centre,574.0
jumper,missed,3.0,sewanee,547.0
three pointer,good,11.0,Centre,528.0
layup,good,6.0,Centre,489.0
three pointer,missed,18.0,Centre,400.0
jumper,good,10.0,sewanee,380.0
jumper,missed,3.0,Centre,353.0
jumper,good,23.0,Centre,346.0
three pointer,good,4.0,sewanee,320.0
three pointer,missed,12.0,Centre,302.0
layup,good,9.0,sewanee,281.0
jumper,good,13.0,sewanee,220.0
jumper,missed,28.0,Centre,188.0
three pointer,good,21.0,Centre,179.0
jumper,good,23.0,Centre,140.0
jumper,good,6.0,sewanee,116.0
jumper,good,13.0,Centre,99.0
jumper,good,3.0,sewanee,72.0
layup,missed,11.0,Centre,53.0
three pointer,good,15.0,Centre,15.0
three pointer,missed,1.0,sewanee,1.0
jumper,good,8.0,Centre,558.0
jumper,good,11.0,sewanee,539.0
three pointer,missed,4.0,Centre,513.0
layup,good,25.0,Centre,508.0
layup,good,13.0,sewanee,491.0
jumper,missed,11.0,Centre,472.0
layup,missed,17.0,sewanee,459.0
jumper,good,11.0,Centre,440.0
layup,missed,4.0,sewanee,414.0
layup,missed,19.0,Centre,403.0
three pointer,good,18.0,Centre,342.0
layup,missed,14.0,sewanee,326.0
layup,good,16.0,sewanee,302.0
three pointer,missed,10.0,Centre,280.0
layup,missed,8.0,sewanee,258.0
jumper,missed,2.0,Centre,230.0
jumper,good,20.0,sewanee,220.0
three pointer,good,20.0,Centre,210.0
three pointer,good,5.0,sewanee,185.0
three pointer,good,15.0,Centre,170.0
three pointer,missed,3.0,sewanee,143.0
three pointer,good,1.0,sewanee,1.0
layup,missed,572.0,sewanee,585.0
jumper,missed,11.0,Centre,566.0
three pointer,missed,15.0,sewanee,536.0
jumper,good,9.0,Centre,515.0
jumper,missed,8.0,Centre,473.0
jumper,good,11.0,Centre,447.0
three pointer,missed,9.0,sewanee,426.0
layup,missed,18.0,sewanee,414.0
layup,missed,0.0,Centre,384.0
three pointer,missed,22.0,Centre,376.0
layup,missed,17.0,sewanee,363.0
jumper,good,10.0,Centre,343.0
three pointer,missed,13.0,sewanee,326.0
jumper,missed,17.0,Centre,313.0
three pointer,good,28.0,sewanee,299.0
jumper,missed,1.0,Centre,270.0
three pointer,missed,12.0,sewanee,215.0
three pointer,good,12.0,Centre,197.0
jumper,missed,3.0,sewanee,170.0
jumper,missed,12.0,Centre,152.0
layup,missed,22.0,sewanee,112.0
layup,good,6.0,sewanee,74.0
jumper,missed,11.0,Centre,55.0
layup,good,21.0,sewanee,45.0
jumper,missed,24.0,Centre,24.0
jumper,good,15.0,Centre,15.0
layup,good,12.0,berry,582.0
layup,missed,18.0,berry,551.0
three pointer,missed,8.0,Centre,529.0
layup,missed,2.0,berry,501.0
jumper,missed,24.0,Centre,494.0
layup,missed,14.0,berry,478.0
three pointer,missed,17.0,berry,455.0
three pointer,missed,18.0,Centre,443.0
jumper,missed,2.0,berry,415.0
three pointer,missed,17.0,berry,402.0
three pointer,missed,2.0,berry,374.0
layup,good,16.0,berry,345.0
jumper,missed,28.0,Centre,319.0
jumper,missed,26.0,Centre,315.0
three pointer,missed,13.0,berry,298.0
layup,missed,26.0,berry,294.0
layup,good,26.0,berry,277.0
jumper,missed,17.0,Centre,264.0
jumper,missed,28.0,Centre,262.0
jumper,missed,14.0,berry,246.0
three pointer,missed,4.0,Centre,220.0
jumper,missed,14.0,berry,204.0
jumper,good,5.0,Centre,179.0
jumper,missed,4.0,Centre,136.0
jumper,missed,25.0,Centre,131.0
layup,good,17.0,Centre,88.0
three pointer,missed,21.0,berry,21.0
three pointer,missed,11.0,Centre,11.0
three pointer,missed,3.0,berry,3.0
jumper,good,585.0,Centre,588.0
jumper,good,28.0,Centre,544.0
jumper,missed,4.0,Centre,504.0
layup,missed,25.0,Centre,499.0
three pointer,missed,14.0,berry,483.0
layup,missed,18.0,Centre,471.0
layup,good,16.0,berry,457.0
layup,good,27.0,Centre,444.0
jumper,missed,3.0,berry,382.0
jumper,good,14.0,Centre,364.0
jumper,good,11.0,berry,345.0
layup,missed,16.0,Centre,331.0
jumper,good,14.0,berry,315.0
three pointer,good,0.0,Centre,285.0
layup,good,5.0,berry,260.0
layup,good,1.0,berry,213.0
jumper,missed,29.0,Centre,182.0
jumper,missed,12.0,berry,164.0
three pointer,missed,28.0,berry,157.0
jumper,good,3.0,Centre,130.0
layup,missed,12.0,berry,112.0
jumper,good,5.0,Centre,87.0
jumper,good,19.0,berry,38.0
layup,good,9.0,Centre,9.0
three pointer,good,3.0,berry,3.0
three pointer,good,578.0,Centre,586.0
jumper,missed,4.0,berry,560.0
jumper,missed,19.0,Centre,549.0
jumper,good,20.0,berry,539.0
three pointer,good,8.0,Centre,517.0
layup,missed,9.0,berry,496.0
jumper,good,22.0,berry,474.0
three pointer,good,26.0,Centre,445.0
jumper,missed,14.0,berry,429.0
jumper,good,7.0,Centre,396.0
jumper,good,5.0,berry,371.0
jumper,missed,19.0,Centre,350.0
three pointer,missed,2.0,Centre,296.0
layup,good,15.0,Centre,281.0
jumper,missed,24.0,berry,275.0
jumper,missed,11.0,berry,249.0
three pointer,missed,29.0,Centre,218.0
jumper,missed,10.0,berry,198.0
jumper,missed,26.0,berry,194.0
jumper,missed,21.0,Centre,185.0
layup,missed,15.0,berry,170.0
layup,missed,28.0,Centre,138.0
layup,good,18.0,berry,126.0
layup,missed,7.0,Centre,103.0
layup,missed,6.0,berry,79.0
three pointer,missed,9.0,Centre,58.0
layup,good,30.0,berry,45.0
jumper,missed,12.0,berry,12.0
three pointer,missed,586.0,berry,592.0
layup,missed,11.0,berry,570.0
jumper,missed,9.0,berry,527.0
jumper,good,0.0,Centre,497.0
layup,missed,13.0,berry,480.0
three pointer,good,0.0,Centre,450.0
layup,missed,13.0,berry,433.0
jumper,good,9.0,Centre,412.0
jumper,missed,19.0,berry,401.0
three pointer,missed,3.0,Centre,374.0
jumper,missed,15.0,berry,359.0
layup,missed,23.0,berry,352.0
three pointer,missed,14.0,Centre,336.0
layup,good,10.0,Centre,308.0
layup,good,15.0,Centre,279.0
jumper,good,7.0,Centre,251.0
three pointer,missed,18.0,Centre,227.0
jumper,good,23.0,berry,135.0
three pointer,good,4.0,Centre,100.0
three pointer,missed,23.0,berry,93.0
three pointer,missed,14.0,berry,77.0
layup,missed,21.0,berry,68.0
jumper,missed,20.0,berry,58.0
three pointer,missed,27.0,berry,53.0
three pointer,missed,30.0,Centre,30.0
three pointer,missed,18.0,berry,18.0
jumper,missed,17.0,Centre,587.0
jumper,good,1.0,berry,558.0
layup,missed,12.0,Centre,540.0
layup,missed,26.0,Centre,536.0
layup,good,3.0,berry,509.0
three pointer,good,8.0,Centre,487.0
jumper,missed,9.0,berry,466.0
layup,missed,18.0,Centre,454.0
jumper,missed,0.0,berry,424.0
jumper,good,24.0,Centre,418.0
layup,missed,29.0,berry,396.0
layup,missed,22.0,berry,389.0
jumper,missed,14.0,Centre,372.0
layup,missed,3.0,berry,310.0
three pointer,good,30.0,Centre,310.0
layup,good,30.0,berry,310.0
jumper,good,18.0,Centre,298.0
three pointer,missed,20.0,berry,288.0
three pointer,missed,18.0,Centre,276.0
layup,missed,30.0,Centre,250.0
layup,missed,-2.0,berry,188.0
layup,missed,15.0,berry,86.0
layup,missed,24.0,berry,80.0
three pointer,good,25.0,Centre,25.0
layup,good,6.0,berry,6.0
layup,missed,1.0,Centre,1.0
layup,missed,576.0,Centre,596.0
jumper,missed,19.0,berry,585.0
layup,good,26.0,berry,581.0
three pointer,missed,18.0,Centre,569.0
layup,missed,13.0,berry,552.0
jumper,good,2.0,Centre,524.0
three pointer,missed,10.0,berry,504.0
three pointer,missed,7.0,Centre,467.0
layup,good,17.0,Centre,439.0
jumper,good,7.0,berry,416.0
layup,missed,16.0,berry,382.0
layup,missed,12.0,berry,364.0
three pointer,missed,20.0,Centre,354.0
layup,missed,11.0,berry,335.0
layup,missed,27.0,berry,332.0
jumper,good,25.0,berry,309.0
layup,good,10.0,Centre,289.0
jumper,good,11.0,berry,270.0
three pointer,missed,29.0,Centre,239.0
layup,missed,9.0,berry,218.0
jumper,good,15.0,Centre,203.0
layup,missed,5.0,berry,178.0
layup,good,21.0,Centre,169.0
layup,missed,17.0,berry,83.0
jumper,missed,18.0,Centre,71.0
layup,good,26.0,Centre,67.0
jumper,good,25.0,berry,48.0
layup,missed,0.0,berry,0.0
jumper,missed,12.0,berry,582.0
jumper,missed,9.0,Centre,561.0
layup,missed,4.0,berry,535.0
jumper,good,22.0,Centre,527.0
layup,missed,10.0,Centre,477.0
layup,missed,27.0,Centre,474.0
jumper,good,22.0,berry,466.0
layup,missed,16.0,Centre,452.0
three pointer,missed,0.0,Centre,436.0
jumper,good,24.0,Centre,430.0
layup,good,13.0,berry,413.0
layup,good,10.0,Centre,393.0
three pointer,good,6.0,Centre,349.0
jumper,good,24.0,Centre,327.0
three pointer,good,2.0,berry,299.0
layup,good,5.0,berry,252.0
three pointer,missed,0.0,Centre,222.0
layup,good,9.0,berry,201.0
three pointer,missed,9.0,Centre,158.0
three pointer,missed,15.0,berry,143.0
layup,good,25.0,berry,118.0
three pointer,good,18.0,berry,80.0
three pointer,good,1.0,Centre,51.0
jumper,good,2.0,Centre,2.0
layup,good,570.0,Centre,591.0
layup,missed,22.0,berry,571.0
three pointer,missed,26.0,berry,567.0
three pointer,missed,0.0,Centre,537.0
layup,good,7.0,berry,514.0
layup,good,4.0,Centre,488.0
layup,missed,5.0,berry,463.0
three pointer,missed,5.0,Centre,438.0
three pointer,missed,9.0,Centre,396.0
layup,good,12.0,berry,378.0
three pointer,missed,1.0,berry,322.0
layup,good,24.0,berry,316.0
three pointer,missed,28.0,berry,265.0
three pointer,missed,1.0,Centre,236.0
jumper,missed,22.0,berry,228.0
layup,good,29.0,Centre,197.0
layup,missed,16.0,berry,183.0
three pointer,missed,4.0,Centre,154.0
jumper,good,19.0,Centre,143.0
layup,missed,21.0,berry,108.0
layup,good,29.0,berry,107.0
jumper,missed,24.0,berry,50.0
layup,missed,26.0,berry,46.0
jumper,good,20.0,berry,40.0
layup,good,29.0,berry,29.0
three pointer,missed,18.0,berry,18.0
three pointer,missed,8.0,berry,8.0
jumper,good,2.0,hendrix,1172.0
layup,missed,3.0,Centre,1145.0
three pointer,missed,14.0,hendrix,1129.0
jumper,missed,8.0,hendrix,992.0
layup,missed,11.0,Centre,917.0
layup,missed,8.0,Centre,914.0
jumper,missed,16.0,Centre,893.0
layup,good,21.0,hendrix,884.0
layup,good,26.0,Centre,862.0
jumper,good,3.0,hendrix,835.0
three pointer,missed,16.0,hendrix,811.0
jumper,missed,18.0,Centre,799.0
layup,missed,29.0,Centre,798.0
jumper,missed,17.0,hendrix,783.0
layup,missed,26.0,Centre,731.0
jumper,missed,4.0,hendrix,647.0
layup,missed,19.0,Centre,618.0
jumper,good,26.0,hendrix,614.0
jumper,missed,7.0,Centre,591.0
three pointer,missed,21.0,Centre,582.0
jumper,good,25.0,hendrix,577.0
layup,missed,16.0,Centre,563.0
jumper,missed,18.0,hendrix,551.0
jumper,missed,16.0,Centre,537.0
layup,missed,15.0,hendrix,499.0
layup,missed,15.0,Centre,484.0
jumper,missed,15.0,hendrix,469.0
layup,missed,8.0,Centre,447.0
layup,missed,22.0,Centre,439.0
three pointer,missed,25.0,hendrix,434.0
layup,missed,14.0,hendrix,412.0
jumper,missed,21.0,hendrix,403.0
jumper,good,18.0,hendrix,400.0
three pointer,missed,19.0,Centre,389.0
jumper,good,25.0,hendrix,354.0
three pointer,missed,20.0,hendrix,328.0
jumper,missed,16.0,hendrix,305.0
jumper,good,26.0,Centre,301.0
jumper,good,12.0,Centre,266.0
jumper,missed,18.0,hendrix,244.0
three pointer,good,21.0,Centre,235.0
three pointer,missed,26.0,hendrix,201.0
layup,good,25.0,hendrix,196.0
layup,missed,19.0,hendrix,166.0
three pointer,good,14.0,Centre,148.0
layup,good,13.0,hendrix,131.0
layup,missed,9.0,Centre,110.0
jumper,missed,20.0,hendrix,100.0
three pointer,good,22.0,Centre,68.0
jumper,missed,11.0,hendrix,49.0
three pointer,missed,21.0,hendrix,21.0
layup,good,16.0,hendrix,16.0
layup,missed,2.0,Centre,2.0
layup,good,1.0,Centre,1.0
layup,good,16.0,hendrix,1170.0
three pointer,good,3.0,Centre,1143.0
