Play Type,Shot Outcome,Shot Clock,Team,Time(seconds)
three pointer,good,10.0,Centre,180.0
jumper,missed,15.0,rhodes,165.0
three pointer,good,23.0,rhodes,158.0
three pointer,missed,24.0,rhodes,72.0
three pointer,good,26.0,rhodes,55.0
layup,missed,22.0,rhodes,41.0
jumper,missed,29.0,rhodes,40.0
three pointer,good,25.0,rhodes,25.0
layup,good,14.0,rhodes,14.0
three pointer,missed,7.0,rhodes,7.0
three pointer,missed,2.0,rhodes,2.0
layup,missed,9.0,Centre,1165.0
jumper,good,5.0,rhodes,1140.0
jumper,missed,0.0,Centre,1110.0
jumper,missed,11.0,rhodes,1091.0
layup,good,27.0,rhodes,1088.0
layup,missed,22.0,Centre,1072.0
three pointer,missed,18.0,rhodes,1060.0
jumper,missed,28.0,rhodes,1028.0
layup,good,27.0,rhodes,1004.0
three pointer,good,7.0,rhodes,966.0
three pointer,good,14.0,Centre,950.0
jumper,good,13.0,rhodes,933.0
three pointer,missed,1.0,Centre,904.0
layup,good,24.0,rhodes,873.0
three pointer,good,1.0,rhodes,816.0
three pointer,missed,29.0,Centre,785.0
three pointer,good,23.0,rhodes,778.0
layup,missed,1.0,Centre,749.0
jumper,good,6.0,rhodes,725.0
layup,good,10.0,Centre,705.0
three pointer,missed,14.0,rhodes,689.0
layup,missed,13.0,Centre,657.0
layup,good,8.0,rhodes,635.0
jumper,missed,8.0,rhodes,590.0
three pointer,good,27.0,rhodes,583.0
layup,good,18.0,Centre,571.0
jumper,missed,4.0,rhodes,519.0
three pointer,missed,9.0,rhodes,491.0
three pointer,good,21.0,Centre,482.0
layup,missed,27.0,Centre,460.0
jumper,missed,5.0,Centre,435.0
three pointer,missed,8.0,Centre,391.0
three pointer,missed,29.0,rhodes,370.0
layup,missed,26.0,rhodes,366.0
layup,missed,28.0,rhodes,364.0
three pointer,good,23.0,Centre,353.0
three pointer,good,13.0,Centre,288.0
layup,missed,8.0,rhodes,266.0
layup,missed,27.0,rhodes,263.0
jumper,good,3.0,Centre,236.0
three pointer,missed,4.0,rhodes,210.0
layup,good,26.0,rhodes,185.0
jumper,missed,5.0,Centre,160.0
jumper,missed,8.0,rhodes,138.0
jumper,missed,12.0,Centre,120.0
layup,good,12.0,rhodes,102.0
layup,missed,9.0,Centre,81.0
jumper,good,12.0,rhodes,63.0
three pointer,missed,27.0,rhodes,27.0
jumper,missed,21.0,rhodes,21.0
three pointer,missed,10.0,rhodes,10.0
jumper,missed,10.0,rhodes,1180.0
three pointer,missed,15.0,rhodes,1141.0
three pointer,missed,18.0,rhodes,1129.0
jumper,good,12.0,rhodes,1052.0
three pointer,good,19.0,rhodes,1007.0
layup,good,16.0,Centre,993.0
jumper,missed,26.0,rhodes,959.0
jumper,missed,28.0,rhodes,957.0
three pointer,good,3.0,rhodes,930.0
jumper,missed,14.0,Centre,914.0
three pointer,missed,14.0,rhodes,898.0
three pointer,missed,1.0,rhodes,869.0
layup,missed,24.0,Centre,832.0
layup,good,6.0,Centre,798.0
layup,missed,14.0,Centre,759.0
layup,missed,14.0,Centre,743.0
layup,good,24.0,rhodes,737.0
jumper,missed,5.0,Centre,712.0
layup,good,29.0,Centre,709.0
jumper,good,7.0,rhodes,686.0
three pointer,missed,16.0,Centre,672.0
layup,good,9.0,rhodes,648.0
three pointer,missed,13.0,Centre,631.0
jumper,missed,11.0,rhodes,612.0
layup,good,27.0,Centre,590.0
layup,good,17.0,Centre,560.0
layup,good,15.0,rhodes,545.0
jumper,missed,22.0,Centre,537.0
jumper,missed,4.0,rhodes,511.0
layup,good,25.0,rhodes,506.0
layup,good,27.0,rhodes,488.0
jumper,missed,15.0,rhodes,456.0
three pointer,missed,8.0,rhodes,363.0
jumper,missed,17.0,rhodes,350.0
three pointer,good,20.0,Centre,340.0
layup,missed,8.0,rhodes,318.0
three pointer,good,10.0,rhodes,287.0
layup,missed,29.0,Centre,256.0
three pointer,good,2.0,rhodes,228.0
layup,good,20.0,Centre,218.0
layup,good,20.0,Centre,157.0
jumper,missed,1.0,rhodes,128.0
layup,missed,19.0,Centre,117.0
three pointer,missed,29.0,rhodes,86.0
layup,good,3.0,Centre,3.0
jumper,missed,4.0,sewanee,574.0
layup,good,19.0,sewanee,548.0
layup,good,4.0,Centre,522.0
three pointer,good,12.0,sewanee,504.0
jumper,good,3.0,Centre,477.0
three pointer,missed,10.0,sewanee,457.0
jumper,missed,8.0,sewanee,435.0
layup,good,29.0,sewanee,409.0
jumper,good,12.0,Centre,391.0
layup,good,17.0,Centre,362.0
jumper,good,11.0,sewanee,343.0
three pointer,missed,8.0,Centre,321.0
jumper,missed,9.0,sewanee,300.0
three pointer,good,6.0,sewanee,253.0
layup,good,29.0,sewanee,237.0
layup,missed,28.0,Centre,205.0
three pointer,missed,15.0,sewanee,190.0
jumper,good,26.0,sewanee,186.0
jumper,missed,4.0,Centre,160.0
three pointer,good,16.0,Centre,146.0
three pointer,missed,11.0,sewanee,127.0
jumper,missed,11.0,Centre,73.0
jumper,good,13.0,sewanee,56.0
three pointer,missed,10.0,Centre,36.0
jumper,missed,4.0,sewanee,4.0
layup,good,591.0,Centre,597.0
jumper,missed,0.0,sewanee,567.0
three pointer,missed,7.0,sewanee,544.0
layup,missed,12.0,Centre,526.0
three pointer,missed,1.0,Centre,473.0
jumper,missed,19.0,sewanee,462.0
three pointer,good,20.0,Centre,452.0
three pointer,good,18.0,sewanee,440.0
three pointer,missed,8.0,Centre,418.0
jumper,missed,10.0,Centre,360.0
jumper,missed,26.0,Centre,340.0
jumper,good,5.0,sewanee,304.0
three pointer,missed,15.0,Centre,289.0
layup,good,11.0,sewanee,270.0
jumper,missed,14.0,Centre,252.0
jumper,good,5.0,sewanee,227.0
three pointer,good,3.0,Centre,200.0
layup,missed,22.0,sewanee,162.0
three pointer,missed,22.0,Centre,154.0
jumper,good,11.0,sewanee,135.0
jumper,missed,5.0,Centre,110.0
jumper,missed,15.0,sewanee,95.0
jumper,missed,12.0,sewanee,59.0
jumper,good,4.0,Centre,4.0
three pointer,missed,566.0,sewanee,570.0
layup,good,9.0,Centre,549.0
jumper,missed,7.0,sewanee,524.0
jumper,missed,18.0,Centre,488.0
jumper,missed,21.0,Centre,479.0
jumper,missed,3.0,sewanee,452.0
three pointer,missed,27.0,sewanee,446.0
three pointer,good,15.0,Centre,431.0
jumper,missed,16.0,sewanee,417.0
three pointer,missed,16.0,Centre,389.0
three pointer,missed,29.0,sewanee,358.0
layup,good,5.0,sewanee,282.0
jumper,good,7.0,Centre,259.0
jumper,missed,6.0,sewanee,235.0
three pointer,missed,21.0,Centre,226.0
jumper,missed,11.0,sewanee,207.0
jumper,missed,16.0,Centre,193.0
jumper,missed,22.0,Centre,185.0
jumper,missed,14.0,sewanee,169.0
jumper,missed,29.0,Centre,150.0
jumper,missed,24.0,sewanee,144.0
three pointer,missed,15.0,Centre,129.0
layup,missed,0.0,sewanee,99.0
jumper,missed,27.0,sewanee,96.0
jumper,good,26.0,Centre,49.0
jumper,missed,4.0,Centre,4.0
jumper,missed,590.0,Centre,592.0
three pointer,missed,8.0,sewanee,570.0
three pointer,good,21.0,sewanee,561.0
jumper,missed,12.0,sewanee,520.0
jumper,good,11.0,Centre,501.0
jumper,missed,13.0,sewanee,484.0
three pointer,missed,16.0,Centre,466.0
jumper,good,16.0,Centre,395.0
jumper,good,21.0,Centre,365.0
three pointer,good,13.0,sewanee,348.0
layup,good,12.0,sewanee,314.0
jumper,missed,2.0,Centre,286.0
three pointer,missed,23.0,Centre,244.0
three pointer,missed,15.0,sewanee,210.0
jumper,good,9.0,sewanee,169.0
jumper,good,29.0,Centre,138.0
jumper,good,29.0,Centre,100.0
three pointer,good,10.0,Centre,54.0
three pointer,missed,19.0,sewanee,43.0
jumper,missed,28.0,sewanee,41.0
jumper,good,28.0,sewanee,39.0
three pointer,missed,14.0,sewanee,14.0
three pointer,missed,1.0,sewanee,1.0
jumper,good,20.0,berry,590.0
jumper,good,1.0,Centre,561.0
jumper,good,15.0,berry,526.0
jumper,missed,4.0,Centre,500.0
layup,missed,22.0,berry,492.0
three pointer,missed,17.0,Centre,479.0
three pointer,missed,26.0,berry,441.0
jumper,missed,12.0,Centre,423.0
three pointer,missed,15.0,berry,405.0
jumper,missed,5.0,Centre,375.0
layup,missed,28.0,Centre,373.0
three pointer,missed,19.0,berry,362.0
layup,missed,21.0,berry,336.0
three pointer,missed,19.0,berry,334.0
layup,missed,20.0,berry,304.0
three pointer,good,30.0,Centre,291.0
jumper,missed,6.0,Centre,236.0
layup,missed,2.0,berry,208.0
three pointer,good,4.0,berry,168.0
layup,missed,28.0,Centre,136.0
three pointer,good,29.0,Centre,116.0
layup,missed,11.0,berry,97.0
three pointer,missed,22.0,berry,68.0
jumper,missed,30.0,Centre,30.0
jumper,missed,554.0,berry,592.0
three pointer,good,25.0,Centre,577.0
layup,missed,10.0,berry,557.0
layup,missed,21.0,berry,548.0
three pointer,missed,14.0,Centre,532.0
layup,missed,26.0,Centre,528.0
three pointer,missed,22.0,Centre,490.0
layup,good,28.0,berry,456.0
jumper,missed,3.0,Centre,428.0
layup,missed,9.0,berry,407.0
layup,missed,29.0,berry,380.0
jumper,good,24.0,berry,365.0
jumper,missed,4.0,Centre,339.0
layup,missed,13.0,berry,272.0
jumper,missed,20.0,berry,231.0
layup,missed,22.0,Centre,223.0
jumper,good,22.0,berry,215.0
jumper,good,8.0,berry,169.0
layup,good,4.0,Centre,99.0
jumper,missed,15.0,berry,84.0
layup,missed,6.0,berry,47.0
layup,good,27.0,berry,44.0
layup,missed,4.0,berry,4.0
layup,good,25.0,berry,580.0
layup,missed,19.0,berry,553.0
three pointer,missed,20.0,Centre,543.0
three pointer,good,18.0,berry,531.0
layup,good,21.0,Centre,522.0
jumper,missed,17.0,berry,507.0
layup,missed,23.0,berry,500.0
layup,missed,18.0,Centre,488.0
layup,missed,15.0,berry,473.0
three pointer,good,15.0,berry,448.0
layup,missed,6.0,Centre,424.0
three pointer,missed,13.0,Centre,395.0
three pointer,missed,1.0,Centre,353.0
three pointer,good,24.0,Centre,347.0
three pointer,missed,24.0,Centre,322.0
three pointer,good,15.0,berry,307.0
jumper,missed,28.0,Centre,284.0
jumper,missed,27.0,Centre,281.0
three pointer,missed,15.0,berry,266.0
three pointer,missed,24.0,berry,241.0
jumper,missed,12.0,Centre,197.0
layup,missed,16.0,berry,180.0
three pointer,missed,22.0,Centre,172.0
three pointer,good,13.0,berry,155.0
layup,good,21.0,berry,129.0
jumper,missed,19.0,berry,97.0
three pointer,missed,26.0,berry,93.0
jumper,good,14.0,berry,77.0
layup,good,26.0,berry,54.0
layup,good,30.0,berry,30.0
three pointer,missed,1.0,Centre,1.0
jumper,good,582.0,berry,586.0
three pointer,missed,23.0,Centre,545.0
layup,missed,25.0,Centre,540.0
three pointer,missed,21.0,Centre,531.0
jumper,missed,20.0,Centre,510.0
jumper,missed,25.0,Centre,505.0
layup,missed,27.0,Centre,502.0
jumper,missed,20.0,berry,489.0
jumper,missed,19.0,Centre,478.0
layup,missed,27.0,Centre,475.0
three pointer,missed,11.0,berry,454.0
layup,good,19.0,Centre,443.0
layup,good,20.0,berry,418.0
jumper,good,25.0,Centre,401.0
three pointer,missed,0.0,berry,371.0
layup,missed,11.0,berry,338.0
jumper,missed,20.0,Centre,294.0
layup,missed,10.0,berry,274.0
three pointer,missed,19.0,Centre,263.0
layup,good,9.0,berry,242.0
layup,missed,13.0,Centre,225.0
three pointer,missed,16.0,Centre,211.0
three pointer,good,24.0,Centre,174.0
jumper,good,11.0,berry,155.0
three pointer,missed,17.0,Centre,142.0
layup,missed,7.0,berry,119.0
jumper,missed,27.0,berry,116.0
three pointer,missed,22.0,Centre,104.0
layup,good,25.0,Centre,99.0
layup,good,2.0,berry,69.0
three pointer,good,6.0,Centre,45.0
three pointer,good,17.0,berry,17.0
three pointer,missed,600.0,hendrix college,1170.0
three pointer,good,17.0,Centre,1150.0
layup,good,1.0,hendrix college,1121.0
jumper,good,9.0,Centre,1100.0
jumper,missed,7.0,hendrix college,1077.0
layup,missed,11.0,hendrix college,1058.0
three pointer,missed,11.0,Centre,1039.0
jumper,missed,10.0,hendrix college,1019.0
layup,missed,20.0,Centre,1009.0
jumper,good,26.0,Centre,1005.0
three pointer,missed,22.0,Centre,971.0
layup,missed,7.0,hendrix college,948.0
layup,good,27.0,Centre,935.0
jumper,missed,12.0,hendrix college,917.0
jumper,good,30.0,Centre,903.0
three pointer,missed,21.0,hendrix college,894.0
three pointer,missed,27.0,Centre,880.0
jumper,missed,14.0,hendrix college,864.0
layup,missed,26.0,hendrix college,860.0
jumper,missed,22.0,Centre,852.0
layup,missed,26.0,Centre,825.0
jumper,missed,25.0,Centre,810.0
three pointer,good,8.0,hendrix college,788.0
layup,good,5.0,Centre,763.0
layup,missed,12.0,hendrix college,745.0
three pointer,missed,6.0,Centre,721.0
three pointer,missed,17.0,hendrix college,693.0
three pointer,good,21.0,hendrix college,684.0
layup,missed,26.0,hendrix college,651.0
jumper,missed,14.0,Centre,635.0
three pointer,missed,20.0,hendrix college,625.0
jumper,missed,19.0,Centre,614.0
jumper,missed,-9.0,Centre,512.0
layup,good,26.0,Centre,508.0
layup,missed,15.0,Centre,479.0
layup,missed,27.0,Centre,476.0
three pointer,missed,26.0,Centre,451.0
three pointer,good,14.0,hendrix college,435.0
jumper,missed,27.0,Centre,402.0
layup,good,28.0,Centre,400.0
jumper,missed,5.0,hendrix college,375.0
three pointer,good,27.0,Centre,360.0
layup,good,28.0,Centre,330.0
layup,good,28.0,hendrix college,298.0
three pointer,good,16.0,Centre,284.0
three pointer,good,11.0,hendrix college,265.0
jumper,missed,1.0,Centre,236.0
jumper,missed,16.0,hendrix college,222.0
three pointer,missed,21.0,Centre,213.0
layup,missed,13.0,hendrix college,196.0
layup,good,23.0,Centre,189.0
layup,good,13.0,hendrix college,155.0
three pointer,good,11.0,Centre,109.0
three pointer,missed,5.0,hendrix college,84.0
jumper,missed,22.0,hendrix college,76.0
jumper,good,3.0,Centre,49.0
three pointer,missed,24.0,hendrix college,24.0
jumper,good,1.0,Centre,1.0
jumper,missed,30.0,Centre,1194.0
jumper,good,30.0,hendrix college,1194.0
layup,good,9.0,Centre,1143.0
jumper,missed,12.0,hendrix college,1110.0
jumper,missed,15.0,hendrix college,1083.0
three pointer,missed,25.0,hendrix college,1078.0
three pointer,missed,16.0,Centre,1064.0
three pointer,missed,27.0,Centre,1061.0
jumper,missed,10.0,Centre,1018.0
layup,missed,28.0,Centre,1016.0
jumper,missed,11.0,hendrix college,997.0
jumper,missed,10.0,Centre,977.0
layup,missed,18.0,hendrix college,965.0
jumper,good,25.0,Centre,960.0
jumper,missed,1.0,hendrix college,931.0
three pointer,good,7.0,Centre,908.0
three pointer,missed,10.0,hendrix college,888.0
jumper,good,6.0,Centre,864.0
layup,good,16.0,hendrix college,850.0
layup,good,28.0,hendrix college,839.0
jumper,missed,27.0,Centre,806.0
three pointer,missed,20.0,hendrix college,796.0
jumper,good,20.0,hendrix college,760.0
three pointer,good,5.0,Centre,735.0
jumper,missed,25.0,hendrix college,692.0
jumper,good,9.0,Centre,671.0
layup,missed,7.0,hendrix college,648.0
layup,good,24.0,Centre,642.0
three pointer,missed,15.0,hendrix college,627.0
jumper,missed,19.0,Centre,616.0
jumper,missed,27.0,Centre,613.0
layup,good,9.0,Centre,577.0
jumper,missed,5.0,hendrix college,552.0
three pointer,missed,18.0,hendrix college,535.0
three pointer,missed,25.0,hendrix college,530.0
jumper,missed,8.0,Centre,459.0
layup,missed,9.0,hendrix college,438.0
jumper,missed,13.0,hendrix college,403.0
jumper,missed,4.0,Centre,368.0
layup,missed,26.0,Centre,360.0
layup,missed,16.0,hendrix college,345.0
three pointer,good,11.0,Centre,326.0
jumper,good,16.0,hendrix college,312.0
layup,missed,27.0,hendrix college,282.0
layup,missed,20.0,Centre,272.0
jumper,missed,12.0,hendrix college,254.0
jumper,missed,18.0,hendrix college,208.0
layup,good,30.0,hendrix college,165.0
jumper,missed,13.0,hendrix college,146.0
jumper,good,24.0,hendrix college,92.0
layup,good,15.0,hendrix college,39.0
jumper,missed,28.0,hendrix college,32.0
jumper,missed,0.0,Centre,0.0
jumper,missed,620.0,hendrixw,1190.0
three pointer,good,30.0,Centre,1190.0
layup,good,23.0,Centre,1183.0
jumper,missed,1.0,Centre,1146.0
three pointer,missed,26.0,hendrixw,1112.0
layup,missed,8.0,hendrixw,1061.0
jumper,missed,10.0,hendrixw,1030.0
layup,missed,26.0,hendrixw,1026.0
jumper,missed,22.0,Centre,1018.0
layup,good,16.0,hendrixw,1004.0
three pointer,missed,18.0,Centre,969.0
layup,missed,22.0,Centre,941.0
layup,good,11.0,hendrixw,922.0
three pointer,missed,23.0,Centre,915.0
jumper,good,20.0,hendrixw,905.0
three pointer,missed,17.0,Centre,892.0
jumper,missed,23.0,Centre,885.0
layup,good,27.0,Centre,882.0
three pointer,good,2.0,hendrixw,851.0
jumper,missed,25.0,hendrixw,840.0
layup,good,27.0,hendrixw,837.0
jumper,good,18.0,Centre,825.0
layup,good,21.0,Centre,797.0
jumper,good,25.0,hendrixw,770.0
layup,good,3.0,hendrixw,738.0
three pointer,missed,0.0,Centre,708.0
layup,missed,21.0,hendrixw,699.0
layup,missed,20.0,Centre,689.0
three pointer,missed,26.0,hendrixw,655.0
three pointer,missed,21.0,hendrixw,631.0
layup,good,10.0,Centre,611.0
three pointer,missed,6.0,Centre,587.0
layup,good,19.0,hendrixw,576.0
jumper,missed,17.0,Centre,563.0
three pointer,missed,10.0,hendrixw,520.0
layup,good,24.0,Centre,514.0
jumper,good,6.0,hendrixw,490.0
layup,missed,28.0,hendrixw,472.0
jumper,missed,2.0,hendrixw,446.0
layup,missed,18.0,Centre,434.0
three pointer,missed,21.0,Centre,425.0
three pointer,missed,20.0,hendrixw,415.0
three pointer,good,20.0,Centre,405.0
jumper,good,20.0,hendrixw,395.0
layup,missed,26.0,Centre,364.0
layup,missed,26.0,Centre,360.0
layup,good,22.0,Centre,352.0
layup,good,14.0,Centre,322.0
layup,missed,11.0,hendrixw,303.0
layup,missed,25.0,hendrixw,298.0
jumper,missed,10.0,Centre,278.0
jumper,missed,19.0,hendrixw,267.0
three pointer,missed,15.0,Centre,252.0
jumper,missed,11.0,hendrixw,233.0
layup,missed,11.0,Centre,214.0
three pointer,good,24.0,hendrixw,170.0
layup,good,23.0,Centre,70.0
three pointer,missed,14.0,hendrixw,54.0
three pointer,missed,19.0,Centre,43.0
layup,good,19.0,hendrixw,19.0
jumper,missed,6.0,Centre,6.0
layup,good,1175.0,Centre,1188.0
layup,good,12.0,hendrixw,1170.0
jumper,good,14.0,Centre,1154.0
layup,good,20.0,Centre,1132.0
layup,missed,9.0,hendrixw,1111.0
three pointer,missed,14.0,Centre,1095.0
layup,good,26.0,Centre,1091.0
layup,missed,10.0,hendrixw,1071.0
layup,missed,27.0,Centre,1053.0
three pointer,missed,20.0,hendrixw,1043.0
three pointer,missed,5.0,Centre,971.0
jumper,missed,20.0,hendrixw,961.0
three pointer,missed,24.0,Centre,951.0
layup,good,13.0,hendrixw,934.0
three pointer,missed,18.0,Centre,922.0
three pointer,missed,8.0,hendrixw,900.0
three pointer,missed,18.0,Centre,888.0
three pointer,good,16.0,hendrixw,869.0
layup,good,24.0,Centre,834.0
three pointer,good,9.0,hendrixw,783.0
jumper,missed,8.0,hendrixw,742.0
layup,good,18.0,Centre,730.0
layup,missed,6.0,hendrixw,706.0
three pointer,missed,10.0,hendrixw,686.0
three pointer,missed,20.0,Centre,676.0
layup,good,15.0,Centre,661.0
three pointer,missed,22.0,hendrixw,653.0
layup,good,15.0,hendrixw,638.0
jumper,good,7.0,Centre,615.0
jumper,good,7.0,Centre,579.0
jumper,missed,12.0,hendrixw,536.0
layup,good,26.0,hendrixw,532.0
jumper,good,27.0,Centre,529.0
layup,good,17.0,hendrixw,516.0
three pointer,missed,14.0,Centre,500.0
layup,good,15.0,hendrixw,485.0
layup,missed,14.0,hendrixw,413.0
three pointer,missed,23.0,Centre,359.0
three pointer,missed,21.0,Centre,337.0
three pointer,good,19.0,hendrixw,326.0
jumper,missed,13.0,hendrixw,288.0
three pointer,good,16.0,Centre,274.0
three pointer,missed,0.0,hendrixw,244.0
jumper,missed,9.0,Centre,223.0
layup,missed,13.0,Centre,182.0
layup,missed,24.0,hendrixw,146.0
layup,good,10.0,Centre,58.0
layup,missed,27.0,Centre,27.0
layup,good,5.0,Centre,5.0
jumper,missed,13.0,Centre,273.0
layup,missed,24.0,hendrixw,267.0
three pointer,missed,21.0,Centre,258.0
layup,missed,9.0,hendrixw,202.0
jumper,good,12.0,Centre,163.0
jumper,missed,9.0,hendrixw,142.0
jumper,missed,25.0,hendrixw,137.0
jumper,good,8.0,Centre,115.0
jumper,good,7.0,hendrixw,92.0
jumper,missed,1.0,hendrixw,52.0
jumper,good,22.0,Centre,22.0
three pointer,missed,23.0,oglethorpe,546.0
jumper,missed,12.0,oglethorpe,528.0
layup,missed,27.0,oglethorpe,525.0
three pointer,missed,24.0,Centre,519.0
three pointer,missed,14.0,oglethorpe,481.0
layup,good,26.0,oglethorpe,477.0
layup,good,24.0,Centre,451.0
three pointer,missed,12.0,oglethorpe,433.0
jumper,missed,18.0,Centre,421.0
layup,missed,27.0,Centre,400.0
layup,good,28.0,Centre,398.0
three pointer,missed,8.0,oglethorpe,376.0
jumper,missed,22.0,Centre,364.0
three pointer,missed,18.0,Centre,320.0
jumper,missed,6.0,oglethorpe,296.0
layup,good,7.0,Centre,253.0
three pointer,missed,14.0,oglethorpe,191.0
layup,missed,14.0,Centre,166.0
layup,good,7.0,oglethorpe,143.0
jumper,missed,9.0,oglethorpe,102.0
layup,missed,22.0,oglethorpe,94.0
layup,missed,27.0,oglethorpe,91.0
jumper,missed,14.0,Centre,74.0
jumper,good,23.0,Centre,67.0
jumper,missed,15.0,oglethorpe,52.0
jumper,missed,17.0,oglethorpe,35.0
jumper,missed,2.0,oglethorpe,2.0
layup,missed,584.0,oglethorpe,589.0
jumper,good,20.0,Centre,579.0
jumper,missed,13.0,oglethorpe,562.0
jumper,missed,18.0,Centre,544.0
three pointer,missed,23.0,oglethorpe,537.0
three pointer,missed,16.0,Centre,523.0
three pointer,good,25.0,Centre,518.0
layup,missed,12.0,oglethorpe,500.0
layup,good,20.0,Centre,490.0
jumper,good,16.0,Centre,422.0
jumper,good,14.0,oglethorpe,406.0
jumper,missed,11.0,Centre,361.0
three pointer,missed,26.0,Centre,357.0
jumper,missed,22.0,oglethorpe,349.0
three pointer,missed,0.0,oglethorpe,327.0
jumper,missed,5.0,Centre,302.0
jumper,missed,19.0,oglethorpe,291.0
three pointer,good,1.0,Centre,262.0
three pointer,missed,10.0,Centre,223.0
jumper,missed,22.0,oglethorpe,215.0
layup,missed,16.0,oglethorpe,209.0
jumper,good,17.0,Centre,196.0
jumper,missed,11.0,oglethorpe,177.0
jumper,good,11.0,oglethorpe,149.0
layup,missed,11.0,Centre,130.0
three pointer,missed,21.0,oglethorpe,121.0
jumper,good,10.0,Centre,101.0
three pointer,good,8.0,oglethorpe,79.0
jumper,missed,3.0,Centre,52.0
jumper,missed,25.0,Centre,44.0
three pointer,missed,22.0,oglethorpe,22.0
jumper,missed,3.0,Centre,3.0
jumper,good,553.0,Centre,566.0
layup,good,16.0,oglethorpe,552.0
jumper,missed,8.0,oglethorpe,509.0
layup,missed,27.0,oglethorpe,506.0
layup,good,29.0,oglethorpe,505.0
jumper,missed,10.0,oglethorpe,485.0
jumper,missed,9.0,oglethorpe,457.0
three pointer,missed,27.0,Centre,454.0
layup,good,28.0,Centre,452.0
jumper,missed,28.0,oglethorpe,450.0
jumper,missed,24.0,Centre,414.0
layup,good,11.0,Centre,380.0
jumper,good,6.0,oglethorpe,356.0
three pointer,missed,17.0,Centre,343.0
jumper,missed,21.0,oglethorpe,303.0
jumper,missed,20.0,Centre,293.0
three pointer,missed,19.0,oglethorpe,270.0
jumper,missed,17.0,Centre,257.0
jumper,missed,8.0,oglethorpe,235.0
jumper,missed,21.0,oglethorpe,215.0
jumper,missed,5.0,oglethorpe,184.0
layup,good,22.0,Centre,176.0
jumper,good,3.0,Centre,91.0
three pointer,good,3.0,oglethorpe,64.0
jumper,missed,1.0,oglethorpe,1.0
jumper,missed,594.0,oglethorpe,596.0
jumper,missed,27.0,Centre,563.0
layup,good,20.0,oglethorpe,553.0
jumper,missed,12.0,Centre,535.0
three pointer,missed,25.0,oglethorpe,530.0
three pointer,missed,10.0,oglethorpe,510.0
three pointer,missed,14.0,oglethorpe,494.0
layup,missed,24.0,Centre,488.0
three pointer,good,3.0,Centre,450.0
jumper,missed,8.0,oglethorpe,428.0
layup,good,10.0,Centre,408.0
layup,missed,12.0,oglethorpe,390.0
jumper,missed,21.0,Centre,381.0
jumper,missed,5.0,Centre,348.0
layup,good,21.0,oglethorpe,326.0
three pointer,missed,16.0,Centre,312.0
jumper,good,19.0,oglethorpe,301.0
three pointer,missed,10.0,oglethorpe,244.0
three pointer,missed,14.0,oglethorpe,228.0
layup,good,11.0,oglethorpe,139.0
jumper,good,15.0,Centre,94.0
three pointer,good,19.0,Centre,67.0
layup,good,12.0,oglethorpe,49.0
layup,good,28.0,oglethorpe,43.0
jumper,missed,19.0,oglethorpe,19.0
three pointer,missed,4.0,oglethorpe,4.0
three pointer,good,608.0,rhodes college,1178.0
three pointer,good,11.0,rhodes college,1134.0
layup,good,24.0,Centre,1098.0
jumper,missed,16.0,rhodes college,1084.0
layup,good,20.0,rhodes college,1065.0
jumper,missed,10.0,Centre,1045.0
three pointer,missed,15.0,Centre,1025.0
three pointer,missed,15.0,rhodes college,1006.0
jumper,missed,28.0,Centre,974.0
three pointer,missed,23.0,rhodes college,966.0
three pointer,missed,14.0,Centre,950.0
jumper,missed,8.0,rhodes college,928.0
layup,good,24.0,rhodes college,922.0
jumper,missed,22.0,Centre,914.0
layup,good,27.0,rhodes college,884.0
jumper,good,12.0,Centre,847.0
three pointer,missed,15.0,rhodes college,832.0
three pointer,missed,19.0,Centre,803.0
three pointer,good,16.0,rhodes college,789.0
jumper,good,27.0,rhodes college,769.0
three pointer,missed,13.0,Centre,752.0
jumper,good,16.0,rhodes college,738.0
three pointer,missed,12.0,Centre,720.0
jumper,good,11.0,rhodes college,677.0
three pointer,missed,13.0,rhodes college,652.0
jumper,missed,23.0,rhodes college,645.0
jumper,missed,4.0,Centre,619.0
jumper,good,25.0,Centre,614.0
three pointer,missed,11.0,rhodes college,595.0
three pointer,missed,6.0,Centre,571.0
three pointer,good,14.0,rhodes college,555.0
jumper,missed,16.0,rhodes college,521.0
jumper,missed,24.0,rhodes college,515.0
three pointer,missed,18.0,rhodes college,501.0
layup,missed,15.0,rhodes college,483.0
jumper,missed,13.0,Centre,466.0
layup,missed,22.0,rhodes college,458.0
jumper,good,15.0,rhodes college,443.0
jumper,good,16.0,rhodes college,411.0
layup,good,11.0,Centre,392.0
layup,good,10.0,rhodes college,372.0
three pointer,good,15.0,rhodes college,299.0
jumper,missed,11.0,Centre,280.0
layup,good,27.0,Centre,277.0
jumper,missed,14.0,rhodes college,261.0
layup,missed,14.0,rhodes college,233.0
jumper,good,13.0,rhodes college,189.0
three pointer,missed,10.0,rhodes college,144.0
three pointer,good,13.0,Centre,127.0
jumper,good,10.0,rhodes college,107.0
jumper,missed,15.0,Centre,92.0
three pointer,missed,2.0,rhodes college,64.0
three pointer,missed,2.0,rhodes college,36.0
jumper,missed,1.0,Centre,1.0
three pointer,missed,0.0,rhodes college,0.0
three pointer,missed,612.0,Centre,1182.0
three pointer,missed,13.0,Centre,1159.0
layup,missed,23.0,rhodes college,1152.0
jumper,missed,24.0,rhodes college,1145.0
