,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,MVCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
223,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,223,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
224,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,224,01:40,"GOOD FT by GUY,ALANNA",28,,30 (+2),,CENTRE_W 28-30 (-2),,"GOOD FT by GUY,ALANNA",1,free throw,good,Centre,alanna guy,1,100
225,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,225,01:40,,,,,"SUB IN by BROWN,KELSEY",,,"SUB IN by BROWN,KELSEY",1,subbing in,,maryville college women,kelsey brown,,100
226,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,226,01:40,,,,,"SUB OUT by DUNN,LINLEY",,,"SUB OUT by DUNN,LINLEY",1,subbing out,,maryville college women,linley dunn,,100
227,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,227,01:09,,,,,"MISS 3PTR by BOND,ALEX",,,"MISS 3PTR by BOND,ALEX",1,three pointer,missed,maryville college women,alex bond,,69
228,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,228,--,,,,,"REBOUND OFF by BRACKINS,MINDY",,,"REBOUND OFF by BRACKINS,MINDY",1,offensive rebound,,maryville college women,mindy brackins,,
229,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,229,01:02,,,,,"MISS JUMPER by BOND,ALEX",,,"MISS JUMPER by BOND,ALEX",1,jumper,missed,maryville college women,alex bond,,62
230,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,230,--,"REBOUND DEF by GUY,ALANNA",,,,,,,"REBOUND DEF by GUY,ALANNA",1,defensive rebound,,Centre,alanna guy,,
231,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,231,00:51,,,,,"FOUL  by BROWN,KELSEY",,,"FOUL  by BROWN,KELSEY",1,foul,,maryville college women,kelsey brown,,51
232,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,232,00:51,"GOOD FT by JUDY,MICHELE",29,,30 (+1),,CENTRE_W 29-30 (-1),,"GOOD FT by JUDY,MICHELE",1,free throw,good,Centre,michele judy,1,51
233,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,233,00:51,"GOOD FT by JUDY,MICHELE",30,,30,,CENTRE_W 30-30 (0),,"GOOD FT by JUDY,MICHELE",1,free throw,good,Centre,michele judy,1,51
234,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,234,00:36,,,,,"MISS JUMPER by BROWN,KELSEY",,,"MISS JUMPER by BROWN,KELSEY",1,jumper,missed,maryville college women,kelsey brown,,36
235,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,235,--,"REBOUND DEF by JUDY,MICHELE",,,,,,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
236,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,236,00:34,,,,,"FOUL  by BROWN,KELSEY",,,"FOUL  by BROWN,KELSEY",1,foul,,maryville college women,kelsey brown,,34
237,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,237,00:34,"GOOD FT by JUDY,MICHELE",31 (+1),,30,,CENTRE_W 31-30 (+1),,"GOOD FT by JUDY,MICHELE",1,free throw,good,Centre,michele judy,1,34
238,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,238,00:34,"GOOD FT by JUDY,MICHELE",32 (+2),,30,,CENTRE_W 32-30 (+2),,"GOOD FT by JUDY,MICHELE",1,free throw,good,Centre,michele judy,1,34
239,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,239,00:34,,,,,"SUB IN by HAWN,RACHEL",,,"SUB IN by HAWN,RACHEL",1,subbing in,,maryville college women,rachel hawn,,34
240,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,240,00:34,,,,,"SUB OUT by BROWN,KELSEY",,,"SUB OUT by BROWN,KELSEY",1,subbing out,,maryville college women,kelsey brown,,34
241,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,241,00:12,,32,,32,"GOOD LAYUP by BRACKINS,MINDY(in the paint)",MVCW 32-32 (0),,"GOOD LAYUP by BRACKINS,MINDY(in the paint)",1,layup,good,maryville college women,mindy brackins,2,12
242,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,242,00:12,"FOUL  by GUY,ALANNA",,,,,,,"FOUL  by GUY,ALANNA",1,foul,,Centre,alanna guy,,12
243,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,243,00:12,,32,,33 (+1),"GOOD FT by BRACKINS,MINDY",MVCW 32-33 (-1),,"GOOD FT by BRACKINS,MINDY",1,free throw,good,maryville college women,mindy brackins,1,12
244,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,244,00:01,"GOOD 3PTR by GUY,ALEXIS",35 (+2),,33,,CENTRE_W 35-33 (+2),,"GOOD 3PTR by GUY,ALEXIS",1,three pointer,good,Centre,alexis guy,3,1
245,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,245,Start Period 2,,,,,,,,,2,,,,,,
246,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,246,19:55,"GOOD LAYUP by JUDY,MICHELE(in the paint)",37 (+4),,33,,CENTRE_W 37-33 (+4),,"GOOD LAYUP by JUDY,MICHELE(in the paint)",2,layup,good,Centre,michele judy,2,1195
247,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,247,--,"ASSIST  by GUY,ALEXIS",,,,,,,"ASSIST  by GUY,ALEXIS",2,assist,,Centre,alexis guy,,
248,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,248,19:34,,,,,"FOUL  by PUCKETT,MACKENZIE",,,"FOUL  by PUCKETT,MACKENZIE",2,foul,,maryville college women,mackenzie puckett,,1174
249,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,249,19:34,,,,,"TURNOVER  by PUCKETT,MACKENZIE",,,"TURNOVER  by PUCKETT,MACKENZIE",2,turnover,,maryville college women,mackenzie puckett,,1174
250,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,250,19:34,"STEAL  by HARTLAGE,MAGGIE",,,,,,,"STEAL  by HARTLAGE,MAGGIE",2,steal,,Centre,,,1174
251,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,251,19:18,"FOUL  by GUY,ALANNA",,,,,,,"FOUL  by GUY,ALANNA",2,foul,,Centre,alanna guy,,1158
252,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,252,19:18,"TURNOVER  by GUY,ALANNA",,,,,,,"TURNOVER  by GUY,ALANNA",2,turnover,,Centre,alanna guy,,1158
253,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,253,19:18,,,,,"STEAL  by BALLARD,JORDAN",,,"STEAL  by BALLARD,JORDAN",2,steal,,maryville college women,,,1158
254,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,254,19:18,,,,,"SUB IN by BRACKINS,MINDY",,,"SUB IN by BRACKINS,MINDY",2,subbing in,,maryville college women,mindy brackins,,1158
255,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,255,19:18,,,,,"SUB OUT by PUCKETT,MACKENZIE",,,"SUB OUT by PUCKETT,MACKENZIE",2,subbing out,,maryville college women,mackenzie puckett,,1158
256,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,256,18:55,,37 (+2),,35,"GOOD JUMPER by BALLARD,JORDAN(in the paint)",MVCW 37-35 (+2),,"GOOD JUMPER by BALLARD,JORDAN(in the paint)",2,jumper,good,maryville college women,jordan ballard,2,1135
257,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,257,18:40,"MISS JUMPER by JUDY,MICHELE",,,,,,,"MISS JUMPER by JUDY,MICHELE",2,jumper,missed,Centre,michele judy,,1120
258,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,258,--,,,,,"REBOUND DEF by BOND,ALEX",,,"REBOUND DEF by BOND,ALEX",2,defensive rebound,,maryville college women,alex bond,,
259,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,259,18:29,,,,,"MISS LAYUP by BRACKINS,MINDY",,,"MISS LAYUP by BRACKINS,MINDY",2,layup,missed,maryville college women,mindy brackins,,1109
260,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,260,--,"REBOUND DEF by JUDY,MICHELE",,,,,,,"REBOUND DEF by JUDY,MICHELE",2,defensive rebound,,Centre,michele judy,,
261,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,261,18:05,"GOOD JUMPER by JUDY,MICHELE(in the paint)",39 (+4),,35,,CENTRE_W 39-35 (+4),,"GOOD JUMPER by JUDY,MICHELE(in the paint)",2,jumper,good,Centre,michele judy,2,1085
262,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,262,--,"ASSIST  by GUY,ALEXIS",,,,,,,"ASSIST  by GUY,ALEXIS",2,assist,,Centre,alexis guy,,
263,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,263,17:39,,,,,"MISS 3PTR by BALLARD,JORDAN",,,"MISS 3PTR by BALLARD,JORDAN",2,three pointer,missed,maryville college women,jordan ballard,,1059
264,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,264,--,"REBOUND DEF by GUY,ALEXIS",,,,,,,"REBOUND DEF by GUY,ALEXIS",2,defensive rebound,,Centre,alexis guy,,
265,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,265,17:31,"GOOD 3PTR by RHULE,BONNIE(fastbreak)",42 (+7),,35,,CENTRE_W 42-35 (+7),,"GOOD 3PTR by RHULE,BONNIE(fastbreak)",2,three pointer,good,Centre,bonnie(fastbreak) rhule,3,1051
266,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,266,--,"ASSIST  by GUY,ALEXIS",,,,,,,"ASSIST  by GUY,ALEXIS",2,assist,,Centre,alexis guy,,
267,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,267,17:00,,42 (+4),,38,"GOOD 3PTR by BRACKINS,MINDY",MVCW 42-38 (+4),,"GOOD 3PTR by BRACKINS,MINDY",2,three pointer,good,maryville college women,mindy brackins,3,1020
268,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,268,--,,,,,"ASSIST  by YOUNG,JOANNA",,,"ASSIST  by YOUNG,JOANNA",2,assist,,maryville college women,joanna young,,
269,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,269,16:37,,,,,"FOUL  by BOND,ALEX",,,"FOUL  by BOND,ALEX",2,foul,,maryville college women,alex bond,,997
270,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,270,16:37,"MISS FT by HARTLAGE,MAGGIE",,,,,,,"MISS FT by HARTLAGE,MAGGIE",2,free throw,missed,Centre,maggie hartlage,,997
271,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,271,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
272,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,272,16:37,"GOOD FT by HARTLAGE,MAGGIE",43 (+5),,38,,CENTRE_W 43-38 (+5),,"GOOD FT by HARTLAGE,MAGGIE",2,free throw,good,Centre,maggie hartlage,1,997
273,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,273,16:37,,,,,"SUB IN by PUCKETT,MACKENZIE",,,"SUB IN by PUCKETT,MACKENZIE",2,subbing in,,maryville college women,mackenzie puckett,,997
274,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,274,16:37,,,,,"SUB OUT by BOND,ALEX",,,"SUB OUT by BOND,ALEX",2,subbing out,,maryville college women,alex bond,,997
275,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,275,16:17,,,,,"MISS LAYUP by YOUNG,JOANNA",,,"MISS LAYUP by YOUNG,JOANNA",2,layup,missed,maryville college women,joanna young,,977
276,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,276,--,,,,,"REBOUND OFF by HAWN,RACHEL",,,"REBOUND OFF by HAWN,RACHEL",2,offensive rebound,,maryville college women,rachel hawn,,
277,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,277,16:13,,43 (+2),,41,"GOOD 3PTR by BRACKINS,MINDY",MVCW 43-41 (+2),,"GOOD 3PTR by BRACKINS,MINDY",2,three pointer,good,maryville college women,mindy brackins,3,973
278,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,278,--,,,,,"ASSIST  by PUCKETT,MACKENZIE",,,"ASSIST  by PUCKETT,MACKENZIE",2,assist,,maryville college women,mackenzie puckett,,
279,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,279,16:10,,,,,"SUB IN by TRENT,LAUREN",,,"SUB IN by TRENT,LAUREN",2,subbing in,,maryville college women,lauren trent,,970
280,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,280,16:10,,,,,"SUB OUT by YOUNG,JOANNA",,,"SUB OUT by YOUNG,JOANNA",2,subbing out,,maryville college women,joanna young,,970
281,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,281,15:49,"MISS LAYUP by GUY,ALEXIS",,,,,,,"MISS LAYUP by GUY,ALEXIS",2,layup,missed,Centre,alexis guy,,949
282,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,282,--,"REBOUND OFF by JUDY,MICHELE",,,,,,,"REBOUND OFF by JUDY,MICHELE",2,offensive rebound,,Centre,michele judy,,
283,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,283,15:46,"MISS JUMPER by JUDY,MICHELE",,,,,,,"MISS JUMPER by JUDY,MICHELE",2,jumper,missed,Centre,michele judy,,946
284,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,284,--,,,,,"REBOUND DEF by BALLARD,JORDAN",,,"REBOUND DEF by BALLARD,JORDAN",2,defensive rebound,,maryville college women,jordan ballard,,
285,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,285,15:39,,43,,44 (+1),"GOOD 3PTR by BRACKINS,MINDY",MVCW 43-44 (-1),,"GOOD 3PTR by BRACKINS,MINDY",2,three pointer,good,maryville college women,mindy brackins,3,939
286,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,286,--,,,,,"ASSIST  by PUCKETT,MACKENZIE",,,"ASSIST  by PUCKETT,MACKENZIE",2,assist,,maryville college women,mackenzie puckett,,
287,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,287,15:11,"GOOD 3PTR by GUY,ALANNA",46 (+2),,44,,CENTRE_W 46-44 (+2),,"GOOD 3PTR by GUY,ALANNA",2,three pointer,good,Centre,alanna guy,3,911
288,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,288,15:09,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,909
289,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,289,15:09,,,,,"SUB IN by DUNN,LINLEY",,,"SUB IN by DUNN,LINLEY",2,subbing in,,maryville college women,linley dunn,,909
290,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,290,15:09,,,,,"SUB OUT by HAWN,RACHEL",,,"SUB OUT by HAWN,RACHEL",2,subbing out,,maryville college women,rachel hawn,,909
291,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,291,14:58,,,,,"SUB IN by TALBOTT,HALEY",,,"SUB IN by TALBOTT,HALEY",2,subbing in,,maryville college women,haley talbott,,898
292,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,292,14:58,,,,,"SUB OUT by BRACKINS,MINDY",,,"SUB OUT by BRACKINS,MINDY",2,subbing out,,maryville college women,mindy brackins,,898
293,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,293,14:37,,,,,"MISS JUMPER by DUNN,LINLEY",,,"MISS JUMPER by DUNN,LINLEY",2,jumper,missed,maryville college women,linley dunn,,877
294,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,294,--,,,,,"REBOUND OFF by DUNN,LINLEY",,,"REBOUND OFF by DUNN,LINLEY",2,offensive rebound,,maryville college women,linley dunn,,
295,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,295,14:29,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,869
296,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,296,14:29,"SUB IN by COLLIVER,OLIVIA",,,,,,,"SUB IN by COLLIVER,OLIVIA",2,subbing in,,Centre,olivia colliver,,869
297,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,297,14:29,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",2,subbing out,,Centre,alanna guy,,869
298,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,298,14:29,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,869
