,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,GRO,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
235,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,235,01:48,,22,,29 (+7),"GOOD JUMPER by JUDY,MICHELE(in the paint)",CENTRE_W 22-29 (+7),,"GOOD JUMPER by JUDY,MICHELE(in the paint)",1,jumper,good,Centre,michele judy,2,108
236,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,236,--,,,,,"ASSIST  by SCHAD,OLIVIA",,,"ASSIST  by SCHAD,OLIVIA",1,assist,,Centre,olivia schad,,
237,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,237,01:35,"TURNOVER  by MCCLEAN,CAYLEY",,,,,,,"TURNOVER  by MCCLEAN,CAYLEY",1,turnover,,grove city,cayley mcclean,,95
238,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,238,01:35,"SUB IN by NICKOLOFF,BRANDY",,,,,,,"SUB IN by NICKOLOFF,BRANDY",1,subbing in,,grove city,brandy nickoloff,,95
239,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,239,01:35,"SUB IN by FERGUSON,JENN",,,,,,,"SUB IN by FERGUSON,JENN",1,subbing in,,grove city,jenn ferguson,,95
240,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,240,01:35,"SUB OUT by MCCLEAN,CAYLEY",,,,,,,"SUB OUT by MCCLEAN,CAYLEY",1,subbing out,,grove city,cayley mcclean,,95
241,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,241,01:35,"SUB OUT by GALENS,NATALIJA",,,,,,,"SUB OUT by GALENS,NATALIJA",1,subbing out,,grove city,natalija galens,,95
242,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,242,01:11,,,,,"MISS JUMPER by JUDY,MICHELE",,,"MISS JUMPER by JUDY,MICHELE",1,jumper,missed,Centre,michele judy,,71
243,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,243,--,"REBOUND DEF by NICKOLOFF,BRANDY",,,,,,,"REBOUND DEF by NICKOLOFF,BRANDY",1,defensive rebound,,grove city,brandy nickoloff,,
244,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,244,01:02,"MISS JUMPER by ERBELDING,KATHRYN",,,,,,,"MISS JUMPER by ERBELDING,KATHRYN",1,jumper,missed,grove city,kathryn erbelding,,62
245,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,245,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
246,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,246,00:44,"FOUL  by FERGUSON,JENN",,,,,,,"FOUL  by FERGUSON,JENN",1,foul,,grove city,jenn ferguson,,44
247,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,247,00:44,,22,,30 (+8),"GOOD FT by JUDY,MICHELE",CENTRE_W 22-30 (+8),,"GOOD FT by JUDY,MICHELE",1,free throw,good,Centre,michele judy,1,44
248,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,248,00:44,,22,,31 (+9),"GOOD FT by JUDY,MICHELE",CENTRE_W 22-31 (+9),,"GOOD FT by JUDY,MICHELE",1,free throw,good,Centre,michele judy,1,44
249,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,249,00:44,,,,,"SUB IN by LEWIS,KENDALL",,,"SUB IN by LEWIS,KENDALL",1,subbing in,,Centre,kendall lewis,,44
250,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,250,00:44,,,,,"SUB OUT by JUDY,MICHELE",,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,44
251,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,251,00:23,"MISS LAYUP by ERBELDING,KATHRYN",,,,,,,"MISS LAYUP by ERBELDING,KATHRYN",1,layup,missed,grove city,kathryn erbelding,,23
252,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,252,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
253,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,253,00:07,,,,,"TURNOVER  by SCHAD,OLIVIA",,,"TURNOVER  by SCHAD,OLIVIA",1,turnover,,Centre,olivia schad,,7
254,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,254,00:06,"STEAL  by NICKOLOFF,BRANDY",,,,,,,"STEAL  by NICKOLOFF,BRANDY",1,steal,,grove city,,,6
255,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,255,00:02,"TURNOVER  by STEWART,JACKIE",,,,,,,"TURNOVER  by STEWART,JACKIE",1,turnover,,grove city,jackie stewart,,2
256,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,256,Start Period 2,,,,,,,,,2,,,,,,
257,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,257,20:00,"GOOD JUMPER by ERBELDING,KATHRYN",24,,31 (+7),,GRO 24-31 (+7),,"GOOD JUMPER by ERBELDING,KATHRYN",2,jumper,good,grove city,kathryn erbelding,2,1200
258,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,258,20:00,"SUB OUT by MCCLEAN,CAYLEY",,,,,,,"SUB OUT by MCCLEAN,CAYLEY",2,subbing out,,grove city,cayley mcclean,,1200
259,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,259,20:00,"SUB OUT by ARKWRIGHT,LEXIE",,,,,,,"SUB OUT by ARKWRIGHT,LEXIE",2,subbing out,,grove city,lexie arkwright,,1200
260,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,260,20:00,"SUB OUT by DALLATORE,TERESA",,,,,,,"SUB OUT by DALLATORE,TERESA",2,subbing out,,grove city,teresa dallatore,,1200
261,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,261,19:28,,,,,"MISS JUMPER by COLLIVER,OLIVIA",,,"MISS JUMPER by COLLIVER,OLIVIA",2,jumper,missed,Centre,olivia colliver,,1168
262,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,262,--,"REBOUND DEF by ARKWRIGHT,LEXIE",,,,,,,"REBOUND DEF by ARKWRIGHT,LEXIE",2,defensive rebound,,grove city,lexie arkwright,,
263,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,263,19:17,"SUB IN by MCCLEAN,CAYLEY",,,,,,,"SUB IN by MCCLEAN,CAYLEY",2,subbing in,,grove city,cayley mcclean,,1157
264,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,264,19:17,"SUB IN by ARKWRIGHT,LEXIE",,,,,,,"SUB IN by ARKWRIGHT,LEXIE",2,subbing in,,grove city,lexie arkwright,,1157
265,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,265,19:17,"SUB IN by DALLATORE,TERESA",,,,,,,"SUB IN by DALLATORE,TERESA",2,subbing in,,grove city,teresa dallatore,,1157
266,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,266,18:45,,24,,33 (+9),"GOOD JUMPER by COLLIVER,OLIVIA",CENTRE_W 24-33 (+9),,"GOOD JUMPER by COLLIVER,OLIVIA",2,jumper,good,Centre,olivia colliver,2,1125
267,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,267,18:36,,,,,"FOUL  by RHULE,BONNIE",,,"FOUL  by RHULE,BONNIE",2,foul,,Centre,bonnie rhule,,1116
268,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,268,18:07,"GOOD LAYUP by MCCLEAN,CAYLEY(in the paint)",26,,33 (+7),,GRO 26-33 (+7),,"GOOD LAYUP by MCCLEAN,CAYLEY(in the paint)",2,layup,good,grove city,cayley mcclean,2,1087
269,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,269,--,"ASSIST  by ERBELDING,KATHRYN",,,,,,,"ASSIST  by ERBELDING,KATHRYN",2,assist,,grove city,kathryn erbelding,,
270,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,270,17:57,,,,,"TURNOVER  by COLLIVER,OLIVIA",,,"TURNOVER  by COLLIVER,OLIVIA",2,turnover,,Centre,olivia colliver,,1077
271,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,271,17:55,"STEAL  by NICKOLOFF,BRANDY",,,,,,,"STEAL  by NICKOLOFF,BRANDY",2,steal,,grove city,,,1075
272,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,272,17:51,"MISS JUMPER by MCCLEAN,CAYLEY",,,,,,,"MISS JUMPER by MCCLEAN,CAYLEY",2,jumper,missed,grove city,cayley mcclean,,1071
273,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,273,--,"REBOUND OFF by ERBELDING,KATHRYN",,,,,,,"REBOUND OFF by ERBELDING,KATHRYN",2,offensive rebound,,grove city,kathryn erbelding,,
274,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,274,17:48,"MISS JUMPER by ERBELDING,KATHRYN",,,,,,,"MISS JUMPER by ERBELDING,KATHRYN",2,jumper,missed,grove city,kathryn erbelding,,1068
275,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,275,--,"REBOUND OFF by DALLATORE,TERESA",,,,,,,"REBOUND OFF by DALLATORE,TERESA",2,offensive rebound,,grove city,teresa dallatore,,
276,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,276,17:42,"TURNOVER  by STEWART,JACKIE",,,,,,,"TURNOVER  by STEWART,JACKIE",2,turnover,,grove city,jackie stewart,,1062
277,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,277,17:42,,,,,"STEAL  by GUY,ALEXIS",,,"STEAL  by GUY,ALEXIS",2,steal,,Centre,,,1062
278,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,278,17:30,,26,,35 (+9),"GOOD JUMPER by ALFORD,OLIVIA(in the paint)",CENTRE_W 26-35 (+9),,"GOOD JUMPER by ALFORD,OLIVIA(in the paint)",2,jumper,good,Centre,olivia alford,2,1050
279,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,279,--,,,,,"ASSIST  by GUY,ALEXIS",,,"ASSIST  by GUY,ALEXIS",2,assist,,Centre,alexis guy,,
280,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,280,17:25,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,1045
281,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,281,17:25,"SUB IN by SHIREY,KELSEY",,,,,,,"SUB IN by SHIREY,KELSEY",2,subbing in,,grove city,kelsey shirey,,1045
282,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,282,17:25,"SUB IN by STEWART,JACKIE",,,,,,,"SUB IN by STEWART,JACKIE",2,subbing in,,grove city,jackie stewart,,1045
283,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,283,17:25,"SUB OUT by ARKWRIGHT,LEXIE",,,,,,,"SUB OUT by ARKWRIGHT,LEXIE",2,subbing out,,grove city,lexie arkwright,,1045
284,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,284,17:25,"SUB OUT by DALLATORE,TERESA",,,,,,,"SUB OUT by DALLATORE,TERESA",2,subbing out,,grove city,teresa dallatore,,1045
285,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,285,16:59,"FOUL  by STEWART,JACKIE",,,,,,,"FOUL  by STEWART,JACKIE",2,foul,,grove city,jackie stewart,,1019
286,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,286,16:59,"TURNOVER  by STEWART,JACKIE",,,,,,,"TURNOVER  by STEWART,JACKIE",2,turnover,,grove city,jackie stewart,,1019
287,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,287,16:51,"SUB IN by DALLATORE,TERESA",,,,,,,"SUB IN by DALLATORE,TERESA",2,subbing in,,grove city,teresa dallatore,,1011
288,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,288,16:51,"SUB OUT by STEWART,JACKIE",,,,,,,"SUB OUT by STEWART,JACKIE",2,subbing out,,grove city,jackie stewart,,1011
289,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,289,16:48,,,,,"MISS LAYUP by GUY,ALEXIS",,,"MISS LAYUP by GUY,ALEXIS",2,layup,missed,Centre,alexis guy,,1008
290,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,290,--,,,,,"REBOUND OFF by ANDREASSEN,CAROLINE",,,"REBOUND OFF by ANDREASSEN,CAROLINE",2,offensive rebound,,Centre,caroline andreassen,,
291,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,291,16:45,,26,,37 (+11),"GOOD JUMPER by KELLAM,PAIGE",CENTRE_W 26-37 (+11),,"GOOD JUMPER by KELLAM,PAIGE",2,jumper,good,Centre,paige kellam,2,1005
292,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,292,16:32,"FOUL  by DALLATORE,TERESA",,,,,,,"FOUL  by DALLATORE,TERESA",2,foul,,grove city,teresa dallatore,,992
293,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,293,16:29,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",,,"MISS 3PTR by HARTLAGE,MAGGIE",2,three pointer,missed,Centre,maggie hartlage,,989
294,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,294,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
295,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,295,16:02,"GOOD LAYUP by MCCLEAN,CAYLEY(in the paint)",28,,37 (+9),,GRO 28-37 (+9),,"GOOD LAYUP by MCCLEAN,CAYLEY(in the paint)",2,layup,good,grove city,cayley mcclean,2,962
296,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,296,15:37,,,,,"TURNOVER  by GUY,ALEXIS",,,"TURNOVER  by GUY,ALEXIS",2,turnover,,Centre,alexis guy,,937
297,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,297,15:35,"STEAL  by MCCLEAN,CAYLEY",,,,,,,"STEAL  by MCCLEAN,CAYLEY",2,steal,,grove city,,,935
298,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,298,15:22,"GOOD JUMPER by ERBELDING,KATHRYN",30,,37 (+7),,GRO 30-37 (+7),,"GOOD JUMPER by ERBELDING,KATHRYN",2,jumper,good,grove city,kathryn erbelding,2,922
299,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,299,--,"ASSIST  by NICKOLOFF,BRANDY",,,,,,,"ASSIST  by NICKOLOFF,BRANDY",2,assist,,grove city,brandy nickoloff,,
300,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,300,14:53,,30,,40 (+10),"GOOD 3PTR by RHULE,BONNIE",CENTRE_W 30-40 (+10),,"GOOD 3PTR by RHULE,BONNIE",2,three pointer,good,Centre,bonnie rhule,3,893
301,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,301,--,,,,,"ASSIST  by HARTLAGE,MAGGIE",,,"ASSIST  by HARTLAGE,MAGGIE",2,assist,,Centre,maggie hartlage,,
302,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,302,14:33,"GOOD JUMPER by ERBELDING,KATHRYN",32,,40 (+8),,GRO 32-40 (+8),,"GOOD JUMPER by ERBELDING,KATHRYN",2,jumper,good,grove city,kathryn erbelding,2,873
303,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,303,14:04,,,,,"MISS 3PTR by COLLIVER,OLIVIA",,,"MISS 3PTR by COLLIVER,OLIVIA",2,three pointer,missed,Centre,olivia colliver,,844
304,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,304,--,"REBOUND DEF by MCCLEAN,CAYLEY",,,,,,,"REBOUND DEF by MCCLEAN,CAYLEY",2,defensive rebound,,grove city,cayley mcclean,,
305,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,305,13:48,"TURNOVER  by SHIREY,KELSEY",,,,,,,"TURNOVER  by SHIREY,KELSEY",2,turnover,,grove city,kelsey shirey,,828
306,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,306,13:46,,,,,"STEAL  by COLLIVER,OLIVIA",,,"STEAL  by COLLIVER,OLIVIA",2,steal,,Centre,,,826
307,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,307,13:25,,,,,"MISS 3PTR by KELLAM,PAIGE",,,"MISS 3PTR by KELLAM,PAIGE",2,three pointer,missed,Centre,paige kellam,,805
308,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,308,--,"REBOUND DEF by MCCLEAN,CAYLEY",,,,,,,"REBOUND DEF by MCCLEAN,CAYLEY",2,defensive rebound,,grove city,cayley mcclean,,
309,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,309,13:19,"TURNOVER  by MCCLEAN,CAYLEY",,,,,,,"TURNOVER  by MCCLEAN,CAYLEY",2,turnover,,grove city,cayley mcclean,,799
310,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,310,13:19,"FOUL  by MCCLEAN,CAYLEY",,,,,,,"FOUL  by MCCLEAN,CAYLEY",2,foul,,grove city,cayley mcclean,,799
311,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,311,13:19,"SUB IN by GALENS,NATALIJA",,,,,,,"SUB IN by GALENS,NATALIJA",2,subbing in,,grove city,natalija galens,,799
312,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,312,13:19,"SUB IN by ARKWRIGHT,LEXIE",,,,,,,"SUB IN by ARKWRIGHT,LEXIE",2,subbing in,,grove city,lexie arkwright,,799
313,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,313,13:19,"SUB IN by STEWART,JACKIE",,,,,,,"SUB IN by STEWART,JACKIE",2,subbing in,,grove city,jackie stewart,,799
