,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,TMCW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
222,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,222,19:24,,43 (+17),,26,"GOOD JUMPER by GUY,ALEXIS",CENTRE_W 43-26 (-17),,"GOOD JUMPER by GUY,ALEXIS",2,jumper,good,Centre,alexis guy,2,1164
223,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,223,18:59,"GOOD JUMPER by MOSS,SYDNEY",45 (+19),,26,,TMCW 45-26 (-19),,"GOOD JUMPER by MOSS,SYDNEY",2,jumper,good,thomas more college,sydney moss,2,1139
224,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,224,18:33,,,,,"MISS JUMPER by JUDY,MICHELE",,,"MISS JUMPER by JUDY,MICHELE",2,jumper,missed,Centre,michele judy,,1113
225,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,225,--,"REBOUND DEF by CADY,SAM",,,,,,,"REBOUND DEF by CADY,SAM",2,defensive rebound,,thomas more college,sam cady,,
226,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,226,18:08,"MISS 3PTR by OWINGS,ABBY",,,,,,,"MISS 3PTR by OWINGS,ABBY",2,three pointer,missed,thomas more college,abby owings,,1088
227,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,227,--,"REBOUND OFF by CADY,SAM",,,,,,,"REBOUND OFF by CADY,SAM",2,offensive rebound,,thomas more college,sam cady,,
228,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,228,17:57,"MISS LAYUP by MOSS,SYDNEY",,,,,,,"MISS LAYUP by MOSS,SYDNEY",2,layup,missed,thomas more college,sydney moss,,1077
229,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,229,--,,,,,"REBOUND DEF by GUY,ALEXIS",,,"REBOUND DEF by GUY,ALEXIS",2,defensive rebound,,Centre,alexis guy,,
230,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,230,17:51,,45 (+17),,28,"GOOD LAYUP by GUY,ALEXIS(in the paint)",CENTRE_W 45-28 (-17),,"GOOD LAYUP by GUY,ALEXIS(in the paint)",2,layup,good,Centre,alexis guy,2,1071
231,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,231,17:20,"MISS 3PTR by WAINSCOTT,SYDNI",,,,,,,"MISS 3PTR by WAINSCOTT,SYDNI",2,three pointer,missed,thomas more college,sydni wainscott,,1040
232,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,232,--,"REBOUND OFF by MOSS,SYDNEY",,,,,,,"REBOUND OFF by MOSS,SYDNEY",2,offensive rebound,,thomas more college,sydney moss,,
233,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,233,17:13,,,,,"FOUL  by COLLIVER,OLIVIA",,,"FOUL  by COLLIVER,OLIVIA",2,foul,,Centre,olivia colliver,,1033
234,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,234,17:13,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,1033
235,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,235,17:13,,,,,"SUB IN by LEWIS,KENDALL",,,"SUB IN by LEWIS,KENDALL",2,subbing in,,Centre,kendall lewis,,1033
236,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,236,17:13,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,1033
237,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,237,17:13,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,1033
238,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,238,17:08,"GOOD LAYUP by SANTAMARIA,ALEXA(in the paint)",47 (+19),,28,,TMCW 47-28 (-19),,"GOOD LAYUP by SANTAMARIA,ALEXA(in the paint)",2,layup,good,thomas more college,alexa santamaria,2,1028
239,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,239,16:56,,,,,"TURNOVER  by COLLIVER,OLIVIA",,,"TURNOVER  by COLLIVER,OLIVIA",2,turnover,,Centre,olivia colliver,,1016
240,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,240,16:54,"STEAL  by OWINGS,ABBY",,,,,,,"STEAL  by OWINGS,ABBY",2,steal,,thomas more college,,,1014
241,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,241,16:53,,,,,"FOUL  by GUY,ALEXIS",,,"FOUL  by GUY,ALEXIS",2,foul,,Centre,alexis guy,,1013
242,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,242,16:53,,,,,"SUB IN by MCKNIGHT,KAITLYN",,,"SUB IN by MCKNIGHT,KAITLYN",2,subbing in,,Centre,kaitlyn mcknight,,1013
243,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,243,16:53,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",2,subbing out,,Centre,olivia colliver,,1013
244,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,244,16:50,"MISS JUMPER by MOSS,SYDNEY",,,,,,,"MISS JUMPER by MOSS,SYDNEY",2,jumper,missed,thomas more college,sydney moss,,1010
245,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,245,--,"REBOUND OFF by CADY,SAM",,,,,,,"REBOUND OFF by CADY,SAM",2,offensive rebound,,thomas more college,sam cady,,
246,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,246,16:45,,,,,"FOUL  by MCKNIGHT,KAITLYN",,,"FOUL  by MCKNIGHT,KAITLYN",2,foul,,Centre,kaitlyn mcknight,,1005
247,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,247,16:45,"GOOD FT by MOSS,SYDNEY",48 (+20),,28,,TMCW 48-28 (-20),,"GOOD FT by MOSS,SYDNEY",2,free throw,good,thomas more college,sydney moss,1,1005
248,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,248,16:45,"GOOD FT by MOSS,SYDNEY",49 (+21),,28,,TMCW 49-28 (-21),,"GOOD FT by MOSS,SYDNEY",2,free throw,good,thomas more college,sydney moss,1,1005
249,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,249,16:23,"FOUL  by SANTAMARIA,ALEXA",,,,,,,"FOUL  by SANTAMARIA,ALEXA",2,foul,,thomas more college,alexa santamaria,,983
250,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,250,16:23,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,983
251,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,251,16:18,,,,,"MISS LAYUP by GUY,ALEXIS",,,"MISS LAYUP by GUY,ALEXIS",2,layup,missed,Centre,alexis guy,,978
252,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,252,16:18,"BLOCK  by SANTAMARIA,ALEXA",,,,,,,"BLOCK  by SANTAMARIA,ALEXA",2,block,,thomas more college,alexa santamaria,,978
253,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,253,--,,,,,"REBOUND OFF by LEWIS,KENDALL",,,"REBOUND OFF by LEWIS,KENDALL",2,offensive rebound,,Centre,kendall lewis,,
254,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,254,16:10,,,,,"MISS 3PTR by LEWIS,KENDALL",,,"MISS 3PTR by LEWIS,KENDALL",2,three pointer,missed,Centre,kendall lewis,,970
255,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,255,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
256,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,256,15:58,"GOOD JUMPER by MOSS,SYDNEY",51 (+23),,28,,TMCW 51-28 (-23),,"GOOD JUMPER by MOSS,SYDNEY",2,jumper,good,thomas more college,sydney moss,2,958
257,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,257,15:45,,,,,"TURNOVER  by GUY,ALEXIS",,,"TURNOVER  by GUY,ALEXIS",2,turnover,,Centre,alexis guy,,945
258,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,258,15:35,"GOOD JUMPER by WAINSCOTT,SYDNI",53 (+25),,28,,TMCW 53-28 (-25),,"GOOD JUMPER by WAINSCOTT,SYDNI",2,jumper,good,thomas more college,sydni wainscott,2,935
259,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,259,15:25,,,,,"TURNOVER  by GUY,ALEXIS",,,"TURNOVER  by GUY,ALEXIS",2,turnover,,Centre,alexis guy,,925
260,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,260,15:22,"STEAL  by SANTAMARIA,ALEXA",,,,,,,"STEAL  by SANTAMARIA,ALEXA",2,steal,,thomas more college,,,922
261,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,261,15:18,"MISS LAYUP by CADY,SAM",,,,,,,"MISS LAYUP by CADY,SAM",2,layup,missed,thomas more college,sam cady,,918
262,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,262,--,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",,,"REBOUND DEF by ANDREASSEN,CAROLINE",2,defensive rebound,,Centre,caroline andreassen,,
263,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,263,15:04,"FOUL  by SANTAMARIA,ALEXA",,,,,,,"FOUL  by SANTAMARIA,ALEXA",2,foul,,thomas more college,alexa santamaria,,904
264,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,264,15:04,,,,,"MISS FT by JUDY,MICHELE",,,"MISS FT by JUDY,MICHELE",2,free throw,missed,Centre,michele judy,,904
265,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,265,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
266,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,266,15:04,,53 (+24),,29,"GOOD FT by JUDY,MICHELE",CENTRE_W 53-29 (-24),,"GOOD FT by JUDY,MICHELE",2,free throw,good,Centre,michele judy,1,904
267,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,267,15:04,"SUB IN by PAUL,KIRSTEN",,,,,,,"SUB IN by PAUL,KIRSTEN",2,subbing in,,thomas more college,kirsten paul,,904
268,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,268,15:04,"SUB OUT by SANTAMARIA,ALEXA",,,,,,,"SUB OUT by SANTAMARIA,ALEXA",2,subbing out,,thomas more college,alexa santamaria,,904
269,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,269,14:39,"MISS 3PTR by PAUL,KIRSTEN",,,,,,,"MISS 3PTR by PAUL,KIRSTEN",2,three pointer,missed,thomas more college,kirsten paul,,879
270,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,270,--,,,,,"REBOUND DEF by JUDY,MICHELE",,,"REBOUND DEF by JUDY,MICHELE",2,defensive rebound,,Centre,michele judy,,
271,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,271,14:32,,53 (+22),,31,"GOOD LAYUP by GUY,ALEXIS(in the paint)",CENTRE_W 53-31 (-22),,"GOOD LAYUP by GUY,ALEXIS(in the paint)",2,layup,good,Centre,alexis guy,2,872
272,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,272,14:21,"TURNOVER  by WAINSCOTT,SYDNI",,,,,,,"TURNOVER  by WAINSCOTT,SYDNI",2,turnover,,thomas more college,sydni wainscott,,861
273,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,273,14:19,,,,,"STEAL  by LEWIS,KENDALL",,,"STEAL  by LEWIS,KENDALL",2,steal,,Centre,,,859
274,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,274,14:05,,,,,"MISS JUMPER by JUDY,MICHELE",,,"MISS JUMPER by JUDY,MICHELE",2,jumper,missed,Centre,michele judy,,845
275,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,275,--,"REBOUND DEF by CADY,SAM",,,,,,,"REBOUND DEF by CADY,SAM",2,defensive rebound,,thomas more college,sam cady,,
276,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,276,13:59,"GOOD LAYUP by MOSS,SYDNEY(in the paint)",55 (+24),,31,,TMCW 55-31 (-24),,"GOOD LAYUP by MOSS,SYDNEY(in the paint)",2,layup,good,thomas more college,sydney moss,2,839
277,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,277,--,"ASSIST  by PAUL,KIRSTEN",,,,,,,"ASSIST  by PAUL,KIRSTEN",2,assist,,thomas more college,kirsten paul,,
278,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,278,13:48,"SUB IN by MCDONALD,KELLY",,,,,,,"SUB IN by MCDONALD,KELLY",2,subbing in,,thomas more college,kelly mcdonald,,828
279,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,279,13:48,"SUB IN by KRUSLING,STEPHANIE",,,,,,,"SUB IN by KRUSLING,STEPHANIE",2,subbing in,,thomas more college,stephanie krusling,,828
280,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,280,13:48,"SUB OUT by MOSS,SYDNEY",,,,,,,"SUB OUT by MOSS,SYDNEY",2,subbing out,,thomas more college,sydney moss,,828
281,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,281,13:48,"SUB OUT by OWINGS,ABBY",,,,,,,"SUB OUT by OWINGS,ABBY",2,subbing out,,thomas more college,abby owings,,828
282,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,282,13:48,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",2,subbing in,,Centre,bonnie rhule,,828
283,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,283,13:48,,,,,"SUB OUT by JUDY,MICHELE",,,"SUB OUT by JUDY,MICHELE",2,subbing out,,Centre,michele judy,,828
284,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,284,13:35,"SUB IN by BUSH,KAYLEE",,,,,,,"SUB IN by BUSH,KAYLEE",2,subbing in,,thomas more college,kaylee bush,,815
285,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,285,13:35,"SUB OUT by CADY,SAM",,,,,,,"SUB OUT by CADY,SAM",2,subbing out,,thomas more college,sam cady,,815
286,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,286,13:35,,,,,"SUB IN by ABBOTT,CAROLINE",,,"SUB IN by ABBOTT,CAROLINE",2,subbing in,,Centre,caroline abbott,,815
287,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,287,13:35,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,815
288,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,288,13:34,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,814
289,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,289,13:34,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",2,subbing out,,Centre,alexis guy,,814
290,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,290,13:28,,,,,"TURNOVER  by LEWIS,KENDALL",,,"TURNOVER  by LEWIS,KENDALL",2,turnover,,Centre,kendall lewis,,808
291,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,291,13:26,"STEAL  by KRUSLING,STEPHANIE",,,,,,,"STEAL  by KRUSLING,STEPHANIE",2,steal,,thomas more college,,,806
292,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,292,13:22,"TURNOVER  by WAINSCOTT,SYDNI",,,,,,,"TURNOVER  by WAINSCOTT,SYDNI",2,turnover,,thomas more college,sydni wainscott,,802
293,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,293,13:20,,,,,"STEAL  by RHULE,BONNIE",,,"STEAL  by RHULE,BONNIE",2,steal,,Centre,,,800
294,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,294,13:07,"FOUL  by BUSH,KAYLEE",,,,,,,"FOUL  by BUSH,KAYLEE",2,foul,,thomas more college,kaylee bush,,787
295,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,295,13:06,,,,,"MISS LAYUP by MCKNIGHT,KAITLYN",,,"MISS LAYUP by MCKNIGHT,KAITLYN",2,layup,missed,Centre,kaitlyn mcknight,,786
296,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,296,--,"REBOUND DEF by BUSH,KAYLEE",,,,,,,"REBOUND DEF by BUSH,KAYLEE",2,defensive rebound,,thomas more college,kaylee bush,,
297,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,297,13:02,,,,,"FOUL  by MCKNIGHT,KAITLYN",,,"FOUL  by MCKNIGHT,KAITLYN",2,foul,,Centre,kaitlyn mcknight,,782
298,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,298,13:02,,,,,"SUB IN by JUDY,MICHELE",,,"SUB IN by JUDY,MICHELE",2,subbing in,,Centre,michele judy,,782
299,3,thomas-more,Thomas More College,Centre College,44-77,44,77,"24, 20, 44","43, 34, 77",24,20,44,43,34,77,1-2,2-0,11/22/14,Lose,231,No Location Recorded,7:00 PM,H,299,13:02,,,,,"SUB OUT by MCKNIGHT,KAITLYN",,,"SUB OUT by MCKNIGHT,KAITLYN",2,subbing out,,Centre,kaitlyn mcknight,,782
