,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTREWB,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
142,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,142,04:58,"TURNOVER  by ANDREASSEN,CAROLINE",,,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",1,turnover,,Centre,caroline andreassen,,298
143,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,143,04:57,,,,,"STEAL  by KLUNK,KIM",,,"STEAL  by KLUNK,KIM",1,steal,,millsapswbb,,,297
144,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,144,04:29,,,,,"MISS JUMPER by BROOKS,MIAH",,,"MISS JUMPER by BROOKS,MIAH",1,jumper,missed,millsapswbb,miah brooks,,269
145,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,145,--,"REBOUND DEF by JUDY,MICHELE",,,,,,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
146,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,146,04:23,"TURNOVER  by HARTLAGE,MAGGIE",,,,,,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,263
147,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,147,04:23,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,263
148,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,148,04:23,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,263
149,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,149,04:23,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,263
150,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,150,04:23,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,263
151,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,151,04:23,"SUB OUT by LEWIS,KENDALL",,,,,,,"SUB OUT by LEWIS,KENDALL",1,subbing out,,Centre,kendall lewis,,263
152,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,152,04:12,,22 (+5),,17,"GOOD LAYUP by KLUNK,KIM(in the paint)",MILLSAPW 22-17 (+5),,"GOOD LAYUP by KLUNK,KIM(in the paint)",1,layup,good,millsapswbb,kim klunk,2,252
153,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,153,--,,,,,"ASSIST  by JOHNSON,VELVET",,,"ASSIST  by JOHNSON,VELVET",1,assist,,millsapswbb,velvet johnson,,
154,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,154,03:54,"TURNOVER  by JUDY,MICHELE",,,,,,,"TURNOVER  by JUDY,MICHELE",1,turnover,,Centre,michele judy,,234
155,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,155,03:53,,,,,"STEAL  by HOLMES,BEVERLY",,,"STEAL  by HOLMES,BEVERLY",1,steal,,millsapswbb,,,233
156,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,156,03:34,,,,,"MISS 3PTR by JOHNSON,VELVET",,,"MISS 3PTR by JOHNSON,VELVET",1,three pointer,missed,millsapswbb,velvet johnson,,214
157,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,157,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
158,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,158,03:09,"TURNOVER  by KELLAM,PAIGE",,,,,,,"TURNOVER  by KELLAM,PAIGE",1,turnover,,Centre,paige kellam,,189
159,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,159,03:08,,,,,"STEAL  by JOHNSON,VELVET",,,"STEAL  by JOHNSON,VELVET",1,steal,,millsapswbb,,,188
160,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,160,03:04,,,,,"MISS JUMPER by JOHNSON,VELVET",,,"MISS JUMPER by JOHNSON,VELVET",1,jumper,missed,millsapswbb,velvet johnson,,184
161,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,161,--,,,,,"REBOUND OFF by FREEMAN,KALA",,,"REBOUND OFF by FREEMAN,KALA",1,offensive rebound,,millsapswbb,kala freeman,,
162,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,162,02:41,,22 (+2),,20,"GOOD 3PTR by HOLMES,BEVERLY",MILLSAPW 22-20 (+2),,"GOOD 3PTR by HOLMES,BEVERLY",1,three pointer,good,millsapswbb,beverly holmes,3,161
163,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,163,02:07,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,127
164,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,164,--,,,,,"REBOUND DEF by JOHNSON,VELVET",,,"REBOUND DEF by JOHNSON,VELVET",1,defensive rebound,,millsapswbb,velvet johnson,,
165,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,165,01:57,"FOUL  by RHULE,BONNIE",,,,,,,"FOUL  by RHULE,BONNIE",1,foul,,Centre,bonnie rhule,,117
166,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,166,01:57,"SUB IN by MCKNIGHT,KAITLYN",,,,,,,"SUB IN by MCKNIGHT,KAITLYN",1,subbing in,,Centre,kaitlyn mcknight,,117
167,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,167,01:57,"SUB IN by COLLIVER,OLIVIA",,,,,,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,117
168,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,168,01:57,"SUB IN by LEWIS,KENDALL",,,,,,,"SUB IN by LEWIS,KENDALL",1,subbing in,,Centre,kendall lewis,,117
169,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,169,01:57,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,117
170,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,170,01:57,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,117
171,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,171,01:57,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,117
172,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,172,01:44,,22,,22,"GOOD LAYUP by FREEMAN,KALA(in the paint)",MILLSAPW 22-22 (0),,"GOOD LAYUP by FREEMAN,KALA(in the paint)",1,layup,good,millsapswbb,kala freeman,2,104
173,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,173,--,,,,,"ASSIST  by HOLMES,BEVERLY",,,"ASSIST  by HOLMES,BEVERLY",1,assist,,millsapswbb,beverly holmes,,
174,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,174,01:16,"MISS 3PTR by COLLIVER,OLIVIA",,,,,,,"MISS 3PTR by COLLIVER,OLIVIA",1,three pointer,missed,Centre,olivia colliver,,76
175,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,175,--,,,,,"REBOUND DEF by BROOKS,MIAH",,,"REBOUND DEF by BROOKS,MIAH",1,defensive rebound,,millsapswbb,miah brooks,,
176,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,176,00:58,,22,,24 (+2),"GOOD LAYUP by BROOKS,MIAH(in the paint)",MILLSAPW 22-24 (-2),,"GOOD LAYUP by BROOKS,MIAH(in the paint)",1,layup,good,millsapswbb,miah brooks,2,58
177,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,177,--,,,,,"ASSIST  by KLUNK,KIM",,,"ASSIST  by KLUNK,KIM",1,assist,,millsapswbb,kim klunk,,
178,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,178,00:58,"FOUL  by MCKNIGHT,KAITLYN",,,,,,,"FOUL  by MCKNIGHT,KAITLYN",1,foul,,Centre,kaitlyn mcknight,,58
179,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,179,00:58,,22,,25 (+3),"GOOD FT by BROOKS,MIAH",MILLSAPW 22-25 (-3),,"GOOD FT by BROOKS,MIAH",1,free throw,good,millsapswbb,miah brooks,1,58
180,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,180,00:40,"MISS 3PTR by GUY,ALEXIS",,,,,,,"MISS 3PTR by GUY,ALEXIS",1,three pointer,missed,Centre,alexis guy,,40
181,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,181,--,"REBOUND OFF by COLLIVER,OLIVIA",,,,,,,"REBOUND OFF by COLLIVER,OLIVIA",1,offensive rebound,,Centre,olivia colliver,,
182,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,182,00:22,"TURNOVER  by MCKNIGHT,KAITLYN",,,,,,,"TURNOVER  by MCKNIGHT,KAITLYN",1,turnover,,Centre,kaitlyn mcknight,,22
183,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,183,00:04,,,,,"TURNOVER  by KLUNK,KIM",,,"TURNOVER  by KLUNK,KIM",1,turnover,,millsapswbb,kim klunk,,4
184,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,184,00:02,"STEAL  by MCKNIGHT,KAITLYN",,,,,,,"STEAL  by MCKNIGHT,KAITLYN",1,steal,,Centre,,,2
185,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,185,00:00,"MISS 3PTR by COLLIVER,OLIVIA",,,,,,,"MISS 3PTR by COLLIVER,OLIVIA",1,three pointer,missed,Centre,olivia colliver,,0
186,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,186,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
187,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,187,Start Period 2,,,,,,,,,2,,,,,,
188,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,188,20:00,,,,,"SUB IN by CONNOR,KATIE",,,"SUB IN by CONNOR,KATIE",2,subbing in,,millsapswbb,katie connor,,1200
189,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,189,20:00,,,,,"SUB OUT by EARL,BRITTNEI",,,"SUB OUT by EARL,BRITTNEI",2,subbing out,,millsapswbb,brittnei earl,,1200
190,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,190,19:39,"GOOD JUMPER by HARTLAGE,MAGGIE",24,,25 (+1),,CENTREWB 24-25 (-1),,"GOOD JUMPER by HARTLAGE,MAGGIE",2,jumper,good,Centre,maggie hartlage,2,1179
191,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,191,19:13,,,,,"MISS JUMPER by JOHNSON,VELVET",,,"MISS JUMPER by JOHNSON,VELVET",2,jumper,missed,millsapswbb,velvet johnson,,1153
192,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,192,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
193,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,193,18:53,"GOOD LAYUP by COLLIVER,OLIVIA(in the paint)",26 (+1),,25,,CENTREWB 26-25 (+1),,"GOOD LAYUP by COLLIVER,OLIVIA(in the paint)",2,layup,good,Centre,olivia colliver,2,1133
194,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,194,18:30,"FOUL  by COLLIVER,OLIVIA",,,,,,,"FOUL  by COLLIVER,OLIVIA",2,foul,,Centre,olivia colliver,,1110
195,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,195,18:30,,26,,26,"GOOD FT by BROOKS,MIAH",MILLSAPW 26-26 (0),,"GOOD FT by BROOKS,MIAH",2,free throw,good,millsapswbb,miah brooks,1,1110
196,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,196,18:30,,26,,27 (+1),"GOOD FT by BROOKS,MIAH",MILLSAPW 26-27 (-1),,"GOOD FT by BROOKS,MIAH",2,free throw,good,millsapswbb,miah brooks,1,1110
197,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,197,18:30,,,,,"SUB IN by RANDLE,KELLI",,,"SUB IN by RANDLE,KELLI",2,subbing in,,millsapswbb,kelli randle,,1110
198,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,198,18:30,,,,,"SUB OUT by CONNOR,KATIE",,,"SUB OUT by CONNOR,KATIE",2,subbing out,,millsapswbb,katie connor,,1110
199,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,199,18:04,"GOOD JUMPER by KELLAM,PAIGE",28 (+1),,27,,CENTREWB 28-27 (+1),,"GOOD JUMPER by KELLAM,PAIGE",2,jumper,good,Centre,paige kellam,2,1084
200,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,200,17:30,,28,,29 (+1),"GOOD JUMPER by HOLMES,BEVERLY(in the paint)",MILLSAPW 28-29 (-1),,"GOOD JUMPER by HOLMES,BEVERLY(in the paint)",2,jumper,good,millsapswbb,beverly holmes,2,1050
201,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,201,17:16,"MISS LAYUP by COLLIVER,OLIVIA",,,,,,,"MISS LAYUP by COLLIVER,OLIVIA",2,layup,missed,Centre,olivia colliver,,1036
202,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,202,--,,,,,"REBOUND DEF by RANDLE,KELLI",,,"REBOUND DEF by RANDLE,KELLI",2,defensive rebound,,millsapswbb,kelli randle,,
203,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,203,17:07,,,,,"MISS LAYUP by HOLMES,BEVERLY",,,"MISS LAYUP by HOLMES,BEVERLY",2,layup,missed,millsapswbb,beverly holmes,,1027
204,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,204,--,,,,,"REBOUND OFF by BROOKS,MIAH",,,"REBOUND OFF by BROOKS,MIAH",2,offensive rebound,,millsapswbb,miah brooks,,
205,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,205,16:48,,,,,"TURNOVER  by BROOKS,MIAH",,,"TURNOVER  by BROOKS,MIAH",2,turnover,,millsapswbb,miah brooks,,1008
206,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,206,16:47,"STEAL  by COLLIVER,OLIVIA",,,,,,,"STEAL  by COLLIVER,OLIVIA",2,steal,,Centre,,,1007
207,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,207,16:41,"MISS 3PTR by RHULE,BONNIE",,,,,,,"MISS 3PTR by RHULE,BONNIE",2,three pointer,missed,Centre,bonnie rhule,,1001
208,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,208,--,,,,,"REBOUND DEF by JOHNSON,VELVET",,,"REBOUND DEF by JOHNSON,VELVET",2,defensive rebound,,millsapswbb,velvet johnson,,
209,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,209,16:17,,,,,"MISS 3PTR by HOLMES,BEVERLY",,,"MISS 3PTR by HOLMES,BEVERLY",2,three pointer,missed,millsapswbb,beverly holmes,,977
210,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,210,--,,,,,"REBOUND OFF by JOHNSON,VELVET",,,"REBOUND OFF by JOHNSON,VELVET",2,offensive rebound,,millsapswbb,velvet johnson,,
211,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,211,16:12,,,,,"MISS LAYUP by JOHNSON,VELVET",,,"MISS LAYUP by JOHNSON,VELVET",2,layup,missed,millsapswbb,velvet johnson,,972
212,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,212,--,"REBOUND DEF by KELLAM,PAIGE",,,,,,,"REBOUND DEF by KELLAM,PAIGE",2,defensive rebound,,Centre,paige kellam,,
213,21,millsaps,CENTREWBB,MILLSAPSWBB,47-51,47,51,"22, 25, 47","25, 26, 51",22,25,47,25,26,51,"9-12, 5-6","17-5, 9-2",02/15/15,Lose,200,No Location Recorded,12P,A,213,16:05,,,,,"FOUL  by HOLMES,BEVERLY",,,"FOUL  by HOLMES,BEVERLY",2,foul,,millsapswbb,beverly holmes,,965
